subject	item	sentcond	questcond	dependnum	starttime	endtime	subresp	correctresp	accuracy
4	29	 8	 6	1	7415732	7417012	6	6	1
4	4	 7	 7	1	7422338	7423334	7	7	1
4	22	 1	 6	1	7438696	7440682	6	6	1
4	28	 7	 7	1	7504144	7505450	7	7	1
4	11	 6	 7	1	7512539	7513927	7	7	1
4	7	 2	 6	1	7568785	7570549	6	6	1
4	13	 8	 6	1	7577161	7578174	6	6	1
4	24	 3	 7	1	7599859	7601743	7	7	1
4	30	 1	 6	1	7613486	7614360	6	6	1
4	1	 4	 7	1	7622329	7624195	7	7	1
4	10	 5	 7	1	7646139	7648944	7	7	1
4	12	 7	 7	1	7659016	7660258	7	7	1
4	32	 3	 6	1	7677005	7678407	6	6	1
4	20	 7	 6	1	7690207	7693130	6	6	1
4	6	 1	 7	1	7706796	7708687	7	7	1
4	5	 8	 7	1	7730604	7732138	7	7	1
4	2	 5	 6	1	7773299	7775136	6	6	1
4	8	 3	 7	1	7785240	7786576	7	7	1
4	23	 2	 7	1	7803427	7804505	7	7	1
4	3	 6	 6	1	7814507	7815604	6	6	1
4	19	 6	 6	1	7835435	7837569	6	6	1
4	25	 4	 7	1	7871328	7872330	7	7	1
4	15	 2	 6	1	7894815	7895772	6	6	1
4	26	 5	 6	1	7905724	7906865	6	6	1
4	17	 4	 6	1	7919293	7920220	6	6	1
4	16	 3	 7	1	7956706	7957956	7	7	1
4	14	 1	 6	1	7970980	7972243	6	6	1
4	18	 5	 7	1	7982935	7984148	7	7	1
4	9	 4	 6	1	8001795	8002813	6	6	1
5	83	 9	 6	1	4653725	4655329	6	6	1
5	82	 9	 7	1	4663907	4665229	7	7	1
5	81	 9	 7	1	4669573	4670622	7	7	1
5	23	 3	 7	1	4684310	4685477	7	7	1
5	17	 5	 6	1	4698618	4700270	6	6	1
5	32	 4	 6	1	4709265	4710720	6	6	1
5	30	 2	 6	1	4722850	4723956	6	6	1
5	24	 4	 7	1	4728818	4731213	6	7	0
5	12	 8	 7	1	4743594	4745962	7	7	1
5	2	 6	 6	1	4759803	4761211	6	6	1
5	5	 1	 7	1	4779338	4781310	7	7	1
5	9	 5	 6	1	4789783	4791067	6	6	1
5	19	 7	 6	1	4795491	4797914	6	6	1
5	21	 1	 6	1	4806316	4807569	6	6	1
5	8	 4	 7	1	4816265	4819363	7	7	1
5	15	 3	 6	1	4823737	4824845	6	6	1
5	4	 8	 7	1	4846473	4847691	7	7	1
5	16	 4	 7	1	4852063	4853931	7	7	1
5	14	 2	 6	1	4865824	4867126	6	6	1
5	10	 6	 7	1	4873213	4876945	7	7	1
5	3	 7	 6	1	4881649	4882898	6	6	1
5	31	 3	 7	1	4903084	4905199	6	7	0
5	11	 7	 7	1	4915473	4917054	7	7	1
5	18	 6	 7	1	4933143	4934313	7	7	1
5	6	 2	 7	1	4939645	4942059	7	7	1
5	1	 5	 7	1	4962100	4963027	7	7	1
5	22	 2	 6	1	4982928	4984249	6	6	1
5	28	 8	 7	1	5014992	5016648	7	7	1
5	25	 5	 7	1	5021790	5023316	7	7	1
5	20	 8	 6	1	5027837	5029250	6	6	1
5	13	 1	 6	1	5041417	5042281	6	6	1
5	29	 1	 6	1	5050845	5051889	6	6	1
5	7	 3	 6	1	5056715	5058139	6	6	1
5	26	 6	 6	1	5065667	5067031	6	6	1
5	27	 7	 7	1	5087557	5088520	6	7	0
6	83	 9	 6	1	2716960	2718970	6	6	1
6	81	 9	 7	1	2723632	2725325	7	7	1
6	82	 9	 7	1	2740348	2742838	7	7	1
6	32	 5	 6	1	2761734	2763289	6	6	1
6	28	 1	 7	1	2775000	2777205	7	7	1
6	30	 3	 6	1	2783000	2784163	6	6	1
6	21	 2	 6	1	2801081	2802425	6	6	1
6	8	 5	 7	1	2845149	2846888	7	7	1
6	2	 7	 6	1	2871595	2874139	6	6	1
6	22	 3	 6	1	2900509	2903766	6	6	1
6	5	 2	 7	1	2909195	2911121	7	7	1
6	27	 8	 7	1	2924715	2926002	7	7	1
6	24	 5	 7	1	2943737	2947106	7	7	1
6	13	 2	 6	1	2976131	2977399	6	6	1
6	3	 8	 6	1	2992243	2993842	6	6	1
6	12	 1	 7	1	3024160	3027389	7	7	1
6	19	 8	 6	1	3034664	3041333	7	6	0
6	23	 4	 7	1	3046603	3048254	7	7	1
6	9	 6	 6	1	3062914	3065182	6	6	1
6	16	 5	 7	1	3073434	3075085	7	7	1
6	4	 1	 7	1	3084108	3085703	7	7	1
6	31	 4	 7	1	3105422	3106961	7	7	1
6	14	 3	 6	1	3122816	3124383	7	6	0
6	18	 7	 7	1	3136241	3138040	7	7	1
6	1	 6	 7	1	3143410	3144793	7	7	1
6	10	 7	 7	1	3155240	3158385	7	7	1
6	15	 4	 6	1	3164780	3165970	6	6	1
6	29	 2	 6	1	3171293	3172906	6	6	1
6	7	 4	 6	1	3183226	3185542	6	6	1
6	11	 8	 7	1	3191582	3193576	7	7	1
6	25	 6	 7	1	3198598	3199706	7	7	1
6	26	 7	 6	1	3208235	3210168	6	6	1
6	17	 6	 6	1	3217585	3218856	6	6	1
6	6	 3	 7	1	3225260	3227175	7	7	1
6	20	 1	 6	1	3248298	3249648	6	6	1
7	83	 9	 6	1	2993200	2994948	6	6	1
7	82	 9	 7	1	3014776	3016928	7	7	1
7	81	 9	 7	1	3021432	3023232	6	7	0
7	13	 3	 6	1	3066120	3067865	6	6	1
7	4	 2	 7	1	3086906	3088394	7	7	1
7	30	 4	 6	1	3103788	3104919	6	6	1
7	29	 3	 6	1	3114699	3116930	6	6	1
7	16	 6	 7	1	3142709	3143925	7	7	1
7	26	 8	 6	1	3153601	3155271	6	6	1
7	28	 2	 7	1	3166388	3167879	7	7	1
7	18	 8	 7	1	3172897	3174000	7	7	1
7	10	 8	 7	1	3187616	3188854	7	7	1
7	23	 5	 7	1	3193569	3194702	7	7	1
7	3	 1	 6	1	3199568	3200660	6	6	1
7	5	 3	 7	1	3213940	3215202	7	7	1
7	27	 1	 7	1	3225426	3226249	7	7	1
7	20	 2	 6	1	3247207	3249433	6	6	1
7	14	 4	 6	1	3261063	3263172	7	6	0
7	21	 3	 6	1	3289069	3290401	6	6	1
7	2	 8	 6	1	3304699	3307197	6	6	1
7	24	 6	 7	1	3314912	3316032	7	7	1
7	1	 7	 7	1	3343159	3344190	7	7	1
7	8	 6	 7	1	3351008	3351960	7	7	1
7	31	 5	 7	1	3365220	3365895	7	7	1
7	19	 1	 6	1	3385446	3388378	6	6	1
7	9	 7	 6	1	3395367	3397045	6	6	1
7	25	 7	 7	1	3402609	3403711	7	7	1
7	12	 2	 7	1	3410236	3411337	7	7	1
7	22	 4	 6	1	3417427	3418807	6	6	1
7	6	 4	 7	1	3476149	3478734	7	7	1
7	11	 1	 7	1	3487674	3489023	7	7	1
7	15	 5	 6	1	3504343	3505349	6	6	1
7	7	 5	 6	1	3536842	3538919	6	6	1
7	32	 6	 6	1	3547358	3548766	6	6	1
7	17	 7	 6	1	3588770	3589902	6	6	1
8	82	 9	 7	1	1729084	1732079	6	7	0
8	83	 9	 6	1	1751422	1752526	6	6	1
8	81	 9	 7	1	1775607	1777169	7	7	1
8	16	 7	 7	1	1810547	1812375	7	7	1
8	29	 4	 6	1	1821969	1823504	6	6	1
8	24	 7	 7	1	1840017	1841698	7	7	1
8	8	 7	 7	1	1850222	1851987	7	7	1
8	19	 2	 6	1	1876544	1880744	6	6	1
8	32	 7	 6	1	1887882	1889090	6	6	1
8	31	 6	 7	1	1902339	1904702	6	7	0
8	12	 3	 7	1	1915312	1917019	7	7	1
8	11	 2	 7	1	1923777	1926312	7	7	1
8	14	 5	 6	1	1932810	1934410	6	6	1
8	1	 8	 7	1	1940379	1942392	7	7	1
8	2	 1	 6	1	1949755	1951468	6	6	1
8	15	 6	 6	1	2012793	2014222	6	6	1
8	27	 2	 7	1	2044257	2045893	7	7	1
8	10	 1	 7	1	2071680	2073421	7	7	1
8	30	 5	 6	1	2094470	2095842	6	6	1
8	26	 1	 6	1	2140755	2142469	6	6	1
8	17	 8	 6	1	2158946	2160356	6	6	1
8	23	 6	 7	1	2167121	2168537	7	7	1
8	3	 2	 6	1	2181293	2182316	6	6	1
8	9	 8	 6	1	2196288	2198259	6	6	1
8	28	 3	 7	1	2211031	2217408	6	7	0
8	5	 4	 7	1	2223347	2225865	7	7	1
8	18	 1	 7	1	2254773	2256336	7	7	1
8	25	 8	 7	1	2269560	2272797	7	7	1
8	20	 3	 6	1	2290805	2292191	6	6	1
8	21	 4	 6	1	2324754	2326062	6	6	1
8	4	 3	 7	1	2337250	2338527	7	7	1
8	22	 5	 6	1	2355119	2356632	7	6	0
8	6	 5	 7	1	2385764	2387645	6	7	0
8	7	 6	 6	1	2394312	2397049	6	6	1
8	13	 4	 6	1	2423841	2424859	6	6	1
9	83	 9	 6	1	9031793	9034805	6	6	1
9	82	 9	 7	1	9047562	9049699	7	7	1
9	81	 9	 7	1	9062726	9065024	7	7	1
9	30	 6	 6	1	9076841	9078183	6	6	1
9	27	 3	 7	1	9090770	9092124	7	7	1
9	26	 2	 6	1	9107323	9109215	6	6	1
9	25	 1	 7	1	9126364	9127676	7	7	1
9	19	 3	 6	1	9133701	9136924	6	6	1
9	16	 8	 7	1	9148714	9150998	7	7	1
9	31	 7	 7	1	9227452	9228883	7	7	1
9	28	 4	 7	1	9262068	9263748	7	7	1
9	14	 6	 6	1	9270138	9272828	7	6	0
9	17	 1	 6	1	9296394	9298650	6	6	1
9	10	 2	 7	1	9306411	9308632	7	7	1
9	13	 5	 6	1	9316530	9318217	6	6	1
9	2	 2	 6	1	9354320	9358577	6	6	1
9	11	 3	 7	1	9380141	9381586	6	7	0
9	3	 3	 6	1	9399527	9401133	6	6	1
9	20	 4	 6	1	9409318	9410727	6	6	1
9	23	 7	 7	1	9418282	9419578	7	7	1
9	6	 6	 7	1	9430846	9432920	7	7	1
9	24	 8	 7	1	9445823	9448538	7	7	1
9	8	 8	 7	1	9455301	9457033	7	7	1
9	32	 8	 6	1	9462886	9464573	6	6	1
9	7	 7	 6	1	9476794	9478845	6	6	1
9	5	 5	 7	1	9491150	9493167	7	7	1
9	1	 1	 7	1	9533755	9535191	7	7	1
9	12	 4	 7	1	9546347	9548080	7	7	1
9	18	 2	 7	1	9553741	9555434	7	7	1
9	15	 7	 6	1	9586304	9588515	6	6	1
9	22	 6	 6	1	9596017	9597849	6	6	1
9	21	 5	 6	1	9603581	9605793	6	6	1
9	29	 5	 6	1	9612658	9614755	6	6	1
9	9	 1	 6	1	9624237	9625901	6	6	1
9	4	 4	 7	1	9632983	9634213	7	7	1
10	83	 9	 6	1	14117187	14119404	6	6	1
10	82	 9	 7	1	14139416	14142081	7	7	1
10	81	 9	 7	1	14150692	14151838	7	7	1
10	24	 1	 7	1	14177230	14179462	7	7	1
10	19	 4	 6	1	14207657	14209787	6	6	1
10	8	 1	 7	1	14232169	14233624	7	7	1
10	23	 8	 7	1	14246958	14248340	7	7	1
10	27	 4	 7	1	14278186	14279668	7	7	1
10	10	 3	 7	1	14322083	14323488	7	7	1
10	22	 7	 6	1	14334514	14335700	6	6	1
10	25	 2	 7	1	14342243	14343665	7	7	1
10	15	 8	 6	1	14348549	14349878	6	6	1
10	20	 5	 6	1	14384364	14385974	6	6	1
10	14	 7	 6	1	14403049	14406294	6	6	1
10	2	 3	 6	1	14421731	14423370	6	6	1
10	28	 5	 7	1	14433980	14435697	7	7	1
10	7	 8	 6	1	14457123	14460678	6	6	1
10	11	 4	 7	1	14491563	14492889	7	7	1
10	32	 1	 6	1	14533410	14535821	6	6	1
10	29	 6	 6	1	14549125	14551188	6	6	1
10	12	 5	 7	1	14564944	14566713	7	7	1
10	26	 3	 6	1	14575532	14577527	6	6	1
10	17	 2	 6	1	14586140	14589047	6	6	1
10	6	 7	 7	1	14608223	14610278	7	7	1
10	3	 4	 6	1	14639704	14641252	6	6	1
10	9	 2	 6	1	14655261	14656579	6	6	1
10	21	 6	 6	1	14668870	14670140	6	6	1
10	18	 3	 7	1	14681517	14683881	7	7	1
10	30	 7	 6	1	14702434	14703528	6	6	1
10	16	 1	 7	1	14721321	14723161	7	7	1
10	1	 2	 7	1	14789065	14790130	7	7	1
10	13	 6	 6	1	14817161	14818396	6	6	1
10	5	 6	 7	1	14826606	14828583	7	7	1
10	4	 5	 7	1	14845705	14847748	7	7	1
10	31	 8	 7	1	14854811	14857352	6	7	0
11	83	 9	 6	1	16473028	16474619	6	6	1
11	82	 9	 7	1	16496901	16499454	7	7	1
11	81	 9	 7	1	16512553	16514189	7	7	1
11	13	 7	 6	1	16522947	16524458	6	6	1
11	28	 6	 7	1	16545989	16548739	7	7	1
11	17	 3	 6	1	16568768	16570424	6	6	1
11	1	 3	 7	1	16576010	16577342	7	7	1
11	26	 4	 6	1	16589761	16591460	6	6	1
11	22	 8	 6	1	16612607	16614395	6	6	1
11	16	 2	 7	1	16632963	16634936	7	7	1
11	2	 4	 6	1	16650645	16652012	6	6	1
11	29	 7	 6	1	16658724	16660714	6	6	1
11	30	 8	 6	1	16665775	16666836	6	6	1
11	31	 1	 7	1	16674466	16675693	7	7	1
11	25	 3	 7	1	16689569	16690750	7	7	1
11	12	 6	 7	1	16701239	16702529	7	7	1
11	19	 5	 6	1	16714388	16715951	7	6	0
11	6	 8	 7	1	16743183	16744803	7	7	1
11	23	 1	 7	1	16751970	16752868	7	7	1
11	27	 5	 7	1	16798633	16799703	7	7	1
11	10	 4	 7	1	16815868	16817117	7	7	1
11	32	 2	 6	1	16823765	16825113	6	6	1
11	8	 2	 7	1	16844494	16847538	7	7	1
11	15	 1	 6	1	16862280	16863735	6	6	1
11	3	 5	 6	1	16895767	16897354	6	6	1
11	14	 8	 6	1	16909688	16911431	7	6	0
11	5	 7	 7	1	16932467	16934434	7	7	1
11	7	 1	 6	1	16945414	16947432	6	6	1
11	4	 6	 7	1	16952423	16953353	7	7	1
11	9	 3	 6	1	16968144	16969349	6	6	1
11	24	 2	 7	1	16993333	16995783	7	7	1
11	11	 5	 7	1	17029819	17031393	7	7	1
11	20	 6	 6	1	17057493	17058701	6	6	1
11	18	 4	 7	1	17071435	17072870	7	7	1
11	21	 7	 6	1	17087289	17088824	6	6	1
12	82	 9	 7	1	27952562	27955666	6	7	0
12	81	 9	 7	1	27961318	27962973	7	7	1
12	83	 9	 6	1	27986292	27988248	6	6	1
12	4	 7	 7	1	28000550	28002168	7	7	1
12	30	 1	 6	1	28007546	28009565	6	6	1
12	9	 4	 6	1	28015774	28017584	6	6	1
12	16	 3	 7	1	28030687	28032665	7	7	1
12	10	 5	 7	1	28049694	28051312	7	7	1
12	18	 5	 7	1	28062348	28063516	7	7	1
12	5	 8	 7	1	28069719	28071816	7	7	1
12	15	 2	 6	1	28088924	28091465	6	6	1
12	19	 6	 6	1	28102390	28105423	7	6	0
12	2	 5	 6	1	28132806	28134894	6	6	1
12	14	 1	 6	1	28158584	28160849	6	6	1
12	24	 3	 7	1	28167560	28169944	7	7	1
12	27	 6	 7	1	28175215	28176525	7	7	1
12	12	 7	 7	1	28186778	28188467	7	7	1
12	22	 1	 6	1	28194016	28196057	6	6	1
12	26	 5	 6	1	28201950	28204466	6	6	1
12	7	 2	 6	1	28215938	28218625	6	6	1
12	8	 3	 7	1	28264991	28266290	7	7	1
12	28	 7	 7	1	28280701	28282288	7	7	1
12	1	 4	 7	1	28287449	28288960	7	7	1
12	17	 4	 6	1	28295068	28296500	6	6	1
12	23	 2	 7	1	28306446	28308032	7	7	1
12	21	 8	 6	1	28318599	28321224	6	6	1
12	20	 7	 6	1	28326617	28328391	6	6	1
12	29	 8	 6	1	28338117	28339481	6	6	1
12	31	 2	 7	1	28346006	28347473	7	7	1
12	6	 1	 7	1	28369420	28370598	7	7	1
12	3	 6	 6	1	28380167	28381994	6	6	1
12	11	 6	 7	1	28400518	28401875	7	7	1
12	32	 3	 6	1	28412943	28414657	6	6	1
12	25	 4	 7	1	28461882	28463379	7	7	1
12	13	 8	 6	1	28474240	28475489	6	6	1
13	83	 9	 6	1	1761020	1763836	6	6	1
13	81	 9	 7	1	1791101	1793041	7	7	1
13	82	 9	 7	1	1809284	1810796	7	7	1
13	17	 5	 6	1	1823989	1825301	6	6	1
13	6	 2	 7	1	1833982	1835664	7	7	1
13	25	 5	 7	1	1841795	1843541	7	7	1
13	5	 1	 7	1	1851012	1853235	7	7	1
13	19	 7	 6	1	1870856	1873898	6	6	1
13	2	 6	 6	1	1881347	1883593	6	6	1
13	20	 8	 6	1	1894530	1896189	6	6	1
13	4	 8	 7	1	1908538	1909715	7	7	1
13	31	 3	 7	1	1918122	1920627	7	7	1
13	10	 6	 7	1	1936291	1938172	7	7	1
13	13	 1	 6	1	2012134	2013669	6	6	1
13	23	 3	 7	1	2020681	2021876	7	7	1
13	22	 2	 6	1	2029617	2030708	6	6	1
13	7	 3	 6	1	2037151	2038939	6	6	1
13	15	 3	 6	1	2061875	2063696	6	6	1
13	29	 1	 6	1	2072124	2074059	6	6	1
13	30	 2	 6	1	2093577	2095214	6	6	1
13	8	 4	 7	1	2100763	2103078	7	7	1
13	12	 8	 7	1	2114353	2116043	7	7	1
13	24	 4	 7	1	2156595	2158453	7	7	1
13	1	 5	 7	1	2168577	2170385	6	7	0
13	11	 7	 7	1	2183879	2185145	6	7	0
13	28	 8	 7	1	2205257	2207128	7	7	1
13	32	 4	 6	1	2219449	2221364	6	6	1
13	9	 5	 6	1	2263557	2264823	6	6	1
13	27	 7	 7	1	2273439	2275439	7	7	1
13	18	 6	 7	1	2295625	2297027	7	7	1
13	21	 1	 6	1	2303703	2305045	6	6	1
13	14	 2	 6	1	2331328	2333331	7	6	0
13	16	 4	 7	1	2345251	2347177	7	7	1
13	3	 7	 6	1	2381023	2382523	6	6	1
13	26	 6	 6	1	2388770	2390812	6	6	1
14	82	 9	 7	1	4178585	4180700	7	7	1
14	81	 9	 7	1	4203988	4205280	7	7	1
14	83	 9	 6	1	4218528	4219593	6	6	1
14	25	 6	 7	1	4235521	4236832	7	7	1
14	9	 6	 6	1	4261346	4262526	6	6	1
14	32	 5	 6	1	4269633	4271398	6	6	1
14	22	 3	 6	1	4289518	4290748	6	6	1
14	18	 7	 7	1	4304948	4306693	7	7	1
14	12	 1	 7	1	4324428	4326564	7	7	1
14	16	 5	 7	1	4332779	4334500	7	7	1
14	29	 2	 6	1	4341644	4344282	6	6	1
14	11	 8	 7	1	4384039	4385469	7	7	1
14	30	 3	 6	1	4429340	4430388	6	6	1
14	7	 4	 6	1	4437740	4439313	6	6	1
14	14	 3	 6	1	4447542	4449192	6	6	1
14	19	 8	 6	1	4553596	4555378	6	6	1
14	24	 5	 7	1	4571161	4572492	7	7	1
14	5	 2	 7	1	4578757	4580232	7	7	1
14	17	 6	 6	1	4592775	4593961	6	6	1
14	13	 2	 6	1	4608807	4609865	6	6	1
14	23	 4	 7	1	4616118	4617443	7	7	1
14	21	 2	 6	1	4629756	4630926	6	6	1
14	27	 8	 7	1	4638261	4639392	7	7	1
14	10	 7	 7	1	4692221	4693405	7	7	1
14	26	 7	 6	1	4703236	4704954	6	6	1
14	31	 4	 7	1	4757957	4758889	7	7	1
14	28	 1	 7	1	4773757	4775035	7	7	1
14	3	 8	 6	1	4788895	4790187	6	6	1
14	6	 3	 7	1	4811612	4813411	7	7	1
14	1	 6	 7	1	4837497	4839098	7	7	1
14	20	 1	 6	1	4844807	4846541	6	6	1
14	4	 1	 7	1	4854023	4856387	6	7	0
14	8	 5	 7	1	4878393	4880133	7	7	1
14	15	 4	 6	1	4898656	4899572	6	6	1
14	2	 7	 6	1	4906930	4908527	6	6	1
15	81	 9	 7	1	9007836	9009795	7	7	1
15	83	 9	 6	1	9015376	9017207	6	6	1
15	82	 9	 7	1	9024901	9026732	7	7	1
15	2	 8	 6	1	9060858	9068033	6	6	1
15	8	 6	 7	1	9074217	9075475	7	7	1
15	29	 3	 6	1	9095561	9096806	6	6	1
15	28	 2	 7	1	9119512	9120872	7	7	1
15	23	 5	 7	1	9125951	9127167	7	7	1
15	3	 1	 6	1	9132537	9134162	6	6	1
15	4	 2	 7	1	9145020	9145982	7	7	1
15	9	 7	 6	1	9157796	9159138	6	6	1
15	32	 6	 6	1	9165085	9166125	6	6	1
15	27	 1	 7	1	9180713	9181974	7	7	1
15	30	 4	 6	1	9187926	9188887	6	6	1
15	6	 4	 7	1	9197171	9199427	7	7	1
15	19	 1	 6	1	9204970	9209563	7	6	0
15	13	 3	 6	1	9237865	9238809	6	6	1
15	12	 2	 7	1	9257477	9258793	7	7	1
15	20	 2	 6	1	9282497	9283813	6	6	1
15	10	 8	 7	1	9290073	9291255	7	7	1
15	21	 3	 6	1	9312107	9313911	6	6	1
15	7	 5	 6	1	9369678	9373332	6	6	1
15	16	 6	 7	1	9380190	9381745	7	7	1
15	26	 8	 6	1	9386936	9388259	6	6	1
15	18	 8	 7	1	9423110	9424253	7	7	1
15	11	 1	 7	1	9434251	9436990	6	7	0
15	5	 3	 7	1	9446204	9447433	7	7	1
15	22	 4	 6	1	9452654	9453855	6	6	1
15	24	 6	 7	1	9460139	9461309	7	7	1
15	31	 5	 7	1	9466684	9468145	7	7	1
15	17	 7	 6	1	9510820	9512190	6	6	1
15	1	 7	 7	1	9517644	9519239	7	7	1
15	25	 7	 7	1	9526964	9528305	7	7	1
15	14	 4	 6	1	9538833	9542706	7	6	0
15	15	 5	 6	1	9547439	9548727	6	6	1
16	83	 9	 6	1	6977790	6979437	6	6	1
16	81	 9	 7	1	7011196	7013578	7	7	1
16	82	 9	 7	1	7023876	7026249	7	7	1
16	5	 4	 7	1	7070719	7073613	7	7	1
16	6	 5	 7	1	7084421	7085825	7	7	1
16	16	 7	 7	1	7142449	7144323	7	7	1
16	22	 5	 6	1	7167571	7172539	7	6	0
16	3	 2	 6	1	7186638	7189143	6	6	1
16	11	 2	 7	1	7199619	7201702	7	7	1
16	25	 8	 7	1	7229397	7231007	7	7	1
