"","sub","item","cond","nstarted","ncompleted","nboundary","problem","flags_equal"
"1859",24,74,1,13,13,15,"no","yes"
"1860",24,15,6,13,13,13,"no","yes"
"1861",24,59,2,14,14,15,"no","yes"
"1862",24,3,2,15,15,15,"no","yes"
"1863",24,12,3,14,14,15,"no","yes"
"1864",24,67,2,15,15,15,"no","yes"
"1865",24,80,7,12,12,12,"no","yes"
"1866",24,37,4,17,17,17,"no","yes"
"1867",24,26,1,15,15,15,"no","yes"
"1868",24,56,7,10,10,10,"no","yes"
"1869",24,46,5,16,16,16,"no","yes"
"1870",24,18,1,10,10,11,"no","yes"
"1871",24,14,5,15,15,15,"no","yes"
"1872",24,54,5,13,13,13,"no","yes"
"1873",24,64,7,9,9,13,"no","yes"
"1874",24,11,2,14,14,14,"no","yes"
"1875",24,72,7,15,15,15,"no","yes"
"1876",24,34,1,15,15,15,"no","yes"
"1877",24,10,1,16,16,17,"no","yes"
"1878",24,40,7,12,12,13,"no","yes"
"1879",24,58,1,15,15,15,"no","yes"
"1880",24,71,6,14,14,14,"no","yes"
"1881",24,42,1,14,14,15,"no","yes"
"1882",24,51,2,13,13,13,"no","yes"
"1883",24,69,4,13,13,14,"no","yes"
"1884",24,8,7,17,17,17,"no","yes"
"1885",24,5,4,15,15,16,"no","yes"
"1886",24,62,5,13,13,13,"no","yes"
"1887",24,77,4,6,6,17,"no","yes"
"1888",24,30,5,10,10,11,"no","yes"
"1889",24,36,3,14,14,14,"no","yes"
"1890",24,33,8,12,12,12,"no","yes"
"1891",24,45,4,10,10,13,"no","yes"
"1892",24,24,7,13,13,13,"no","yes"
"1893",24,41,8,14,14,14,"no","yes"
"1894",24,35,2,13,13,16,"no","yes"
"1895",24,39,6,6,6,15,"no","yes"
"1896",24,16,7,17,17,17,"no","yes"
"1897",24,73,8,16,16,16,"no","yes"
"1898",24,2,1,14,14,15,"no","yes"
"1899",24,19,2,12,12,13,"no","yes"
"1900",24,21,4,12,12,13,"no","yes"
"1901",24,76,3,13,13,13,"no","yes"
"1902",24,65,8,16,16,16,"no","yes"
"1903",24,1,8,14,14,14,"no","yes"
"1904",24,22,5,15,15,15,"no","yes"
"1905",24,75,2,12,12,13,"no","yes"
"1906",24,60,3,15,15,15,"no","yes"
"1907",24,25,8,13,13,15,"no","yes"
"1908",24,27,2,14,14,14,"no","yes"
"1909",24,43,2,13,13,15,"no","yes"
"1910",24,49,8,12,12,12,"no","yes"
"1911",24,20,3,14,14,14,"no","yes"
"1912",24,68,3,12,12,13,"no","yes"
"1913",24,66,1,14,14,16,"no","yes"
"1914",24,23,6,11,11,12,"no","yes"
"1915",24,29,4,4,4,13,"no","yes"
"1916",24,61,4,14,14,16,"no","yes"
"1917",24,70,5,16,16,16,"no","yes"
"1918",24,50,1,7,7,10,"no","yes"
"1919",24,9,8,17,17,17,"no","yes"
"1920",24,38,5,16,16,16,"no","yes"
"1921",25,20,4,14,14,14,"no","yes"
"1922",25,29,5,13,14,13,"yes","no"
"1923",25,53,5,13,13,14,"no","yes"
"1924",25,1,1,14,14,14,"no","yes"
"1925",25,4,4,16,17,16,"yes","no"
"1926",25,10,2,17,18,17,"yes","no"
"1927",25,34,2,15,15,15,"no","yes"
"1928",25,15,7,13,13,13,"no","yes"
"1929",25,13,5,15,17,16,"yes","no"
"1930",25,74,2,14,15,15,"yes","no"
"1931",25,41,1,14,15,14,"yes","no"
"1932",25,43,3,15,15,15,"no","yes"
"1933",25,28,4,13,13,13,"no","yes"
"1934",25,49,1,12,12,12,"no","yes"
"1935",25,80,8,12,12,12,"no","yes"
"1936",25,8,8,17,17,17,"no","yes"
"1937",25,71,7,14,14,14,"no","yes"
"1938",25,60,4,15,15,15,"no","yes"
"1939",25,70,6,16,16,16,"no","yes"
"1940",25,61,5,16,16,16,"no","yes"
"1941",25,40,8,13,13,13,"no","yes"
"1942",25,36,4,14,14,14,"no","yes"
"1943",25,30,6,11,13,11,"yes","no"
"1944",25,51,3,13,13,13,"no","yes"
"1945",25,52,4,15,15,15,"no","yes"
"1946",25,58,2,15,15,15,"no","yes"
"1947",25,57,1,16,16,16,"no","yes"
"1948",25,67,3,15,16,15,"yes","no"
"1949",25,11,3,14,14,14,"no","yes"
"1950",25,79,7,13,13,13,"no","yes"
"1951",25,6,6,13,14,13,"yes","no"
"1952",25,24,8,13,13,13,"no","yes"
"1953",25,31,7,15,16,15,"yes","no"
"1954",25,35,3,16,16,16,"no","yes"
"1955",25,33,1,11,11,12,"no","yes"
"1956",25,26,2,15,15,15,"no","yes"
"1957",25,72,8,15,15,15,"no","yes"
"1958",25,77,5,15,16,17,"yes","no"
"1959",25,63,7,14,14,14,"no","yes"
"1960",25,25,1,15,15,15,"no","yes"
"1961",25,76,4,13,13,13,"no","yes"
"1962",25,73,1,16,16,16,"no","yes"
"1963",25,3,3,14,15,15,"yes","no"
"1964",25,75,3,13,13,13,"no","yes"
"1965",25,44,4,13,13,13,"no","yes"
"1966",25,50,2,9,9,10,"no","yes"
"1967",25,68,4,13,14,13,"yes","no"
"1968",25,2,2,14,14,15,"no","yes"
"1969",25,18,2,11,11,11,"no","yes"
"1970",25,12,4,15,15,15,"no","yes"
"1971",25,66,2,16,16,16,"no","yes"
"1972",25,65,1,15,15,16,"no","yes"
"1973",25,45,5,13,13,13,"no","yes"
"1974",25,62,6,13,14,13,"yes","no"
"1975",25,22,6,14,14,15,"no","yes"
"1976",25,9,1,17,18,17,"yes","no"
"1977",25,14,6,15,15,15,"no","yes"
"1978",25,7,7,14,14,14,"no","yes"
"1979",25,21,5,12,13,13,"yes","no"
"1980",25,23,7,12,12,12,"no","yes"
"1981",25,69,5,14,14,14,"no","yes"
"1982",25,17,1,15,15,16,"no","yes"
"1983",25,39,7,14,14,15,"no","yes"
"1984",25,56,8,10,10,10,"no","yes"
"1985",25,54,6,12,12,13,"no","yes"
"1986",25,46,6,16,16,16,"no","yes"
"1987",25,37,5,17,17,17,"no","yes"
"1988",25,64,8,13,13,13,"no","yes"
"1989",25,42,2,14,14,15,"no","yes"
"1990",25,48,8,16,16,16,"no","yes"
"1991",25,16,8,17,17,17,"no","yes"
"1992",25,38,6,16,16,16,"no","yes"
"1993",25,19,3,13,14,13,"yes","no"
"1994",25,55,7,29,29,15,"yes","yes"
"1995",25,47,7,12,13,13,"yes","no"
"1996",25,5,5,16,16,16,"no","yes"
"1997",25,32,8,15,15,16,"no","yes"
"1998",25,27,3,14,14,14,"no","yes"
"1999",25,59,3,15,15,15,"no","yes"
"2000",25,78,6,13,13,13,"no","yes"
"2001",26,4,5,16,16,16,"no","yes"
"2002",26,6,7,13,13,13,"no","yes"
"2003",26,35,4,16,16,16,"no","yes"
"2004",26,20,5,14,14,14,"no","yes"
"2005",26,69,6,14,14,14,"no","yes"
"2006",26,26,3,14,14,15,"no","yes"
"2007",26,67,4,15,15,15,"no","yes"
"2008",26,29,6,13,13,13,"no","yes"
"2009",26,11,4,14,14,14,"no","yes"
"2010",26,19,4,12,12,13,"no","yes"
"2011",26,51,4,13,13,13,"no","yes"
"2012",26,77,6,16,16,17,"no","yes"
"2013",26,1,2,14,14,14,"no","yes"
"2014",26,70,7,16,16,16,"no","yes"
"2015",26,60,5,15,15,15,"no","yes"
"2016",26,53,6,14,14,14,"no","yes"
"2017",26,50,3,10,10,10,"no","yes"
"2018",26,80,1,12,12,12,"no","yes"
"2019",26,79,8,13,13,13,"no","yes"
"2020",26,14,7,15,15,15,"no","yes"
"2021",26,34,3,15,15,15,"no","yes"
"2022",26,33,2,12,12,12,"no","yes"
"2023",26,27,4,14,14,14,"no","yes"
"2024",26,31,8,15,15,15,"no","yes"
"2025",26,21,6,13,13,13,"no","yes"
"2026",26,40,1,13,13,13,"no","yes"
"2027",26,46,7,16,16,16,"no","yes"
"2028",26,64,1,13,13,13,"no","yes"
"2029",26,65,2,16,16,16,"no","yes"
"2030",26,78,7,13,13,13,"no","yes"
"2031",26,16,1,17,17,17,"no","yes"
"2032",26,72,1,15,15,15,"no","yes"
"2033",26,41,2,14,14,14,"no","yes"
"2034",26,68,5,13,13,13,"no","yes"
"2035",26,15,8,12,12,13,"no","yes"
"2036",26,57,2,14,14,16,"no","yes"
"2037",26,49,2,12,12,12,"no","yes"
"2038",26,43,4,14,14,15,"no","yes"
"2039",26,63,8,14,14,14,"no","yes"
"2040",26,54,7,13,13,13,"no","yes"
"2041",26,56,1,9,9,10,"no","yes"
"2042",26,76,5,13,13,13,"no","yes"
"2043",26,9,2,17,17,17,"no","yes"
"2044",26,74,3,15,15,15,"no","yes"
"2045",26,47,8,13,13,13,"no","yes"
"2046",26,5,6,14,14,16,"no","yes"
"2047",26,30,7,11,11,11,"no","yes"
"2048",26,28,5,13,13,13,"no","yes"
"2049",26,18,3,11,11,11,"no","yes"
"2050",26,73,2,15,15,16,"no","yes"
"2051",26,36,5,14,14,14,"no","yes"
"2052",26,7,8,14,14,14,"no","yes"
"2053",26,22,7,15,15,15,"no","yes"
"2054",26,66,3,16,16,16,"no","yes"
"2055",26,75,4,13,13,13,"no","yes"
"2056",26,52,5,15,15,15,"no","yes"
"2057",26,3,4,15,15,15,"no","yes"
"2058",26,59,4,14,14,15,"no","yes"
"2059",26,8,1,17,17,17,"no","yes"
"2060",26,42,3,15,15,15,"no","yes"
"2061",26,10,3,16,16,17,"no","yes"
"2062",26,61,6,16,16,16,"no","yes"
"2063",26,62,7,11,11,13,"no","yes"
"2064",26,2,3,13,13,15,"no","yes"
"2065",26,45,6,12,12,13,"no","yes"
"2066",26,32,1,15,15,16,"no","yes"
"2067",26,24,1,13,13,13,"no","yes"
"2068",26,17,2,15,15,16,"no","yes"
"2069",26,71,8,14,14,14,"no","yes"
"2070",26,44,5,13,13,13,"no","yes"
"2071",26,38,7,16,16,16,"no","yes"
"2072",26,13,6,16,16,16,"no","yes"
"2073",26,58,3,14,14,15,"no","yes"
"2074",26,25,2,13,13,15,"no","yes"
"2075",26,48,1,16,16,16,"no","yes"
"2076",26,12,5,15,15,15,"no","yes"
"2077",26,39,8,15,15,15,"no","yes"
"2078",26,55,8,12,12,15,"no","yes"
"2079",26,23,8,11,11,12,"no","yes"
"2080",26,37,6,16,16,17,"no","yes"
"2081",27,40,2,13,13,13,"no","yes"
"2082",27,24,2,13,13,13,"no","yes"
"2083",27,11,5,14,14,14,"no","yes"
"2084",27,30,8,11,11,11,"no","yes"
"2085",27,23,1,12,12,12,"no","yes"
"2086",27,75,5,13,13,13,"no","yes"
"2087",27,9,3,17,17,17,"no","yes"
"2088",27,34,4,15,15,15,"no","yes"
"2089",27,18,4,10,10,11,"no","yes"
"2090",27,35,5,16,16,16,"no","yes"
"2091",27,73,3,15,15,16,"no","yes"
"2092",27,16,2,17,17,17,"no","yes"
"2093",27,64,2,13,13,13,"no","yes"
"2094",27,25,3,14,14,15,"no","yes"
"2095",27,63,1,14,14,14,"no","yes"
"2096",27,43,5,15,15,15,"no","yes"
"2097",27,13,7,16,16,16,"no","yes"
"2098",27,59,5,15,15,15,"no","yes"
"2099",27,7,1,14,14,14,"no","yes"
"2100",27,26,4,15,15,15,"no","yes"
"2101",27,37,7,17,17,17,"no","yes"
"2102",27,31,1,15,15,15,"no","yes"
"2103",27,56,2,9,9,10,"no","yes"
"2104",27,44,6,13,13,13,"no","yes"
"2105",27,57,3,16,16,16,"no","yes"
"2106",27,14,8,14,14,15,"no","yes"
"2107",27,38,8,16,16,16,"no","yes"
"2108",27,69,7,14,14,14,"no","yes"
"2109",27,78,8,13,13,13,"no","yes"
"2110",27,5,7,16,16,16,"no","yes"
"2111",27,29,7,13,13,13,"no","yes"
"2112",27,49,3,12,12,12,"no","yes"
"2113",27,71,1,14,14,14,"no","yes"
"2114",27,79,1,13,13,13,"no","yes"
"2115",27,27,5,14,14,14,"no","yes"
"2116",27,10,4,16,16,17,"no","yes"
"2117",27,54,8,13,13,13,"no","yes"
"2118",27,48,2,16,16,16,"no","yes"
"2119",27,45,7,13,13,13,"no","yes"
"2120",27,12,6,14,14,15,"no","yes"
"2121",27,80,2,12,12,12,"no","yes"
"2122",27,2,4,15,15,15,"no","yes"
"2123",27,70,8,15,15,16,"no","yes"
"2124",27,28,6,13,13,13,"no","yes"
"2125",27,17,3,15,15,16,"no","yes"
"2126",27,6,8,13,13,13,"no","yes"
"2127",27,66,4,16,16,16,"no","yes"
"2128",27,15,1,13,13,13,"no","yes"
"2129",27,62,8,13,13,13,"no","yes"
"2130",27,32,2,16,16,16,"no","yes"
"2131",27,52,6,15,15,15,"no","yes"
"2132",27,22,8,15,15,15,"no","yes"
"2133",27,4,6,14,14,16,"no","yes"
"2134",27,67,5,15,15,15,"no","yes"
"2135",27,39,1,14,14,15,"no","yes"
"2136",27,55,1,15,15,15,"no","yes"
"2137",27,60,6,14,14,15,"no","yes"
"2138",27,72,2,15,15,15,"no","yes"
"2139",27,58,4,15,15,15,"no","yes"
"2140",27,42,4,15,15,15,"no","yes"
"2141",27,21,7,13,13,13,"no","yes"
"2142",27,77,7,17,17,17,"no","yes"
"2143",27,20,6,13,13,14,"no","yes"
"2144",27,74,4,13,13,15,"no","yes"
"2145",27,33,3,12,12,12,"no","yes"
"2146",27,8,2,15,15,17,"no","yes"
"2147",27,68,6,11,11,13,"no","yes"
"2148",27,3,5,13,13,15,"no","yes"
"2149",27,53,7,14,14,14,"no","yes"
"2150",27,19,5,13,13,13,"no","yes"
"2151",27,61,7,16,16,16,"no","yes"
"2152",27,65,3,16,16,16,"no","yes"
"2153",27,1,3,14,14,14,"no","yes"
"2154",27,50,4,10,10,10,"no","yes"
"2155",27,46,8,16,16,16,"no","yes"
"2156",27,36,6,12,12,14,"no","yes"
"2157",27,41,3,14,14,14,"no","yes"
"2158",27,47,1,13,13,13,"no","yes"
"2159",27,76,6,13,13,13,"no","yes"
"2160",27,51,5,13,13,13,"no","yes"
"2161",28,39,2,12,12,15,"no","yes"
"2162",28,44,7,12,12,13,"no","yes"
"2163",28,65,4,16,16,16,"no","yes"
"2164",28,13,8,14,14,16,"no","yes"
"2165",28,66,5,16,16,16,"no","yes"
"2166",28,9,4,17,17,17,"no","yes"
"2167",28,47,2,13,13,13,"no","yes"
"2168",28,26,5,15,15,15,"no","yes"
"2169",28,11,6,14,14,14,"no","yes"
"2170",28,5,8,15,15,16,"no","yes"
"2171",28,17,4,16,16,16,"no","yes"
"2172",28,46,1,15,15,16,"no","yes"
"2173",28,49,4,12,12,12,"no","yes"
"2174",28,75,6,12,12,13,"no","yes"
"2175",28,27,6,14,14,14,"no","yes"
"2176",28,62,1,13,13,13,"no","yes"
"2177",28,78,1,13,13,13,"no","yes"
"2178",28,32,3,16,16,16,"no","yes"
"2179",28,36,7,14,14,14,"no","yes"
"2180",28,22,1,15,15,15,"no","yes"
"2181",28,60,7,14,14,15,"no","yes"
"2182",28,55,2,15,15,15,"no","yes"
"2183",28,1,4,13,13,14,"no","yes"
"2184",28,74,5,14,14,15,"no","yes"
"2185",28,52,7,15,15,15,"no","yes"
"2186",28,16,3,16,16,17,"no","yes"
"2187",28,41,4,14,14,14,"no","yes"
"2188",28,6,1,12,12,13,"no","yes"
"2189",28,69,8,14,14,14,"no","yes"
"2190",28,21,8,13,13,13,"no","yes"
"2191",28,2,5,14,14,15,"no","yes"
"2192",28,23,2,11,11,12,"no","yes"
"2193",28,20,7,13,13,14,"no","yes"
"2194",28,51,6,12,12,13,"no","yes"
"2195",28,71,2,14,14,14,"no","yes"
"2196",28,57,4,16,16,16,"no","yes"
"2197",28,73,4,15,15,16,"no","yes"
"2198",28,4,7,16,16,16,"no","yes"
"2199",28,68,7,13,13,13,"no","yes"
"2200",28,58,5,15,15,15,"no","yes"
"2201",28,64,3,13,13,13,"no","yes"
"2202",28,80,3,12,12,12,"no","yes"
"2203",28,33,4,11,11,12,"no","yes"
"2204",28,59,6,14,14,15,"no","yes"
"2205",28,53,8,14,14,14,"no","yes"
"2206",28,15,2,13,13,13,"no","yes"
"2207",28,28,7,13,13,13,"no","yes"
"2208",28,54,1,13,13,13,"no","yes"
"2209",28,72,3,15,15,15,"no","yes"
"2210",28,40,3,13,13,13,"no","yes"
"2211",28,34,5,15,15,15,"no","yes"
"2212",28,76,7,12,12,13,"no","yes"
"2213",28,67,6,15,15,15,"no","yes"
"2214",28,8,3,17,17,17,"no","yes"
"2215",28,42,5,15,15,15,"no","yes"
"2216",28,7,2,13,13,14,"no","yes"
"2217",28,25,4,15,15,15,"no","yes"
"2218",28,48,3,16,16,16,"no","yes"
"2219",28,35,6,16,16,16,"no","yes"
"2220",28,3,6,15,15,15,"no","yes"
"2221",28,56,3,10,10,10,"no","yes"
"2222",28,29,8,12,12,13,"no","yes"
"2223",28,14,1,15,15,15,"no","yes"
"2224",28,37,8,17,17,17,"no","yes"
"2225",28,10,5,17,17,17,"no","yes"
"2226",28,24,3,13,13,13,"no","yes"
"2227",28,61,8,14,14,16,"no","yes"
"2228",28,77,8,16,16,17,"no","yes"
"2229",28,19,6,13,13,13,"no","yes"
"2230",28,63,2,14,14,14,"no","yes"
"2231",28,79,2,13,13,13,"no","yes"
"2232",28,18,5,11,11,11,"no","yes"
"2233",28,70,1,16,16,16,"no","yes"
"2234",28,45,8,12,12,13,"no","yes"
"2235",28,43,6,14,14,15,"no","yes"
"2236",28,50,5,10,10,10,"no","yes"
"2237",28,38,1,16,16,16,"no","yes"
"2238",28,31,2,15,15,15,"no","yes"
"2239",28,30,1,11,11,11,"no","yes"
"2240",28,12,7,15,15,15,"no","yes"
"2241",29,62,2,13,13,13,"no","yes"
"2242",29,31,3,15,15,15,"no","yes"
"2243",29,32,4,15,15,16,"no","yes"
"2244",29,22,2,15,15,15,"no","yes"
"2245",29,38,2,15,15,16,"no","yes"
"2246",29,30,2,10,10,11,"no","yes"
"2247",29,17,5,16,16,16,"no","yes"
"2248",29,15,3,13,13,13,"no","yes"
"2249",29,18,6,11,11,11,"no","yes"
"2250",29,60,8,14,14,15,"no","yes"
"2251",29,71,3,14,14,14,"no","yes"
"2252",29,50,6,10,10,10,"no","yes"
"2253",29,2,6,15,15,15,"no","yes"
"2254",29,9,5,17,17,17,"no","yes"
"2255",29,39,3,15,15,15,"no","yes"
"2256",29,66,6,16,16,16,"no","yes"
"2257",29,74,6,15,15,15,"no","yes"
"2258",29,53,1,14,14,14,"no","yes"
"2259",29,10,6,13,13,17,"no","yes"
"2260",29,61,1,16,16,16,"no","yes"
"2261",29,76,8,13,13,13,"no","yes"
"2262",29,47,3,13,13,13,"no","yes"
"2263",29,23,3,12,12,12,"no","yes"
"2264",29,49,5,12,12,12,"no","yes"
"2265",29,59,7,15,15,15,"no","yes"
"2266",29,1,5,14,14,14,"no","yes"
"2267",29,52,8,15,15,15,"no","yes"
"2268",29,43,7,15,15,15,"no","yes"
"2269",29,37,1,17,17,17,"no","yes"
"2270",29,16,4,16,16,17,"no","yes"
"2271",29,42,6,13,13,15,"no","yes"
"2272",29,72,4,15,15,15,"no","yes"
"2273",29,75,7,13,13,13,"no","yes"
"2274",29,69,1,14,14,14,"no","yes"
"2275",29,34,6,15,15,15,"no","yes"
"2276",29,33,5,12,12,12,"no","yes"
"2277",29,7,3,14,14,14,"no","yes"
"2278",29,63,3,14,14,14,"no","yes"
"2279",29,19,7,12,12,13,"no","yes"
"2280",29,41,5,14,14,14,"no","yes"
"2281",29,12,8,14,14,15,"no","yes"
"2282",29,77,1,17,17,17,"no","yes"
"2283",29,79,3,13,13,13,"no","yes"
"2284",29,57,5,16,16,16,"no","yes"
"2285",29,78,2,12,12,13,"no","yes"
"2286",29,68,8,12,12,13,"no","yes"
"2287",29,24,4,13,13,13,"no","yes"
"2288",29,5,1,15,15,16,"no","yes"
"2289",29,40,4,13,13,13,"no","yes"
"2290",29,8,4,17,17,17,"no","yes"
"2291",29,35,7,16,16,16,"no","yes"
"2292",29,54,2,13,13,13,"no","yes"
"2293",29,56,4,9,9,10,"no","yes"
"2294",29,64,4,12,12,13,"no","yes"
"2295",29,46,2,16,16,16,"no","yes"
"2296",29,20,8,14,14,14,"no","yes"
"2297",29,6,2,13,13,13,"no","yes"
"2298",29,73,5,16,16,16,"no","yes"
"2299",29,70,2,15,15,16,"no","yes"
"2300",29,80,4,12,12,12,"no","yes"
"2301",29,26,6,15,15,15,"no","yes"
"2302",29,58,6,15,15,15,"no","yes"
"2303",29,44,8,13,13,13,"no","yes"
"2304",29,28,8,13,13,13,"no","yes"
"2305",29,4,8,15,15,16,"no","yes"
"2306",29,45,1,13,13,13,"no","yes"
"2307",29,13,1,15,15,16,"no","yes"
"2308",29,55,3,15,15,15,"no","yes"
"2309",29,21,1,13,13,13,"no","yes"
"2310",29,3,7,15,15,15,"no","yes"
"2311",29,25,5,15,15,15,"no","yes"
"2312",29,48,4,16,16,16,"no","yes"
"2313",29,11,7,14,14,14,"no","yes"
"2314",29,14,2,14,14,15,"no","yes"
"2315",29,67,7,15,15,15,"no","yes"
"2316",29,65,5,16,16,16,"no","yes"
"2317",29,36,8,13,13,14,"no","yes"
"2318",29,29,1,13,13,13,"no","yes"
"2319",29,27,7,13,13,14,"no","yes"
"2320",29,51,7,13,13,13,"no","yes"
"2321",30,49,6,12,12,12,"no","yes"
"2322",30,15,4,12,13,13,"yes","no"
"2323",30,22,3,13,13,15,"no","yes"
"2324",30,17,6,13,13,16,"no","yes"
"2325",30,34,7,15,15,15,"no","yes"
"2326",30,45,2,13,13,13,"no","yes"
"2327",30,11,8,14,14,14,"no","yes"
"2328",30,33,6,12,12,12,"no","yes"
"2329",30,14,3,14,14,15,"no","yes"
"2330",30,61,2,15,15,16,"no","yes"
"2331",30,51,8,12,13,13,"yes","no"
"2332",30,66,7,15,15,16,"no","yes"
"2333",30,47,4,11,12,13,"yes","no"
"2334",30,23,4,11,11,12,"no","yes"
"2335",30,32,5,15,15,16,"no","yes"
"2336",30,64,5,13,13,13,"no","yes"
"2337",30,16,5,16,16,17,"no","yes"
"2338",30,69,2,1,1,14,"no","yes"
"2339",30,37,2,16,16,17,"no","yes"
"2340",30,25,6,14,14,15,"no","yes"
"2341",30,4,1,15,15,16,"no","yes"
"2342",30,78,3,13,13,13,"no","yes"
"2343",30,7,4,14,14,14,"no","yes"
"2344",30,68,1,13,13,13,"no","yes"
"2345",30,71,4,13,15,14,"yes","no"
"2346",30,12,1,15,15,15,"no","yes"
"2347",30,24,5,11,11,13,"no","yes"
"2348",30,77,2,16,16,17,"no","yes"
"2349",30,26,7,15,16,15,"yes","no"
"2350",30,63,4,14,15,14,"yes","no"
"2351",30,57,6,15,15,16,"no","yes"
"2352",30,18,7,1,1,11,"no","yes"
"2353",30,44,1,12,12,13,"no","yes"
"2354",30,36,1,14,14,14,"no","yes"
"2355",30,50,7,10,11,10,"yes","no"
"2356",30,38,3,15,15,16,"no","yes"
"2357",30,19,8,11,11,13,"no","yes"
"2358",30,27,8,13,13,14,"no","yes"
"2359",30,73,6,15,15,16,"no","yes"
"2360",30,62,3,13,13,13,"no","yes"
"2361",30,5,2,14,14,16,"no","yes"
"2362",30,75,8,13,13,13,"no","yes"
"2363",30,46,3,23,24,16,"yes","no"
"2364",30,2,7,14,15,15,"yes","no"
"2365",30,56,5,10,11,10,"yes","no"
"2366",30,39,4,15,18,15,"yes","no"
"2367",30,48,5,15,15,16,"no","yes"
"2368",30,43,8,12,12,15,"no","yes"
"2369",30,30,3,11,11,11,"no","yes"
"2370",30,35,8,16,16,16,"no","yes"
"2371",30,67,8,14,14,15,"no","yes"
"2372",30,58,7,15,16,15,"yes","no"
"2373",30,3,8,14,14,15,"no","yes"
"2374",30,60,1,15,16,15,"yes","no"
"2375",30,41,6,14,15,14,"yes","no"
"2376",30,52,1,14,14,15,"no","yes"
"2377",30,65,6,16,17,16,"yes","no"
"2378",30,76,1,1,1,13,"no","yes"
"2379",30,42,7,13,13,15,"no","yes"
"2380",30,20,1,14,14,14,"no","yes"
"2381",30,13,2,15,15,16,"no","yes"
"2382",30,80,5,12,12,12,"no","yes"
"2383",30,55,4,15,15,15,"no","yes"
"2384",30,6,3,12,12,13,"no","yes"
"2385",30,40,5,13,13,13,"no","yes"
"2386",30,29,2,13,13,13,"no","yes"
"2387",30,53,2,14,14,14,"no","yes"
"2388",30,10,7,17,17,17,"no","yes"
"2389",30,1,6,14,14,14,"no","yes"
"2390",30,70,3,16,16,16,"no","yes"
"2391",30,9,6,17,17,17,"no","yes"
"2392",30,72,5,15,15,15,"no","yes"
"2393",30,79,4,13,13,13,"no","yes"
"2394",30,59,8,14,14,15,"no","yes"
"2395",30,21,2,13,13,13,"no","yes"
"2396",30,28,1,13,13,13,"no","yes"
"2397",30,31,4,14,14,15,"no","yes"
"2398",30,54,3,13,13,13,"no","yes"
"2399",30,8,5,16,16,17,"no","yes"
"2400",30,74,7,15,15,15,"no","yes"
"2401",31,12,2,14,14,15,"no","yes"
"2402",31,38,4,16,16,16,"no","yes"
"2403",31,64,6,13,14,13,"yes","no"
"2404",31,4,2,15,15,16,"no","yes"
"2405",31,33,7,12,12,12,"no","yes"
"2406",31,19,1,13,13,13,"no","yes"
"2407",31,22,4,14,14,15,"no","yes"
"2408",31,65,7,16,16,16,"no","yes"
"2409",31,66,8,16,16,16,"no","yes"
"2410",31,36,2,14,15,14,"yes","no"
"2411",31,20,2,14,14,14,"no","yes"
"2412",31,31,5,15,16,15,"yes","no"
"2413",31,40,6,13,13,13,"no","yes"
"2414",31,69,3,14,14,14,"no","yes"
"2415",31,58,8,14,15,15,"yes","no"
"2416",31,52,2,14,14,15,"no","yes"
"2417",31,26,8,15,15,15,"no","yes"
"2418",31,24,6,13,15,13,"yes","no"
"2419",31,1,7,14,14,14,"no","yes"
"2420",31,25,7,14,14,15,"no","yes"
"2421",31,2,8,15,15,15,"no","yes"
"2422",31,35,1,16,16,16,"no","yes"
"2423",31,14,4,15,15,15,"no","yes"
"2424",31,72,6,15,15,15,"no","yes"
"2425",31,60,2,14,14,15,"no","yes"
"2426",31,57,7,15,15,16,"no","yes"
"2427",31,28,2,12,12,13,"no","yes"
"2428",31,80,6,11,12,12,"yes","no"
"2429",31,54,4,13,13,13,"no","yes"
"2430",31,48,6,16,16,16,"no","yes"
"2431",31,77,3,14,14,17,"no","yes"
"2432",31,45,3,13,13,13,"no","yes"
"2433",31,79,5,13,13,13,"no","yes"
"2434",31,71,5,14,14,14,"no","yes"
"2435",31,73,7,15,15,16,"no","yes"
"2436",31,8,6,16,16,17,"no","yes"
"2437",31,75,1,13,13,13,"no","yes"
"2438",31,21,3,13,14,13,"yes","no"
"2439",31,41,7,14,14,14,"no","yes"
"2440",31,59,1,14,14,15,"no","yes"
"2441",31,51,1,13,13,13,"no","yes"
"2442",31,11,1,13,13,14,"no","yes"
"2443",31,44,2,13,13,13,"no","yes"
"2444",31,9,7,17,17,17,"no","yes"
"2445",31,29,3,13,13,13,"no","yes"
"2446",31,53,3,13,13,14,"no","yes"
"2447",31,49,7,12,12,12,"no","yes"
"2448",31,78,4,13,13,13,"no","yes"
"2449",31,68,2,12,12,13,"no","yes"
"2450",31,17,7,16,16,16,"no","yes"
"2451",31,55,5,15,15,15,"no","yes"
"2452",31,46,4,15,15,16,"no","yes"
"2453",31,61,3,16,16,16,"no","yes"
"2454",31,56,6,10,10,10,"no","yes"
"2455",31,30,4,11,11,11,"no","yes"
"2456",31,16,6,16,16,17,"no","yes"
"2457",31,3,1,15,15,15,"no","yes"
"2458",31,5,3,16,16,16,"no","yes"
"2459",31,47,5,13,13,13,"no","yes"
"2460",31,70,4,15,16,16,"yes","no"
"2461",31,76,2,13,13,13,"no","yes"
"2462",31,10,8,14,14,17,"no","yes"
"2463",31,34,8,14,14,15,"no","yes"
"2464",31,67,1,15,15,15,"no","yes"
"2465",31,13,3,16,17,16,"yes","no"
