"","sub","item","cond","nstarted","ncompleted","nboundary","problem","flags_equal"
"629",8,22,5,15,15,15,"no","yes"
"630",8,51,2,13,13,13,"no","yes"
"631",8,56,7,10,10,10,"no","yes"
"632",8,42,1,15,15,15,"no","yes"
"633",8,62,5,13,13,13,"no","yes"
"634",8,6,5,13,13,13,"no","yes"
"635",8,7,6,14,14,14,"no","yes"
"636",8,65,8,16,16,16,"no","yes"
"637",8,41,8,14,14,14,"no","yes"
"638",8,45,4,12,12,13,"no","yes"
"639",8,58,1,15,15,15,"no","yes"
"640",8,13,4,15,15,16,"no","yes"
"641",9,52,4,15,15,15,"no","yes"
"642",9,30,6,10,10,11,"no","yes"
"643",9,70,6,15,15,16,"no","yes"
"644",9,27,3,14,14,14,"no","yes"
"645",9,53,5,14,14,14,"no","yes"
"646",9,26,2,15,15,15,"no","yes"
"647",9,44,4,13,13,13,"no","yes"
"648",9,73,1,16,16,16,"no","yes"
"649",9,25,1,15,15,15,"no","yes"
"650",9,19,3,13,13,13,"no","yes"
"651",9,50,2,10,10,10,"no","yes"
"652",9,16,8,17,17,17,"no","yes"
"653",9,54,6,13,13,13,"no","yes"
"654",9,67,3,15,15,15,"no","yes"
"655",9,47,7,13,13,13,"no","yes"
"656",9,80,8,12,12,12,"no","yes"
"657",9,49,1,12,12,12,"no","yes"
"658",9,56,8,10,10,10,"no","yes"
"659",9,37,5,17,17,17,"no","yes"
"660",9,41,1,14,14,14,"no","yes"
"661",9,42,2,15,15,15,"no","yes"
"662",9,34,2,15,15,15,"no","yes"
"663",9,58,2,14,14,15,"no","yes"
"664",9,57,1,16,16,16,"no","yes"
"665",9,31,7,15,15,15,"no","yes"
"666",9,71,7,14,14,14,"no","yes"
"667",9,79,7,13,13,13,"no","yes"
"668",9,43,3,14,14,15,"no","yes"
"669",9,55,7,15,15,15,"no","yes"
"670",9,28,4,12,12,13,"no","yes"
"671",9,14,6,14,14,15,"no","yes"
"672",9,66,2,15,15,16,"no","yes"
"673",9,72,8,15,15,15,"no","yes"
"674",9,60,4,14,14,15,"no","yes"
"675",9,17,1,14,14,16,"no","yes"
"676",9,10,2,16,16,17,"no","yes"
"677",9,13,5,16,16,16,"no","yes"
"678",9,65,1,16,16,16,"no","yes"
"679",9,69,5,14,14,14,"no","yes"
"680",9,36,4,14,14,14,"no","yes"
"681",9,48,8,16,16,16,"no","yes"
"682",9,2,2,15,15,15,"no","yes"
"683",9,78,6,13,13,13,"no","yes"
"684",9,62,6,13,13,13,"no","yes"
"685",9,59,3,15,15,15,"no","yes"
"686",9,11,3,14,14,14,"no","yes"
"687",9,46,6,14,14,16,"no","yes"
"688",9,39,7,13,13,15,"no","yes"
"689",9,3,3,14,14,15,"no","yes"
"690",9,20,4,13,13,14,"no","yes"
"691",9,23,7,11,11,12,"no","yes"
"692",9,51,3,13,13,13,"no","yes"
"693",9,6,6,13,13,13,"no","yes"
"694",9,68,4,13,13,13,"no","yes"
"695",9,24,8,12,12,13,"no","yes"
"696",9,8,8,16,16,17,"no","yes"
"697",9,32,8,15,15,16,"no","yes"
"698",9,33,1,12,12,12,"no","yes"
"699",9,7,7,14,14,14,"no","yes"
"700",9,76,4,13,13,13,"no","yes"
"701",9,5,5,15,15,16,"no","yes"
"702",9,40,8,13,13,13,"no","yes"
"703",9,61,5,15,15,16,"no","yes"
"704",9,74,2,14,14,15,"no","yes"
"705",9,77,5,16,16,17,"no","yes"
"706",9,64,8,13,13,13,"no","yes"
"707",9,75,3,13,13,13,"no","yes"
"708",9,1,1,14,14,14,"no","yes"
"709",9,63,7,14,14,14,"no","yes"
"710",9,12,4,15,15,15,"no","yes"
"711",9,18,2,10,10,11,"no","yes"
"712",9,45,5,13,13,13,"no","yes"
"713",9,35,3,16,16,16,"no","yes"
"714",9,38,6,16,16,16,"no","yes"
"715",9,15,7,13,13,13,"no","yes"
"716",9,22,6,15,15,15,"no","yes"
"717",9,21,5,12,12,13,"no","yes"
"718",9,29,5,13,13,13,"no","yes"
"719",9,9,1,17,17,17,"no","yes"
"720",9,4,4,15,15,16,"no","yes"
"721",10,38,7,12,12,16,"no","yes"
"722",10,24,1,10,10,13,"no","yes"
"723",10,43,4,14,14,15,"no","yes"
"724",10,56,1,10,10,10,"no","yes"
"725",10,65,2,15,15,16,"no","yes"
"726",10,19,4,11,11,13,"no","yes"
"727",10,60,5,12,12,15,"no","yes"
"728",10,8,1,15,15,17,"no","yes"
"729",10,36,5,13,13,14,"no","yes"
"730",10,23,8,10,10,12,"no","yes"
"731",10,66,3,16,16,16,"no","yes"
"732",10,63,8,14,14,14,"no","yes"
"733",10,27,4,12,12,14,"no","yes"
"734",10,42,3,14,14,15,"no","yes"
"735",10,40,1,12,12,13,"no","yes"
"736",10,10,3,17,17,17,"no","yes"
"737",10,22,7,15,15,15,"no","yes"
"738",10,25,2,13,13,15,"no","yes"
"739",10,15,8,13,13,13,"no","yes"
"740",10,37,6,16,16,17,"no","yes"
"741",10,67,4,15,15,15,"no","yes"
"742",10,58,3,15,15,15,"no","yes"
"743",10,41,2,14,14,14,"no","yes"
"744",10,20,5,14,14,14,"no","yes"
"745",10,55,8,13,13,15,"no","yes"
"746",10,14,7,15,15,15,"no","yes"
"747",10,68,5,12,12,13,"no","yes"
"748",10,2,3,15,15,15,"no","yes"
"749",10,28,5,13,13,13,"no","yes"
"750",10,76,5,13,13,13,"no","yes"
"751",10,49,2,12,12,12,"no","yes"
"752",10,7,8,14,14,14,"no","yes"
"753",10,54,7,10,10,13,"no","yes"
"754",10,51,4,12,12,13,"no","yes"
"755",10,52,5,15,15,15,"no","yes"
"756",10,11,4,11,11,14,"no","yes"
"757",10,77,6,15,15,17,"no","yes"
"758",10,59,4,15,15,15,"no","yes"
"759",10,62,7,13,13,13,"no","yes"
"760",10,57,2,15,15,16,"no","yes"
"761",10,32,1,15,15,16,"no","yes"
"762",10,29,6,13,13,13,"no","yes"
"763",10,79,8,11,11,13,"no","yes"
"764",10,12,5,10,10,15,"no","yes"
"765",10,26,3,15,15,15,"no","yes"
"766",10,17,2,15,15,16,"no","yes"
"767",10,53,6,14,14,14,"no","yes"
"768",10,6,7,13,13,13,"no","yes"
"769",10,39,8,14,14,15,"no","yes"
"770",10,78,7,13,13,13,"no","yes"
"771",10,75,4,12,12,13,"no","yes"
"772",10,3,4,14,14,15,"no","yes"
"773",10,64,1,9,9,13,"no","yes"
"774",10,9,2,17,17,17,"no","yes"
"775",10,73,2,15,15,16,"no","yes"
"776",10,21,6,12,12,13,"no","yes"
"777",10,18,3,7,7,11,"no","yes"
"778",10,70,7,13,13,16,"no","yes"
"779",10,30,7,11,11,11,"no","yes"
"780",10,44,5,9,9,13,"no","yes"
"781",10,16,1,17,17,17,"no","yes"
"782",10,74,3,15,15,15,"no","yes"
"783",10,61,6,14,14,16,"no","yes"
"784",10,48,1,15,15,16,"no","yes"
"785",10,80,1,12,12,12,"no","yes"
"786",10,46,7,16,16,16,"no","yes"
"787",10,34,3,14,14,15,"no","yes"
"788",10,35,4,14,14,16,"no","yes"
"789",10,33,2,11,11,12,"no","yes"
"790",10,1,2,14,14,14,"no","yes"
"791",10,71,8,14,14,14,"no","yes"
"792",10,50,3,9,9,10,"no","yes"
"793",10,72,1,15,15,15,"no","yes"
"794",10,13,6,15,15,16,"no","yes"
"795",10,5,6,15,15,16,"no","yes"
"796",10,47,8,12,12,13,"no","yes"
"797",10,69,6,14,14,14,"no","yes"
"798",10,4,5,16,16,16,"no","yes"
"799",10,31,8,14,14,15,"no","yes"
"800",10,45,6,12,12,13,"no","yes"
"801",11,13,7,16,16,16,"no","yes"
"802",11,55,1,15,15,15,"no","yes"
"803",11,53,7,13,13,14,"no","yes"
"804",11,28,6,13,13,13,"no","yes"
"805",11,61,7,16,16,16,"no","yes"
"806",11,70,8,16,16,16,"no","yes"
"807",11,17,3,16,16,16,"no","yes"
"808",11,1,3,14,14,14,"no","yes"
"809",11,60,6,15,15,15,"no","yes"
"810",11,26,4,15,15,15,"no","yes"
"811",11,49,3,12,12,12,"no","yes"
"812",11,44,6,13,13,13,"no","yes"
"813",11,22,8,15,15,15,"no","yes"
"814",11,76,6,13,13,13,"no","yes"
"815",11,16,2,17,17,17,"no","yes"
"816",11,51,5,13,13,13,"no","yes"
"817",11,2,4,15,15,15,"no","yes"
"818",11,29,7,13,13,13,"no","yes"
"819",11,30,8,11,11,11,"no","yes"
"820",11,31,1,15,15,15,"no","yes"
"821",11,62,8,13,13,13,"no","yes"
"822",11,25,3,14,14,15,"no","yes"
"823",11,57,3,15,15,16,"no","yes"
"824",11,12,6,15,15,15,"no","yes"
"825",11,72,2,15,15,15,"no","yes"
"826",11,19,5,13,13,13,"no","yes"
"827",11,38,8,16,16,16,"no","yes"
"828",11,6,8,13,13,13,"no","yes"
"829",11,23,1,12,12,12,"no","yes"
"830",11,35,5,16,16,16,"no","yes"
"831",11,66,4,16,16,16,"no","yes"
"832",11,74,4,15,15,15,"no","yes"
"833",11,34,4,15,15,15,"no","yes"
"834",11,77,7,17,17,17,"no","yes"
"835",11,48,2,16,16,16,"no","yes"
"836",11,27,5,14,14,14,"no","yes"
"837",11,73,3,16,16,16,"no","yes"
"838",11,10,4,16,16,17,"no","yes"
"839",11,32,2,16,16,16,"no","yes"
"840",11,47,1,13,13,13,"no","yes"
"841",11,39,1,15,15,15,"no","yes"
"842",11,8,2,17,17,17,"no","yes"
"843",11,46,8,16,16,16,"no","yes"
"844",11,15,1,13,13,13,"no","yes"
"845",11,64,2,12,12,13,"no","yes"
"846",11,3,5,15,15,15,"no","yes"
"847",11,58,4,15,15,15,"no","yes"
"848",11,14,8,15,15,15,"no","yes"
"849",11,79,1,13,13,13,"no","yes"
"850",11,63,1,13,13,14,"no","yes"
"851",11,42,4,15,15,15,"no","yes"
"852",11,5,7,16,16,16,"no","yes"
"853",11,67,5,15,15,15,"no","yes"
"854",11,7,1,14,14,14,"no","yes"
"855",11,4,6,16,16,16,"no","yes"
"856",11,33,3,12,12,12,"no","yes"
"857",11,9,3,17,17,17,"no","yes"
"858",11,69,7,14,14,14,"no","yes"
"859",11,40,2,13,13,13,"no","yes"
"860",11,54,8,13,13,13,"no","yes"
"861",11,68,6,13,13,13,"no","yes"
"862",11,24,2,13,13,13,"no","yes"
"863",11,65,3,16,16,16,"no","yes"
"864",11,56,2,10,10,10,"no","yes"
"865",11,78,8,13,13,13,"no","yes"
"866",11,75,5,12,12,13,"no","yes"
"867",11,80,2,12,12,12,"no","yes"
"868",11,71,1,14,14,14,"no","yes"
"869",11,50,4,10,10,10,"no","yes"
"870",11,11,5,14,14,14,"no","yes"
"871",11,52,6,15,15,15,"no","yes"
"872",11,43,5,15,15,15,"no","yes"
"873",11,36,6,14,14,14,"no","yes"
"874",11,41,3,14,14,14,"no","yes"
"875",11,20,6,14,14,14,"no","yes"
"876",11,59,5,15,15,15,"no","yes"
"877",11,18,4,11,11,11,"no","yes"
"878",11,37,7,17,17,17,"no","yes"
"879",11,45,7,13,13,13,"no","yes"
"880",11,21,7,13,13,13,"no","yes"
"881",12,33,4,12,12,12,"no","yes"
"882",12,4,7,16,16,16,"no","yes"
"883",12,30,1,11,11,11,"no","yes"
"884",12,9,4,17,17,17,"no","yes"
"885",12,69,8,14,14,14,"no","yes"
"886",12,16,3,17,17,17,"no","yes"
"887",12,40,3,13,13,13,"no","yes"
"888",12,73,4,16,16,16,"no","yes"
"889",12,10,5,16,16,17,"no","yes"
"890",12,63,2,14,14,14,"no","yes"
"891",12,18,5,11,11,11,"no","yes"
"892",12,5,8,16,16,16,"no","yes"
"893",12,54,1,13,13,13,"no","yes"
"894",12,35,6,16,16,16,"no","yes"
"895",12,15,2,12,12,13,"no","yes"
"896",12,41,4,14,14,14,"no","yes"
"897",12,19,6,12,12,13,"no","yes"
"898",12,53,8,14,14,14,"no","yes"
"899",12,75,6,13,13,13,"no","yes"
"900",12,76,7,13,13,13,"no","yes"
"901",12,51,6,12,12,13,"no","yes"
"902",12,2,5,15,15,15,"no","yes"
"903",12,48,3,14,15,16,"yes","no"
"904",12,68,7,12,12,13,"no","yes"
"905",12,72,3,15,15,15,"no","yes"
"906",12,14,1,15,15,15,"no","yes"
"907",12,24,3,13,14,13,"yes","no"
"908",12,27,6,14,14,14,"no","yes"
"909",12,37,8,17,18,17,"yes","no"
"910",12,12,7,15,15,15,"no","yes"
"911",12,22,1,15,15,15,"no","yes"
"912",12,26,5,15,15,15,"no","yes"
"913",12,46,1,16,16,16,"no","yes"
"914",12,7,2,14,14,14,"no","yes"
"915",12,66,5,15,15,16,"no","yes"
"916",12,78,1,13,13,13,"no","yes"
"917",12,65,4,15,15,16,"no","yes"
"918",12,77,8,17,18,17,"yes","no"
"919",12,79,2,13,13,13,"no","yes"
"920",12,74,5,15,15,15,"no","yes"
"921",12,38,1,15,15,16,"no","yes"
"922",12,62,1,13,13,13,"no","yes"
"923",12,8,3,17,17,17,"no","yes"
"924",12,49,4,12,12,12,"no","yes"
"925",12,39,2,13,13,15,"no","yes"
"926",12,28,7,13,13,13,"no","yes"
"927",12,1,4,12,12,14,"no","yes"
"928",12,17,4,16,17,16,"yes","no"
"929",12,57,4,15,16,16,"yes","no"
"930",12,23,2,11,11,12,"no","yes"
"931",12,45,8,13,13,13,"no","yes"
"932",12,21,8,13,13,13,"no","yes"
"933",12,20,7,14,14,14,"no","yes"
"934",12,47,2,11,12,13,"yes","no"
"935",12,29,8,13,13,13,"no","yes"
"936",12,31,2,15,15,15,"no","yes"
"937",12,59,6,14,14,15,"no","yes"
"938",12,34,5,15,15,15,"no","yes"
"939",12,70,1,15,15,16,"no","yes"
"940",12,6,1,13,13,13,"no","yes"
"941",12,56,3,10,10,10,"no","yes"
"942",12,3,6,14,14,15,"no","yes"
"943",12,61,8,16,16,16,"no","yes"
"944",12,36,7,14,14,14,"no","yes"
"945",12,80,3,12,12,12,"no","yes"
"946",12,11,6,13,13,14,"no","yes"
"947",12,58,5,15,15,15,"no","yes"
"948",12,32,3,15,15,16,"no","yes"
"949",12,43,6,14,14,15,"no","yes"
"950",12,52,7,15,15,15,"no","yes"
"951",12,50,5,10,10,10,"no","yes"
"952",12,44,7,13,13,13,"no","yes"
"953",12,42,5,15,16,15,"yes","no"
"954",12,55,2,15,15,15,"no","yes"
"955",12,67,6,15,15,15,"no","yes"
"956",12,71,2,14,14,14,"no","yes"
"957",12,60,7,15,15,15,"no","yes"
"958",12,25,4,14,14,15,"no","yes"
"959",12,64,3,13,14,13,"yes","no"
"960",12,13,8,14,14,16,"no","yes"
"961",13,33,5,12,12,12,"no","yes"
"962",13,17,5,16,16,16,"no","yes"
"963",13,6,2,13,13,13,"no","yes"
"964",13,25,5,15,15,15,"no","yes"
"965",13,5,1,16,16,16,"no","yes"
"966",13,41,5,14,14,14,"no","yes"
"967",13,51,7,13,13,13,"no","yes"
"968",13,19,7,13,13,13,"no","yes"
"969",13,2,6,15,15,15,"no","yes"
"970",13,45,1,13,13,13,"no","yes"
"971",13,20,8,14,14,14,"no","yes"
"972",13,58,6,14,14,15,"no","yes"
"973",13,4,8,15,15,16,"no","yes"
"974",13,31,3,15,15,15,"no","yes"
"975",13,62,2,13,13,13,"no","yes"
"976",13,10,6,16,16,17,"no","yes"
"977",13,40,4,13,13,13,"no","yes"
"978",13,48,4,16,16,16,"no","yes"
"979",13,70,2,15,15,16,"no","yes"
"980",13,76,8,13,13,13,"no","yes"
"981",13,56,4,10,10,10,"no","yes"
"982",13,36,8,14,14,14,"no","yes"
"983",13,69,1,14,14,14,"no","yes"
"984",13,53,1,14,14,14,"no","yes"
"985",13,49,5,12,12,12,"no","yes"
"986",13,13,1,16,16,16,"no","yes"
"987",13,23,3,12,12,12,"no","yes"
"988",13,22,2,14,14,15,"no","yes"
"989",13,7,3,14,14,14,"no","yes"
"990",13,72,4,15,15,15,"no","yes"
"991",13,43,7,15,15,15,"no","yes"
"992",13,71,3,14,14,14,"no","yes"
"993",13,15,3,13,13,13,"no","yes"
"994",13,29,1,13,13,13,"no","yes"
"995",13,38,2,16,16,16,"no","yes"
"996",13,52,8,15,15,15,"no","yes"
"997",13,30,2,11,11,11,"no","yes"
"998",13,8,4,16,16,17,"no","yes"
"999",13,57,5,16,16,16,"no","yes"
"1000",13,12,8,15,15,15,"no","yes"
"1001",13,55,3,15,15,15,"no","yes"
"1002",13,54,2,13,13,13,"no","yes"
"1003",13,39,3,15,15,15,"no","yes"
"1004",13,75,7,13,13,13,"no","yes"
"1005",13,44,8,13,13,13,"no","yes"
"1006",13,24,4,13,13,13,"no","yes"
"1007",13,1,5,14,14,14,"no","yes"
"1008",13,80,4,12,12,12,"no","yes"
"1009",13,11,7,14,14,14,"no","yes"
"1010",13,47,3,13,13,13,"no","yes"
"1011",13,42,6,15,15,15,"no","yes"
"1012",13,28,8,13,13,13,"no","yes"
"1013",13,63,3,14,14,14,"no","yes"
"1014",13,32,4,16,16,16,"no","yes"
"1015",13,59,7,15,15,15,"no","yes"
"1016",13,67,7,15,15,15,"no","yes"
"1017",13,34,6,15,15,15,"no","yes"
"1018",13,65,5,16,16,16,"no","yes"
"1019",13,64,4,13,13,13,"no","yes"
"1020",13,9,5,17,17,17,"no","yes"
"1021",13,27,7,14,14,14,"no","yes"
"1022",13,78,2,13,13,13,"no","yes"
"1023",13,74,6,15,15,15,"no","yes"
"1024",13,18,6,11,11,11,"no","yes"
"1025",13,21,1,12,12,13,"no","yes"
"1026",13,68,8,13,13,13,"no","yes"
"1027",13,66,6,15,15,16,"no","yes"
"1028",13,77,1,17,17,17,"no","yes"
"1029",13,14,2,15,15,15,"no","yes"
"1030",13,79,3,13,13,13,"no","yes"
"1031",13,16,4,16,16,17,"no","yes"
"1032",13,73,5,16,16,16,"no","yes"
"1033",13,60,8,14,14,15,"no","yes"
"1034",13,46,2,15,15,16,"no","yes"
"1035",13,50,6,10,10,10,"no","yes"
"1036",13,3,7,15,15,15,"no","yes"
"1037",13,26,6,15,15,15,"no","yes"
"1038",13,61,1,16,16,16,"no","yes"
"1039",13,35,7,16,16,16,"no","yes"
"1040",13,37,1,17,17,17,"no","yes"
"1041",14,76,1,13,13,13,"no","yes"
"1042",14,25,6,14,14,15,"no","yes"
"1043",14,49,6,12,12,12,"no","yes"
"1044",14,61,2,16,16,16,"no","yes"
"1045",14,9,6,16,16,17,"no","yes"
"1046",14,32,5,16,16,16,"no","yes"
"1047",14,33,6,11,11,12,"no","yes"
"1048",14,22,3,14,14,15,"no","yes"
"1049",14,54,3,13,13,13,"no","yes"
"1050",14,18,7,10,10,11,"no","yes"
"1051",14,69,2,14,14,14,"no","yes"
"1052",14,40,5,13,13,13,"no","yes"
"1053",14,12,1,15,15,15,"no","yes"
"1054",14,16,5,17,17,17,"no","yes"
"1055",14,29,2,13,13,13,"no","yes"
"1056",14,43,8,14,14,15,"no","yes"
"1057",14,58,7,14,14,15,"no","yes"
"1058",14,75,8,13,13,13,"no","yes"
"1059",14,50,7,10,10,10,"no","yes"
"1060",14,78,3,13,13,13,"no","yes"
"1061",14,11,8,14,14,14,"no","yes"
"1062",14,59,8,14,14,15,"no","yes"
"1063",14,55,4,15,15,15,"no","yes"
"1064",14,41,6,14,14,14,"no","yes"
"1065",14,42,7,15,15,15,"no","yes"
"1066",14,62,3,13,13,13,"no","yes"
"1067",14,30,3,11,11,11,"no","yes"
"1068",14,7,4,14,14,14,"no","yes"
"1069",14,14,3,14,14,15,"no","yes"
"1070",14,66,7,15,15,16,"no","yes"
"1071",14,37,2,17,17,17,"no","yes"
"1072",14,44,1,13,13,13,"no","yes"
"1073",14,74,7,15,15,15,"no","yes"
"1074",14,34,7,15,15,15,"no","yes"
"1075",14,19,8,12,12,13,"no","yes"
"1076",14,38,3,14,14,16,"no","yes"
"1077",14,24,5,13,13,13,"no","yes"
"1078",14,5,2,15,15,16,"no","yes"
"1079",14,72,5,15,15,15,"no","yes"
"1080",14,17,6,16,16,16,"no","yes"
"1081",14,47,4,12,12,13,"no","yes"
"1082",14,13,2,15,15,16,"no","yes"
"1083",14,23,4,11,11,12,"no","yes"
"1084",14,80,5,12,12,12,"no","yes"
"1085",14,21,2,12,12,13,"no","yes"
"1086",14,27,8,13,13,14,"no","yes"
"1087",14,79,4,13,13,13,"no","yes"
"1088",14,53,2,14,14,14,"no","yes"
"1089",14,68,1,13,13,13,"no","yes"
"1090",14,77,2,15,15,17,"no","yes"
"1091",14,64,5,13,13,13,"no","yes"
"1092",14,48,5,16,16,16,"no","yes"
"1093",14,46,3,16,16,16,"no","yes"
"1094",14,10,7,16,16,17,"no","yes"
"1095",14,26,7,15,15,15,"no","yes"
"1096",14,70,3,15,15,16,"no","yes"
"1097",14,57,6,15,15,16,"no","yes"
"1098",14,52,1,15,15,15,"no","yes"
"1099",14,31,4,14,14,15,"no","yes"
"1100",14,73,6,15,15,16,"no","yes"
"1101",14,28,1,13,13,13,"no","yes"
"1102",14,60,1,15,15,15,"no","yes"
"1103",14,3,8,15,15,15,"no","yes"
"1104",14,63,4,13,13,14,"no","yes"
"1105",14,45,2,12,12,13,"no","yes"
"1106",14,6,3,12,12,13,"no","yes"
"1107",14,71,4,14,14,14,"no","yes"
"1108",14,51,8,11,11,13,"no","yes"
"1109",14,56,5,10,10,10,"no","yes"
"1110",14,1,6,14,14,14,"no","yes"
"1111",14,20,1,14,14,14,"no","yes"
"1112",14,4,1,15,15,16,"no","yes"
"1113",14,36,1,14,14,14,"no","yes"
"1114",14,67,8,15,15,15,"no","yes"
"1115",14,8,5,17,17,17,"no","yes"
"1116",14,65,6,16,16,16,"no","yes"
"1117",14,35,8,16,16,16,"no","yes"
"1118",14,15,4,13,13,13,"no","yes"
"1119",14,2,7,15,15,15,"no","yes"
"1120",14,39,4,15,15,15,"no","yes"
"1121",15,72,6,15,15,15,"no","yes"
"1122",15,55,5,15,15,15,"no","yes"
"1123",15,42,8,15,15,15,"no","yes"
"1124",15,70,4,16,16,16,"no","yes"
"1125",15,2,8,15,15,15,"no","yes"
"1126",15,8,6,17,17,17,"no","yes"
"1127",15,58,8,14,14,15,"no","yes"
"1128",15,78,4,13,13,13,"no","yes"
"1129",15,40,6,13,13,13,"no","yes"
"1130",15,29,3,13,13,13,"no","yes"
"1131",15,79,5,13,13,13,"no","yes"
"1132",15,35,1,16,16,16,"no","yes"
"1133",15,37,3,17,17,17,"no","yes"
"1134",15,28,2,13,13,13,"no","yes"
"1135",15,23,5,11,11,12,"no","yes"
"1136",15,3,1,15,15,15,"no","yes"
"1137",15,45,3,13,13,13,"no","yes"
"1138",15,4,2,16,16,16,"no","yes"
"1139",15,50,8,10,10,10,"no","yes"
"1140",15,9,7,17,17,17,"no","yes"
"1141",15,32,6,16,16,16,"no","yes"
"1142",15,54,4,12,12,13,"no","yes"
"1143",15,74,8,14,14,15,"no","yes"
"1144",15,27,1,14,14,14,"no","yes"
"1145",15,30,4,11,11,11,"no","yes"
"1146",15,6,4,13,13,13,"no","yes"
"1147",15,19,1,13,13,13,"no","yes"
"1148",15,44,2,13,13,13,"no","yes"
"1149",15,47,5,13,13,13,"no","yes"
"1150",15,68,2,11,11,13,"no","yes"
"1151",15,13,3,15,15,16,"no","yes"
"1152",15,62,4,13,13,13,"no","yes"
"1153",15,38,4,15,15,16,"no","yes"
"1154",15,12,2,15,15,15,"no","yes"
"1155",15,53,3,14,14,14,"no","yes"
"1156",15,76,2,13,13,13,"no","yes"
"1157",15,36,2,13,13,14,"no","yes"
"1158",15,20,2,14,14,14,"no","yes"
"1159",15,10,8,16,16,17,"no","yes"
"1160",15,56,6,10,10,10,"no","yes"
"1161",15,80,6,12,12,12,"no","yes"
"1162",15,43,1,14,14,15,"no","yes"
"1163",15,21,3,13,13,13,"no","yes"
"1164",15,52,2,15,15,15,"no","yes"
"1165",15,46,4,15,15,16,"no","yes"
"1166",15,75,1,12,12,13,"no","yes"
"1167",15,48,6,16,16,16,"no","yes"
"1168",15,39,5,15,15,15,"no","yes"
"1169",15,33,7,12,12,12,"no","yes"
"1170",15,63,5,14,14,14,"no","yes"
"1171",15,49,7,11,11,12,"no","yes"
"1172",15,65,7,16,16,16,"no","yes"
"1173",15,7,5,14,14,14,"no","yes"
"1174",15,16,6,17,17,17,"no","yes"
"1175",15,26,8,13,13,15,"no","yes"
"1176",15,51,1,13,13,13,"no","yes"
"1177",15,71,5,14,14,14,"no","yes"
"1178",15,73,7,16,16,16,"no","yes"
"1179",15,64,6,13,13,13,"no","yes"
"1180",15,34,8,15,15,15,"no","yes"
"1181",15,18,8,11,11,11,"no","yes"
"1182",15,57,7,16,16,16,"no","yes"
"1183",15,11,1,14,14,14,"no","yes"
"1184",15,5,3,15,15,16,"no","yes"
"1185",15,22,4,14,14,15,"no","yes"
"1186",15,24,6,13,13,13,"no","yes"
"1187",15,31,5,15,15,15,"no","yes"
"1188",15,60,2,15,15,15,"no","yes"
"1189",15,67,1,15,15,15,"no","yes"
"1190",15,66,8,16,16,16,"no","yes"
"1191",15,59,1,15,15,15,"no","yes"
"1192",15,69,3,14,14,14,"no","yes"
"1193",15,61,3,15,15,16,"no","yes"
"1194",15,77,3,17,17,17,"no","yes"
"1195",15,17,7,16,16,16,"no","yes"
"1196",15,1,7,14,14,14,"no","yes"
"1197",15,25,7,15,15,15,"no","yes"
"1198",15,41,7,14,14,14,"no","yes"
"1199",15,14,4,14,14,15,"no","yes"
"1200",15,15,5,13,13,13,"no","yes"
"1201",16,47,6,13,13,13,"no","yes"
"1202",16,53,4,14,14,14,"no","yes"
"1203",16,5,4,16,16,16,"no","yes"
"1204",16,6,5,13,13,13,"no","yes"
"1205",16,80,7,12,12,12,"no","yes"
"1206",16,35,2,16,16,16,"no","yes"
"1207",16,69,4,14,14,14,"no","yes"
"1208",16,36,3,14,14,14,"no","yes"
"1209",16,16,7,17,17,17,"no","yes"
"1210",16,22,5,15,15,15,"no","yes"
"1211",16,3,2,15,15,15,"no","yes"
"1212",16,11,2,14,14,14,"no","yes"
"1213",16,63,6,14,14,14,"no","yes"
"1214",16,71,6,13,13,14,"no","yes"
"1215",16,25,8,15,15,15,"no","yes"
"1216",16,77,4,17,17,17,"no","yes"
"1217",16,12,3,15,15,15,"no","yes"
"1218",16,4,3,16,16,16,"no","yes"
"1219",16,46,5,16,16,16,"no","yes"
"1220",16,70,5,16,16,16,"no","yes"
"1221",16,74,1,15,16,15,"yes","no"
"1222",16,15,6,13,13,13,"no","yes"
"1223",16,8,7,17,17,17,"no","yes"
"1224",16,30,5,11,11,11,"no","yes"
"1225",16,48,7,16,16,16,"no","yes"
"1226",16,58,1,15,15,15,"no","yes"
"1227",16,55,6,14,14,15,"no","yes"
"1228",16,38,5,16,16,16,"no","yes"
"1229",16,7,6,14,14,14,"no","yes"
"1230",16,18,1,11,11,11,"no","yes"
"1231",16,66,1,15,16,16,"yes","no"
"1232",16,9,8,17,17,17,"no","yes"
"1233",16,73,8,16,16,16,"no","yes"
"1234",16,51,2,13,13,13,"no","yes"
"1235",16,62,5,13,13,13,"no","yes"
"1236",16,1,8,13,13,14,"no","yes"
"1237",16,20,3,14,14,14,"no","yes"
"1238",16,13,4,16,16,16,"no","yes"
"1239",16,42,1,14,14,15,"no","yes"
"1240",16,61,4,16,16,16,"no","yes"
"1241",16,72,7,15,15,15,"no","yes"
"1242",16,21,4,13,13,13,"no","yes"
"1243",16,67,2,15,15,15,"no","yes"
"1244",16,14,5,15,15,15,"no","yes"
"1245",16,44,3,13,13,13,"no","yes"
"1246",16,39,6,15,15,15,"no","yes"
"1247",16,64,7,13,13,13,"no","yes"
"1248",16,2,1,15,15,15,"no","yes"
"1249",16,19,2,12,12,13,"no","yes"
"1250",16,34,1,15,15,15,"no","yes"
"1251",16,52,3,15,15,15,"no","yes"
