seq,subj,item,cond,R1,R2,R3,R4
30,1,1,1,,192,336,
0,1,1,0,,,,
0,1,1,0,,,,
0,1,1,0,,,,
0,1,1,0,,,,
0,1,1,0,,,,
0,1,1,0,,,,
0,1,1,0,,,,
0,1,2,0,,,,
47,1,2,2,,156,123,
0,1,2,0,,,,
0,1,2,0,,,,
0,1,2,0,,,,
0,1,2,0,,,,
0,1,2,0,,,,
0,1,2,0,,,,
0,1,3,0,,,,
0,1,3,0,,,,
54,1,3,3,,160,226,
0,1,3,0,,,,
0,1,3,0,,,,
0,1,3,0,,,,
0,1,3,0,,,,
0,1,3,0,,,,
0,1,4,0,,,,
0,1,4,0,,,,
0,1,4,0,,,,
51,1,4,4,,213,,
0,1,4,0,,,,
0,1,4,0,,,,
0,1,4,0,,,,
0,1,4,0,,,,
0,1,5,0,,,,
0,1,5,0,,,,
0,1,5,0,,,,
0,1,5,0,,,,
67,1,5,5,,328,226,
0,1,5,0,,,,
0,1,5,0,,,,
0,1,5,0,,,,
0,1,6,0,,,,
0,1,6,0,,,,
0,1,6,0,,,,
0,1,6,0,,,,
0,1,6,0,,,,
40,1,6,6,,,,
0,1,6,0,,,,
0,1,6,0,,,,
0,1,7,0,,,,
0,1,7,0,,,,
0,1,7,0,,,,
0,1,7,0,,,,
0,1,7,0,,,,
0,1,7,0,,,,
32,1,7,7,,189,,
0,1,7,0,,,,
0,1,8,0,,,,
0,1,8,0,,,,
0,1,8,0,,,,
0,1,8,0,,,,
0,1,8,0,,,,
0,1,8,0,,,,
0,1,8,0,,,,
53,1,8,8,,182,197,
56,1,9,1,,202,219,
0,1,9,0,,,,
0,1,9,0,,,,
0,1,9,0,,,,
0,1,9,0,,,,
0,1,9,0,,,,
0,1,9,0,,,,
0,1,9,0,,,,
0,1,10,0,,,,
42,1,10,2,,,202,
0,1,10,0,,,,
0,1,10,0,,,,
0,1,10,0,,,,
0,1,10,0,,,,
0,1,10,0,,,,
0,1,10,0,,,,
0,1,11,0,,,,
0,1,11,0,,,,
0,1,11,0,,,,
0,1,11,0,,,,
0,1,11,0,,,,
0,1,11,0,,,,
0,1,11,0,,,,
0,1,11,0,,,,
0,1,12,0,,,,
0,1,12,0,,,,
0,1,12,0,,,,
21,1,12,4,,173,166,
0,1,12,0,,,,
0,1,12,0,,,,
0,1,12,0,,,,
0,1,12,0,,,,
0,1,13,0,,,,
0,1,13,0,,,,
0,1,13,0,,,,
0,1,13,0,,,,
61,1,13,5,,180,211,
0,1,13,0,,,,
0,1,13,0,,,,
0,1,13,0,,,,
0,1,14,0,,,,
0,1,14,0,,,,
0,1,14,0,,,,
0,1,14,0,,,,
0,1,14,0,,,,
0,1,14,6,,194,273,
0,1,14,0,,,,
0,1,14,0,,,,
0,1,15,0,,,,
0,1,15,0,,,,
0,1,15,0,,,,
0,1,15,0,,,,
0,1,15,0,,,,
0,1,15,0,,,,
0,1,15,0,,,,
0,1,15,0,,,,
0,1,16,0,,,,
0,1,16,0,,,,
0,1,16,0,,,,
0,1,16,0,,,,
0,1,16,0,,,,
0,1,16,0,,,,
0,1,16,0,,,,
13,1,16,8,,,,
64,1,17,1,,,106,
0,1,17,0,,,,
0,1,17,0,,,,
0,1,17,0,,,,
0,1,17,0,,,,
0,1,17,0,,,,
0,1,17,0,,,,
0,1,17,0,,,,
0,1,18,0,,,,
27,1,18,2,,,193,
0,1,18,0,,,,
0,1,18,0,,,,
0,1,18,0,,,,
0,1,18,0,,,,
0,1,18,0,,,,
0,1,18,0,,,,
0,1,19,0,,,,
0,1,19,0,,,,
46,1,19,3,,,,
0,1,19,0,,,,
0,1,19,0,,,,
0,1,19,0,,,,
0,1,19,0,,,,
0,1,19,0,,,,
0,1,20,0,,,,
0,1,20,0,,,,
0,1,20,0,,,,
20,1,20,4,,230,253,
0,1,20,0,,,,
0,1,20,0,,,,
0,1,20,0,,,,
0,1,20,0,,,,
0,1,21,0,,,,
0,1,21,0,,,,
0,1,21,0,,,,
0,1,21,0,,,,
33,1,21,5,,,332,
0,1,21,0,,,,
0,1,21,0,,,,
0,1,21,0,,,,
0,1,22,0,,,,
0,1,22,0,,,,
0,1,22,0,,,,
0,1,22,0,,,,
0,1,22,0,,,,
4,1,22,6,,189,269,
0,1,22,0,,,,
0,1,22,0,,,,
0,1,23,0,,,,
0,1,23,0,,,,
0,1,23,0,,,,
0,1,23,0,,,,
0,1,23,0,,,,
0,1,23,0,,,,
36,1,23,7,,,131,
0,1,23,0,,,,
0,1,24,0,,,,
0,1,24,0,,,,
0,1,24,0,,,,
0,1,24,0,,,,
0,1,24,0,,,,
0,1,24,0,,,,
0,1,24,0,,,,
14,1,24,8,,134,209,
63,1,25,1,,,194,
0,1,25,0,,,,
0,1,25,0,,,,
0,1,25,0,,,,
0,1,25,0,,,,
0,1,25,0,,,,
0,1,25,0,,,,
0,1,25,0,,,,
0,1,26,0,,,,
2,1,26,2,,194,178,
0,1,26,0,,,,
0,1,26,0,,,,
0,1,26,0,,,,
0,1,26,0,,,,
0,1,26,0,,,,
0,1,26,0,,,,
0,1,27,0,,,,
0,1,27,0,,,,
0,1,27,0,,,,
0,1,27,0,,,,
0,1,27,0,,,,
0,1,27,0,,,,
0,1,27,0,,,,
0,1,27,0,,,,
0,1,28,0,,,,
0,1,28,0,,,,
0,1,28,0,,,,
65,1,28,4,,232,169,
0,1,28,0,,,,
0,1,28,0,,,,
0,1,28,0,,,,
0,1,28,0,,,,
0,1,29,0,,,,
0,1,29,0,,,,
0,1,29,0,,,,
0,1,29,0,,,,
7,1,29,5,,,179,
0,1,29,0,,,,
0,1,29,0,,,,
0,1,29,0,,,,
0,1,30,0,,,,
0,1,30,0,,,,
0,1,30,0,,,,
0,1,30,0,,,,
0,1,30,0,,,,
25,1,30,6,,247,,
0,1,30,0,,,,
0,1,30,0,,,,
0,1,31,0,,,,
0,1,31,0,,,,
0,1,31,0,,,,
0,1,31,0,,,,
0,1,31,0,,,,
0,1,31,0,,,,
1,1,31,7,,,307,
0,1,31,0,,,,
0,1,32,0,,,,
0,1,32,0,,,,
0,1,32,0,,,,
0,1,32,0,,,,
0,1,32,0,,,,
0,1,32,0,,,,
0,1,32,0,,,,
34,1,32,8,,,,
17,1,33,1,,172,162,
0,1,33,0,,,,
0,1,33,0,,,,
0,1,33,0,,,,
0,1,33,0,,,,
0,1,33,0,,,,
0,1,33,0,,,,
0,1,33,0,,,,
0,1,34,0,,,,
59,1,34,2,,172,,
0,1,34,0,,,,
0,1,34,0,,,,
0,1,34,0,,,,
0,1,34,0,,,,
0,1,34,0,,,,
0,1,34,0,,,,
0,1,35,0,,,,
0,1,35,0,,,,
48,1,35,3,,226,,
0,1,35,0,,,,
0,1,35,0,,,,
0,1,35,0,,,,
0,1,35,0,,,,
0,1,35,0,,,,
0,1,36,0,,,,
0,1,36,0,,,,
0,1,36,0,,,,
43,1,36,4,,175,301,
0,1,36,0,,,,
0,1,36,0,,,,
0,1,36,0,,,,
0,1,36,0,,,,
0,1,37,0,,,,
0,1,37,0,,,,
0,1,37,0,,,,
0,1,37,0,,,,
8,1,37,5,,152,382,
0,1,37,0,,,,
0,1,37,0,,,,
0,1,37,0,,,,
0,1,38,0,,,,
0,1,38,0,,,,
0,1,38,0,,,,
0,1,38,0,,,,
0,1,38,0,,,,
0,1,38,0,,,,
0,1,38,0,,,,
0,1,38,0,,,,
0,1,39,0,,,,
0,1,39,0,,,,
0,1,39,0,,,,
0,1,39,0,,,,
0,1,39,0,,,,
0,1,39,0,,,,
58,1,39,7,,204,,
0,1,39,0,,,,
0,1,40,0,,,,
0,1,40,0,,,,
0,1,40,0,,,,
0,1,40,0,,,,
0,1,40,0,,,,
0,1,40,0,,,,
0,1,40,0,,,,
0,1,40,0,,,,
37,1,41,1,,184,203,
0,1,41,0,,,,
0,1,41,0,,,,
0,1,41,0,,,,
0,1,41,0,,,,
0,1,41,0,,,,
0,1,41,0,,,,
0,1,41,0,,,,
0,1,42,0,,,,
23,1,42,2,,186,192,
0,1,42,0,,,,
0,1,42,0,,,,
0,1,42,0,,,,
0,1,42,0,,,,
0,1,42,0,,,,
0,1,42,0,,,,
0,1,43,0,,,,
0,1,43,0,,,,
60,1,43,3,,308,,
0,1,43,0,,,,
0,1,43,0,,,,
0,1,43,0,,,,
0,1,43,0,,,,
0,1,43,0,,,,
0,1,44,0,,,,
0,1,44,0,,,,
0,1,44,0,,,,
22,1,44,4,,,151,
0,1,44,0,,,,
0,1,44,0,,,,
0,1,44,0,,,,
0,1,44,0,,,,
0,1,45,0,,,,
0,1,45,0,,,,
0,1,45,0,,,,
0,1,45,0,,,,
3,1,45,5,,359,267,
0,1,45,0,,,,
0,1,45,0,,,,
0,1,45,0,,,,
0,1,46,0,,,,
0,1,46,0,,,,
0,1,46,0,,,,
0,1,46,0,,,,
0,1,46,0,,,,
55,1,46,6,,183,253,
0,1,46,0,,,,
0,1,46,0,,,,
0,1,47,0,,,,
0,1,47,0,,,,
0,1,47,0,,,,
0,1,47,0,,,,
0,1,47,0,,,,
