subject	item	sentcond	questcond	dependnum	starttime	endtime	subresp	correctresp	accuracy
17	16	 8	 7	1	7357127	7360306	7	7	1
17	3	 3	 6	1	7373151	7375377	6	6	1
17	7	 7	 6	1	7382002	7388990	7	6	0
17	8	 8	 7	1	7396719	7399636	7	7	1
17	30	 6	 6	1	7417864	7419295	6	6	1
17	5	 5	 7	1	7472215	7475335	7	7	1
17	18	 2	 7	1	7482296	7483612	7	7	1
17	23	 7	 7	1	7495904	7497582	7	7	1
17	2	 2	 6	1	7503981	7505779	6	6	1
17	10	 2	 7	1	7520202	7522270	7	7	1
17	15	 7	 6	1	7535864	7538087	6	6	1
17	4	 4	 7	1	7565463	7566584	7	7	1
17	25	 1	 7	1	7595959	7597450	7	7	1
17	6	 6	 7	1	7619522	7621142	7	7	1
17	1	 1	 7	1	7627350	7629861	7	7	1
17	27	 3	 7	1	7636464	7637998	7	7	1
17	13	 5	 6	1	7669903	7671577	6	6	1
17	20	 4	 6	1	7687635	7691220	6	6	1
18	81	 9	 7	1	9097965	9100230	7	7	1
18	83	 9	 7	1	9107195	9108789	6	6	1
18	82	 9	 7	1	9114859	9119700	7	7	1
18	30	 7	 6	1	9169225	9171430	6	6	1
18	3	 4	 6	1	9179372	9180740	6	6	1
18	13	 6	 6	1	9186420	9187995	6	6	1
18	4	 5	 7	1	9196464	9198387	7	7	1
18	1	 2	 7	1	9232378	9234286	7	7	1
18	2	 3	 6	1	9255060	9256901	7	6	0
18	28	 5	 7	1	9267433	9269445	7	7	1
18	11	 4	 7	1	9282418	9286268	7	7	1
18	26	 3	 6	1	9292282	9294150	6	6	1
18	5	 6	 7	1	9319743	9322199	7	7	1
18	17	 2	 6	1	9331519	9334435	6	6	1
18	6	 7	 7	1	9343633	9345904	7	7	1
18	10	 3	 7	1	9386313	9387888	7	7	1
18	21	 6	 6	1	9404506	9406558	6	6	1
18	25	 2	 7	1	9413962	9415650	7	7	1
18	14	 7	 6	1	9427514	9429186	6	6	1
18	19	 4	 6	1	9449138	9451670	6	6	1
18	22	 7	 6	1	9457888	9459659	6	6	1
18	12	 5	 7	1	9538376	9540062	7	7	1
18	15	 8	 6	1	9571490	9574924	6	6	1
18	32	 1	 6	1	9593707	9595370	6	6	1
18	16	 1	 7	1	9601251	9602700	7	7	1
18	23	 8	 7	1	9608129	9609196	7	7	1
18	18	 3	 7	1	9614464	9615514	7	7	1
18	27	 4	 7	1	9648378	9650950	7	7	1
18	8	 1	 7	1	9660493	9662481	7	7	1
18	9	 2	 6	1	9693659	9695597	6	6	1
18	29	 6	 6	1	9702126	9703254	6	6	1
18	24	 1	 7	1	9722142	9723680	7	7	1
18	7	 8	 6	1	9736479	9738814	6	6	1
18	31	 8	 7	1	9751560	9753095	7	7	1
18	20	 5	 6	1	9769576	9772521	7	6	0
19	83	 9	 7	1	10527330	10531878	7	6	0
19	82	 9	 7	1	10543574	10549249	7	7	1
19	81	 9	 7	1	10572953	10577014	7	7	1
19	17	 3	 6	1	10591987	10593435	6	6	1
19	9	 3	 6	1	10633562	10637254	6	6	1
19	10	 4	 7	1	10647049	10649342	7	7	1
19	4	 6	 7	1	10658694	10660423	7	7	1
19	27	 5	 7	1	10667717	10671158	7	7	1
19	8	 2	 7	1	10694204	10695839	7	7	1
19	6	 8	 7	1	10705287	10706514	7	7	1
19	24	 2	 7	1	10714416	10715613	7	7	1
19	22	 8	 6	1	10726040	10729194	6	6	1
19	32	 2	 6	1	10739036	10740548	6	6	1
19	1	 3	 7	1	10761694	10762730	7	7	1
19	19	 5	 6	1	10770454	10771691	7	6	0
19	29	 7	 6	1	10799165	10800585	6	6	1
19	12	 6	 7	1	10810485	10813916	7	7	1
19	31	 1	 7	1	10873169	10875103	7	7	1
19	16	 2	 7	1	10905360	10906936	7	7	1
19	7	 1	 6	1	10946492	10948600	6	6	1
19	5	 7	 7	1	10962530	10964168	7	7	1
19	21	 7	 6	1	10994021	10996005	6	6	1
19	2	 4	 6	1	11013640	11015711	6	6	1
19	18	 4	 7	1	11038165	11041056	7	7	1
19	3	 5	 6	1	11069337	11070364	6	6	1
19	13	 7	 6	1	11087174	11088261	6	6	1
19	15	 1	 6	1	11123478	11124783	6	6	1
19	23	 1	 7	1	11138604	11139872	7	7	1
19	25	 3	 7	1	11150875	11152310	7	7	1
19	11	 5	 7	1	11163346	11164171	6	7	0
19	30	 8	 6	1	11182420	11184057	6	6	1
19	20	 6	 6	1	11189702	11191079	6	6	1
19	28	 6	 7	1	11198081	11200097	7	7	1
19	26	 4	 6	1	11208065	11209320	6	6	1
19	14	 8	 6	1	11226873	11228439	6	6	1
20	83	 9	 7	1	15938389	15940363	6	6	1
20	81	 9	 7	1	15969384	15972202	6	7	0
20	82	 9	 7	1	15983556	15985362	7	7	1
20	18	 5	 7	1	16065339	16067489	7	7	1
20	14	 1	 6	1	16120860	16126520	7	6	0
20	31	 2	 7	1	16135109	16136426	7	7	1
20	26	 5	 6	1	16144842	16151079	7	6	0
20	24	 3	 7	1	16172615	16174794	7	7	1
20	16	 3	 7	1	16198976	16200612	7	7	1
20	19	 6	 6	1	16208261	16211985	7	6	0
20	5	 8	 7	1	16222339	16224364	7	7	1
20	10	 5	 7	1	16258574	16260551	7	7	1
20	9	 4	 6	1	16268359	16270417	6	6	1
20	17	 4	 6	1	16290293	16291552	6	6	1
20	13	 8	 6	1	16299943	16302666	6	6	1
20	27	 6	 7	1	16320334	16322334	7	7	1
20	15	 2	 6	1	16373857	16375312	6	6	1
20	32	 3	 6	1	16407888	16409746	6	6	1
20	28	 7	 7	1	16419248	16421423	7	7	1
20	21	 8	 6	1	16429584	16431404	6	6	1
20	12	 7	 7	1	16439740	16441244	7	7	1
20	4	 7	 7	1	16468589	16470841	7	7	1
20	25	 4	 7	1	16493435	16494758	7	7	1
20	7	 2	 6	1	16522755	16529077	7	6	0
20	3	 6	 6	1	16539273	16540475	6	6	1
20	29	 8	 6	1	16598518	16600421	6	6	1
20	6	 1	 7	1	16616072	16618190	7	7	1
20	2	 5	 6	1	16652907	16655997	6	6	1
20	1	 4	 7	1	16685097	16688264	7	7	1
20	8	 3	 7	1	16722294	16725333	7	7	1
20	22	 1	 6	1	16751382	16754316	6	6	1
20	11	 6	 7	1	16779018	16781195	7	7	1
20	20	 7	 6	1	16789934	16791816	6	6	1
20	30	 1	 6	1	16832805	16833992	6	6	1
20	23	 2	 7	1	16855455	16856679	7	7	1
21	83	 9	 7	1	17826782	17827937	6	6	1
21	81	 9	 7	1	17843366	17844202	7	7	1
21	82	 9	 7	1	17849625	17850700	7	7	1
21	7	 3	 6	1	17875668	17877166	6	6	1
21	28	 8	 7	1	17891812	17892836	7	7	1
21	29	 1	 6	1	17907772	17908740	6	6	1
21	15	 3	 6	1	17930432	17931125	6	6	1
21	4	 8	 7	1	17937243	17938024	7	7	1
21	3	 7	 6	1	17943422	17944320	6	6	1
21	21	 1	 6	1	17949654	17950586	6	6	1
21	11	 7	 7	1	17955792	17956623	7	7	1
21	22	 2	 6	1	17962819	17963752	6	6	1
21	24	 4	 7	1	17980656	17981550	7	7	1
21	5	 1	 7	1	17988263	17989395	7	7	1
21	2	 6	 6	1	18012849	18013763	6	6	1
21	26	 6	 6	1	18024484	18025318	6	6	1
21	18	 6	 7	1	18056925	18057784	7	7	1
21	10	 6	 7	1	18062579	18063538	7	7	1
21	20	 8	 6	1	18072860	18074355	6	6	1
21	19	 7	 6	1	18082988	18084172	6	6	1
21	16	 4	 7	1	18094208	18095014	7	7	1
21	32	 4	 6	1	18106023	18106790	6	6	1
21	9	 5	 6	1	18111571	18112640	6	6	1
21	6	 2	 7	1	18136079	18136941	7	7	1
21	13	 1	 6	1	18151720	18152484	6	6	1
21	27	 7	 7	1	18169579	18170229	7	7	1
21	17	 5	 6	1	18195407	18196086	6	6	1
21	23	 3	 7	1	18200971	18202009	7	7	1
21	12	 8	 7	1	18224005	18224860	7	7	1
21	8	 4	 7	1	18235212	18235973	7	7	1
21	1	 5	 7	1	18240581	18241290	7	7	1
21	30	 2	 6	1	18246712	18247940	6	6	1
21	14	 2	 6	1	18253392	18254337	6	6	1
21	25	 5	 7	1	18263881	18264539	7	7	1
21	31	 3	 7	1	18269499	18270565	7	7	1
22	81	 9	 7	1	21261432	21265158	7	7	1
22	83	 9	 7	1	21273105	21275614	6	6	1
22	82	 9	 7	1	21296242	21300188	7	7	1
22	17	 6	 6	1	21315058	21317831	6	6	1
22	5	 2	 7	1	21328981	21330686	6	7	0
22	30	 3	 6	1	21338445	21339572	6	6	1
22	10	 7	 7	1	21360942	21364347	7	7	1
22	12	 1	 7	1	21376676	21379444	7	7	1
22	26	 7	 6	1	21388881	21390802	6	6	1
22	31	 4	 7	1	21409698	21412175	6	7	0
22	25	 6	 7	1	21448017	21449804	7	7	1
22	20	 1	 6	1	21503162	21505617	6	6	1
22	8	 5	 7	1	21516263	21518897	7	7	1
22	28	 1	 7	1	21537429	21539621	7	7	1
22	15	 4	 6	1	21564869	21566836	6	6	1
22	32	 5	 6	1	21580190	21581816	6	6	1
22	18	 7	 7	1	21588356	21592115	6	7	0
22	9	 6	 6	1	21611230	21613060	6	6	1
22	21	 2	 6	1	21625518	21628420	6	6	1
22	4	 1	 7	1	21733314	21737084	7	7	1
22	2	 7	 6	1	21764594	21767338	6	6	1
22	27	 8	 7	1	21780831	21783259	7	7	1
22	14	 3	 6	1	21791227	21796401	7	6	0
22	6	 3	 7	1	21807496	21809374	7	7	1
22	11	 8	 7	1	21815859	21818733	7	7	1
22	24	 5	 7	1	21826375	21830439	7	7	1
22	29	 2	 6	1	21845475	21849781	6	6	1
22	1	 6	 7	1	21886587	21889030	7	7	1
22	19	 8	 6	1	21926758	21930633	6	6	1
22	23	 4	 7	1	21954993	21956598	7	7	1
22	3	 8	 6	1	21980138	21981889	6	6	1
22	22	 3	 6	1	21993913	21995907	6	6	1
22	13	 2	 6	1	22018069	22019340	6	6	1
22	7	 4	 6	1	22032780	22036892	6	6	1
22	16	 5	 7	1	22052731	22054910	7	7	1
23	81	 9	 7	1	23132306	23134530	7	7	1
23	82	 9	 7	1	23141739	23143180	7	7	1
23	83	 9	 7	1	23157249	23158526	6	6	1
23	3	 1	 6	1	23179599	23181230	6	6	1
23	25	 7	 7	1	23194262	23195535	7	7	1
23	4	 2	 7	1	23211932	23213093	7	7	1
23	7	 5	 6	1	23237641	23240375	6	6	1
23	26	 8	 6	1	23277992	23279636	6	6	1
23	18	 8	 7	1	23299308	23301009	7	7	1
23	15	 5	 6	1	23307326	23308908	6	6	1
23	24	 6	 7	1	23317326	23319462	7	7	1
23	13	 3	 6	1	23327133	23328357	6	6	1
23	28	 2	 7	1	23340939	23342595	7	7	1
23	21	 3	 6	1	23354487	23356312	6	6	1
23	2	 8	 6	1	23362955	23364363	6	6	1
23	27	 1	 7	1	23370492	23371651	7	7	1
23	31	 5	 7	1	23378302	23380538	7	7	1
23	19	 1	 6	1	23386988	23390093	6	6	1
23	10	 8	 7	1	23409666	23411379	7	7	1
23	17	 7	 6	1	23435301	23436523	6	6	1
23	1	 7	 7	1	23453334	23454350	7	7	1
23	5	 3	 7	1	23484117	23486163	7	7	1
23	30	 4	 6	1	23503147	23504782	6	6	1
23	29	 3	 6	1	23516483	23518065	6	6	1
23	23	 5	 7	1	23523914	23525182	7	7	1
23	11	 1	 7	1	23532575	23534765	7	7	1
23	22	 4	 6	1	23541285	23542607	6	6	1
23	14	 4	 6	1	23566096	23567952	6	6	1
23	12	 2	 7	1	23584931	23586632	7	7	1
23	16	 6	 7	1	23598250	23599997	7	7	1
23	32	 6	 6	1	23606099	23607568	6	6	1
23	8	 6	 7	1	23620528	23621802	7	7	1
23	20	 2	 6	1	23660099	23661771	6	6	1
23	6	 4	 7	1	23667932	23669005	7	7	1
23	9	 7	 6	1	23676215	23677777	6	6	1
24	82	 9	 7	1	1286182	1289511	6	7	0
24	81	 9	 7	1	1298424	1301708	7	7	1
24	83	 9	 7	1	1330659	1332606	6	6	1
24	13	 4	 6	1	1387888	1389347	6	6	1
24	2	 1	 6	1	1405630	1408886	6	6	1
24	11	 2	 7	1	1435998	1438328	7	7	1
24	27	 2	 7	1	1447931	1450617	7	7	1
24	4	 3	 7	1	1459150	1461204	7	7	1
24	32	 7	 6	1	1484828	1486211	6	6	1
24	25	 8	 7	1	1508741	1510148	7	7	1
24	10	 1	 7	1	1529489	1533623	7	7	1
24	1	 8	 7	1	1542032	1545092	7	7	1
24	26	 1	 6	1	1566465	1568873	6	6	1
24	22	 5	 6	1	1586112	1587727	6	6	1
24	20	 3	 6	1	1605152	1607869	6	6	1
24	14	 5	 6	1	1631791	1633692	6	6	1
24	24	 7	 7	1	1648767	1652178	7	7	1
24	6	 5	 7	1	1671299	1673310	7	7	1
24	16	 7	 7	1	1714087	1716471	7	7	1
24	19	 2	 6	1	1734508	1737887	6	6	1
24	31	 6	 7	1	1755200	1757263	7	7	1
24	8	 7	 7	1	1764822	1766422	7	7	1
24	18	 1	 7	1	1778281	1780329	7	7	1
24	9	 8	 6	1	1821694	1824123	6	6	1
24	21	 4	 6	1	1897579	1899341	6	6	1
24	30	 5	 6	1	1906407	1907649	6	6	1
24	29	 4	 6	1	1925148	1926822	6	6	1
24	28	 3	 7	1	1944568	1946541	7	7	1
24	5	 4	 7	1	1953621	1956769	7	7	1
24	15	 6	 6	1	1971179	1973183	6	6	1
24	12	 3	 7	1	1982914	1984766	7	7	1
24	3	 2	 6	1	2004949	2006163	6	6	1
24	7	 6	 6	1	2014033	2016919	6	6	1
24	23	 6	 7	1	2051432	2053028	7	7	1
24	17	 8	 6	1	2063247	2064846	6	6	1
25	81	 9	 7	1	3329805	3333312	7	7	1
25	83	 9	 7	1	3345816	3347286	6	6	1
25	82	 9	 7	1	3353679	3354791	7	7	1
25	19	 3	 6	1	3381376	3384570	6	6	1
25	28	 4	 7	1	3390874	3393038	7	7	1
25	29	 5	 6	1	3412543	3414317	6	6	1
25	21	 5	 6	1	3426920	3428245	6	6	1
25	26	 2	 6	1	3434228	3435463	6	6	1
25	30	 6	 6	1	3441563	3442695	6	6	1
25	18	 2	 7	1	3455456	3457201	7	7	1
25	14	 6	 6	1	3480599	3483050	6	6	1
25	23	 7	 7	1	3488913	3490117	7	7	1
25	13	 5	 6	1	3516088	3517135	6	6	1
25	15	 7	 6	1	3562835	3564029	6	6	1
25	11	 3	 7	1	3585850	3587007	7	7	1
25	5	 5	 7	1	3595032	3596497	7	7	1
25	27	 3	 7	1	3615733	3616861	7	7	1
25	16	 8	 7	1	3622843	3625125	7	7	1
25	8	 8	 7	1	3649745	3651232	7	7	1
25	22	 6	 6	1	3662987	3665361	7	6	0
25	9	 1	 6	1	3678977	3680495	6	6	1
25	24	 8	 7	1	3719924	3721296	7	7	1
25	32	 8	 6	1	3746442	3747739	6	6	1
25	4	 4	 7	1	3753701	3754678	7	7	1
25	7	 7	 6	1	3761053	3762656	6	6	1
25	2	 2	 6	1	3785181	3786639	6	6	1
25	25	 1	 7	1	3793461	3794732	7	7	1
25	1	 1	 7	1	3813454	3814354	7	7	1
25	17	 1	 6	1	3826385	3828016	6	6	1
25	3	 3	 6	1	3858494	3859850	6	6	1
25	6	 6	 7	1	3874335	3877446	7	7	1
25	12	 4	 7	1	3890375	3891613	7	7	1
25	31	 7	 7	1	3903548	3904341	7	7	1
25	10	 2	 7	1	3916086	3917667	7	7	1
25	20	 4	 6	1	3922982	3924357	6	6	1
26	81	 9	 7	1	8784638	8797496	6	7	0
26	82	 9	 7	1	8831118	8834125	7	7	1
26	83	 9	 7	1	8843153	8845102	6	6	1
26	25	 2	 7	1	8876947	8879024	7	7	1
26	29	 6	 6	1	8887585	8890965	7	6	0
26	10	 3	 7	1	8960913	8965234	7	7	1
26	8	 1	 7	1	8977329	8979420	7	7	1
26	2	 3	 6	1	9018762	9021521	6	6	1
26	11	 4	 7	1	9030063	9032846	6	7	0
26	17	 2	 6	1	9041495	9043324	6	6	1
26	5	 6	 7	1	9060373	9065621	7	7	1
26	26	 3	 6	1	9077080	9079121	6	6	1
26	7	 8	 6	1	9094616	9099115	6	6	1
26	1	 2	 7	1	9113904	9117266	6	7	0
26	13	 6	 6	1	9126145	9127785	6	6	1
26	27	 4	 7	1	9141569	9144251	7	7	1
26	3	 4	 6	1	9166409	9170132	6	6	1
26	6	 7	 7	1	9177649	9179536	7	7	1
26	22	 7	 6	1	9195775	9198409	6	6	1
26	12	 5	 7	1	9276304	9281523	7	7	1
26	18	 3	 7	1	9289544	9297490	6	7	0
26	30	 7	 6	1	9318524	9320437	6	6	1
26	16	 1	 7	1	9332412	9334132	6	7	0
26	15	 8	 6	1	9351055	9352665	6	6	1
26	19	 4	 6	1	9382994	9385168	6	6	1
26	20	 5	 6	1	9398916	9400129	6	6	1
26	21	 6	 6	1	9438791	9440595	6	6	1
26	14	 7	 6	1	9457626	9458858	6	6	1
26	23	 8	 7	1	9482124	9484638	7	7	1
26	32	 1	 6	1	9502485	9504356	6	6	1
26	28	 5	 7	1	9517284	9519113	7	7	1
26	31	 8	 7	1	9525910	9527444	7	7	1
26	4	 5	 7	1	9555086	9556470	7	7	1
26	24	 1	 7	1	9598462	9601839	6	7	0
26	9	 2	 6	1	9609401	9611612	6	6	1
27	81	 9	 7	1	10788973	10791060	7	7	1
27	82	 9	 7	1	10814999	10817270	7	7	1
27	83	 9	 7	1	10823913	10825841	6	6	1
27	29	 7	 6	1	10834358	10836205	6	6	1
27	23	 1	 7	1	10843847	10844760	7	7	1
27	25	 3	 7	1	10857673	10858992	7	7	1
27	8	 2	 7	1	10868431	10869830	7	7	1
27	28	 6	 7	1	10877117	10878820	7	7	1
27	1	 3	 7	1	10887372	10889577	7	7	1
27	15	 1	 6	1	10904185	10905636	6	6	1
27	13	 7	 6	1	10915084	10916508	6	6	1
27	26	 4	 6	1	10925670	10931499	7	6	0
27	5	 7	 7	1	10991827	10994146	7	7	1
27	20	 6	 6	1	11012967	11015184	6	6	1
27	17	 3	 6	1	11036053	11041350	6	6	1
27	21	 7	 6	1	11062130	11063634	6	6	1
27	9	 3	 6	1	11072071	11073591	6	6	1
27	32	 2	 6	1	11108753	11110713	6	6	1
27	19	 5	 6	1	11145013	11148725	7	6	0
27	14	 8	 6	1	11158439	11162614	6	6	1
27	6	 8	 7	1	11184718	11187553	7	7	1
27	7	 1	 6	1	11217824	11220668	6	6	1
27	30	 8	 6	1	11232751	11234199	6	6	1
27	11	 5	 7	1	11240832	11242829	7	7	1
27	18	 4	 7	1	11255334	11257671	7	7	1
27	24	 2	 7	1	11295047	11298966	7	7	1
27	2	 4	 6	1	11347930	11350998	6	6	1
27	12	 6	 7	1	11359348	11360869	7	7	1
27	3	 5	 6	1	11384779	11386114	6	6	1
27	16	 2	 7	1	11394167	11395505	7	7	1
27	10	 4	 7	1	11413417	11415157	7	7	1
27	31	 1	 7	1	11431023	11436381	7	7	1
27	27	 5	 7	1	11452395	11453898	7	7	1
27	22	 8	 6	1	11534201	11536560	6	6	1
27	4	 6	 7	1	11559250	11560160	7	7	1
28	81	 9	 7	1	12453890	12457047	7	7	1
28	82	 9	 7	1	12464290	12468000	7	7	1
28	83	 9	 7	1	12482481	12486530	6	6	1
28	24	 3	 7	1	12499112	12501624	7	7	1
28	31	 2	 7	1	12538549	12541875	7	7	1
28	25	 4	 7	1	12555125	12556567	7	7	1
28	11	 6	 7	1	12562437	12565238	7	7	1
28	6	 1	 7	1	12637007	12638938	7	7	1
28	17	 4	 6	1	12668712	12670257	6	6	1
28	7	 2	 6	1	12700883	12702923	6	6	1
28	8	 3	 7	1	12719879	12721993	7	7	1
28	21	 8	 6	1	12730468	12731898	6	6	1
28	26	 5	 6	1	12738461	12740125	6	6	1
28	20	 7	 6	1	12751589	12753962	6	6	1
28	2	 5	 6	1	12762916	12765153	6	6	1
28	9	 4	 6	1	12771031	12772618	6	6	1
28	4	 7	 7	1	12787768	12788811	7	7	1
28	19	 6	 6	1	12810785	12811575	6	6	1
28	10	 5	 7	1	12821567	12824210	7	7	1
28	28	 7	 7	1	12836164	12838509	7	7	1
28	14	 1	 6	1	12858465	12861030	6	6	1
28	16	 3	 7	1	12904280	12906258	7	7	1
28	1	 4	 7	1	12932137	12933693	7	7	1
28	29	 8	 6	1	12945786	12947344	6	6	1
28	13	 8	 6	1	12954766	12956334	6	6	1
28	18	 5	 7	1	12979942	12981845	7	7	1
28	5	 8	 7	1	12987676	12989339	7	7	1
28	12	 7	 7	1	12994733	12996353	7	7	1
28	30	 1	 6	1	13008104	13009840	6	6	1
28	3	 6	 6	1	13028640	13029726	6	6	1
28	15	 2	 6	1	13040951	13042532	6	6	1
28	23	 2	 7	1	13057738	13059176	7	7	1
28	32	 3	 6	1	13065429	13066928	6	6	1
28	22	 1	 6	1	13083407	13084793	6	6	1
28	27	 6	 7	1	13091450	13092692	7	7	1
29	82	 9	 7	1	15593134	15600821	6	7	0
29	83	 9	 7	1	15625083	15627871	6	6	1
29	81	 9	 7	1	15643959	15646363	7	7	1
29	24	 4	 7	1	15656022	15658320	7	7	1
29	26	 6	 6	1	15677566	15679862	6	6	1
29	5	 1	 7	1	15698011	15700979	7	7	1
29	17	 5	 6	1	15711777	15713712	6	6	1
29	25	 5	 7	1	15726297	15729371	7	7	1
29	2	 6	 6	1	15740982	15744145	6	6	1
29	23	 3	 7	1	15788430	15789559	7	7	1
29	8	 4	 7	1	15800594	15802729	7	7	1
29	29	 1	 6	1	15821755	15824766	6	6	1
29	6	 2	 7	1	15865652	15868652	7	7	1
29	18	 6	 7	1	15886128	15887844	6	7	0
29	12	 8	 7	1	15897841	15900462	7	7	1
29	4	 8	 7	1	16008277	16011844	7	7	1
29	19	 7	 6	1	16034859	16036555	6	6	1
29	1	 5	 7	1	16050263	16053616	6	7	0
29	32	 4	 6	1	16070694	16072662	6	6	1
29	13	 1	 6	1	16085326	16087148	6	6	1
29	20	 8	 6	1	16103686	16104988	6	6	1
29	9	 5	 6	1	16121426	16124378	6	6	1
29	15	 3	 6	1	16148190	16150127	6	6	1
29	16	 4	 7	1	16157315	16159633	7	7	1
29	27	 7	 7	1	16166090	16167613	7	7	1
29	30	 2	 6	1	16182346	16185209	6	6	1
29	10	 6	 7	1	16192929	16195027	7	7	1
29	11	 7	 7	1	16201397	16203726	7	7	1
29	21	 1	 6	1	16250503	16252404	6	6	1
29	7	 3	 6	1	16281253	16283817	6	6	1
29	22	 2	 6	1	16298328	16300231	6	6	1
29	14	 2	 6	1	16322497	16324228	6	6	1
29	31	 3	 7	1	16341316	16343734	7	7	1
29	3	 7	 6	1	16355632	16357287	6	6	1
29	28	 8	 7	1	16384194	16386261	7	7	1
30	83	 9	 7	1	16773833	16778268	6	6	1
30	81	 9	 7	1	16797839	16801585	7	7	1
30	82	 9	 7	1	16839390	16841136	7	7	1
30	5	 2	 7	1	16921174	16924630	7	7	1
30	11	 8	 7	1	16962656	16964331	6	7	0
30	29	 2	 6	1	16991731	16996679	6	6	1
30	25	 6	 7	1	17020078	17022433	7	7	1
30	26	 7	 6	1	17037381	17039425	6	6	1
30	17	 6	 6	1	17077461	17078934	6	6	1
30	22	 3	 6	1	17089572	17091643	6	6	1
30	6	 3	 7	1	17112823	17114538	7	7	1
30	27	 8	 7	1	17135939	17137842	7	7	1
30	8	 5	 7	1	17146219	17147948	7	7	1
30	31	 4	 7	1	17158864	17162836	7	7	1
30	3	 8	 6	1	17187351	17189503	6	6	1
30	18	 7	 7	1	17199378	17201273	7	7	1
30	2	 7	 6	1	17224601	17226893	6	6	1
30	16	 5	 7	1	17235325	17237335	7	7	1
30	10	 7	 7	1	17264340	17266371	7	7	1
30	7	 4	 6	1	17284976	17287380	6	6	1
30	23	 4	 7	1	17317698	17319007	7	7	1
30	13	 2	 6	1	17344051	17346346	6	6	1
30	15	 4	 6	1	17360529	17362879	6	6	1
30	14	 3	 6	1	17408008	17410604	6	6	1
30	19	 8	 6	1	17434857	17437008	6	6	1
30	1	 6	 7	1	17454859	17457410	7	7	1
30	20	 1	 6	1	17464602	17466642	6	6	1
30	24	 5	 7	1	17486260	17488836	7	7	1
30	21	 2	 6	1	17505987	17507924	6	6	1
30	4	 1	 7	1	17515169	17516368	7	7	1
30	28	 1	 7	1	17531708	17533778	7	7	1
30	30	 3	 6	1	17566112	17567524	6	6	1
30	12	 1	 7	1	17600001	17602348	7	7	1
30	32	 5	 6	1	17619199	17621119	6	6	1
30	9	 6	 6	1	17638878	17641793	6	6	1
31	82	 9	 7	1	17946330	17948624	7	7	1
31	83	 9	 7	1	17964172	17966210	6	6	1
31	81	 9	 7	1	17979724	17981081	7	7	1
31	14	 4	 6	1	17998114	18000693	6	6	1
31	11	 1	 7	1	18008885	18010383	7	7	1
31	7	 5	 6	1	18035376	18038173	6	6	1
31	13	 3	 6	1	18056743	18058260	6	6	1
31	21	 3	 6	1	18073992	18075588	6	6	1
31	10	 8	 7	1	18108883	18110912	7	7	1
31	27	 1	 7	1	18129702	18132020	7	7	1
31	26	 8	 6	1	18140414	18142587	6	6	1
31	8	 6	 7	1	18164056	18166138	7	7	1
31	1	 7	 7	1	18180152	18181978	7	7	1
31	22	 4	 6	1	18189547	18194022	6	6	1
31	24	 6	 7	1	18236892	18238774	7	7	1
31	9	 7	 6	1	18246859	18248823	6	6	1
31	25	 7	 7	1	18256898	18258353	7	7	1
31	2	 8	 6	1	18272918	18274743	6	6	1
31	12	 2	 7	1	18319250	18321085	7	7	1
31	17	 7	 6	1	18326889	18328953	6	6	1
31	31	 5	 7	1	18335831	18337715	7	7	1
31	6	 4	 7	1	18374783	18378650	7	7	1
31	3	 1	 6	1	18427675	18429189	6	6	1
31	28	 2	 7	1	18435758	18437453	7	7	1
31	16	 6	 7	1	18447581	18449046	7	7	1
31	4	 2	 7	1	18459012	18460146	7	7	1
31	29	 3	 6	1	18466120	18468103	6	6	1
31	15	 5	 6	1	18477902	18479651	6	6	1
31	18	 8	 7	1	18490610	18493764	7	7	1
31	19	 1	 6	1	18499126	18502675	6	6	1
31	23	 5	 7	1	18514135	18516003	7	7	1
31	32	 6	 6	1	18521750	18523161	6	6	1
31	5	 3	 7	1	18534293	18536245	7	7	1
31	30	 4	 6	1	18550529	18552352	6	6	1
31	20	 2	 6	1	18563547	18565166	6	6	1
32	82	 9	 7	1	19500408	19504861	7	7	1
32	83	 9	 7	1	19517837	19520349	6	6	1
32	81	 9	 7	1	19529503	19531258	7	7	1
32	29	 4	 6	1	19540788	19542218	6	6	1
32	17	 8	 6	1	19552905	19554889	6	6	1
32	7	 6	 6	1	19564680	19567921	7	6	0
32	6	 5	 7	1	19578801	19581595	7	7	1
32	2	 1	 6	1	19590632	19592070	6	6	1
32	10	 1	 7	1	19608326	19610394	7	7	1
32	5	 4	 7	1	19637424	19639875	7	7	1
32	24	 7	 7	1	19649272	19650739	7	7	1
32	4	 3	 7	1	19668730	19669936	7	7	1
32	32	 7	 6	1	19699585	19701300	6	6	1
32	12	 3	 7	1	19727896	19729431	7	7	1
32	16	 7	 7	1	19745948	19747562	7	7	1
32	1	 8	 7	1	19754137	19755798	7	7	1
32	25	 8	 7	1	19788662	19789674	7	7	1
32	22	 5	 6	1	19805838	19807376	6	6	1
32	18	 1	 7	1	19836931	19838297	7	7	1
32	21	 4	 6	1	19846870	19848132	6	6	1
32	13	 4	 6	1	19858415	19859555	6	6	1
32	3	 2	 6	1	19867060	19868611	6	6	1
32	31	 6	 7	1	19921510	19925408	7	7	1
32	28	 3	 7	1	19932874	19934254	7	7	1
32	27	 2	 7	1	19941910	19942765	6	7	0
32	9	 8	 6	1	19964509	19965803	6	6	1
32	14	 5	 6	1	19975120	19976556	7	6	0
32	20	 3	 6	1	19995328	19998177	6	6	1
