"","sub","item","seq","cond","nfix","deg"
"822",11,22,25,8,18,"0"
"823",11,23,79,1,20,"20"
"824",11,24,28,2,14,"0"
"825",11,25,23,3,12,"20"
"826",11,26,24,4,11,"0"
"827",11,27,32,5,8,"20"
"828",11,28,13,6,15,"0"
"829",11,29,53,7,15,"20"
"830",11,30,42,8,15,"0"
"831",11,31,4,1,21,"20"
"832",11,32,48,2,13,"0"
"833",11,33,31,3,9,"20"
"834",11,34,44,4,18,"0"
"835",11,35,55,5,12,"20"
"836",11,36,77,6,17,"0"
"837",11,37,35,7,12,"20"
"838",11,38,5,8,15,"0"
"839",11,39,2,1,21,"20"
"840",11,40,45,2,10,"0"
"841",11,41,75,3,8,"20"
"842",11,42,58,4,15,"0"
"843",11,43,39,5,9,"20"
"844",11,44,49,6,12,"0"
"845",11,45,72,7,11,"20"
"846",11,46,64,8,13,"0"
"847",11,47,61,1,9,"20"
"848",11,48,43,2,15,"0"
"849",11,49,62,3,10,"20"
"850",11,50,29,4,16,"0"
"851",11,51,1,5,21,"20"
"852",11,52,78,6,23,"0"
"853",11,53,38,7,15,"20"
"854",11,54,56,8,16,"0"
"855",11,55,6,1,12,"20"
"856",11,56,76,2,9,"0"
"857",11,57,36,3,12,"20"
"858",11,58,65,4,14,"0"
"859",11,59,7,5,19,"20"
"860",11,60,51,6,11,"0"
"861",11,61,67,7,17,"20"
"862",11,62,11,8,11,"0"
"863",11,63,59,1,13,"20"
"864",11,64,20,2,8,"0"
"865",11,65,71,3,13,"20"
"866",11,66,30,4,15,"0"
"867",11,67,9,5,23,"20"
"868",11,68,22,6,11,"0"
"869",11,69,47,7,10,"20"
"870",11,70,50,8,23,"0"
"871",11,71,73,1,15,"20"
"872",11,72,74,2,18,"0"
"873",11,73,37,3,23,"20"
"874",11,74,70,4,11,"0"
"875",11,75,10,5,12,"20"
"876",11,76,8,6,16,"0"
"877",11,77,46,7,8,"20"
"878",11,78,41,8,13,"0"
"879",11,79,3,1,13,"20"
"880",11,80,60,2,8,"0"
"881",12,1,54,4,22,"0"
"882",12,2,43,5,24,"20"
"883",12,3,42,6,22,"0"
"884",12,4,44,7,28,"20"
"885",12,5,68,8,22,"0"
"886",12,6,78,1,19,"20"
"887",12,7,16,2,28,"0"
"888",12,8,39,3,23,"20"
"889",12,9,75,4,25,"0"
"890",12,10,53,5,36,"20"
"891",12,11,24,6,17,"0"
"892",12,12,5,7,20,"20"
"893",12,13,71,8,28,"0"
"894",12,14,26,1,24,"20"
"895",12,15,80,2,20,"0"
"896",12,16,33,3,21,"20"
"897",12,17,49,4,31,"0"
"898",12,18,31,5,17,"20"
"899",12,19,52,6,23,"0"
"900",12,20,67,7,17,"20"
"901",12,21,15,8,27,"0"
"902",12,22,46,1,28,"20"
"903",12,23,56,2,24,"0"
"904",12,24,76,3,27,"20"
"905",12,25,41,4,17,"0"
"906",12,26,79,5,27,"20"
"907",12,27,34,6,21,"0"
"908",12,28,2,7,12,"20"
"909",12,29,10,8,26,"0"
"910",12,30,29,1,20,"20"
"911",12,31,36,2,27,"0"
"912",12,32,55,3,27,"20"
"913",12,33,27,4,17,"0"
"914",12,34,63,5,29,"20"
"915",12,35,30,6,22,"0"
"916",12,36,65,7,24,"20"
"917",12,37,3,8,19,"0"
"918",12,38,7,1,21,"20"
"919",12,39,17,2,23,"0"
"920",12,40,14,3,26,"20"
"921",12,41,61,4,20,"0"
"922",12,42,64,5,20,"20"
"923",12,43,66,6,20,"0"
"924",12,44,1,7,12,"20"
"925",12,45,23,8,20,"0"
"926",12,46,25,1,23,"20"
"927",12,47,40,2,17,"0"
"928",12,48,45,3,19,"20"
"929",12,49,70,4,26,"0"
"930",12,50,50,5,17,"20"
"931",12,51,12,6,24,"0"
"932",12,52,35,7,27,"20"
"933",12,53,8,8,22,"0"
"934",12,54,4,1,32,"20"
"935",12,55,60,2,22,"0"
"936",12,56,72,3,15,"20"
"937",12,57,73,4,17,"0"
"938",12,58,19,5,22,"20"
"939",12,59,58,6,21,"0"
"940",12,60,32,7,26,"20"
"941",12,61,22,8,24,"0"
"942",12,62,51,1,28,"20"
"943",12,63,38,2,23,"0"
"944",12,64,57,3,24,"20"
"945",12,65,47,4,26,"0"
"946",12,66,6,5,26,"20"
"947",12,67,59,6,20,"0"
"948",12,68,18,7,23,"20"
"949",12,69,13,8,19,"0"
"950",12,70,62,1,33,"20"
"951",12,71,21,2,21,"0"
"952",12,72,37,3,25,"20"
"953",12,73,9,4,27,"0"
"954",12,74,11,5,25,"20"
"955",12,75,20,6,17,"0"
"956",12,76,77,7,21,"20"
"957",12,77,74,8,23,"0"
"958",12,78,69,1,17,"20"
"959",12,79,48,2,19,"0"
"960",12,80,28,3,21,"20"
"961",13,1,11,5,22,"20"
"962",13,2,69,6,16,"0"
"963",13,3,65,7,22,"20"
"964",13,4,23,8,37,"0"
"965",13,5,52,1,12,"20"
"966",13,6,1,2,26,"0"
"967",13,7,28,3,21,"20"
"968",13,8,49,4,26,"0"
"969",13,9,26,5,16,"20"
"970",13,10,13,6,32,"0"
"971",13,11,39,7,32,"20"
"972",13,12,75,8,11,"0"
"973",13,13,55,1,21,"20"
"974",13,14,79,2,29,"0"
"975",13,15,17,3,30,"20"
"976",13,16,58,4,55,"0"
"977",13,17,2,5,41,"20"
"978",13,18,72,6,12,"0"
"979",13,19,62,7,13,"20"
"980",13,20,20,8,14,"0"
"981",13,21,5,1,33,"20"
"982",13,22,46,2,19,"0"
"983",13,23,78,3,19,"20"
"984",13,24,24,4,18,"0"
"985",13,25,73,5,25,"20"
"986",13,26,47,6,13,"0"
"987",13,27,37,7,24,"20"
"988",13,28,6,8,34,"0"
"989",13,29,31,1,39,"20"
"990",13,30,71,2,26,"0"
"991",13,31,53,3,40,"20"
"992",13,32,35,4,27,"0"
"993",13,33,14,5,5,"20"
"994",13,34,80,6,23,"0"
"995",13,35,15,7,17,"20"
"996",13,36,63,8,16,"0"
"997",13,37,56,1,41,"20"
"998",13,38,19,2,31,"0"
"999",13,39,10,3,24,"20"
"1000",13,40,38,4,32,"0"
"1001",13,41,64,5,17,"20"
"1002",13,42,25,6,20,"0"
"1003",13,43,67,7,17,"20"
"1004",13,44,22,8,20,"0"
"1005",13,45,27,1,23,"20"
"1006",13,46,76,2,20,"0"
"1007",13,47,18,3,10,"20"
"1008",13,48,70,4,18,"0"
"1009",13,49,43,5,20,"20"
"1010",13,50,36,6,36,"0"
"1011",13,51,61,7,15,"20"
"1012",13,52,4,8,28,"0"
"1013",13,53,33,1,23,"20"
"1014",13,54,59,2,51,"0"
"1015",13,55,29,3,33,"20"
"1016",13,56,41,4,13,"0"
"1017",13,57,66,5,45,"20"
"1018",13,58,3,6,27,"0"
"1019",13,59,77,7,14,"20"
"1020",13,60,57,8,11,"0"
"1021",13,61,16,1,29,"20"
"1022",13,62,44,2,22,"0"
"1023",13,63,21,3,10,"20"
"1024",13,64,45,4,25,"0"
"1025",13,65,54,5,18,"20"
"1026",13,66,48,6,24,"0"
"1027",13,67,30,7,11,"20"
"1028",13,68,12,8,19,"0"
"1029",13,69,60,1,12,"20"
"1030",13,70,34,2,16,"0"
"1031",13,71,68,3,11,"20"
"1032",13,72,32,4,34,"0"
"1033",13,73,50,5,19,"20"
"1034",13,74,42,6,16,"0"
"1035",13,75,40,7,22,"20"
"1036",13,76,74,8,13,"0"
"1037",13,77,7,1,31,"20"
"1038",13,78,9,2,24,"0"
"1039",13,79,8,3,38,"20"
"1040",13,80,51,4,9,"0"
"1041",14,1,60,6,12,"0"
"1042",14,2,27,7,10,"20"
"1043",14,3,67,8,10,"0"
"1044",14,4,28,1,10,"20"
"1045",14,5,15,2,11,"0"
"1046",14,6,32,3,20,"20"
"1047",14,7,78,4,7,"0"
"1048",14,8,6,5,14,"20"
"1049",14,9,3,6,23,"0"
"1050",14,10,42,7,9,"20"
"1051",14,11,66,8,13,"0"
"1052",14,12,51,1,10,"20"
"1053",14,13,8,2,13,"0"
"1054",14,14,80,3,15,"20"
"1055",14,15,21,4,6,"0"
"1056",14,16,69,5,13,"20"
"1057",14,17,34,6,14,"0"
"1058",14,18,37,7,10,"20"
"1059",14,19,47,8,11,"0"
"1060",14,20,52,1,20,"20"
"1061",14,21,14,2,11,"0"
"1062",14,22,63,3,10,"20"
"1063",14,23,65,4,6,"0"
"1064",14,24,2,5,19,"20"
"1065",14,25,56,6,11,"0"
"1066",14,26,26,7,9,"20"
"1067",14,27,1,8,20,"0"
"1068",14,28,79,1,14,"20"
"1069",14,29,19,2,16,"0"
"1070",14,30,12,3,9,"20"
"1071",14,31,70,4,14,"0"
"1072",14,32,13,5,12,"20"
"1073",14,33,59,6,11,"0"
"1074",14,34,68,7,10,"20"
"1075",14,35,11,8,10,"0"
"1076",14,36,24,1,11,"20"
"1077",14,37,29,2,14,"0"
"1078",14,38,41,3,18,"20"
"1079",14,39,38,4,15,"0"
"1080",14,40,10,5,11,"20"
"1081",14,41,5,6,9,"0"
"1082",14,42,74,7,13,"20"
"1083",14,43,62,8,13,"0"
"1084",14,44,9,1,20,"20"
"1085",14,45,23,2,8,"0"
"1086",14,46,72,3,9,"20"
"1087",14,47,31,4,16,"0"
"1088",14,48,49,5,17,"20"
"1089",14,49,20,6,10,"0"
"1090",14,50,75,7,9,"20"
"1091",14,51,7,8,21,"0"
"1092",14,52,54,1,13,"20"
"1093",14,53,64,2,9,"0"
"1094",14,54,46,3,11,"20"
"1095",14,55,73,4,11,"0"
"1096",14,56,40,5,10,"20"
"1097",14,57,61,6,14,"0"
"1098",14,58,50,7,11,"20"
"1099",14,59,35,8,12,"0"
"1100",14,60,18,1,12,"20"
"1101",14,61,48,2,13,"0"
"1102",14,62,57,3,16,"20"
"1103",14,63,77,4,9,"0"
"1104",14,64,39,5,10,"20"
"1105",14,65,4,6,26,"0"
"1106",14,66,53,7,15,"20"
"1107",14,67,58,8,9,"0"
"1108",14,68,43,1,11,"20"
"1109",14,69,44,2,11,"0"
"1110",14,70,16,3,12,"20"
"1111",14,71,30,4,18,"0"
"1112",14,72,36,5,9,"20"
"1113",14,73,17,6,10,"0"
"1114",14,74,55,7,21,"20"
"1115",14,75,71,8,11,"0"
"1116",14,76,33,1,15,"20"
"1117",14,77,45,2,12,"0"
"1118",14,78,25,3,9,"20"
"1119",14,79,76,4,11,"0"
"1120",14,80,22,5,12,"20"
"1121",15,1,50,7,10,"20"
"1122",15,2,67,8,10,"0"
"1123",15,3,18,1,12,"20"
"1124",15,4,77,2,10,"0"
"1125",15,5,65,3,10,"20"
"1126",15,6,75,4,9,"0"
"1127",15,7,19,5,13,"20"
"1128",15,8,40,6,7,"0"
"1129",15,9,41,7,15,"20"
"1130",15,10,9,8,20,"0"
"1131",15,11,38,1,8,"20"
"1132",15,12,69,2,9,"0"
"1133",15,13,53,3,10,"20"
"1134",15,14,73,4,10,"0"
"1135",15,15,70,5,8,"20"
"1136",15,16,11,6,15,"0"
"1137",15,17,6,7,12,"20"
"1138",15,18,12,8,12,"0"
"1139",15,19,78,1,11,"20"
"1140",15,20,15,2,17,"0"
"1141",15,21,8,3,16,"20"
"1142",15,22,46,4,12,"0"
"1143",15,23,56,5,6,"20"
"1144",15,24,76,6,10,"0"
"1145",15,25,25,7,9,"20"
"1146",15,26,47,8,11,"0"
"1147",15,27,5,1,12,"20"
"1148",15,28,44,2,8,"0"
"1149",15,29,79,3,9,"20"
"1150",15,30,62,4,6,"0"
"1151",15,31,54,5,14,"20"
"1152",15,32,21,6,8,"0"
"1153",15,33,58,7,9,"20"
"1154",15,34,24,8,17,"0"
"1155",15,35,4,1,9,"20"
"1156",15,36,35,2,15,"0"
"1157",15,37,10,3,11,"20"
"1158",15,38,27,4,13,"0"
"1159",15,39,60,5,11,"20"
"1160",15,40,39,6,14,"0"
"1161",15,41,43,7,9,"20"
"1162",15,42,22,8,13,"0"
"1163",15,43,32,1,9,"20"
"1164",15,44,7,2,11,"0"
"1165",15,45,71,3,8,"20"
"1166",15,46,80,4,9,"0"
"1167",15,47,49,5,13,"20"
"1168",15,48,28,6,13,"0"
"1169",15,49,72,7,10,"20"
"1170",15,50,31,8,11,"0"
"1171",15,51,1,1,10,"20"
"1172",15,52,30,2,12,"0"
"1173",15,53,61,3,9,"20"
"1174",15,54,51,4,6,"0"
"1175",15,55,63,5,9,"20"
"1176",15,56,20,6,12,"0"
"1177",15,57,13,7,12,"20"
"1178",15,58,34,8,11,"0"
"1179",15,59,37,1,13,"20"
"1180",15,60,52,2,8,"0"
"1181",15,61,59,3,10,"20"
"1182",15,62,57,4,18,"0"
"1183",15,63,66,5,6,"20"
"1184",15,64,45,6,8,"0"
"1185",15,65,17,7,17,"20"
"1186",15,66,48,8,12,"0"
"1187",15,67,2,1,13,"20"
"1188",15,68,33,2,9,"0"
"1189",15,69,14,3,10,"20"
"1190",15,70,55,4,19,"0"
"1191",15,71,36,5,9,"20"
"1192",15,72,3,6,21,"0"
"1193",15,73,74,7,10,"20"
"1194",15,74,26,8,16,"0"
"1195",15,75,23,1,10,"20"
"1196",15,76,64,2,8,"0"
"1197",15,77,42,3,9,"20"
"1198",15,78,68,4,7,"0"
"1199",15,79,29,5,11,"20"
"1200",15,80,16,6,17,"0"
"1201",16,1,54,8,18,"0"
"1202",16,2,18,1,10,"20"
"1203",16,3,71,2,13,"0"
"1204",16,4,69,3,12,"20"
"1205",16,5,47,4,12,"0"
"1206",16,6,76,5,15,"20"
"1207",16,7,7,6,15,"0"
"1208",16,8,46,7,14,"20"
"1209",16,9,73,8,15,"0"
"1210",16,10,59,1,19,"20"
"1211",16,11,34,2,11,"0"
"1212",16,12,74,3,11,"20"
"1213",16,13,20,4,14,"0"
"1214",16,14,14,5,11,"20"
"1215",16,15,23,6,10,"0"
"1216",16,16,56,7,11,"20"
"1217",16,17,50,8,12,"0"
"1218",16,18,22,1,13,"20"
"1219",16,19,79,2,13,"0"
"1220",16,20,41,3,10,"20"
"1221",16,21,58,4,11,"0"
"1222",16,22,48,5,14,"20"
"1223",16,23,67,6,9,"0"
"1224",16,24,40,7,17,"20"
"1225",16,25,49,8,15,"0"
"1226",16,26,78,1,17,"20"
"1227",16,27,13,2,15,"0"
"1228",16,28,36,3,15,"20"
"1229",16,29,3,4,12,"0"
"1230",16,30,30,5,10,"20"
"1231",16,31,53,6,15,"0"
"1232",16,32,72,7,14,"20"
"1233",16,33,27,8,10,"0"
"1234",16,34,11,1,14,"20"
"1235",16,35,80,2,11,"0"
"1236",16,36,8,3,12,"20"
"1237",16,37,66,4,21,"0"
"1238",16,38,29,5,17,"20"
"1239",16,39,21,6,18,"0"
"1240",16,40,5,7,25,"20"
"1241",16,41,65,8,12,"0"
"1242",16,42,17,1,13,"20"
"1243",16,43,62,2,13,"0"
"1244",16,44,38,3,13,"20"
"1245",16,45,70,4,11,"0"
"1246",16,46,63,5,12,"20"
"1247",16,47,19,6,13,"0"
"1248",16,48,4,7,18,"20"
"1249",16,49,12,8,16,"0"
"1250",16,50,25,1,16,"20"
"1251",16,51,24,2,17,"0"
"1252",16,52,51,3,11,"20"
"1253",16,53,57,4,17,"0"
"1254",16,54,43,5,22,"20"
"1255",16,55,77,6,13,"0"
"1256",16,56,6,7,16,"20"
"1257",16,57,37,8,14,"0"
"1258",16,58,44,1,13,"20"
"1259",16,59,52,2,16,"0"
"1260",16,60,26,3,8,"20"
"1261",16,61,60,4,15,"0"
"1262",16,62,61,5,14,"20"
"1263",16,63,39,6,14,"0"
"1264",16,64,16,7,14,"20"
"1265",16,65,68,8,16,"0"
"1266",16,66,32,1,14,"20"
"1267",16,67,45,2,14,"0"
"1268",16,68,31,3,12,"20"
"1269",16,69,15,4,14,"0"
"1270",16,70,33,5,13,"20"
"1271",16,71,1,6,19,"0"
"1272",16,72,2,7,17,"20"
"1273",16,73,10,8,19,"0"
"1274",16,74,55,1,11,"20"
"1275",16,75,9,2,11,"0"
"1276",16,76,42,3,15,"20"
"1277",16,77,35,4,12,"0"
"1278",16,78,28,5,12,"20"
"1279",16,79,64,6,13,"0"
"1280",16,80,75,7,12,"20"
"1281",17,1,71,1,12,"20"
"1282",17,2,54,2,12,"0"
"1283",17,3,36,3,10,"20"
"1284",17,4,62,4,11,"0"
"1285",17,5,50,5,13,"20"
"1286",17,6,70,6,13,"0"
"1287",17,7,37,7,12,"20"
"1288",17,8,38,8,15,"0"
"1289",17,9,30,1,19,"20"
"1290",17,10,56,2,23,"0"
"1291",17,11,18,3,18,"20"
"1292",17,12,33,4,15,"0"
"1293",17,13,77,5,12,"20"
"1294",17,14,12,6,14,"0"
"1295",17,15,58,7,13,"20"
"1296",17,16,34,8,15,"0"
"1297",17,17,26,1,11,"20"
"1298",17,18,51,2,15,"0"
"1299",17,19,25,3,10,"20"
"1300",17,20,80,4,8,"0"
"1301",17,21,29,5,17,"20"
"1302",17,22,14,6,18,"0"
"1303",17,23,53,7,8,"20"
"1304",17,24,4,8,15,"0"
"1305",17,25,67,1,10,"20"
"1306",17,26,11,2,15,"0"
"1307",17,27,72,3,12,"20"
"1308",17,28,5,4,20,"0"
"1309",17,29,7,5,14,"20"
"1310",17,30,41,6,10,"0"
"1311",17,31,8,7,27,"20"
"1312",17,32,1,8,24,"0"
"1313",17,33,78,1,10,"20"
"1314",17,34,47,2,14,"0"
"1315",17,35,23,3,16,"20"
"1316",17,36,44,4,12,"0"
"1317",17,37,57,5,18,"20"
"1318",17,38,74,6,16,"0"
"1319",17,39,59,7,27,"20"
"1320",17,40,66,8,10,"0"
"1321",17,41,24,1,11,"20"
"1322",17,42,52,2,12,"0"
"1323",17,43,35,3,13,"20"
"1324",17,44,6,4,11,"0"
"1325",17,45,16,5,13,"20"
"1326",17,46,45,6,17,"0"
"1327",17,47,61,7,11,"20"
"1328",17,48,60,8,14,"0"
"1329",17,49,43,1,13,"20"
"1330",17,50,64,2,10,"0"
"1331",17,51,69,3,14,"20"
"1332",17,52,32,4,13,"0"
"1333",17,53,31,5,20,"20"
"1334",17,54,3,6,15,"0"
"1335",17,55,48,7,14,"20"
"1336",17,56,22,8,17,"0"
"1337",17,57,49,1,13,"20"
"1338",17,58,68,2,31,"0"
"1339",17,59,79,3,13,"20"
"1340",17,60,55,4,12,"0"
"1341",17,61,15,5,26,"20"
"1342",17,62,63,6,16,"0"
"1343",17,63,65,7,10,"20"
"1344",17,64,17,8,8,"0"
"1345",17,65,13,1,22,"20"
"1346",17,66,73,2,17,"0"
"1347",17,67,19,3,15,"20"
"1348",17,68,21,4,11,"0"
"1349",17,69,42,5,14,"20"
"1350",17,70,20,6,16,"0"
"1351",17,71,9,7,12,"20"
"1352",17,72,10,8,13,"0"
"1353",17,73,2,1,15,"20"
"1354",17,74,28,2,20,"0"
"1355",17,75,39,3,12,"20"
"1356",17,76,27,4,15,"0"
"1357",17,77,46,5,13,"20"
"1358",17,78,76,6,13,"0"
"1359",17,79,75,7,10,"20"
"1360",17,80,40,8,17,"0"
"1361",18,1,15,2,9,"0"
"1362",18,2,18,3,10,"20"
"1363",18,3,9,4,11,"0"
"1364",18,4,11,5,16,"20"
"1365",18,5,24,6,11,"0"
"1366",18,6,26,7,18,"20"
"1367",18,7,75,8,10,"0"
"1368",18,8,65,1,12,"20"
"1369",18,9,70,2,9,"0"
"1370",18,10,30,3,15,"20"
"1371",18,11,20,4,12,"0"
"1372",18,12,50,5,14,"20"
"1373",18,13,10,6,9,"0"
"1374",18,14,34,7,23,"20"
"1375",18,15,54,8,15,"0"
"1376",18,16,58,1,9,"20"
"1377",18,17,25,2,14,"0"
"1378",18,18,60,3,6,"20"
"1379",18,19,37,4,10,"0"
"1380",18,20,79,5,8,"20"
"1381",18,21,32,6,12,"0"
"1382",18,22,38,7,9,"20"
"1383",18,23,59,8,8,"0"
"1384",18,24,73,1,13,"20"
"1385",18,25,33,2,17,"0"
"1386",18,26,21,3,10,"20"
"1387",18,27,64,4,23,"0"
"1388",18,28,19,5,23,"20"
"1389",18,29,71,6,10,"0"
"1390",18,30,8,7,12,"20"
"1391",18,31,77,8,12,"0"
"1392",18,32,57,1,9,"20"
"1393",18,33,67,2,9,"0"
"1394",18,34,14,3,14,"20"
"1395",18,35,12,4,9,"0"
"1396",18,36,45,5,12,"20"
"1397",18,37,63,6,12,"0"
"1398",18,38,55,7,11,"20"
"1399",18,39,72,8,15,"0"
"1400",18,40,16,1,9,"20"
"1401",18,41,51,2,11,"0"
"1402",18,42,43,3,11,"20"
"1403",18,43,2,4,12,"0"
"1404",18,44,46,5,16,"20"
"1405",18,45,42,6,9,"0"
"1406",18,46,41,7,13,"20"
"1407",18,47,17,8,14,"0"
"1408",18,48,76,1,14,"20"
"1409",18,49,4,2,10,"0"
"1410",18,50,5,3,9,"20"
"1411",18,51,31,4,15,"0"
"1412",18,52,1,5,11,"20"
"1413",18,53,22,6,13,"0"
"1414",18,54,29,7,11,"20"
"1415",18,55,74,8,14,"0"
"1416",18,56,35,1,12,"20"
"1417",18,57,27,2,20,"0"
"1418",18,58,13,3,13,"20"
"1419",18,59,78,4,20,"0"
"1420",18,60,7,5,9,"20"
"1421",18,61,23,6,12,"0"
"1422",18,62,68,7,16,"20"
"1423",18,63,62,8,15,"0"
"1424",18,64,40,1,7,"20"
"1425",18,65,61,2,10,"0"
"1426",18,66,3,3,13,"20"
"1427",18,67,6,4,15,"0"
"1428",18,68,49,5,11,"20"
"1429",18,69,47,6,12,"0"
"1430",18,70,39,7,9,"20"
"1431",18,71,48,8,14,"0"
"1432",18,72,52,1,24,"20"
"1433",18,73,66,2,9,"0"
"1434",18,74,44,3,12,"20"
"1435",18,75,53,4,10,"0"
"1436",18,76,56,5,19,"20"
"1437",18,77,69,6,12,"0"
"1438",18,78,36,7,12,"20"
"1439",18,79,28,8,11,"0"
"1440",18,80,80,1,14,"20"
"1441",19,1,18,3,9,"20"
"1442",19,2,53,4,8,"0"
"1443",19,3,61,5,8,"20"
"1444",19,4,8,6,17,"0"
"1445",19,5,45,7,9,"20"
"1446",19,6,13,8,15,"0"
"1447",19,7,43,1,8,"20"
"1448",19,8,12,2,10,"0"
"1449",19,9,6,3,13,"20"
"1450",19,10,7,4,15,"0"
"1451",19,11,73,5,9,"20"
"1452",19,12,24,6,12,"0"
"1453",19,13,63,7,9,"20"
"1454",19,14,80,8,9,"0"
"1455",19,15,68,1,6,"20"
"1456",19,16,37,2,9,"0"
"1457",19,17,1,3,17,"20"
"1458",19,18,57,4,7,"0"
"1459",19,19,19,5,8,"20"
"1460",19,20,76,6,7,"0"
"1461",19,21,50,7,10,"20"
"1462",19,22,15,8,14,"0"
"1463",19,23,70,1,10,"20"
"1464",19,24,14,2,7,"0"
"1465",19,25,72,3,8,"20"
"1466",19,26,78,4,10,"0"
"1467",19,27,9,5,9,"20"
"1468",19,28,77,6,8,"0"
"1469",19,29,23,7,12,"20"
"1470",19,30,75,8,8,"0"
"1471",19,31,32,1,12,"20"
"1472",19,32,16,2,17,"0"
"1473",19,33,33,3,9,"20"
"1474",19,34,71,4,9,"0"
"1475",19,35,21,5,13,"20"
"1476",19,36,41,6,14,"0"
"1477",19,37,47,7,11,"20"
"1478",19,38,51,8,8,"0"
"1479",19,39,3,1,11,"20"
"1480",19,40,25,2,7,"0"
"1481",19,41,22,3,11,"20"
"1482",19,42,67,4,9,"0"
"1483",19,43,2,5,16,"20"
"1484",19,44,35,6,9,"0"
"1485",19,45,26,7,10,"20"
"1486",19,46,27,8,11,"0"
"1487",19,47,55,1,7,"20"
"1488",19,48,69,2,7,"0"
"1489",19,49,58,3,9,"20"
"1490",19,50,54,4,7,"0"
"1491",19,51,36,5,7,"20"
"1492",19,52,66,6,7,"0"
"1493",19,53,5,7,13,"20"
"1494",19,54,30,8,11,"0"
"1495",19,55,38,1,8,"20"
"1496",19,56,28,2,9,"0"
"1497",19,57,56,3,7,"20"
"1498",19,58,4,4,13,"0"
"1499",19,59,65,5,8,"20"
"1500",19,60,49,6,9,"0"
"1501",19,61,39,7,9,"20"
"1502",19,62,79,8,13,"0"
"1503",19,63,34,1,9,"20"
"1504",19,64,31,2,10,"0"
"1505",19,65,40,3,11,"20"
"1506",19,66,20,4,16,"0"
"1507",19,67,64,5,8,"20"
"1508",19,68,60,6,9,"0"
"1509",19,69,52,7,8,"20"
"1510",19,70,44,8,11,"0"
"1511",19,71,48,1,9,"20"
"1512",19,72,42,2,9,"0"
"1513",19,73,17,3,15,"20"
"1514",19,74,59,4,12,"0"
"1515",19,75,62,5,8,"20"
"1516",19,76,10,6,11,"0"
"1517",19,77,11,7,18,"20"
"1518",19,78,29,8,13,"0"
"1519",19,79,74,1,13,"20"
"1520",19,80,46,2,9,"0"
"1521",20,1,63,4,21,"0"
"1522",20,2,59,5,14,"20"
"1523",20,3,52,6,24,"0"
"1524",20,4,46,7,19,"20"
"1525",20,5,22,8,14,"0"
"1526",20,6,58,1,31,"20"
"1527",20,7,51,2,21,"0"
"1528",20,8,67,3,30,"20"
"1529",20,9,27,4,20,"0"
"1530",20,10,26,5,22,"20"
"1531",20,11,72,6,21,"0"
"1532",20,12,43,7,14,"20"
"1533",20,13,30,8,17,"0"
"1534",20,14,13,1,27,"20"
"1535",20,15,36,2,16,"0"
"1536",20,16,20,3,14,"20"
"1537",20,17,29,4,15,"0"
"1538",20,18,8,5,17,"20"
"1539",20,19,21,6,14,"0"
"1540",20,20,73,7,19,"20"
"1541",20,21,42,8,17,"0"
"1542",20,22,69,1,25,"20"
"1543",20,23,80,2,12,"0"
"1544",20,24,17,3,24,"20"
"1545",20,25,48,4,13,"0"
"1546",20,26,15,5,20,"20"
"1547",20,27,32,6,19,"0"
"1548",20,28,41,7,22,"20"
"1549",20,29,57,8,26,"0"
"1550",20,30,77,1,23,"20"
"1551",20,31,14,2,17,"0"
"1552",20,32,40,3,17,"20"
"1553",20,33,16,4,24,"0"
"1554",20,34,61,5,16,"20"
"1555",20,35,34,6,21,"0"
"1556",20,36,70,7,17,"20"
"1557",20,37,1,8,20,"0"
"1558",20,38,2,1,24,"20"
"1559",20,39,33,2,13,"0"
"1560",20,40,11,3,23,"20"
"1561",20,41,12,4,16,"0"
"1562",20,42,76,5,28,"20"
"1563",20,43,9,6,13,"0"
"1564",20,44,5,7,14,"20"
"1565",20,45,65,8,14,"0"
"1566",20,46,50,1,16,"20"
"1567",20,47,25,2,9,"0"
"1568",20,48,74,3,19,"20"
"1569",20,49,35,4,12,"0"
"1570",20,50,3,5,16,"20"
"1571",20,51,18,6,11,"0"
"1572",20,52,10,7,23,"20"
"1573",20,53,79,8,22,"0"
"1574",20,54,37,1,23,"20"
"1575",20,55,7,2,26,"0"
"1576",20,56,71,3,15,"20"
"1577",20,57,62,4,16,"0"
"1578",20,58,55,5,23,"20"
"1579",20,59,4,6,23,"0"
"1580",20,60,39,7,15,"20"
"1581",20,61,6,8,22,"0"
"1582",20,62,24,1,27,"20"
"1583",20,63,28,2,22,"0"
"1584",20,64,66,3,16,"20"
"1585",20,65,68,4,21,"0"
"1586",20,66,60,5,17,"20"
"1587",20,67,53,6,17,"0"
"1588",20,68,19,7,11,"20"
"1589",20,69,78,8,21,"0"
"1590",20,70,31,1,24,"20"
"1591",20,71,75,2,19,"0"
"1592",20,72,64,3,27,"20"
"1593",20,73,38,4,17,"0"
"1594",20,74,23,5,16,"20"
"1595",20,75,44,6,22,"0"
"1596",20,76,47,7,38,"20"
"1597",20,77,56,8,21,"0"
"1598",20,78,45,1,16,"20"
"1599",20,79,49,2,19,"0"
"1600",20,80,54,3,21,"20"
"1601",21,1,75,5,5,"20"
"1602",21,2,28,6,8,"0"
"1603",21,3,16,7,6,"20"
"1604",21,4,15,8,6,"0"
"1605",21,5,23,1,7,"20"
"1606",21,6,53,2,12,"0"
"1607",21,7,4,3,11,"20"
