"","sub","item","seq","cond","nfix","deg"
"818",11,18,77,4,14,"0"
"819",11,19,26,5,10,"20"
"820",11,20,75,6,11,"0"
"821",11,21,80,7,11,"20"
"822",11,22,13,8,18,"0"
"823",11,23,29,1,8,"20"
"824",11,24,62,2,13,"0"
"825",11,25,22,3,11,"20"
"826",11,26,10,4,13,"0"
"827",11,27,36,5,13,"20"
"828",11,28,4,6,14,"0"
"829",11,29,18,7,13,"20"
"830",11,30,19,8,10,"0"
"831",11,31,20,1,14,"20"
"832",11,32,39,2,11,"0"
"833",11,33,56,3,10,"20"
"834",11,34,33,4,15,"0"
"835",11,35,30,5,23,"20"
"836",11,36,73,6,16,"0"
"837",11,37,78,7,14,"20"
"838",11,38,27,8,13,"0"
"839",11,39,41,1,12,"20"
"840",11,40,59,2,9,"0"
"841",11,41,74,3,18,"20"
"842",11,42,51,4,10,"0"
"843",11,43,72,5,9,"20"
"844",11,44,12,6,14,"0"
"845",11,45,79,7,9,"20"
"846",11,46,43,8,15,"0"
"847",11,47,40,1,10,"20"
"848",11,48,35,2,16,"0"
"849",11,49,11,3,10,"20"
"850",11,50,69,4,8,"0"
"851",11,51,16,5,14,"20"
"852",11,52,71,6,14,"0"
"853",11,53,3,7,17,"20"
"854",11,54,60,8,13,"0"
"855",11,55,2,1,14,"20"
"856",11,56,64,2,9,"0"
"857",11,57,23,3,13,"20"
"858",11,58,47,4,11,"0"
"859",11,59,76,5,16,"20"
"860",11,60,9,6,17,"0"
"861",11,61,5,7,20,"20"
"862",11,62,21,8,17,"0"
"863",11,63,50,1,13,"20"
"864",11,64,45,2,11,"0"
"865",11,65,63,3,12,"20"
"866",11,66,31,4,11,"0"
"867",11,67,53,5,17,"20"
"868",11,68,61,6,10,"0"
"869",11,69,58,7,11,"20"
"870",11,70,6,8,14,"0"
"871",11,71,68,1,10,"20"
"872",11,72,25,2,14,"0"
"873",11,73,37,3,10,"20"
"874",11,74,32,4,15,"0"
"875",11,75,66,5,7,"20"
"876",11,76,14,6,21,"0"
"877",11,77,34,7,12,"20"
"878",11,78,65,8,11,"0"
"879",11,79,49,1,15,"20"
"880",11,80,67,2,11,"0"
"881",12,1,47,4,10,"0"
"882",12,2,22,5,11,"20"
"883",12,3,62,6,11,"0"
"884",12,4,2,7,11,"20"
"885",12,5,12,8,15,"0"
"886",12,6,60,1,17,"20"
"887",12,7,34,2,12,"0"
"888",12,8,43,3,14,"20"
"889",12,9,4,4,14,"0"
"890",12,10,9,5,14,"20"
"891",12,11,66,6,12,"0"
"892",12,12,30,7,11,"20"
"893",12,13,80,8,13,"0"
"894",12,14,26,1,15,"20"
"895",12,15,15,2,10,"0"
"896",12,16,6,3,16,"20"
"897",12,17,48,4,16,"0"
"898",12,18,11,5,10,"20"
"899",12,19,17,6,10,"0"
"900",12,20,53,7,11,"20"
"901",12,21,52,8,12,"0"
"902",12,22,31,1,13,"20"
"903",12,23,50,2,9,"0"
"904",12,24,27,3,18,"20"
"905",12,25,78,4,12,"0"
"906",12,26,32,5,14,"20"
"907",12,27,28,6,12,"0"
"908",12,28,46,7,11,"20"
"909",12,29,55,8,11,"0"
"910",12,30,3,1,11,"20"
"911",12,31,56,2,14,"0"
"912",12,32,68,3,12,"20"
"913",12,33,1,4,11,"0"
"914",12,34,58,5,14,"20"
"915",12,35,14,6,13,"0"
"916",12,36,64,7,10,"20"
"917",12,37,29,8,12,"0"
"918",12,38,41,1,14,"20"
"919",12,39,45,2,10,"0"
"920",12,40,7,3,13,"20"
"921",12,41,16,4,12,"0"
"922",12,42,73,5,15,"20"
"923",12,43,69,6,10,"0"
"924",12,44,72,7,13,"20"
"925",12,45,51,8,10,"0"
"926",12,46,33,1,16,"20"
"927",12,47,54,2,12,"0"
"928",12,48,23,3,14,"20"
"929",12,49,44,4,9,"0"
"930",12,50,71,5,11,"20"
"931",12,51,21,6,12,"0"
"932",12,52,70,7,11,"20"
"933",12,53,18,8,14,"0"
"934",12,54,13,1,13,"20"
"935",12,55,74,2,12,"0"
"936",12,56,61,3,12,"20"
"937",12,57,49,4,16,"0"
"938",12,58,67,5,11,"20"
"939",12,59,57,6,11,"0"
"940",12,60,77,7,10,"20"
"941",12,61,63,8,14,"0"
"942",12,62,42,1,12,"20"
"943",12,63,10,2,13,"0"
"944",12,64,79,3,11,"20"
"945",12,65,37,4,12,"0"
"946",12,66,35,5,12,"20"
"947",12,67,75,6,13,"0"
"948",12,68,24,7,13,"20"
"949",12,69,5,8,18,"0"
"950",12,70,59,1,14,"20"
"951",12,71,76,2,12,"0"
"952",12,72,25,3,16,"20"
"953",12,73,8,4,14,"0"
"954",12,74,40,5,15,"20"
"955",12,75,19,6,12,"0"
"956",12,76,20,7,12,"20"
"957",12,77,38,8,13,"0"
"958",12,78,36,1,13,"20"
"959",12,79,39,2,10,"0"
"960",12,80,65,3,9,"20"
"961",13,1,47,5,18,"20"
"962",13,2,9,6,17,"0"
"963",13,3,76,7,14,"20"
"964",13,4,13,8,17,"0"
"965",13,5,5,1,19,"20"
"966",13,6,3,2,25,"0"
"967",13,7,29,3,13,"20"
"968",13,8,38,4,11,"0"
"969",13,9,60,5,18,"20"
"970",13,10,16,6,17,"0"
"971",13,11,49,7,12,"20"
"972",13,12,40,8,11,"0"
"973",13,13,26,1,21,"20"
"974",13,14,69,2,17,"0"
"975",13,15,33,3,13,"20"
"976",13,16,71,4,16,"0"
"977",13,17,2,5,18,"20"
"978",13,18,64,6,13,"0"
"979",13,19,8,7,10,"20"
"980",13,20,11,8,11,"0"
"981",13,21,65,1,14,"20"
"982",13,22,28,2,20,"0"
"983",13,23,27,3,14,"20"
"984",13,24,46,4,20,"0"
"985",13,25,4,5,15,"20"
"986",13,26,77,6,14,"0"
"987",13,27,61,7,16,"20"
"988",13,28,52,8,17,"0"
"989",13,29,34,1,22,"20"
"990",13,30,37,2,14,"0"
"991",13,31,14,3,20,"20"
"992",13,32,54,4,17,"0"
"993",13,33,1,5,15,"20"
"994",13,34,57,6,16,"0"
"995",13,35,79,7,14,"20"
"996",13,36,22,8,17,"0"
"997",13,37,80,1,20,"20"
"998",13,38,35,2,17,"0"
"999",13,39,43,3,18,"20"
"1000",13,40,17,4,14,"0"
"1001",13,41,6,5,21,"20"
"1002",13,42,51,6,17,"0"
"1003",13,43,31,7,16,"20"
"1004",13,44,45,8,17,"0"
"1005",13,45,10,1,12,"20"
"1006",13,46,74,2,16,"0"
"1007",13,47,50,3,11,"20"
"1008",13,48,18,4,20,"0"
"1009",13,49,25,5,12,"20"
"1010",13,50,75,6,10,"0"
"1011",13,51,7,7,13,"20"
"1012",13,52,36,8,14,"0"
"1013",13,53,24,1,25,"20"
"1014",13,54,42,2,16,"0"
"1015",13,55,41,3,16,"20"
"1016",13,56,21,4,11,"0"
"1017",13,57,39,5,13,"20"
"1018",13,58,12,6,12,"0"
"1019",13,59,55,7,22,"20"
"1020",13,60,73,8,19,"0"
"1021",13,61,78,1,15,"20"
"1022",13,62,15,2,20,"0"
"1023",13,63,53,3,14,"20"
"1024",13,64,59,4,18,"0"
"1025",13,65,58,5,17,"20"
"1026",13,66,67,6,14,"0"
"1027",13,67,56,7,18,"20"
"1028",13,68,66,8,17,"0"
"1029",13,69,23,1,16,"20"
"1030",13,70,19,2,21,"0"
"1031",13,71,32,3,12,"20"
"1032",13,72,30,4,18,"0"
"1033",13,73,72,5,18,"20"
"1034",13,74,63,6,16,"0"
"1035",13,75,44,7,18,"20"
"1036",13,76,20,8,18,"0"
"1037",13,77,68,1,19,"20"
"1038",13,78,62,2,15,"0"
"1039",13,79,70,3,17,"20"
"1040",13,80,48,4,14,"0"
"1041",14,1,70,6,14,"0"
"1042",14,2,79,7,16,"20"
"1043",14,3,63,8,19,"0"
"1044",14,4,72,1,16,"20"
"1045",14,5,38,2,14,"0"
"1046",14,6,66,3,18,"20"
"1047",14,7,28,4,14,"0"
"1048",14,8,75,5,14,"20"
"1049",14,9,5,6,19,"0"
"1050",14,10,54,7,20,"20"
"1051",14,11,21,8,17,"0"
"1052",14,12,13,1,10,"20"
"1053",14,13,42,2,17,"0"
"1054",14,14,29,3,20,"20"
"1055",14,15,78,4,12,"0"
"1056",14,16,14,5,10,"20"
"1057",14,17,40,6,13,"0"
"1058",14,18,10,7,13,"20"
"1059",14,19,35,8,11,"0"
"1060",14,20,71,1,12,"20"
"1061",14,21,45,2,14,"0"
"1062",14,22,8,3,26,"20"
"1063",14,23,43,4,14,"0"
"1064",14,24,37,5,21,"20"
"1065",14,25,2,6,13,"0"
"1066",14,26,55,7,18,"20"
"1067",14,27,46,8,16,"0"
"1068",14,28,61,1,21,"20"
"1069",14,29,15,2,17,"0"
"1070",14,30,27,3,13,"20"
"1071",14,31,59,4,16,"0"
"1072",14,32,6,5,13,"20"
"1073",14,33,7,6,13,"0"
"1074",14,34,34,7,20,"20"
"1075",14,35,77,8,15,"0"
"1076",14,36,73,1,22,"20"
"1077",14,37,31,2,13,"0"
"1078",14,38,36,3,19,"20"
"1079",14,39,80,4,18,"0"
"1080",14,40,12,5,19,"20"
"1081",14,41,24,6,12,"0"
"1082",14,42,25,7,23,"20"
"1083",14,43,16,8,14,"0"
"1084",14,44,32,1,12,"20"
"1085",14,45,65,2,12,"0"
"1086",14,46,53,3,14,"20"
"1087",14,47,41,4,12,"0"
"1088",14,48,52,5,18,"20"
"1089",14,49,3,6,16,"0"
"1090",14,50,19,7,19,"20"
"1091",14,51,68,8,14,"0"
"1092",14,52,58,1,12,"20"
"1093",14,53,48,2,13,"0"
"1094",14,54,9,3,15,"20"
"1095",14,55,23,4,17,"0"
"1096",14,56,69,5,10,"20"
"1097",14,57,57,6,16,"0"
"1098",14,58,17,7,13,"20"
"1099",14,59,22,8,21,"0"
"1100",14,60,62,1,13,"20"
"1101",14,61,4,2,22,"0"
"1102",14,62,26,3,21,"20"
"1103",14,63,64,4,13,"0"
"1104",14,64,51,5,15,"20"
"1105",14,65,76,6,14,"0"
"1106",14,66,30,7,20,"20"
"1107",14,67,74,8,12,"0"
"1108",14,68,49,1,16,"20"
"1109",14,69,11,2,12,"0"
"1110",14,70,56,3,17,"20"
"1111",14,71,67,4,12,"0"
"1112",14,72,39,5,16,"20"
"1113",14,73,60,6,13,"0"
"1114",14,74,33,7,20,"20"
"1115",14,75,18,8,7,"0"
"1116",14,76,1,1,19,"20"
"1117",14,77,50,2,14,"0"
"1118",14,78,20,3,15,"20"
"1119",14,79,47,4,12,"0"
"1120",14,80,44,5,14,"20"
"1121",15,1,76,7,10,"20"
"1122",15,2,5,8,12,"0"
"1123",15,3,16,1,9,"20"
"1124",15,4,18,2,6,"0"
"1125",15,5,64,3,17,"20"
"1126",15,6,26,4,12,"0"
"1127",15,7,53,5,8,"20"
"1128",15,8,6,6,8,"0"
"1129",15,9,20,7,8,"20"
"1130",15,10,39,8,9,"0"
"1131",15,11,63,1,6,"20"
"1132",15,12,34,2,9,"0"
"1133",15,13,31,3,13,"20"
"1134",15,14,79,4,8,"0"
"1135",15,15,80,5,6,"20"
"1136",15,16,54,6,11,"0"
"1137",15,17,75,7,10,"20"
"1138",15,18,61,8,10,"0"
"1139",15,19,27,1,8,"20"
"1140",15,20,38,2,9,"0"
"1141",15,21,43,3,11,"20"
"1142",15,22,65,4,8,"0"
"1143",15,23,15,5,6,"20"
"1144",15,24,66,6,9,"0"
"1145",15,25,77,7,8,"20"
"1146",15,26,55,8,8,"0"
"1147",15,27,24,1,11,"20"
"1148",15,28,14,2,8,"0"
"1149",15,29,10,3,7,"20"
"1150",15,30,25,4,7,"0"
"1151",15,31,67,5,8,"20"
"1152",15,32,21,6,8,"0"
"1153",15,33,49,7,7,"20"
"1154",15,34,60,8,9,"0"
"1155",15,35,12,1,11,"20"
"1156",15,36,37,2,8,"0"
"1157",15,37,13,3,15,"20"
"1158",15,38,33,4,10,"0"
"1159",15,39,48,5,12,"20"
"1160",15,40,9,6,6,"0"
"1161",15,41,78,7,6,"20"
"1162",15,42,3,8,9,"0"
"1163",15,43,42,1,6,"20"
"1164",15,44,28,2,11,"0"
"1165",15,45,17,3,7,"20"
"1166",15,46,45,4,10,"0"
"1167",15,47,29,5,7,"20"
"1168",15,48,47,6,9,"0"
"1169",15,49,51,7,7,"20"
"1170",15,50,19,8,6,"0"
"1171",15,51,56,1,11,"20"
"1172",15,52,44,2,8,"0"
"1173",15,53,35,3,11,"20"
"1174",15,54,22,4,6,"0"
"1175",15,55,2,5,8,"20"
"1176",15,56,40,6,5,"0"
"1177",15,57,62,7,5,"20"
"1178",15,58,7,8,8,"0"
"1179",15,59,71,1,6,"20"
"1180",15,60,68,2,10,"0"
"1181",15,61,73,3,13,"20"
"1182",15,62,32,4,9,"0"
"1183",15,63,50,5,12,"20"
"1184",15,64,59,6,5,"0"
"1185",15,65,52,7,7,"20"
"1186",15,66,70,8,7,"0"
"1187",15,67,69,1,8,"20"
"1188",15,68,30,2,11,"0"
"1189",15,69,72,3,4,"20"
"1190",15,70,4,4,10,"0"
"1191",15,71,57,5,7,"20"
"1192",15,72,1,6,9,"0"
"1193",15,73,58,7,7,"20"
"1194",15,74,23,8,5,"0"
"1195",15,75,46,1,7,"20"
"1196",15,76,36,2,13,"0"
"1197",15,77,74,3,9,"20"
"1198",15,78,8,4,10,"0"
"1199",15,79,11,5,8,"20"
"1200",15,80,41,6,9,"0"
"1201",16,1,36,8,12,"0"
"1202",16,2,48,1,18,"20"
"1203",16,3,11,2,25,"0"
"1204",16,4,18,3,32,"20"
"1205",16,5,3,4,24,"0"
"1206",16,6,4,5,21,"20"
"1207",16,7,29,6,27,"0"
"1208",16,8,23,7,38,"20"
"1209",16,9,32,8,29,"0"
"1210",16,10,74,1,17,"20"
"1211",16,11,12,2,18,"0"
"1212",16,12,17,3,21,"20"
"1213",16,13,38,4,33,"0"
"1214",16,14,44,5,34,"20"
"1215",16,15,22,6,16,"0"
"1216",16,16,9,7,25,"20"
"1217",16,17,78,8,28,"0"
"1218",16,18,30,1,13,"20"
"1219",16,19,49,2,13,"0"
"1220",16,20,37,3,20,"20"
"1221",16,21,42,4,23,"0"
"1222",16,22,10,5,53,"20"
"1223",16,23,55,6,13,"0"
"1224",16,24,69,7,25,"20"
"1225",16,25,15,8,20,"0"
"1226",16,26,59,1,14,"20"
"1227",16,27,64,2,17,"0"
"1228",16,28,52,3,37,"20"
"1229",16,29,66,4,16,"0"
"1230",16,30,24,5,16,"20"
"1231",16,31,58,6,30,"0"
"1232",16,32,63,7,18,"20"
"1233",16,33,57,8,26,"0"
"1234",16,34,50,1,30,"20"
"1235",16,35,6,2,17,"0"
"1236",16,36,8,3,33,"20"
"1237",16,37,56,4,15,"0"
"1238",16,38,28,5,18,"20"
"1239",16,39,46,6,19,"0"
"1240",16,40,53,7,15,"20"
"1241",16,41,79,8,15,"0"
"1242",16,42,39,1,24,"20"
"1243",16,43,68,2,28,"0"
"1244",16,44,45,3,21,"20"
"1245",16,45,77,4,17,"0"
"1246",16,46,19,5,42,"20"
"1247",16,47,1,6,16,"0"
"1248",16,48,25,7,36,"20"
"1249",16,49,71,8,30,"0"
"1250",16,50,65,1,27,"20"
"1251",16,51,34,2,47,"0"
"1252",16,52,51,3,24,"20"
"1253",16,53,2,4,29,"0"
"1254",16,54,61,5,17,"20"
"1255",16,55,27,6,18,"0"
"1256",16,56,76,7,16,"20"
"1257",16,57,80,8,25,"0"
"1258",16,58,26,1,48,"20"
"1259",16,59,54,2,26,"0"
"1260",16,60,70,3,18,"20"
"1261",16,61,40,4,16,"0"
"1262",16,62,35,5,28,"20"
"1263",16,63,13,6,29,"0"
"1264",16,64,47,7,19,"20"
"1265",16,65,73,8,26,"0"
"1266",16,66,31,1,33,"20"
"1267",16,67,43,2,25,"0"
"1268",16,68,67,3,17,"20"
"1269",16,69,7,4,23,"0"
"1270",16,70,20,5,27,"20"
"1271",16,71,14,6,13,"0"
"1272",16,72,41,7,33,"20"
"1273",16,73,33,8,36,"0"
"1274",16,74,21,1,33,"20"
"1275",16,75,60,2,14,"0"
"1276",16,76,75,3,31,"20"
"1277",16,77,16,4,25,"0"
"1278",16,78,62,5,23,"20"
"1279",16,79,72,6,18,"0"
"1280",16,80,5,7,22,"20"
"1281",17,1,68,1,9,"20"
"1282",17,2,73,2,8,"0"
"1283",17,3,34,3,10,"20"
"1284",17,4,10,4,12,"0"
"1285",17,5,15,5,12,"20"
"1286",17,6,75,6,10,"0"
"1287",17,7,72,7,9,"20"
"1288",17,8,22,8,5,"0"
"1289",17,9,51,1,12,"20"
"1290",17,10,57,2,10,"0"
"1291",17,11,37,3,7,"20"
"1292",17,12,59,4,7,"0"
"1293",17,13,23,5,13,"20"
"1294",17,14,7,6,9,"0"
"1295",17,15,78,7,7,"20"
"1296",17,16,2,8,10,"0"
"1297",17,17,74,1,10,"20"
"1298",17,18,53,2,7,"0"
"1299",17,19,48,3,8,"20"
"1300",17,20,6,4,9,"0"
"1301",17,21,63,5,8,"20"
"1302",17,22,31,6,10,"0"
"1303",17,23,69,7,6,"20"
"1304",17,24,3,8,13,"0"
"1305",17,25,80,1,10,"20"
"1306",17,26,62,2,9,"0"
"1307",17,27,36,3,8,"20"
"1308",17,28,20,4,15,"0"
"1309",17,29,65,5,9,"20"
"1310",17,30,29,6,4,"0"
"1311",17,31,35,7,12,"20"
"1312",17,32,71,8,7,"0"
"1313",17,33,8,1,13,"20"
"1314",17,34,28,2,7,"0"
"1315",17,35,40,3,11,"20"
"1316",17,36,18,4,12,"0"
"1317",17,37,4,5,12,"20"
"1318",17,38,25,6,6,"0"
"1319",17,39,27,7,11,"20"
"1320",17,40,19,8,11,"0"
"1321",17,41,42,1,8,"20"
"1322",17,42,12,2,12,"0"
"1323",17,43,54,3,9,"20"
"1324",17,44,43,4,9,"0"
"1325",17,45,58,5,12,"20"
"1326",17,46,17,6,12,"0"
"1327",17,47,77,7,8,"20"
"1328",17,48,11,8,15,"0"
"1329",17,49,52,1,10,"20"
"1330",17,50,49,2,7,"0"
"1331",17,51,44,3,7,"20"
"1332",17,52,21,4,14,"0"
"1333",17,53,66,5,13,"20"
"1334",17,54,30,6,11,"0"
"1335",17,55,33,7,8,"20"
"1336",17,56,47,8,8,"0"
"1337",17,57,46,1,10,"20"
"1338",17,58,64,2,14,"0"
"1339",17,59,55,3,12,"20"
"1340",17,60,9,4,8,"0"
"1341",17,61,70,5,12,"20"
"1342",17,62,79,6,10,"0"
"1343",17,63,76,7,16,"20"
"1344",17,64,45,8,8,"0"
"1345",17,65,38,1,11,"20"
"1346",17,66,67,2,11,"0"
"1347",17,67,39,3,11,"20"
"1348",17,68,50,4,10,"0"
"1349",17,69,26,5,9,"20"
"1350",17,70,32,6,11,"0"
"1351",17,71,56,7,8,"20"
"1352",17,72,60,8,12,"0"
"1353",17,73,1,1,11,"20"
"1354",17,74,5,2,11,"0"
"1355",17,75,13,3,13,"20"
"1356",17,76,24,4,7,"0"
"1357",17,77,41,5,11,"20"
"1358",17,78,61,6,10,"0"
"1359",17,79,16,7,13,"20"
"1360",17,80,14,8,7,"0"
"1361",18,1,18,2,6,"0"
"1362",18,2,48,3,9,"20"
"1363",18,3,26,4,8,"0"
"1364",18,4,25,5,8,"20"
"1365",18,5,47,6,8,"0"
"1366",18,6,5,7,7,"20"
"1367",18,7,49,8,9,"0"
"1368",18,8,11,1,9,"20"
"1369",18,9,24,2,9,"0"
"1370",18,10,35,3,11,"20"
"1371",18,11,40,4,4,"0"
"1372",18,12,16,5,7,"20"
"1373",18,13,2,6,11,"0"
"1374",18,14,51,7,10,"20"
"1375",18,15,36,8,6,"0"
"1376",18,16,76,1,7,"20"
"1377",18,17,7,2,13,"0"
"1378",18,18,32,3,6,"20"
"1379",18,19,61,4,12,"0"
"1380",18,20,52,5,7,"20"
"1381",18,21,68,6,9,"0"
"1382",18,22,65,7,9,"20"
"1383",18,23,69,8,6,"0"
"1384",18,24,33,1,8,"20"
"1385",18,25,50,2,6,"0"
"1386",18,26,58,3,7,"20"
"1387",18,27,41,4,7,"0"
"1388",18,28,39,5,6,"20"
"1389",18,29,75,6,7,"0"
"1390",18,30,79,7,8,"20"
"1391",18,31,73,8,8,"0"
"1392",18,32,4,1,10,"20"
"1393",18,33,42,2,9,"0"
"1394",18,34,15,3,11,"20"
"1395",18,35,19,4,7,"0"
"1396",18,36,27,5,10,"20"
"1397",18,37,60,6,8,"0"
"1398",18,38,12,7,9,"20"
"1399",18,39,10,8,8,"0"
"1400",18,40,29,1,6,"20"
"1401",18,41,43,2,8,"0"
"1402",18,42,78,3,8,"20"
"1403",18,43,28,4,7,"0"
"1404",18,44,9,5,8,"20"
"1405",18,45,56,6,5,"0"
"1406",18,46,17,7,10,"20"
"1407",18,47,67,8,9,"0"
"1408",18,48,74,1,9,"20"
"1409",18,49,13,2,10,"0"
"1410",18,50,64,3,9,"20"
"1411",18,51,31,4,10,"0"
"1412",18,52,22,5,10,"20"
"1413",18,53,54,6,11,"0"
"1414",18,54,44,7,12,"20"
"1415",18,55,6,8,8,"0"
"1416",18,56,20,1,7,"20"
"1417",18,57,23,2,9,"0"
"1418",18,58,80,3,7,"20"
"1419",18,59,21,4,10,"0"
"1420",18,60,62,5,7,"20"
"1421",18,61,30,6,11,"0"
"1422",18,62,59,7,12,"20"
"1423",18,63,66,8,8,"0"
"1424",18,64,57,1,6,"20"
"1425",18,65,34,2,9,"0"
"1426",18,66,71,3,7,"20"
"1427",18,67,77,4,11,"0"
"1428",18,68,70,5,15,"20"
"1429",18,69,45,6,6,"0"
"1430",18,70,53,7,10,"20"
"1431",18,71,72,8,10,"0"
"1432",18,72,38,1,7,"20"
"1433",18,73,14,2,13,"0"
"1434",18,74,3,3,12,"20"
"1435",18,75,37,4,7,"0"
"1436",18,76,1,5,8,"20"
"1437",18,77,8,6,6,"0"
"1438",18,78,55,7,9,"20"
"1439",18,79,46,8,9,"0"
"1440",18,80,63,1,6,"20"
"1441",19,1,71,3,12,"20"
"1442",19,2,15,4,20,"0"
"1443",19,3,79,5,16,"20"
"1444",19,4,18,6,14,"0"
"1445",19,5,60,7,18,"20"
"1446",19,6,44,8,19,"0"
"1447",19,7,74,1,25,"20"
"1448",19,8,1,2,11,"0"
"1449",19,9,57,3,13,"20"
"1450",19,10,65,4,7,"0"
"1451",19,11,52,5,10,"20"
"1452",19,12,12,6,12,"0"
"1453",19,13,38,7,16,"20"
"1454",19,14,48,8,14,"0"
"1455",19,15,32,1,11,"20"
"1456",19,16,64,2,11,"0"
"1457",19,17,70,3,15,"20"
"1458",19,18,59,4,9,"0"
"1459",19,19,23,5,10,"20"
"1460",19,20,80,6,10,"0"
"1461",19,21,17,7,18,"20"
"1462",19,22,14,8,10,"0"
"1463",19,23,35,1,15,"20"
"1464",19,24,39,2,14,"0"
"1465",19,25,24,3,13,"20"
"1466",19,26,68,4,9,"0"
"1467",19,27,16,5,14,"20"
"1468",19,28,78,6,21,"0"
"1469",19,29,49,7,13,"20"
"1470",19,30,61,8,11,"0"
"1471",19,31,26,1,15,"20"
"1472",19,32,56,2,12,"0"
"1473",19,33,62,3,12,"20"
"1474",19,34,9,4,14,"0"
"1475",19,35,30,5,11,"20"
"1476",19,36,20,6,14,"0"
"1477",19,37,46,7,13,"20"
"1478",19,38,40,8,12,"0"
"1479",19,39,73,1,13,"20"
"1480",19,40,36,2,10,"0"
"1481",19,41,8,3,12,"20"
"1482",19,42,7,4,10,"0"
"1483",19,43,76,5,11,"20"
"1484",19,44,10,6,9,"0"
"1485",19,45,34,7,13,"20"
"1486",19,46,27,8,11,"0"
"1487",19,47,63,1,12,"20"
"1488",19,48,21,2,12,"0"
"1489",19,49,6,3,12,"20"
"1490",19,50,51,4,8,"0"
"1491",19,51,28,5,15,"20"
"1492",19,52,47,6,12,"0"
"1493",19,53,33,7,16,"20"
"1494",19,54,31,8,17,"0"
"1495",19,55,75,1,9,"20"
"1496",19,56,11,2,10,"0"
"1497",19,57,72,3,17,"20"
"1498",19,58,37,4,12,"0"
"1499",19,59,29,5,13,"20"
"1500",19,60,43,6,13,"0"
"1501",19,61,67,7,16,"20"
"1502",19,62,4,8,22,"0"
"1503",19,63,3,1,14,"20"
"1504",19,64,25,2,8,"0"
"1505",19,65,50,3,14,"20"
"1506",19,66,55,4,12,"0"
"1507",19,67,66,5,11,"20"
"1508",19,68,41,6,8,"0"
"1509",19,69,19,7,11,"20"
"1510",19,70,5,8,18,"0"
"1511",19,71,54,1,10,"20"
"1512",19,72,69,2,11,"0"
"1513",19,73,13,3,22,"20"
"1514",19,74,22,4,12,"0"
"1515",19,75,45,5,14,"20"
"1516",19,76,42,6,17,"0"
"1517",19,77,58,7,10,"20"
"1518",19,78,77,8,12,"0"
"1519",19,79,53,1,10,"20"
"1520",19,80,2,2,11,"0"
"1521",20,1,78,4,16,"0"
"1522",20,2,30,5,13,"20"
"1523",20,3,43,6,13,"0"
"1524",20,4,76,7,12,"20"
"1525",20,5,13,8,13,"0"
"1526",20,6,61,1,10,"20"
"1527",20,7,31,2,11,"0"
"1528",20,8,71,3,12,"20"
"1529",20,9,75,4,11,"0"
"1530",20,10,68,5,19,"20"
"1531",20,11,17,6,13,"0"
"1532",20,12,37,7,12,"20"
"1533",20,13,60,8,10,"0"
"1534",20,14,73,1,15,"20"
"1535",20,15,40,2,12,"0"
"1536",20,16,67,3,9,"20"
"1537",20,17,6,4,14,"0"
"1538",20,18,47,5,19,"20"
"1539",20,19,58,6,11,"0"
"1540",20,20,64,7,9,"20"
"1541",20,21,52,8,15,"0"
"1542",20,22,26,1,13,"20"
"1543",20,23,53,2,7,"0"
"1544",20,24,4,3,20,"20"
"1545",20,25,41,4,13,"0"
"1546",20,26,21,5,17,"20"
"1547",20,27,22,6,12,"0"
"1548",20,28,35,7,12,"20"
"1549",20,29,55,8,13,"0"
"1550",20,30,18,1,10,"20"
"1551",20,31,19,2,14,"0"
"1552",20,32,54,3,10,"20"
"1553",20,33,23,4,9,"0"
"1554",20,34,10,5,22,"20"
"1555",20,35,24,6,14,"0"
"1556",20,36,29,7,16,"20"
"1557",20,37,50,8,15,"0"
"1558",20,38,38,1,18,"20"
"1559",20,39,74,2,11,"0"
"1560",20,40,2,3,20,"20"
"1561",20,41,9,4,13,"0"
"1562",20,42,42,5,12,"20"
"1563",20,43,16,6,9,"0"
"1564",20,44,49,7,10,"20"
"1565",20,45,44,8,10,"0"
"1566",20,46,12,1,14,"20"
"1567",20,47,27,2,11,"0"
"1568",20,48,25,3,15,"20"
"1569",20,49,70,4,9,"0"
"1570",20,50,56,5,12,"20"
"1571",20,51,79,6,15,"0"
"1572",20,52,72,7,12,"20"
"1573",20,53,1,8,14,"0"
"1574",20,54,14,1,16,"20"
"1575",20,55,36,2,15,"0"
"1576",20,56,63,3,8,"20"
"1577",20,57,7,4,12,"0"
"1578",20,58,20,5,18,"20"
"1579",20,59,48,6,13,"0"
"1580",20,60,59,7,13,"20"
"1581",20,61,39,8,12,"0"
"1582",20,62,77,1,11,"20"
"1583",20,63,33,2,12,"0"
"1584",20,64,5,3,19,"20"
"1585",20,65,66,4,10,"0"
"1586",20,66,46,5,12,"20"
"1587",20,67,69,6,11,"0"
"1588",20,68,34,7,20,"20"
"1589",20,69,28,8,11,"0"
"1590",20,70,80,1,18,"20"
"1591",20,71,32,2,9,"0"
"1592",20,72,3,3,18,"20"
"1593",20,73,51,4,13,"0"
"1594",20,74,15,5,11,"20"
"1595",20,75,57,6,12,"0"
"1596",20,76,11,7,13,"20"
"1597",20,77,45,8,12,"0"
"1598",20,78,62,1,13,"20"
"1599",20,79,65,2,10,"0"
"1600",20,80,8,3,13,"20"
"1601",21,1,6,5,7,"20"
"1602",21,2,56,6,7,"0"
"1603",21,3,34,7,9,"20"
