"","sub","item","seq","cond","nfix","deg"
"1604",21,4,19,8,9,"0"
"1605",21,5,80,1,9,"20"
"1606",21,6,23,2,10,"0"
"1607",21,7,22,3,8,"20"
"1608",21,8,27,4,9,"0"
"1609",21,9,7,5,9,"20"
"1610",21,10,59,6,8,"0"
"1611",21,11,39,7,9,"20"
"1612",21,12,30,8,5,"0"
"1613",21,13,9,1,12,"20"
"1614",21,14,78,2,7,"0"
"1615",21,15,17,3,6,"20"
"1616",21,16,28,4,8,"0"
"1617",21,17,63,5,5,"20"
"1618",21,18,26,6,9,"0"
"1619",21,19,8,7,9,"20"
"1620",21,20,68,8,8,"0"
"1621",21,21,4,1,8,"20"
"1622",21,22,47,2,9,"0"
"1623",21,23,1,3,8,"20"
"1624",21,24,35,4,11,"0"
"1625",21,25,42,5,9,"20"
"1626",21,26,79,6,9,"0"
"1627",21,27,32,7,7,"20"
"1628",21,28,50,8,10,"0"
"1629",21,29,31,1,10,"20"
"1630",21,30,3,2,7,"0"
"1631",21,31,53,3,11,"20"
"1632",21,32,76,4,6,"0"
"1633",21,33,21,5,7,"20"
"1634",21,34,12,6,11,"0"
"1635",21,35,13,7,8,"20"
"1636",21,36,18,8,6,"0"
"1637",21,37,43,1,8,"20"
"1638",21,38,44,2,9,"0"
"1639",21,39,54,3,9,"20"
"1640",21,40,64,4,5,"0"
"1641",21,41,46,5,9,"20"
"1642",21,42,36,6,11,"0"
"1643",21,43,60,7,7,"20"
"1644",21,44,10,8,10,"0"
"1645",21,45,58,1,7,"20"
"1646",21,46,73,2,7,"0"
"1647",21,47,11,3,7,"20"
"1648",21,48,51,4,12,"0"
"1649",21,49,2,5,7,"20"
"1650",21,50,55,6,5,"0"
"1651",21,51,20,7,10,"20"
"1652",21,52,15,8,9,"0"
"1653",21,53,48,1,13,"20"
"1654",21,54,33,2,9,"0"
"1655",21,55,16,3,9,"20"
"1656",21,56,5,4,5,"0"
"1657",21,57,37,5,8,"20"
"1658",21,58,40,6,11,"0"
"1659",21,59,61,7,11,"20"
"1660",21,60,41,8,7,"0"
"1661",21,61,25,1,11,"20"
"1662",21,62,57,2,9,"0"
"1663",21,63,75,3,6,"20"
"1664",21,64,24,4,9,"0"
"1665",21,65,67,5,8,"20"
"1666",21,66,52,6,8,"0"
"1667",21,67,29,7,9,"20"
"1668",21,68,66,8,6,"0"
"1669",21,69,69,1,7,"20"
"1670",21,70,72,2,9,"0"
"1671",21,71,71,3,5,"20"
"1672",21,72,74,4,11,"0"
"1673",21,73,70,5,7,"20"
"1674",21,74,62,6,7,"0"
"1675",21,75,45,7,10,"20"
"1676",21,76,49,8,9,"0"
"1677",21,77,38,1,8,"20"
"1678",21,78,77,2,7,"0"
"1679",21,79,14,3,9,"20"
"1680",21,80,65,4,7,"0"
"1681",22,1,68,6,14,"0"
"1682",22,2,37,7,12,"20"
"1683",22,3,12,8,16,"0"
"1684",22,4,14,1,15,"20"
"1685",22,5,5,2,14,"0"
"1686",22,6,70,3,11,"20"
"1687",22,7,16,4,19,"0"
"1688",22,8,4,5,15,"20"
"1689",22,9,44,6,13,"0"
"1690",22,10,7,7,20,"20"
"1691",22,11,11,8,14,"0"
"1692",22,12,13,1,10,"20"
"1693",22,13,66,2,9,"0"
"1694",22,14,62,3,12,"20"
"1695",22,15,35,4,11,"0"
"1696",22,16,32,5,10,"20"
"1697",22,17,53,6,12,"0"
"1698",22,18,61,7,6,"20"
"1699",22,19,19,8,12,"0"
"1700",22,20,20,1,12,"20"
"1701",22,21,72,2,14,"0"
"1702",22,22,45,3,11,"20"
"1703",22,23,15,4,12,"0"
"1704",22,24,23,5,13,"20"
"1705",22,25,69,6,9,"0"
"1706",22,26,54,7,13,"20"
"1707",22,27,80,8,10,"0"
"1708",22,28,50,1,15,"20"
"1709",22,29,3,2,14,"0"
"1710",22,30,26,3,11,"20"
"1711",22,31,65,4,14,"0"
"1712",22,32,48,5,11,"20"
"1713",22,33,74,6,10,"0"
"1714",22,34,47,7,14,"20"
"1715",22,35,38,8,13,"0"
"1716",22,36,6,1,15,"20"
"1717",22,37,36,2,13,"0"
"1718",22,38,8,3,16,"20"
"1719",22,39,55,4,19,"0"
"1720",22,40,46,5,13,"20"
"1721",22,41,64,6,11,"0"
"1722",22,42,34,7,12,"20"
"1723",22,43,33,8,11,"0"
"1724",22,44,39,1,14,"20"
"1725",22,45,71,2,9,"0"
"1726",22,46,58,3,12,"20"
"1727",22,47,75,4,11,"0"
"1728",22,48,78,5,13,"20"
"1729",22,49,28,6,15,"0"
"1730",22,50,21,7,12,"20"
"1731",22,51,51,8,14,"0"
"1732",22,52,59,1,13,"20"
"1733",22,53,77,2,13,"0"
"1734",22,54,79,3,13,"20"
"1735",22,55,25,4,13,"0"
"1736",22,56,10,5,12,"20"
"1737",22,57,17,6,13,"0"
"1738",22,58,49,7,11,"20"
"1739",22,59,18,8,14,"0"
"1740",22,60,43,1,11,"20"
"1741",22,61,67,2,13,"0"
"1742",22,62,27,3,15,"20"
"1743",22,63,73,4,10,"0"
"1744",22,64,40,5,11,"20"
"1745",22,65,22,6,19,"0"
"1746",22,66,41,7,11,"20"
"1747",22,67,29,8,12,"0"
"1748",22,68,2,1,13,"20"
"1749",22,69,63,2,11,"0"
"1750",22,70,42,3,13,"20"
"1751",22,71,24,4,13,"0"
"1752",22,72,52,5,12,"20"
"1753",22,73,30,6,20,"0"
"1754",22,74,57,7,15,"20"
"1755",22,75,56,8,12,"0"
"1756",22,76,60,1,14,"20"
"1757",22,77,76,2,10,"0"
"1758",22,78,9,3,15,"20"
"1759",22,79,1,4,13,"0"
"1760",22,80,31,5,12,"20"
"1761",23,1,15,7,11,"20"
"1762",23,2,62,8,9,"0"
"1763",23,3,47,1,10,"20"
"1764",23,4,9,2,17,"0"
"1765",23,5,13,3,12,"20"
"1766",23,6,51,4,15,"0"
"1767",23,7,60,5,9,"20"
"1768",23,8,54,6,13,"0"
"1769",23,9,17,7,37,"20"
"1770",23,10,63,8,19,"0"
"1771",23,11,16,1,10,"20"
"1772",23,12,71,2,23,"0"
"1773",23,13,27,3,17,"20"
"1774",23,14,38,4,13,"0"
"1775",23,15,80,5,9,"20"
"1776",23,16,67,6,20,"0"
"1777",23,17,78,7,17,"20"
"1778",23,18,22,8,17,"0"
"1779",23,19,7,1,15,"20"
"1780",23,20,55,2,20,"0"
"1781",23,21,23,3,23,"20"
"1782",23,22,53,4,28,"0"
"1783",23,23,39,5,14,"20"
"1784",23,24,48,6,19,"0"
"1785",23,25,40,7,18,"20"
"1786",23,26,29,8,13,"0"
"1787",23,27,28,1,12,"20"
"1788",23,28,8,2,15,"0"
"1789",23,29,26,3,17,"20"
"1790",23,30,42,4,11,"0"
"1791",23,31,49,5,32,"20"
"1792",23,32,19,6,13,"0"
"1793",23,33,36,7,13,"20"
"1794",23,34,65,8,34,"0"
"1795",23,35,59,1,30,"20"
"1796",23,36,61,2,8,"0"
"1797",23,37,24,3,10,"20"
"1798",23,38,52,4,10,"0"
"1799",23,39,2,5,30,"20"
"1800",23,40,72,6,26,"0"
"1801",23,41,57,7,16,"20"
"1802",23,42,14,8,15,"0"
"1803",23,43,32,1,11,"20"
"1804",23,44,44,2,7,"0"
"1805",23,45,3,3,28,"20"
"1806",23,46,1,4,15,"0"
"1807",23,47,18,5,14,"20"
"1808",23,48,70,6,9,"0"
"1809",23,49,58,7,18,"20"
"1810",23,50,56,8,14,"0"
"1811",23,51,20,1,11,"20"
"1812",23,52,4,2,15,"0"
"1813",23,53,37,3,12,"20"
"1814",23,54,12,4,21,"0"
"1815",23,55,46,5,19,"20"
"1816",23,56,74,6,12,"0"
"1817",23,57,76,7,17,"20"
"1818",23,58,25,8,14,"0"
"1819",23,59,64,1,21,"20"
"1820",23,60,31,2,8,"0"
"1821",23,61,41,3,18,"20"
"1822",23,62,66,4,13,"0"
"1823",23,63,5,5,17,"20"
"1824",23,64,30,6,9,"0"
"1825",23,65,43,7,27,"20"
"1826",23,66,34,8,13,"0"
"1827",23,67,73,1,32,"20"
"1828",23,68,6,2,16,"0"
"1829",23,69,77,3,14,"20"
"1830",23,70,11,4,35,"0"
"1831",23,71,35,5,12,"20"
"1832",23,72,21,6,16,"0"
"1833",23,73,69,7,15,"20"
"1834",23,74,10,8,19,"0"
"1835",23,75,79,1,31,"20"
"1836",23,76,33,2,35,"0"
"1837",23,77,50,3,11,"20"
"1838",23,78,45,4,18,"0"
"1839",23,79,75,5,10,"20"
"1840",23,80,68,6,9,"0"
"1841",24,1,63,8,14,"0"
"1842",24,2,58,1,29,"20"
"1843",24,3,22,2,15,"0"
"1844",24,4,14,3,18,"20"
"1845",24,5,45,4,21,"0"
"1846",24,6,1,5,25,"20"
"1847",24,7,4,6,27,"0"
"1848",24,8,44,7,31,"20"
"1849",24,9,79,8,24,"0"
"1850",24,10,37,1,25,"20"
"1851",24,11,34,2,11,"0"
"1852",24,12,23,3,24,"20"
"1853",24,13,13,4,16,"0"
"1854",24,14,31,5,33,"20"
"1855",24,15,20,6,19,"0"
"1856",24,16,56,7,18,"20"
"1857",24,17,3,8,17,"0"
"1858",24,18,30,1,21,"20"
"1859",24,19,59,2,16,"0"
"1860",24,20,71,3,20,"20"
"1861",24,21,60,4,18,"0"
"1862",24,22,64,5,19,"20"
"1863",24,23,74,6,29,"0"
"1864",24,24,52,7,21,"20"
"1865",24,25,67,8,17,"0"
"1866",24,26,27,1,26,"20"
"1867",24,27,68,2,14,"0"
"1868",24,28,8,3,15,"20"
"1869",24,29,75,4,26,"0"
"1870",24,30,48,5,18,"20"
"1871",24,31,16,6,19,"0"
"1872",24,32,10,7,20,"20"
"1873",24,33,50,8,12,"0"
"1874",24,34,36,1,18,"20"
"1875",24,35,54,2,19,"0"
"1876",24,36,49,3,22,"20"
"1877",24,37,26,4,16,"0"
"1878",24,38,80,5,20,"20"
"1879",24,39,55,6,24,"0"
"1880",24,40,38,7,17,"20"
"1881",24,41,53,8,19,"0"
"1882",24,42,41,1,26,"20"
"1883",24,43,69,2,17,"0"
"1884",24,44,15,3,19,"20"
"1885",24,45,51,4,12,"0"
"1886",24,46,29,5,39,"20"
"1887",24,47,11,6,17,"0"
"1888",24,48,12,7,33,"20"
"1889",24,49,70,8,11,"0"
"1890",24,50,78,1,18,"20"
"1891",24,51,42,2,17,"0"
"1892",24,52,2,3,13,"20"
"1893",24,53,7,4,17,"0"
"1894",24,54,32,5,25,"20"
"1895",24,55,9,6,23,"0"
"1896",24,56,28,7,19,"20"
"1897",24,57,6,8,24,"0"
"1898",24,58,39,1,22,"20"
"1899",24,59,21,2,16,"0"
"1900",24,60,66,3,18,"20"
"1901",24,61,76,4,33,"0"
"1902",24,62,46,5,23,"20"
"1903",24,63,17,6,23,"0"
"1904",24,64,33,7,18,"20"
"1905",24,65,62,8,27,"0"
"1906",24,66,73,1,27,"20"
"1907",24,67,24,2,27,"0"
"1908",24,68,72,3,17,"20"
"1909",24,69,43,4,26,"0"
"1910",24,70,77,5,42,"20"
"1911",24,71,40,6,14,"0"
"1912",24,72,35,7,31,"20"
"1913",24,73,57,8,18,"0"
"1914",24,74,19,1,20,"20"
"1915",24,75,65,2,23,"0"
"1916",24,76,61,3,22,"20"
"1917",24,77,47,4,26,"0"
"1918",24,78,18,5,19,"20"
"1919",24,79,5,6,21,"0"
"1920",24,80,25,7,21,"20"
"1921",25,1,4,1,14,"20"
"1922",25,2,48,2,16,"0"
"1923",25,3,43,3,11,"20"
"1924",25,4,5,4,15,"0"
"1925",25,5,76,5,15,"20"
"1926",25,6,31,6,18,"0"
"1927",25,7,58,7,17,"20"
"1928",25,8,16,8,15,"0"
"1929",25,9,56,1,15,"20"
"1930",25,10,6,2,20,"0"
"1931",25,11,29,3,13,"20"
"1932",25,12,50,4,11,"0"
"1933",25,13,9,5,14,"20"
"1934",25,14,57,6,12,"0"
"1935",25,15,8,7,12,"20"
"1936",25,16,71,8,10,"0"
"1937",25,17,62,1,17,"20"
"1938",25,18,49,2,11,"0"
"1939",25,19,73,3,9,"20"
"1940",25,20,1,4,19,"0"
"1941",25,21,59,5,15,"20"
"1942",25,22,55,6,16,"0"
"1943",25,23,60,7,18,"20"
"1944",25,24,32,8,20,"0"
"1945",25,25,40,1,14,"20"
"1946",25,26,36,2,14,"0"
"1947",25,27,78,3,23,"20"
"1948",25,28,13,4,25,"0"
"1949",25,29,2,5,22,"20"
"1950",25,30,23,6,15,"0"
"1951",25,31,33,7,17,"20"
"1952",25,32,77,8,13,"0"
"1953",25,33,35,1,11,"20"
"1954",25,34,7,2,20,"0"
"1955",25,35,34,3,14,"20"
"1956",25,36,22,4,17,"0"
"1957",25,37,67,5,16,"20"
"1958",25,38,72,6,16,"0"
"1959",25,39,63,7,18,"20"
"1960",25,40,21,8,15,"0"
"1961",25,41,11,1,17,"20"
"1962",25,42,69,2,15,"0"
"1963",25,43,12,3,17,"20"
"1964",25,44,45,4,12,"0"
"1965",25,45,53,5,13,"20"
"1966",25,46,66,6,13,"0"
"1967",25,47,75,7,9,"20"
"1968",25,48,70,8,10,"0"
"1969",25,49,14,1,17,"20"
"1970",25,50,46,2,13,"0"
"1971",25,51,24,3,17,"20"
"1972",25,52,25,4,15,"0"
"1973",25,53,3,5,21,"20"
"1974",25,54,65,6,20,"0"
"1975",25,55,74,7,14,"20"
"1976",25,56,64,8,10,"0"
"1977",25,57,27,1,16,"20"
"1978",25,58,26,2,23,"0"
"1979",25,59,79,3,15,"20"
"1980",25,60,18,4,13,"0"
"1981",25,61,20,5,21,"20"
"1982",25,62,54,6,16,"0"
"1983",25,63,39,7,17,"20"
"1984",25,64,68,8,14,"0"
"1985",25,65,52,1,17,"20"
"1986",25,66,51,2,14,"0"
"1987",25,67,28,3,17,"20"
"1988",25,68,47,4,16,"0"
"1989",25,69,61,5,14,"20"
"1990",25,70,19,6,16,"0"
"1991",25,71,17,7,14,"20"
"1992",25,72,37,8,15,"0"
"1993",25,73,42,1,17,"20"
"1994",25,74,10,2,16,"0"
"1995",25,75,44,3,19,"20"
"1996",25,76,41,4,18,"0"
"1997",25,77,38,5,16,"20"
"1998",25,78,80,6,10,"0"
"1999",25,79,30,7,15,"20"
"2000",25,80,15,8,14,"0"
"2001",26,1,13,2,23,"0"
"2002",26,2,64,3,12,"20"
"2003",26,3,57,4,31,"0"
"2004",26,4,1,5,25,"20"
"2005",26,5,46,6,33,"0"
"2006",26,6,2,7,24,"20"
"2007",26,7,52,8,21,"0"
"2008",26,8,59,1,14,"20"
"2009",26,9,43,2,16,"0"
"2010",26,10,61,3,17,"20"
"2011",26,11,9,4,16,"0"
"2012",26,12,76,5,12,"20"
"2013",26,13,72,6,31,"0"
"2014",26,14,20,7,41,"20"
"2015",26,15,35,8,25,"0"
"2016",26,16,31,1,9,"20"
"2017",26,17,68,2,21,"0"
"2018",26,18,49,3,16,"20"
"2019",26,19,10,4,8,"0"
"2020",26,20,4,5,26,"20"
"2021",26,21,25,6,20,"0"
"2022",26,22,53,7,27,"20"
"2023",26,23,79,8,17,"0"
"2024",26,24,67,1,29,"20"
"2025",26,25,74,2,20,"0"
"2026",26,26,6,3,50,"20"
"2027",26,27,23,4,27,"0"
"2028",26,28,48,5,18,"20"
"2029",26,29,8,6,29,"0"
"2030",26,30,47,7,32,"20"
"2031",26,31,24,8,53,"0"
"2032",26,32,66,1,14,"20"
"2033",26,33,22,2,20,"0"
"2034",26,34,21,3,24,"20"
"2035",26,35,3,4,22,"0"
"2036",26,36,51,5,30,"20"
"2037",26,37,80,6,22,"0"
"2038",26,38,71,7,38,"20"
"2039",26,39,77,8,19,"0"
"2040",26,40,26,1,35,"20"
"2041",26,41,33,2,22,"0"
"2042",26,42,60,3,28,"20"
"2043",26,43,38,4,34,"0"
"2044",26,44,70,5,20,"20"
"2045",26,45,65,6,11,"0"
"2046",26,46,27,7,20,"20"
"2047",26,47,45,8,17,"0"
"2048",26,48,75,1,25,"20"
"2049",26,49,37,2,43,"0"
"2050",26,50,17,3,11,"20"
"2051",26,51,11,4,20,"0"
"2052",26,52,56,5,20,"20"
"2053",26,53,16,6,17,"0"
"2054",26,54,40,7,50,"20"
"2055",26,55,78,8,14,"0"
"2056",26,56,41,1,15,"20"
"2057",26,57,36,2,20,"0"
"2058",26,58,73,3,14,"20"
"2059",26,59,58,4,17,"0"
"2060",26,60,15,5,32,"20"
"2061",26,61,62,6,30,"0"
"2062",26,62,63,7,28,"20"
"2063",26,63,39,8,20,"0"
"2064",26,64,28,1,14,"20"
"2065",26,65,29,2,13,"0"
"2066",26,66,54,3,27,"20"
"2067",26,67,7,4,26,"0"
"2068",26,68,34,5,28,"20"
"2069",26,69,5,6,18,"0"
"2070",26,70,14,7,59,"20"
"2071",26,71,69,8,21,"0"
"2072",26,72,32,1,21,"20"
"2073",26,73,50,2,41,"0"
"2074",26,74,44,3,27,"20"
"2075",26,75,55,4,17,"0"
"2076",26,76,42,5,24,"20"
"2077",26,77,12,6,15,"0"
"2078",26,78,30,7,29,"20"
"2079",26,79,19,8,26,"0"
"2080",26,80,18,1,21,"20"
"2081",27,1,73,3,17,"20"
"2082",27,2,42,4,16,"0"
"2083",27,3,68,5,19,"20"
"2084",27,4,53,6,14,"0"
"2085",27,5,30,7,20,"20"
"2086",27,6,46,8,25,"0"
"2087",27,7,19,1,15,"20"
"2088",27,8,66,2,14,"0"
"2089",27,9,7,3,28,"20"
"2090",27,10,36,4,22,"0"
"2091",27,11,3,5,17,"20"
"2092",27,12,40,6,10,"0"
"2093",27,13,17,7,22,"20"
"2094",27,14,26,8,18,"0"
"2095",27,15,48,1,12,"20"
"2096",27,16,12,2,16,"0"
"2097",27,17,45,3,23,"20"
"2098",27,18,9,4,17,"0"
"2099",27,19,70,5,11,"20"
"2100",27,20,63,6,8,"0"
"2101",27,21,61,7,15,"20"
"2102",27,22,52,8,19,"0"
"2103",27,23,5,1,28,"20"
"2104",27,24,2,2,20,"0"
"2105",27,25,14,3,14,"20"
"2106",27,26,20,4,16,"0"
"2107",27,27,35,5,14,"20"
"2108",27,28,44,6,15,"0"
"2109",27,29,31,7,17,"20"
"2110",27,30,4,8,17,"0"
"2111",27,31,22,1,17,"20"
"2112",27,32,50,2,16,"0"
"2113",27,33,65,3,12,"20"
"2114",27,34,8,4,25,"0"
"2115",27,35,10,5,21,"20"
"2116",27,36,76,6,17,"0"
"2117",27,37,21,7,21,"20"
"2118",27,38,27,8,21,"0"
"2119",27,39,55,1,16,"20"
"2120",27,40,1,2,15,"0"
"2121",27,41,77,3,19,"20"
"2122",27,42,60,4,17,"0"
"2123",27,43,16,5,25,"20"
"2124",27,44,24,6,25,"0"
"2125",27,45,39,7,9,"20"
"2126",27,46,75,8,17,"0"
"2127",27,47,78,1,11,"20"
"2128",27,48,38,2,15,"0"
"2129",27,49,32,3,10,"20"
"2130",27,50,74,4,15,"0"
"2131",27,51,80,5,22,"20"
"2132",27,52,51,6,14,"0"
"2133",27,53,69,7,23,"20"
"2134",27,54,37,8,16,"0"
"2135",27,55,56,1,18,"20"
"2136",27,56,23,2,17,"0"
"2137",27,57,25,3,24,"20"
"2138",27,58,59,4,16,"0"
"2139",27,59,18,5,24,"20"
"2140",27,60,57,6,15,"0"
"2141",27,61,71,7,16,"20"
"2142",27,62,49,8,20,"0"
"2143",27,63,15,1,21,"20"
"2144",27,64,13,2,14,"0"
"2145",27,65,72,3,14,"20"
"2146",27,66,47,4,17,"0"
"2147",27,67,54,5,23,"20"
"2148",27,68,67,6,16,"0"
"2149",27,69,28,7,17,"20"
"2150",27,70,43,8,16,"0"
"2151",27,71,33,1,15,"20"
"2152",27,72,58,2,20,"0"
"2153",27,73,11,3,27,"20"
"2154",27,74,64,4,35,"0"
"2155",27,75,6,5,16,"20"
"2156",27,76,79,6,15,"0"
"2157",27,77,62,7,14,"20"
"2158",27,78,29,8,17,"0"
"2159",27,79,34,1,13,"20"
"2160",27,80,41,2,12,"0"
"2161",28,1,23,4,13,"0"
"2162",28,2,31,5,10,"20"
"2163",28,3,60,6,13,"0"
"2164",28,4,38,7,20,"20"
"2165",28,5,10,8,15,"0"
"2166",28,6,28,1,21,"20"
"2167",28,7,56,2,24,"0"
"2168",28,8,54,3,22,"20"
"2169",28,9,6,4,13,"0"
"2170",28,10,65,5,15,"20"
"2171",28,11,9,6,11,"0"
"2172",28,12,80,7,10,"20"
"2173",28,13,4,8,13,"0"
"2174",28,14,63,1,15,"20"
"2175",28,15,46,2,10,"0"
"2176",28,16,26,3,9,"20"
"2177",28,17,11,4,14,"0"
"2178",28,18,72,5,12,"20"
"2179",28,19,69,6,10,"0"
"2180",28,20,33,7,14,"20"
"2181",28,21,30,8,13,"0"
"2182",28,22,20,1,12,"20"
"2183",28,23,32,2,16,"0"
"2184",28,24,66,3,28,"20"
"2185",28,25,57,4,11,"0"
"2186",28,26,8,5,18,"20"
"2187",28,27,15,6,13,"0"
"2188",28,28,47,7,22,"20"
"2189",28,29,62,8,9,"0"
"2190",28,30,79,1,11,"20"
"2191",28,31,78,2,12,"0"
"2192",28,32,18,3,11,"20"
"2193",28,33,43,4,10,"0"
"2194",28,34,51,5,16,"20"
"2195",28,35,59,6,8,"0"
"2196",28,36,19,7,16,"20"
"2197",28,37,64,8,15,"0"
"2198",28,38,77,1,17,"20"
"2199",28,39,1,2,10,"0"
"2200",28,40,50,3,13,"20"
"2201",28,41,27,4,10,"0"
"2202",28,42,55,5,14,"20"
"2203",28,43,75,6,9,"0"
"2204",28,44,2,7,18,"20"
"2205",28,45,74,8,7,"0"
"2206",28,46,12,1,18,"20"
"2207",28,47,7,2,10,"0"
"2208",28,48,58,3,22,"20"
"2209",28,49,13,4,10,"0"
"2210",28,50,76,5,11,"20"
"2211",28,51,34,6,12,"0"
"2212",28,52,25,7,24,"20"
"2213",28,53,45,8,13,"0"
"2214",28,54,48,1,22,"20"
"2215",28,55,22,2,13,"0"
"2216",28,56,61,3,14,"20"
"2217",28,57,36,4,17,"0"
"2218",28,58,40,5,18,"20"
"2219",28,59,44,6,16,"0"
"2220",28,60,21,7,14,"20"
"2221",28,61,67,8,17,"0"
"2222",28,62,16,1,15,"20"
"2223",28,63,70,2,21,"0"
"2224",28,64,41,3,26,"20"
"2225",28,65,3,4,13,"0"
"2226",28,66,5,5,28,"20"
"2227",28,67,53,6,18,"0"
"2228",28,68,39,7,14,"20"
"2229",28,69,29,8,13,"0"
"2230",28,70,73,1,22,"20"
"2231",28,71,35,2,8,"0"
"2232",28,72,49,3,26,"20"
"2233",28,73,37,4,15,"0"
"2234",28,74,24,5,16,"20"
"2235",28,75,14,6,9,"0"
"2236",28,76,52,7,21,"20"
"2237",28,77,68,8,14,"0"
"2238",28,78,17,1,15,"20"
"2239",28,79,71,2,9,"0"
"2240",28,80,42,3,10,"20"
"2241",29,1,26,5,10,"20"
"2242",29,2,13,6,11,"0"
"2243",29,3,70,7,15,"20"
"2244",29,4,65,8,20,"0"
"2245",29,5,48,1,20,"20"
"2246",29,6,57,2,16,"0"
"2247",29,7,37,3,21,"20"
"2248",29,8,50,4,18,"0"
"2249",29,9,14,5,16,"20"
"2250",29,10,19,6,13,"0"
"2251",29,11,73,7,13,"20"
"2252",29,12,41,8,12,"0"
"2253",29,13,67,1,12,"20"
"2254",29,14,74,2,18,"0"
"2255",29,15,8,3,12,"20"
"2256",29,16,30,4,15,"0"
"2257",29,17,7,5,22,"20"
"2258",29,18,9,6,9,"0"
"2259",29,19,39,7,10,"20"
"2260",29,20,56,8,11,"0"
"2261",29,21,69,1,11,"20"
"2262",29,22,4,2,14,"0"
"2263",29,23,23,3,15,"20"
"2264",29,24,47,4,12,"0"
"2265",29,25,71,5,12,"20"
"2266",29,26,61,6,15,"0"
"2267",29,27,79,7,14,"20"
"2268",29,28,64,8,14,"0"
"2269",29,29,78,1,13,"20"
"2270",29,30,6,2,12,"0"
"2271",29,31,2,3,13,"20"
"2272",29,32,3,4,16,"0"
"2273",29,33,36,5,9,"20"
"2274",29,34,35,6,16,"0"
"2275",29,35,51,7,14,"20"
"2276",29,36,77,8,12,"0"
"2277",29,37,29,1,20,"20"
"2278",29,38,5,2,24,"0"
"2279",29,39,15,3,17,"20"
"2280",29,40,49,4,12,"0"
"2281",29,41,40,5,12,"20"
"2282",29,42,31,6,12,"0"
"2283",29,43,28,7,23,"20"
"2284",29,44,63,8,10,"0"
"2285",29,45,66,1,10,"20"
"2286",29,46,55,2,12,"0"
"2287",29,47,22,3,10,"20"
"2288",29,48,72,4,14,"0"
"2289",29,49,24,5,9,"20"
"2290",29,50,12,6,15,"0"
"2291",29,51,80,7,13,"20"
"2292",29,52,27,8,21,"0"
"2293",29,53,18,1,21,"20"
"2294",29,54,52,2,17,"0"
"2295",29,55,68,3,14,"20"
"2296",29,56,53,4,9,"0"
"2297",29,57,44,5,14,"20"
"2298",29,58,62,6,15,"0"
"2299",29,59,25,7,19,"20"
"2300",29,60,10,8,9,"0"
"2301",29,61,20,1,27,"20"
"2302",29,62,1,2,22,"0"
"2303",29,63,38,3,11,"20"
"2304",29,64,54,4,16,"0"
"2305",29,65,76,5,13,"20"
"2306",29,66,16,6,17,"0"
"2307",29,67,75,7,27,"20"
"2308",29,68,46,8,13,"0"
"2309",29,69,34,1,19,"20"
"2310",29,70,59,2,12,"0"
"2311",29,71,11,3,13,"20"
"2312",29,72,32,4,16,"0"
"2313",29,73,58,5,13,"20"
"2314",29,74,17,6,14,"0"
"2315",29,75,33,7,14,"20"
"2316",29,76,21,8,25,"0"
"2317",29,77,42,1,12,"20"
"2318",29,78,45,2,12,"0"
"2319",29,79,43,3,13,"20"
"2320",29,80,60,4,12,"0"
"2321",30,1,69,6,12,"0"
"2322",30,2,44,7,11,"20"
"2323",30,3,53,8,14,"0"
"2324",30,4,21,1,15,"20"
"2325",30,5,41,2,9,"0"
"2326",30,6,64,3,20,"20"
"2327",30,7,23,4,19,"0"
"2328",30,8,79,5,14,"20"
"2329",30,9,71,6,19,"0"
"2330",30,10,68,7,15,"20"
"2331",30,11,7,8,19,"0"
"2332",30,12,26,1,18,"20"
"2333",30,13,61,2,14,"0"
"2334",30,14,9,3,21,"20"
"2335",30,15,2,4,13,"0"
"2336",30,16,17,5,14,"20"
"2337",30,17,4,6,16,"0"
"2338",30,19,37,8,26,"0"
"2339",30,20,60,1,15,"20"
"2340",30,21,75,2,10,"0"
"2341",30,22,3,3,20,"20"
"2342",30,23,14,4,14,"0"
"2343",30,24,27,5,16,"20"
"2344",30,25,20,6,19,"0"
"2345",30,26,29,7,20,"20"
"2346",30,27,38,8,12,"0"
"2347",30,28,76,1,24,"20"
"2348",30,29,66,2,15,"0"
"2349",30,30,49,3,11,"20"
"2350",30,31,77,4,18,"0"
"2351",30,32,15,5,15,"20"
"2352",30,33,8,6,18,"0"
"2353",30,34,5,7,21,"20"
"2354",30,35,50,8,20,"0"
"2355",30,36,34,1,15,"20"
"2356",30,37,19,2,25,"0"
"2357",30,38,36,3,17,"20"
"2358",30,39,46,4,12,"0"
"2359",30,40,65,5,12,"20"
"2360",30,41,55,6,12,"0"
"2361",30,42,59,7,31,"20"
"2362",30,43,48,8,11,"0"
"2363",30,44,33,1,17,"20"
"2364",30,45,6,2,29,"0"
"2365",30,46,43,3,13,"20"
"2366",30,47,13,4,7,"0"
"2367",30,48,47,5,11,"20"
"2368",30,49,1,6,24,"0"
"2369",30,50,35,7,33,"20"
"2370",30,51,11,8,13,"0"
"2371",30,52,56,1,16,"20"
"2372",30,53,67,2,18,"0"
"2373",30,54,78,3,31,"20"
"2374",30,55,63,4,15,"0"
"2375",30,56,45,5,15,"20"
"2376",30,57,31,6,10,"0"
"2377",30,58,52,7,13,"20"
"2378",30,59,74,8,12,"0"
"2379",30,60,54,1,26,"20"
