"","sub","item","cond","seq","line","dataFile","prev","deg","Nfix_1st","Nfix_2nd","Nfix_all"
"1392",1,70,4,68,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",6,4,16
"1414",1,109,1,69,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",6,4,14
"1432",1,39,3,70,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",6,20,29
"1471",1,14,2,71,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",8,1,14
"1488",1,112,4,72,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",7,0,13
"1505",1,87,3,73,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",6,8,17
"1530",1,13,1,75,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",5,11,19
"1560",1,119,5,76,1,"D:/Data/E1DEG/E1DEG1.asc","orth","20",6,4,14
"1577",1,136,4,77,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",8,3,12
"1595",1,67,1,78,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",5,4,14
"1609",1,133,1,79,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",7,2,14
"1626",1,93,3,80,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",5,3,11
"1643",1,51,3,81,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",10,0,14
"1659",1,113,5,82,1,"D:/Data/E1DEG/E1DEG1.asc","orth","20",6,7,17
"1683",1,114,6,83,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",6,4,11
"1703",1,20,2,84,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",6,2,13
"1716",1,82,4,85,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",5,6,15
"1735",1,35,5,86,1,"D:/Data/E1DEG/E1DEG1.asc","orth","20",6,2,13
"1753",1,55,1,87,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",7,2,13
"1768",1,38,2,88,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",4,4,12
"1787",1,137,5,89,1,"D:/Data/E1DEG/E1DEG1.asc","orth","20",9,6,16
"1803",1,43,1,90,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",6,8,16
"1823",1,124,4,91,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",8,3,16
"1841",1,68,2,92,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",7,5,17
"1865",1,73,1,93,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",5,2,11
"1881",1,90,6,94,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",8,6,17
"1908",1,9,3,95,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",6,2,13
"1923",1,56,2,96,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",5,15,22
"1949",1,34,4,97,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",4,1,9
"1963",1,75,3,98,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",10,6,19
"1988",1,115,1,99,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",5,3,13
"2001",1,94,4,100,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",8,3,16
"2019",1,5,5,101,1,"D:/Data/E1DEG/E1DEG1.asc","orth","20",9,3,16
"2043",1,57,3,102,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",5,0,11
"2061",1,120,6,103,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",6,1,9
"2072",1,24,6,104,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",4,3,11
"2087",1,29,5,105,1,"D:/Data/E1DEG/E1DEG1.asc","orth","20",6,6,15
"2108",1,27,3,106,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",7,2,14
"2124",1,78,6,107,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",7,1,10
"2135",1,30,6,108,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",7,0,11
"2149",1,79,1,109,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",8,2,16
"2168",1,21,3,110,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",8,1,14
"2185",1,18,6,111,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",6,5,14
"2201",1,108,6,112,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",7,17,25
"2240",1,74,2,113,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",5,3,13
"2257",1,46,4,114,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",9,1,16
"2276",1,132,6,115,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",7,1,9
"2287",1,97,1,116,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",7,0,13
"2302",1,103,1,117,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",7,4,15
"2321",1,130,4,118,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",10,1,16
"2340",1,99,3,119,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",5,5,17
"2364",1,31,1,120,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",10,4,16
"2384",1,6,6,121,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",8,1,13
"2399",1,116,2,122,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",8,0,13
"2412",1,50,2,123,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",8,1,14
"2428",1,72,6,124,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",6,4,12
"2443",1,77,5,125,1,"D:/Data/E1DEG/E1DEG1.asc","orth","20",9,2,14
"2460",1,84,6,126,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",11,1,15
"2479",1,10,4,127,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",9,1,16
"2497",1,111,3,128,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",7,2,13
"2517",1,127,1,129,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",5,2,11
"2532",1,106,4,130,1,"D:/Data/E1DEG/E1DEG1.asc","valid","20",6,1,10
"2544",1,81,3,131,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",6,0,13
"2559",1,63,3,132,1,"D:/Data/E1DEG/E1DEG1.asc","mask","0",7,0,14
"2573",1,8,2,133,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",7,1,17
"2590",1,1,1,134,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",7,0,14
"2606",1,12,6,135,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",7,2,16
"2625",1,96,6,136,1,"D:/Data/E1DEG/E1DEG1.asc","mask","20",11,2,16
"2641",1,91,1,137,1,"D:/Data/E1DEG/E1DEG1.asc","valid","0",7,1,13
"2656",1,86,2,138,1,"D:/Data/E1DEG/E1DEG1.asc","orth","0",6,0,13
"2669",2,57,4,1,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",13,1,20
"2693",2,136,5,2,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",10,13,27
"2728",2,20,3,3,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",8,6,17
"2748",2,38,3,4,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",11,3,16
"2767",2,6,1,5,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",13,3,19
"2788",2,17,6,6,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",13,13,30
"2822",2,70,5,7,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",12,17,33
"2862",2,55,2,8,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",10,6,21
"2885",2,86,3,9,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",11,12,26
"2912",2,122,3,10,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",11,1,14
"2927",2,39,4,11,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",11,6,22
"2952",2,101,6,12,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",13,3,20
"2973",2,115,2,13,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",11,1,17
"2991",2,130,5,14,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",16,5,27
"3018",2,33,4,15,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",13,1,20
"3038",2,124,5,16,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",14,3,21
"3060",2,64,5,17,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",12,1,18
"3080",2,50,3,18,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",13,0,18
"3098",2,35,6,19,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",10,5,18
"3120",2,37,2,20,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",11,8,23
"3145",2,58,5,21,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",12,6,23
"3171",2,25,2,22,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",9,2,17
"3191",2,26,3,23,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",12,3,21
"3216",2,27,4,24,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",11,7,23
"3243",2,75,4,25,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",8,18,30
"3275",2,80,3,26,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",13,0,19
"3294",2,72,1,27,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",10,3,16
"3313",2,21,4,28,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",11,3,19
"3338",2,98,3,29,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",16,5,22
"3361",2,65,6,30,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",13,2,20
"3381",2,31,2,31,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",13,2,19
"3402",2,116,3,32,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",12,0,17
"3421",2,30,1,33,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",10,1,14
"3436",2,73,2,34,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",11,0,17
"3456",2,81,4,35,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",9,0,16
"3472",2,4,5,36,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",14,2,21
"3496",2,112,5,37,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",8,7,18
"3515",2,82,5,38,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",16,0,21
"3537",2,60,1,39,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",16,3,25
"3563",2,79,2,40,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",11,0,18
"3581",2,71,6,41,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",10,0,15
"3596",2,68,3,42,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",12,4,22
"3623",2,32,3,43,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",15,0,22
"3646",2,104,3,44,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",13,1,18
"3665",2,107,6,45,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",13,0,17
"3684",2,66,1,46,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",9,1,16
"3701",2,8,3,47,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",13,0,20
"3721",2,18,1,48,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",9,5,17
"3742",2,114,1,49,NA,"D:/Data/E1DEG/E1DEG2.asc","valid","0",12,2,15
"3757",2,117,4,50,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",10,2,16
"3773",2,121,2,51,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",10,0,14
"3790",2,131,6,52,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",11,4,19
"3809",2,119,6,53,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",14,1,19
"3830",2,29,6,54,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",12,0,14
"3845",2,42,1,55,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",11,3,16
"3862",2,111,4,56,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",12,1,19
"3883",2,118,5,57,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",13,0,16
"3900",2,12,1,58,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",12,2,20
"3924",2,69,4,59,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",6,5,15
"3939",2,44,3,60,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",9,2,13
"3953",2,36,1,61,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",11,0,15
"3969",2,22,5,62,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",10,4,18
"3987",2,46,5,63,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",13,0,17
"4006",2,76,5,64,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",10,5,19
"4027",2,9,4,65,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",10,0,16
"4046",2,138,1,66,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",14,3,22
"4069",2,14,3,67,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",15,1,21
"4090",2,95,6,68,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",14,1,21
"4111",2,19,2,69,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",12,1,17
"4128",2,34,5,70,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",11,4,18
"4149",2,15,4,71,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",9,4,14
"4165",2,3,4,72,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",14,0,19
"4185",2,59,6,73,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",10,4,17
"4203",2,74,3,74,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",13,2,18
"4222",2,10,5,75,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",11,3,20
"4247",2,106,5,76,NA,"D:/Data/E1DEG/E1DEG2.asc","orth","20",11,2,15
"4262",2,133,2,77,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",3,5,14
"4284",2,54,1,78,NA,"D:/Data/E1DEG/E1DEG2.asc","valid","0",13,0,17
"4301",2,11,6,79,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",9,0,15
"4317",2,13,2,80,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",11,5,20
"4337",2,105,4,81,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",9,1,13
"4350",2,128,3,82,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",12,0,18
"4368",2,132,1,83,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",13,3,21
"4390",2,127,2,84,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",10,1,17
"4408",2,123,4,85,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",13,2,20
"4428",2,92,3,86,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",11,6,22
"4450",2,63,4,87,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",10,1,16
"4466",2,53,6,88,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",11,3,18
"4484",2,52,5,89,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",11,0,15
"4499",2,96,1,90,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",11,4,19
"4520",2,40,5,91,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",11,3,20
"4544",2,83,6,92,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",12,2,18
"4564",2,84,1,93,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",10,0,14
"4578",2,56,3,94,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",9,3,14
"4596",2,110,3,95,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",9,0,13
"4611",2,93,4,96,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",9,0,12
"4625",2,100,5,97,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",9,0,13
"4641",2,1,2,98,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",9,0,14
"4657",2,62,3,99,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",7,3,15
"4674",2,109,2,100,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",10,4,19
"4693",2,103,2,101,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",13,3,18
"4713",2,90,1,102,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",9,6,17
"4734",2,48,1,103,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",7,1,12
"4747",2,23,6,104,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",7,4,13
"4764",2,16,5,105,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",13,5,22
"4786",2,5,6,106,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",13,0,18
"4804",2,87,4,107,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",10,0,16
"4821",2,125,6,108,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",9,0,11
"4834",2,126,1,109,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",10,4,19
"4855",2,41,6,110,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",10,0,15
"4871",2,24,1,111,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",10,0,14
"4885",2,78,1,112,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",9,4,15
"4900",2,102,1,113,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",11,0,12
"4912",2,120,1,114,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",9,8,19
"4936",2,2,3,115,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",11,0,16
"4953",2,51,4,116,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",9,3,16
"4970",2,134,3,117,1,"D:/Data/E1DEG/E1DEG2.asc","mask","0",9,2,17
"4987",2,137,6,118,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",12,3,17
"5005",2,108,1,119,1,"D:/Data/E1DEG/E1DEG2.asc","valid","0",11,2,17
"5026",2,113,6,120,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",10,0,12
"5038",2,99,4,121,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",10,1,16
"5056",2,28,5,122,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",11,0,14
"5073",2,129,4,123,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",9,2,15
"5090",2,135,4,124,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",11,0,19
"5112",2,77,6,125,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",11,0,17
"5129",2,61,2,126,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",9,1,14
"5145",2,88,5,127,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",12,0,16
"5163",2,91,2,128,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",14,0,17
"5180",2,47,6,129,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",9,1,15
"5195",2,49,2,130,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",13,0,19
"5214",2,45,4,131,1,"D:/Data/E1DEG/E1DEG2.asc","valid","20",9,0,13
"5228",2,85,2,132,NA,"D:/Data/E1DEG/E1DEG2.asc","orth","0",14,0,19
"5251",2,43,2,133,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",10,0,13
"5264",2,97,2,134,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",15,0,19
"5283",2,67,2,135,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",10,0,14
"5297",2,7,2,136,1,"D:/Data/E1DEG/E1DEG2.asc","orth","0",11,3,18
"5317",2,89,6,137,1,"D:/Data/E1DEG/E1DEG2.asc","mask","20",13,0,18
"5335",2,94,5,138,1,"D:/Data/E1DEG/E1DEG2.asc","orth","20",12,4,22
"5357",3,116,4,1,NA,"D:/Data/E1DEG/E1DEG3.asc","valid","20",9,8,19
"5378",3,20,4,2,1,"D:/Data/E1DEG/E1DEG3.asc","valid","20",9,2,16
"5394",3,102,2,3,1,"D:/Data/E1DEG/E1DEG3.asc","orth","0",7,1,11
"5407",3,110,4,4,1,"D:/Data/E1DEG/E1DEG3.asc","valid","20",9,4,18
"5425",3,17,1,5,1,"D:/Data/E1DEG/E1DEG3.asc","valid","0",10,5,19
"5445",3,138,2,6,1,"D:/Data/E1DEG/E1DEG3.asc","orth","0",9,3,15
"5461",3,68,4,7,1,"D:/Data/E1DEG/E1DEG3.asc","valid","20",10,2,18
"5480",3,51,5,8,1,"D:/Data/E1DEG/E1DEG3.asc","orth","20",8,1,14
"5495",3,82,6,9,1,"D:/Data/E1DEG/E1DEG3.asc","mask","20",7,2,15
"5510",3,53,1,10,NA,"D:/Data/E1DEG/E1DEG3.asc","valid","0",10,3,19
"5529",3,72,2,11,1,"D:/Data/E1DEG/E1DEG3.asc","orth","0",7,2,13
"5542",3,133,3,12,NA,"D:/Data/E1DEG/E1DEG3.asc","mask","0",10,2,19
"5561",3,16,6,13,NA,"D:/Data/E1DEG/E1DEG3.asc","mask","20",8,3,19
"5580",3,107,1,14,1,"D:/Data/E1DEG/E1DEG3.asc","valid","0",9,2,17
"5598",3,131,1,15,1,"D:/Data/E1DEG/E1DEG3.asc","valid","0",8,4,19
"5617",3,8,4,16,NA,"D:/Data/E1DEG/E1DEG3.asc","valid","20",11,8,22
