"","sub","cond","item","seq","start_time","end_time","duration_ms","deg","prev"
"1003",4,4,49,65,4092686,4096051,3365,"20","valid"
"1023",4,5,110,66,4130847,4134478,3631,"20","orth"
"1033",4,3,12,67,4138044,4141555,3511,"0","mask"
"1053",4,6,63,68,4148000,4150866,2866,"20","mask"
"1063",4,4,91,69,4154377,4158069,3692,"20","valid"
"1072",4,3,78,70,4161302,4164184,2882,"0","mask"
"1081",4,3,108,71,4167274,4171430,4156,"0","mask"
"1092",4,6,45,72,4179286,4183172,3886,"20","mask"
"1113",4,4,43,73,4189832,4192948,3116,"20","valid"
"1132",4,1,34,74,4201401,4204618,3217,"0","valid"
"1153",4,1,58,75,4212770,4216554,3784,"0","valid"
"1162",4,3,90,76,4219920,4223497,3577,"0","mask"
"1171",4,2,107,77,4233305,4236467,3162,"0","orth"
"1183",4,1,124,78,4240300,4243090,2790,"0","valid"
"1192",4,5,2,79,4246249,4249272,3023,"20","orth"
"1211",4,1,112,80,4255861,4258238,2377,"0","valid"
"1223",4,6,39,81,4262632,4265589,2957,"20","mask"
"1243",4,2,53,82,4272867,4276293,3426,"0","orth"
"1262",4,1,46,83,4282230,4284855,2625,"0","valid"
"1282",4,5,80,84,4291760,4295653,3893,"20","orth"
"1293",4,4,79,85,4299803,4303798,3995,"20","valid"
"1301",4,2,113,86,4309040,4312198,3158,"0","orth"
"1313",4,5,104,87,4316779,4320162,3383,"20","orth"
"1323",4,3,84,88,4324341,4327653,3312,"0","mask"
"1332",4,2,71,89,4331794,4334470,2676,"0","orth"
"1341",4,6,75,90,4337623,4341710,4087,"20","mask"
"1353",4,5,20,91,4345815,4349331,3516,"20","orth"
"1372",4,2,41,92,4356829,4359948,3119,"0","orth"
"1391",4,5,74,93,4366219,4369573,3354,"20","orth"
"1403",4,1,28,94,4373459,4376968,3509,"0","valid"
"1422",4,6,105,95,4383172,4386549,3377,"20","mask"
"1432",4,2,29,96,4389537,4393161,3624,"0","orth"
"1451",4,1,136,97,4399496,4402804,3308,"0","valid"
"1463",4,4,97,98,4405698,4408622,2924,"20","valid"
"1472",4,3,30,99,4411522,4414234,2712,"0","mask"
"1493",4,1,70,100,4422631,4426250,3619,"0","valid"
"1502",4,5,98,101,4429519,4433113,3594,"20","orth"
"1513",4,2,11,102,4436356,4438825,2469,"0","orth"
"1531",4,5,68,103,4445718,4450502,4784,"20","orth"
"1542",4,3,138,104,4454321,4457832,3511,"0","mask"
"1552",4,4,85,105,4461420,4465696,4276,"20","valid"
"1562",4,2,119,106,4469449,4473419,3970,"0","orth"
"1572",4,4,1,107,4477218,4480796,3578,"20","valid"
"1591",4,6,117,108,4487628,4490499,2871,"20","mask"
"1603",4,4,13,109,4493452,4496687,3235,"20","valid"
"1623",4,1,64,110,4503109,4507150,4041,"0","valid"
"1633",4,3,102,111,4511880,4515810,3930,"0","mask"
"1642",4,3,126,112,4519405,4523115,3710,"0","mask"
"1652",4,1,52,113,4526746,4530197,3451,"0","valid"
"1672",4,6,87,114,4538277,4542462,4185,"20","mask"
"1683",4,3,120,115,4545679,4549457,3778,"0","mask"
"1693",4,6,93,116,4552710,4555837,3127,"20","mask"
"1702",4,1,106,117,4558918,4561946,3028,"0","valid"
"1712",4,1,94,118,4565458,4569386,3928,"0","valid"
"1723",4,2,65,119,4572586,4575201,2615,"0","orth"
"1732",4,5,8,120,4578534,4582338,3804,"20","orth"
"1753",4,4,121,121,4588612,4591956,3344,"20","valid"
"1763",4,2,95,122,4595630,4598530,2900,"0","orth"
"1771",4,4,7,123,4601959,4606097,4138,"20","valid"
"1792",4,2,17,124,4613275,4616780,3505,"0","orth"
"1813",4,2,23,125,4623357,4626389,3032,"0","orth"
"1832",4,3,6,126,4633913,4637639,3726,"0","mask"
"1852",4,6,111,127,4644136,4647146,3010,"20","mask"
"1863",4,5,122,128,4650276,4653392,3116,"20","orth"
"1871",4,5,44,129,4656858,4659984,3126,"20","orth"
"1893",4,1,76,130,4666164,4669747,3583,"0","valid"
"1901",4,4,55,131,4673366,4676237,2871,"20","valid"
"1914",4,5,56,132,4679517,4683302,3785,"20","orth"
"1922",4,6,3,133,4686797,4690201,3404,"20","mask"
"1942",4,2,47,134,4696785,4699691,2906,"0","orth"
"1962",4,5,26,135,4706029,4708881,2852,"20","orth"
"1982",4,6,27,136,4715846,4718982,3136,"20","mask"
"2003",4,6,69,137,4725267,4727751,2484,"20","mask"
"2013",4,1,100,138,4730328,4732817,2489,"0","valid"
"1011",5,3,113,1,6012393,6015650,3257,"0","mask"
"1114",5,4,102,2,6018779,6024407,5628,"20","valid"
"1212",5,1,135,3,6028437,6031723,3286,"0","valid"
"1314",5,1,69,4,6035664,6038821,3157,"0","valid"
"1415",5,5,61,5,6042964,6047546,4582,"20","orth"
"1510",5,2,10,6,6052228,6057916,5688,"0","orth"
"1713",5,2,100,7,6065553,6070245,4692,"0","orth"
"1814",5,3,125,8,6076505,6081955,5450,"0","mask"
"1915",5,2,22,9,6087189,6090479,3290,"0","orth"
"212",5,5,7,10,6097423,6100061,2638,"20","orth"
"231",5,5,109,11,6108094,6113206,5112,"20","orth"
"244",5,3,53,12,6116201,6119394,3193,"0","mask"
"264",5,6,98,13,6127354,6130316,2962,"20","mask"
"273",5,2,28,14,6133536,6136798,3262,"0","orth"
"293",5,6,116,15,6142855,6149836,6981,"20","mask"
"303",5,6,44,16,6154198,6156653,2455,"20","mask"
"323",5,3,41,17,6164203,6169316,5113,"0","mask"
"342",5,4,60,18,6177747,6182652,4905,"20","valid"
"354",5,1,117,19,6187316,6191495,4179,"0","valid"
"362",5,4,72,20,6194439,6197821,3382,"20","valid"
"373",5,1,33,21,6203170,6207622,4452,"0","valid"
"393",5,6,128,22,6215231,6221717,6486,"20","mask"
"403",5,2,136,23,6226196,6232645,6449,"0","orth"
"413",5,4,108,24,6236071,6240515,4444,"20","valid"
"424",5,3,65,25,6244745,6249365,4620,"0","mask"
"432",5,5,127,26,6252318,6256057,3739,"20","orth"
"443",5,5,55,27,6261461,6264426,2965,"20","orth"
"451",5,6,8,28,6268085,6272922,4837,"20","mask"
"472",5,4,36,29,6282694,6289132,6438,"20","valid"
"492",5,4,66,30,6330982,6336241,5259,"20","valid"
"502",5,5,25,31,6339667,6343433,3766,"20","orth"
"523",5,2,16,32,6351655,6354953,3298,"0","orth"
"542",5,1,27,33,6363008,6367975,4967,"0","valid"
"562",5,5,43,34,6374287,6377702,3415,"20","orth"
"584",5,6,134,35,6386257,6388834,2577,"20","mask"
"594",5,1,87,36,6392280,6396074,3794,"0","valid"
"603",5,3,47,37,6399304,6401736,2432,"0","mask"
"624",5,2,76,38,6409169,6415018,5849,"0","orth"
"633",5,2,130,39,6419391,6423729,4338,"0","orth"
"643",5,2,58,40,6427407,6431312,3905,"0","orth"
"654",5,2,64,41,6434481,6439113,4632,"0","orth"
"663",5,5,97,42,6443374,6446997,3623,"20","orth"
"673",5,1,15,43,6452251,6455329,3078,"0","valid"
"693",5,3,89,44,6462938,6468093,5155,"0","mask"
"703",5,2,4,45,6471381,6477966,6585,"0","orth"
"724",5,4,24,46,6489542,6493409,3867,"20","valid"
"742",5,5,91,47,6499894,6502826,2932,"20","orth"
"753",5,6,110,48,6505921,6508682,2761,"20","mask"
"763",5,4,84,49,6511612,6516467,4855,"20","valid"
"773",5,6,26,50,6519663,6524092,4429,"20","mask"
"793",5,6,38,51,6533303,6536381,3078,"20","mask"
"813",5,6,86,52,6542871,6547849,4978,"20","mask"
"823",5,3,29,53,6551049,6554285,3236,"0","mask"
"844",5,2,106,54,6560918,6563230,2312,"0","orth"
"851",5,3,83,55,6571604,6578018,6414,"0","mask"
"864",5,3,11,56,6583149,6589649,6500,"0","mask"
"883",5,6,92,57,6597458,6603003,5545,"20","mask"
"892",5,5,85,58,6607087,6610668,3581,"20","orth"
"903",5,4,18,59,6615864,6618389,2525,"20","valid"
"922",5,2,88,60,6625074,6627973,2899,"0","orth"
"932",5,2,124,61,6631999,6635730,3731,"0","orth"
"943",5,6,56,62,6639457,6644207,4750,"20","mask"
"952",5,4,12,63,6648060,6650484,2424,"20","valid"
"973",5,6,50,64,6656786,6659456,2670,"20","mask"
"993",5,6,62,65,6668488,6670870,2382,"20","mask"
"1004",5,3,17,66,6731604,6736754,5150,"0","mask"
"1024",5,1,57,67,6752883,6755869,2986,"0","valid"
"1034",5,4,96,68,6758965,6761737,2772,"20","valid"
"1041",5,5,13,69,6764700,6768581,3881,"20","orth"
"1064",5,3,95,70,6774687,6778664,3977,"0","mask"
"1073",5,3,71,71,6782221,6784428,2207,"0","mask"
"1082",5,1,39,72,6787596,6791139,3543,"0","valid"
"1101",5,1,21,73,6799230,6801516,2286,"0","valid"
"1122",5,3,5,74,6807928,6812976,5048,"0","mask"
"1141",5,3,131,75,6820156,6827181,7025,"0","mask"
"1154",5,4,114,76,6831711,6837217,5506,"20","valid"
"1163",5,4,132,77,6841887,6844727,2840,"20","valid"
"1172",5,2,82,78,6848099,6851670,3571,"0","orth"
"1184",5,1,3,79,6859090,6865620,6530,"0","valid"
"1203",5,5,37,80,6880354,6883819,3465,"20","orth"
"1224",5,5,133,81,6891632,6894532,2900,"20","orth"
"1232",5,4,6,82,6897994,6902259,4265,"20","valid"
"1252",5,1,45,83,6908503,6912514,4011,"0","valid"
"1272",5,5,49,84,6922359,6926524,4165,"20","orth"
"1294",5,4,120,85,6934848,6934860,12,"20","valid"
"1302",5,6,74,86,6937926,6943971,6045,"20","mask"
"1315",5,1,63,87,6947359,6951374,4015,"0","valid"
"1324",5,1,129,88,6955773,6959998,4225,"0","valid"
"1333",5,5,1,89,6963244,6966643,3399,"20","orth"
"1354",5,3,77,90,6974642,6979205,4563,"0","mask"
"1361",5,1,99,91,6982565,6986352,3787,"0","valid"
"1373",5,5,31,92,6989968,6993532,3564,"20","orth"
"1392",5,3,137,93,7001964,7006968,5004,"0","mask"
"1404",5,6,122,94,7010345,7013402,3057,"20","mask"
"1416",5,5,67,95,7019930,7022574,2644,"20","orth"
"1423",5,1,81,96,7028339,7031877,3538,"0","valid"
"1433",5,2,70,97,7036413,7040829,4416,"0","orth"
"1443",5,3,107,98,7044349,7047661,3312,"0","mask"
"1452",5,6,14,99,7051671,7056350,4679,"20","mask"
"1473",5,1,111,100,7064493,7066938,2445,"0","valid"
"1483",5,4,30,101,7069893,7072562,2669,"20","valid"
"1503",5,4,48,102,7078951,7081155,2204,"20","valid"
"1523",5,5,79,103,7088066,7091119,3053,"20","orth"
"1532",5,4,54,104,7094305,7097542,3237,"20","valid"
"1553",5,5,121,105,7104038,7108457,4419,"20","orth"
"1563",5,6,80,106,7111981,7114822,2841,"20","mask"
"1573",5,6,68,107,7117833,7121381,3548,"20","mask"
"1582",5,3,23,108,7124477,7126949,2472,"0","mask"
"1604",5,2,94,109,7135383,7139699,4316,"0","orth"
"1612",5,1,9,110,7145609,7153821,8212,"0","valid"
"1634",5,4,42,111,7161812,7164989,3177,"20","valid"
"1653",5,6,104,112,7175065,7177742,2677,"20","mask"
"1661",5,6,20,113,7180863,7183408,2545,"20","mask"
"1684",5,2,112,114,7193446,7195524,2078,"0","orth"
"1694",5,3,35,115,7199865,7203236,3371,"0","mask"
"1714",5,5,73,116,7209874,7211951,2077,"20","orth"
"1724",5,5,19,117,7215090,7217636,2546,"20","orth"
"1743",5,6,2,118,7226003,7229052,3049,"20","mask"
"1764",5,1,75,119,7237005,7242315,5310,"0","valid"
"1772",5,3,119,120,7245986,7250124,4138,"0","mask"
"1783",5,3,101,121,7256302,7258954,2652,"0","mask"
"1793",5,4,90,122,7262386,7265504,3118,"20","valid"
"1802",5,2,46,123,7270859,7273402,2543,"0","orth"
"1822",5,5,103,124,7282166,7285364,3198,"20","orth"
"1833",5,2,52,125,7289197,7291736,2539,"0","orth"
"1853",5,1,51,126,7298370,7301607,3237,"0","valid"
"1872",5,2,118,127,7308324,7310951,2627,"0","orth"
"1882",5,2,34,128,7314174,7316967,2793,"0","orth"
"1902",5,1,105,129,7323174,7325836,2662,"0","valid"
"1916",5,4,78,130,7329018,7331047,2029,"20","valid"
"1923",5,1,123,131,7336776,7340284,3508,"0","valid"
"1932",5,6,32,132,7377750,7381356,3606,"20","mask"
"1952",5,5,115,133,7387435,7389959,2524,"20","orth"
"1963",5,4,126,134,7392945,7397025,4080,"20","valid"
"1973",5,2,40,135,7400462,7404834,4372,"0","orth"
"1991",5,4,138,136,7413831,7418864,5033,"20","valid"
"2004",5,3,59,137,7423083,7429278,6195,"0","mask"
"2014",5,1,93,138,7432584,7434729,2145,"0","valid"
"1012",6,3,94,1,8209418,8214795,5377,"0","mask"
"1115",6,1,104,2,8219681,8222699,3018,"0","valid"
"1213",6,6,61,3,8225871,8228710,2839,"20","mask"
"1316",6,4,65,4,8231743,8234848,3105,"20","valid"
"1417",6,3,46,5,8239073,8241679,2606,"0","mask"
"1613",6,5,132,6,8249003,8252761,3758,"20","orth"
"1715",6,3,124,7,8256067,8261005,4938,"0","mask"
"1815",6,4,17,8,8264477,8269282,4805,"20","valid"
"204",6,4,137,9,8275673,8280285,4612,"20","valid"
"213",6,6,73,10,8283377,8287489,4112,"20","mask"
"224",6,1,92,11,8291181,8294439,3258,"0","valid"
"232",6,5,84,12,8297532,8301983,4451,"20","orth"
"245",6,5,120,13,8305615,8309307,3692,"20","orth"
"251",6,4,77,14,8312459,8316038,3579,"20","valid"
"265",6,2,123,15,8319757,8323449,3692,"0","orth"
"274",6,3,34,16,8326688,8329966,3278,"0","mask"
"294",6,1,56,17,8336444,8341049,4605,"0","valid"
"304",6,5,78,18,8344481,8347353,2872,"20","orth"
"312",6,6,31,19,8350719,8355150,4431,"20","mask"
"334",6,2,75,20,8366213,8370658,4445,"0","orth"
"343",6,2,45,21,8373797,8377009,3212,"0","orth"
"363",6,6,49,22,8383000,8386126,3126,"20","mask"
"383",6,5,138,23,8392144,8397242,5098,"20","orth"
"394",6,3,118,24,8401293,8404912,3619,"0","mask"
"404",6,1,134,25,8408477,8411070,2593,"0","valid"
"414",6,4,29,26,8414022,8418001,3979,"20","valid"
"433",6,4,89,27,8424625,8429969,5344,"20","valid"
"444",6,2,15,28,8433322,8441692,8370,"0","orth"
"463",6,5,30,29,8447483,8452069,4586,"20","orth"
"484",6,2,57,30,8457893,8459925,2032,"0","orth"
"493",6,1,68,31,8464097,8466896,2799,"0","valid"
"503",6,2,51,32,8469815,8472414,2599,"0","orth"
"524",6,1,122,33,8478318,8481124,2806,"0","valid"
"533",6,2,69,34,8483930,8486329,2399,"0","orth"
"543",6,2,129,35,8489274,8491780,2506,"0","orth"
"554",6,1,62,36,8494813,8497858,3045,"0","valid"
"563",6,3,82,37,8501477,8504649,3172,"0","mask"
"572",6,4,47,38,8507694,8510240,2546,"20","valid"
"595",6,2,21,39,8516698,8519750,3052,"0","orth"
"613",6,4,131,40,8526174,8529613,3439,"20","valid"
"625",6,2,9,41,8532879,8535018,2139,"0","orth"
"644",6,5,24,42,8541609,8545501,3892,"20","orth"
"664",6,2,105,43,8552238,8554544,2306,"0","orth"
"674",6,5,12,44,8557903,8561735,3832,"20","orth"
"694",6,3,4,45,8568165,8570658,2493,"0","mask"
"713",6,3,106,46,8576976,8579041,2065,"0","mask"
"725",6,6,97,47,8582120,8586225,4105,"20","mask"
"732",6,4,41,48,8589045,8592757,3712,"20","valid"
"754",6,1,38,49,8598875,8600980,2105,"0","valid"
"774",6,4,11,50,8607171,8610777,3606,"20","valid"
"794",6,5,90,51,8618987,8623738,4751,"20","orth"
"803",6,1,8,52,8631236,8633681,2445,"0","valid"
"824",6,6,55,53,8640133,8643391,3258,"20","mask"
"832",6,2,63,54,8646776,8650395,3619,"0","orth"
"845",6,6,43,55,8653447,8656420,2973,"20","mask"
"865",6,1,2,56,8663870,8666463,2593,"0","valid"
"884",6,2,33,57,8672614,8675333,2719,"0","orth"
"904",6,3,40,58,8682917,8685129,2212,"0","mask"
"923",6,6,127,59,8692360,8695512,3152,"20","mask"
"933",6,3,10,60,8699011,8701436,2425,"0","mask"
"953",6,2,135,61,8707574,8711206,3632,"0","orth"
"962",6,5,54,62,8714458,8717477,3019,"20","orth"
"983",6,6,13,63,8724402,8727707,3305,"20","mask"
"1005",6,4,53,64,8733971,8738103,4132,"20","valid"
"1025",6,3,70,65,8744048,8746480,2432,"0","mask"
"1035",6,1,26,66,9004259,9007171,2912,"0","valid"
"1054",6,6,133,67,9015494,9018780,3286,"20","mask"
"1065",6,2,27,68,9021979,9024284,2305,"0","orth"
"1083",6,4,101,69,9029589,9032688,3099,"20","valid"
"1093",6,6,91,70,9035401,9038059,2658,"20","mask"
"1102",6,2,117,71,9041058,9043658,2600,"0","orth"
"1116",6,6,103,72,9046943,9050915,3972,"20","mask"
"1123",6,4,107,73,9054587,9057626,3039,"20","valid"
"1133",6,3,52,74,9060491,9063670,3179,"0","mask"
"1155",6,4,119,75,9070355,9073773,3418,"20","valid"
"1164",6,1,74,76,9077372,9080510,3138,"0","valid"
"1173",6,5,60,77,9083956,9088548,4592,"20","orth"
"1185",6,4,59,78,9091686,9097604,5918,"20","valid"
"1193",6,3,64,79,9100663,9103482,2819,"0","mask"
"1204",6,3,58,80,9106508,9109866,3358,"0","mask"
"1214",6,4,35,81,9112979,9116304,3325,"20","valid"
"1233",6,1,80,82,9122462,9125234,2772,"0","valid"
"1244",6,1,116,83,9128160,9130272,2112,"0","valid"
"1253",6,5,72,84,9133131,9135890,2759,"20","orth"
"1263",6,3,28,85,9139102,9141828,2726,"0","mask"
"1283",6,3,130,86,9148779,9152031,3252,"0","mask"
"1295",6,3,16,87,9155643,9157362,1719,"0","mask"
"1317",6,5,42,88,9162927,9166399,3472,"20","orth"
"1334",6,2,87,89,9172743,9175536,2793,"0","orth"
"1342",6,4,113,90,9179008,9182780,3772,"20","valid"
"1355",6,6,121,91,9186065,9188984,2919,"20","mask"
"1362",6,5,108,92,9191716,9195542,3826,"20","orth"
"1374",6,5,18,93,9198887,9201686,2799,"20","orth"
"1393",6,5,96,94,9207344,9210290,2946,"20","orth"
"1405",6,5,66,95,9213095,9216714,3619,"20","orth"
"1418",6,6,85,96,9220259,9225091,4832,"20","mask"
"1424",6,1,98,97,9228283,9231495,3212,"0","valid"
"1434",6,4,23,98,9234707,9237539,2832,"20","valid"
"1453",6,1,50,99,9244830,9246956,2126,"0","valid"
"1474",6,1,86,100,9252641,9257819,5178,"0","valid"
"1484",6,2,81,101,9261071,9263730,2659,"0","orth"
"1494",6,6,7,102,9266535,9269388,2853,"20","mask"
"1514",6,1,44,103,9278618,9281383,2765,"0","valid"
"1533",6,2,99,104,9288001,9291200,3199,"0","orth"
"1543",6,1,20,105,9295592,9298057,2465,"0","valid"
"1564",6,4,95,106,9307320,9310533,3213,"20","valid"
"1574",6,3,88,107,9314471,9317170,2699,"0","mask"
"1583",6,1,110,108,9320416,9322328,1912,"0","valid"
"1592",6,5,126,109,9325040,9327466,2426,"20","orth"
"1605",6,5,102,110,9330052,9332225,2173,"20","orth"
"1614",6,5,6,111,9335230,9337209,1979,"20","orth"
"1635",6,6,79,112,9344413,9347925,3512,"20","mask"
"1643",6,2,3,113,9351544,9357728,6184,"0","orth"
"1662",6,6,67,114,9365019,9368072,3053,"20","mask"
"1673",6,2,111,115,9371117,9373909,2792,"0","orth"
"1685",6,6,115,116,9376995,9379801,2806,"20","mask"
"1695",6,3,100,117,9383479,9385605,2126,"0","mask"
"1703",6,5,36,118,9389024,9391656,2632,"20","orth"
"1725",6,5,114,119,9397427,9401966,4539,"20","orth"
"1733",6,1,32,120,9405044,9408570,3526,"0","valid"
"1754",6,6,1,121,9415014,9417800,2786,"20","mask"
"1773",6,3,136,122,9424184,9427136,2952,"0","mask"
"1784",6,1,128,123,9430515,9433334,2819,"0","valid"
"1794",6,4,83,124,9436560,9440058,3498,"20","valid"
"1803",6,3,112,125,9443577,9445623,2046,"0","mask"
"1816",6,3,22,126,9448642,9450821,2179,"0","mask"
"1834",6,5,48,127,9457059,9459751,2692,"20","orth"
"1854",6,2,39,128,9465989,9468781,2792,"0","orth"
"1873",6,2,93,129,9474519,9477058,2539,"0","orth"
"1883",6,1,14,130,9480210,9482709,2499,"0","valid"
"1903",6,6,19,131,9489494,9492912,3418,"20","mask"
"1924",6,4,125,132,9500416,9503655,3239,"20","valid"
"1933",6,3,76,133,9506567,9510299,3732,"0","mask"
"1943",6,6,25,134,9513312,9517170,3858,"20","mask"
"1964",6,6,109,135,9524394,9527959,3565,"20","mask"
"1974",6,4,5,136,9531251,9534843,3592,"20","valid"
"1992",6,6,37,137,9540968,9544427,3459,"20","mask"
"2015",6,4,71,138,9551404,9553830,2426,"20","valid"
"1013",7,2,56,1,10052920,10056645,3725,"0","orth"
"1117",7,1,73,2,10060017,10063822,3805,"0","valid"
"1215",7,4,70,3,10067134,10070586,3452,"20","valid"
"1318",7,4,10,4,10074125,10077743,3618,"20","valid"
"1515",7,2,134,5,10087720,10092025,4305,"0","orth"
"1615",7,3,27,6,10095184,10099109,3925,"0","mask"
"1817",7,4,106,7,10105474,10109512,4038,"20","valid"
"1917",7,6,30,8,10112451,10115643,3192,"20","mask"
"214",7,2,116,9,10121561,10124340,2779,"0","orth"
"225",7,1,7,10,10127492,10130631,3139,"0","valid"
"246",7,3,117,11,10140900,10144392,3492,"0","mask"
"252",7,6,66,12,10147245,10150723,3478,"20","mask"
"266",7,3,135,13,10154162,10157647,3485,"0","mask"
"275",7,4,118,14,10162799,10166431,3632,"20","valid"
"283",7,3,81,15,10170150,10174828,4678,"0","mask"
"295",7,5,137,16,10178053,10182012,3959,"20","orth"
"305",7,1,49,17,10185077,10188696,3619,"0","valid"
"324",7,4,88,18,10196014,10199312,3298,"20","valid"
"335",7,2,104,19,10204211,10207476,3265,"0","orth"
"344",7,1,91,20,10210921,10214067,3146,"0","valid"
"355",7,3,69,21,10218125,10221457,3332,"0","mask"
"364",7,5,125,22,10224876,10227642,2766,"20","orth"
"374",7,4,82,23,10232553,10235839,3286,"20","valid"
"384",7,1,97,24,10239817,10242450,2633,"0","valid"
"395",7,5,77,25,10245942,10249234,3292,"20","orth"
"405",7,3,105,26,10254259,10256584,2325,"0","mask"
"415",7,4,46,27,10260070,10263722,3652,"20","valid"
"434",7,6,42,28,10270833,10273591,2758,"20","mask"
"452",7,4,76,29,10285007,10289872,4865,"20","valid"
"464",7,1,37,30,10293298,10296477,3179,"0","valid"
"485",7,4,22,31,10306493,10311298,4805,"20","valid"
"504",7,4,28,32,10317769,10321674,3905,"20","valid"
"525",7,3,129,33,10329484,10331930,2446,"0","mask"
"534",7,2,98,34,10336962,10340260,3298,"0","orth"
"544",7,3,57,35,10344005,10346918,2913,"0","mask"
"555",7,6,108,36,10349757,10352029,2272,"20","mask"
"564",7,4,94,37,10356328,10359133,2805,"20","valid"
"573",7,5,5,38,10363319,10367637,4318,"20","orth"
"596",7,5,17,39,10375248,10378493,3245,"20","orth"
"614",7,6,78,40,10384131,10387296,3165,"20","mask"
"626",7,2,92,41,10390862,10393134,2272,"0","orth"
"634",7,1,133,42,10396006,10398305,2299,"0","valid"
"645",7,1,43,43,10401105,10402831,1726,"0","valid"
"665",7,3,39,44,10409475,10413267,3792,"0","mask"
"683",7,5,29,45,10420378,10424509,4131,"20","orth"
"704",7,3,75,46,10433519,10437431,3912,"0","mask"
"714",7,3,87,47,10442936,10445535,2599,"0","mask"
"726",7,1,61,48,10448787,10453645,4858,"0","valid"
"733",7,5,101,49,10456971,10460743,3772,"20","orth"
"743",7,4,124,50,10463735,10467594,3859,"20","valid"
"755",7,5,119,51,10473565,10476084,2519,"20","orth"
"764",7,6,48,52,10481062,10483001,1939,"20","mask"
"783",7,6,36,53,10492191,10495643,3452,"20","mask"
"804",7,4,112,54,10548277,10551936,3659,"20","valid"
"814",7,5,71,55,10555015,10557534,2519,"20","orth"
"825",7,5,65,56,10561026,10563578,2552,"20","orth"
"833",7,4,58,57,10566437,10568863,2426,"20","valid"
"846",7,5,107,58,10575914,10578886,2972,"20","orth"
"852",7,3,21,59,10582858,10585330,2472,"0","mask"
"873",7,6,12,60,10596093,10599198,3105,"20","mask"
"893",7,2,50,61,10606503,10609068,2565,"0","orth"
"914",7,1,85,62,10616019,10619271,3252,"0","valid"
"924",7,2,80,63,10623356,10625249,1893,"0","orth"
"934",7,4,34,64,10628574,10631773,3199,"20","valid"
"954",7,3,45,65,10639770,10642809,3039,"0","mask"
"974",7,2,2,66,10684294,10686560,2266,"0","orth"
"994",7,4,130,67,10695483,10698816,3333,"20","valid"
"1006",7,1,109,68,10702188,10704493,2305,"0","valid"
"1014",7,2,128,69,10707445,10709738,2293,"0","orth"
"1026",7,5,53,70,10713756,10716535,2779,"20","orth"
"1042",7,2,74,71,10723326,10725845,2519,"0","orth"
"1055",7,6,18,72,10728777,10730916,2139,"20","mask"
"1074",7,6,120,73,10737261,10739167,1906,"20","mask"
"1084",7,6,138,74,10743572,10746991,3419,"20","mask"
"1094",7,6,72,75,10751276,10754101,2825,"20","mask"
"1103",7,2,20,76,10757760,10760159,2399,"0","orth"
"1124",7,2,44,77,10768016,10771482,3466,"0","orth"
