"","sub","item","cond","seq","word","wordID","FFD","SFD","GD","TVT","nfix1","nfix2","nfixAll","regress","skip_1st","skip_total","deg","prev"
"26905",14,130,5,124,12,"marsh",248,248,248,248,1,0,1,0,0,0,"20","orth"
"26918",14,131,6,17,9,"shelf",252,NA,407,407,2,0,2,0,0,0,"20","mask"
"26932",14,132,1,91,7,"plate",213,213,213,213,1,0,1,0,0,0,"0","valid"
"26974",14,135,4,105,6,"clench",364,364,364,364,1,0,1,0,0,0,"20","valid"
"26992",14,136,5,22,7,"client",326,326,326,326,1,0,1,0,0,0,"20","orth"
"27003",14,137,6,84,5,"slouch",194,194,194,194,1,0,1,0,0,0,"20","mask"
"27020",14,138,1,111,9,"groove",276,276,276,276,1,0,1,0,0,0,"0","valid"
"27033",15,1,3,21,8,"hurt",175,175,175,175,1,0,1,0,0,0,"0","mask"
"27045",15,2,4,60,6,"type",181,181,181,181,1,0,1,0,0,0,"20","valid"
"27060",15,3,5,14,5,"dirt",205,205,205,205,1,0,1,0,0,0,"20","orth"
"27078",15,4,6,83,8,"purse",300,300,300,300,1,0,1,0,0,0,"20","mask"
"27110",15,6,2,120,8,"merge",276,276,276,276,1,0,1,0,0,0,"0","orth"
"27123",15,7,3,84,8,"surge",NA,NA,NA,260,0,1,1,1,1,0,"0","mask"
"27141",15,8,4,26,12,"church",198,198,198,198,1,0,1,0,0,0,"20","valid"
"27160",15,9,5,47,14,"burp",201,201,201,201,1,0,1,0,0,0,"20","orth"
"27185",15,11,1,115,5,"skirt",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"27205",15,12,2,20,11,"serve",204,204,204,204,1,0,1,0,0,0,"0","orth"
"27214",15,13,3,56,5,"worst",NA,NA,NA,215,0,1,1,1,1,0,"0","mask"
"27233",15,14,4,62,8,"purge",431,431,431,431,1,0,1,0,0,0,"20","valid"
"27263",15,16,6,102,11,"twirl",184,184,184,184,1,0,1,0,0,0,"20","mask"
"27275",15,17,1,43,6,"plea",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"27320",15,20,4,72,10,"jerk",206,206,206,206,1,0,1,0,0,0,"20","valid"
"27347",15,22,6,24,10,"steam",336,336,336,336,1,0,1,0,0,0,"20","mask"
"27357",15,23,1,117,5,"beef",206,206,206,206,1,0,1,0,0,0,"0","valid"
"27370",15,24,2,124,6,"burst",277,277,277,277,1,0,1,0,0,0,"0","orth"
"27382",15,25,3,51,5,"bleak",353,353,353,353,1,0,1,0,0,0,"0","mask"
"27397",15,26,4,58,5,"sleek",282,282,282,282,1,0,1,0,0,0,"20","valid"
"27412",15,27,5,81,5,"steep",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"27426",15,28,6,75,5,"veal",522,522,522,522,1,0,1,0,0,0,"20","mask"
"27442",15,29,1,23,8,"cleave",560,560,560,560,1,0,1,0,0,0,"0","valid"
"27451",15,30,2,133,4,"bleach",170,170,170,170,1,0,1,0,0,0,"0","orth"
"27480",15,32,4,39,7,"slur",253,253,253,253,1,0,1,0,0,0,"20","valid"
"27512",15,34,6,28,7,"cold",379,379,379,379,1,0,1,0,0,0,"20","mask"
"27527",15,35,1,71,8,"part",214,214,214,214,1,0,1,0,0,0,"0","valid"
"27540",15,36,2,108,7,"lisp",NA,NA,NA,142,0,1,1,1,1,0,"0","orth"
"27556",15,37,3,119,11,"herd",610,610,610,830,1,1,2,1,0,0,"0","mask"
"27567",15,38,4,101,8,"wild",188,188,188,188,1,0,1,0,0,0,"20","valid"
"27579",15,39,5,93,8,"talc",475,475,475,475,1,0,1,0,0,0,"20","orth"
"27608",15,41,1,70,6,"step",169,169,169,169,1,0,1,0,0,0,"0","valid"
"27624",15,42,2,118,8,"blunt",241,241,241,241,1,0,1,0,0,0,"0","orth"
"27633",15,43,3,105,4,"chain",143,NA,269,485,2,1,3,1,0,0,"0","mask"
"27647",15,44,4,113,7,"death",159,159,159,159,1,0,1,0,0,0,"20","valid"
"27661",15,45,5,32,8,"draft",418,418,418,418,1,0,1,0,0,0,"20","orth"
"27671",15,46,6,45,5,"fifth",448,448,448,448,1,0,1,0,0,0,"20","mask"
"27689",15,47,1,132,7,"ghost",220,220,220,220,1,0,1,0,0,0,"0","valid"
"27714",15,49,3,110,10,"spoon",NA,NA,NA,320,0,2,2,1,1,0,"0","mask"
"27728",15,50,4,88,8,"clone",191,191,191,191,1,0,1,0,0,0,"20","valid"
"27754",15,52,6,123,6,"crack",195,195,195,195,1,0,1,0,0,0,"20","mask"
"27785",15,54,2,3,10,"cruise",250,250,250,250,1,0,1,0,0,0,"0","orth"
"27798",15,55,3,9,9,"flirt",321,321,321,321,1,0,1,0,0,0,"0","mask"
"27809",15,56,4,44,8,"mirth",167,167,167,553,1,2,3,1,0,0,"20","valid"
"27823",15,57,5,1,7,"swerve",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"27839",15,58,6,46,7,"swirl",253,253,253,253,1,0,1,0,0,0,"20","mask"
"27852",15,59,1,127,6,"smirk",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"27903",15,62,4,52,9,"third",218,218,218,218,1,0,1,0,0,0,"20","valid"
"27915",15,63,5,68,8,"heave",361,361,361,361,1,0,1,0,0,0,"20","orth"
"27932",15,64,6,57,11,"turf",257,257,257,257,1,0,1,0,0,0,"20","mask"
"27944",15,65,1,48,8,"teeth",200,200,200,200,1,0,1,0,0,0,"0","valid"
"27958",15,66,2,135,7,"hurl",218,218,218,218,1,0,1,0,0,0,"0","orth"
"27987",15,68,4,33,11,"gleam",220,220,220,220,1,0,1,0,0,0,"20","valid"
"28000",15,69,5,126,8,"tweed",379,379,379,379,1,0,1,0,0,0,"20","orth"
"28018",15,70,6,96,13,"lynch",NA,NA,NA,474,0,2,2,1,1,0,"20","mask"
"28028",15,71,1,77,7,"nerve",182,182,182,182,1,0,1,0,0,0,"0","valid"
"28038",15,72,2,37,5,"youth",229,229,229,229,1,0,1,0,0,0,"0","orth"
"28062",15,74,4,107,6,"coil",NA,NA,NA,159,0,1,1,1,1,0,"20","valid"
"28075",15,75,5,49,4,"dean",190,190,190,379,1,1,2,1,0,0,"20","orth"
"28092",15,76,6,53,7,"glean",229,229,229,229,1,0,1,0,0,0,"20","mask"
"28105",15,77,1,5,7,"tech",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"28121",15,78,2,97,8,"thirst",507,507,507,507,1,0,1,0,0,0,"0","orth"
"28146",15,80,4,106,7,"nurse",193,193,193,193,1,0,1,0,0,0,"20","valid"
"28165",15,81,5,89,11,"cheat",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"28178",15,82,6,69,9,"cheek",184,184,184,525,1,2,3,1,0,0,"20","mask"
"28193",15,83,1,134,9,"cleat",213,NA,370,370,2,0,2,0,0,0,"0","valid"
"28207",15,84,2,100,7,"terse",319,319,319,653,1,1,2,1,0,0,"0","orth"
"28220",15,85,3,87,7,"fern",150,150,150,150,1,0,1,0,0,0,"0","mask"
"28251",15,87,5,65,10,"sheen",277,277,277,277,1,0,1,0,0,0,"20","orth"
"28282",15,89,1,11,10,"cease",217,217,217,217,1,0,1,0,0,0,"0","valid"
"28292",15,90,2,25,5,"weep",NA,NA,NA,320,0,1,1,1,1,0,"0","orth"
"28305",15,91,3,38,5,"meek",312,312,312,665,1,2,3,1,0,0,"0","mask"
"28339",15,93,5,19,9,"neat",205,205,205,205,1,0,1,0,0,0,"20","orth"
"28350",15,94,6,61,6,"gross",184,184,184,595,1,1,2,1,0,0,"20","mask"
"28367",15,95,1,50,8,"whirl",211,211,211,211,1,0,1,0,0,0,"0","valid"
"28420",15,99,5,80,4,"work",302,302,302,302,1,0,1,0,0,0,"20","orth"
"28440",15,100,6,112,7,"dwarf",177,177,177,346,1,1,2,1,0,0,"20","mask"
"28451",15,101,1,130,5,"prove",197,197,197,197,1,0,1,0,0,0,"0","valid"
"28467",15,102,2,82,8,"churn",173,173,173,173,1,0,1,0,0,0,"0","orth"
"28479",15,103,3,12,8,"bump",271,271,271,271,1,0,1,0,0,0,"0","mask"
"28496",15,104,4,27,11,"nine",188,188,188,188,1,0,1,0,0,0,"20","valid"
"28508",15,105,5,40,6,"horn",208,208,208,614,1,1,2,1,0,0,"20","orth"
"28520",15,106,6,136,7,"sash",396,396,396,396,1,0,1,0,0,0,"20","mask"
"28533",15,107,1,7,8,"spit",211,211,211,211,1,0,1,0,0,0,"0","valid"
"28547",15,108,2,104,6,"rake",195,195,195,195,1,0,1,0,0,0,"0","orth"
"28562",15,109,3,131,6,"reap",254,254,254,254,1,0,1,0,0,0,"0","mask"
"28590",15,111,5,10,6,"noon",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"28604",15,112,6,34,4,"musk",499,499,499,499,1,0,1,0,0,0,"20","mask"
"28630",15,114,2,55,5,"brawl",273,273,273,273,1,0,1,0,0,0,"0","orth"
"28645",15,115,3,128,8,"chalk",236,236,236,236,1,0,1,0,0,0,"0","mask"
"28657",15,116,4,2,7,"claim",194,194,194,194,1,0,1,0,0,0,"20","valid"
"28669",15,117,5,111,6,"faint",354,354,354,354,1,0,1,0,0,0,"20","orth"
"28682",15,118,6,64,6,"flake",216,216,216,216,1,0,1,0,0,0,"20","mask"
"28714",15,120,2,121,7,"frame",243,243,243,243,1,0,1,0,0,0,"0","orth"
"28728",15,121,3,13,8,"glade",529,529,529,529,1,0,1,0,0,0,"0","mask"
"28740",15,122,4,99,6,"truth",207,207,207,207,1,0,1,0,0,0,"20","valid"
"28751",15,123,5,125,6,"trunk",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"28769",15,124,6,76,8,"sweet",299,299,299,299,1,0,1,0,0,0,"20","mask"
"28779",15,125,1,31,4,"slate",183,183,183,183,1,0,1,0,0,0,"0","valid"
"28795",15,126,2,91,9,"strut",335,NA,505,505,2,0,2,0,0,0,"0","orth"
"28818",15,128,4,66,4,"pulse",157,157,157,157,1,0,1,0,0,0,"20","valid"
"28834",15,129,5,16,5,"prone",181,181,181,181,1,0,1,0,0,0,"20","orth"
"28854",15,130,6,98,12,"marsh",203,203,203,203,1,0,1,0,0,0,"20","mask"
"28868",15,131,1,114,9,"shelf",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"28882",15,132,2,95,7,"plate",308,308,308,308,1,0,1,0,0,0,"0","orth"
"28895",15,133,3,6,8,"drive",225,225,225,225,1,0,1,0,0,0,"0","mask"
"28909",15,134,4,59,6,"flinch",204,204,204,204,1,0,1,0,0,0,"20","valid"
"28925",15,135,5,137,6,"clench",204,NA,438,438,2,0,2,0,0,0,"20","orth"
"28943",15,136,6,129,7,"client",174,NA,349,349,2,0,2,0,0,0,"20","mask"
"28970",15,138,2,8,9,"groove",178,178,178,178,1,0,1,0,0,0,"0","orth"
"28996",16,2,5,112,6,"type",216,216,216,216,1,0,1,0,0,0,"20","orth"
"29011",16,3,6,21,5,"dirt",335,335,335,335,1,0,1,0,0,0,"20","mask"
"29061",16,6,3,71,8,"merge",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"29074",16,7,4,99,8,"surge",268,268,268,268,1,0,1,0,0,0,"20","valid"
"29092",16,8,5,101,12,"church",234,234,234,234,1,0,1,0,0,0,"20","orth"
"29111",16,9,6,94,14,"burp",82,82,82,237,1,1,2,1,0,0,"20","mask"
"29136",16,11,2,49,5,"skirt",316,NA,453,453,2,0,2,0,0,0,"0","orth"
"29165",16,13,4,11,5,"worst",158,158,158,437,1,2,3,1,0,0,"20","valid"
"29184",16,14,5,45,8,"purge",198,NA,454,844,2,2,4,1,0,0,"20","orth"
"29195",16,15,6,27,4,"term",345,345,345,345,1,0,1,0,0,0,"20","mask"
"29226",16,17,2,62,6,"plea",316,316,316,316,1,0,1,0,0,0,"0","orth"
"29254",16,19,4,81,6,"sweep",308,308,308,308,1,0,1,0,0,0,"20","valid"
"29283",16,21,6,105,9,"sneak",175,175,175,175,1,0,1,0,0,0,"20","mask"
"29307",16,23,2,36,5,"beef",248,NA,390,503,2,1,3,1,0,0,"0","orth"
"29347",16,26,5,135,5,"sleek",259,259,259,259,1,0,1,0,0,0,"20","orth"
"29362",16,27,6,28,5,"steep",241,241,241,241,1,0,1,0,0,0,"20","mask"
"29392",16,29,2,103,8,"cleave",305,305,305,460,1,1,2,1,0,0,"0","orth"
"29401",16,30,3,72,4,"bleach",307,307,307,307,1,0,1,0,0,0,"0","mask"
"29414",16,31,4,119,6,"shrew",289,289,289,483,1,1,2,1,0,0,"20","valid"
"29448",16,33,6,137,9,"bush",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"29462",16,34,1,117,7,"cold",178,178,178,412,1,1,2,1,0,0,"0","valid"
"29477",16,35,2,75,8,"part",274,274,274,274,1,0,1,0,0,0,"0","orth"
"29517",16,38,5,17,8,"wild",297,297,297,431,1,1,2,1,0,0,"20","orth"
"29529",16,39,6,97,8,"talc",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"29544",16,40,1,48,10,"team",157,157,157,378,1,1,2,1,0,0,"0","valid"
"29558",16,41,2,78,6,"step",158,158,158,158,1,0,1,0,0,0,"0","orth"
"29574",16,42,3,22,8,"blunt",243,243,243,243,1,0,1,0,0,0,"0","mask"
"29583",16,43,4,58,4,"chain",199,199,199,440,1,1,2,1,0,0,"20","valid"
"29597",16,44,5,120,7,"death",192,192,192,192,1,0,1,0,0,0,"20","orth"
"29611",16,45,6,66,8,"draft",327,327,327,327,1,0,1,0,0,0,"20","mask"
"29621",16,46,1,33,5,"fifth",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"29639",16,47,2,29,7,"ghost",327,327,327,327,1,0,1,0,0,0,"0","orth"
"29650",16,48,3,54,5,"trust",294,294,294,294,1,0,1,0,0,0,"0","mask"
"29664",16,49,4,60,10,"spoon",223,NA,342,579,2,1,3,1,0,0,"20","valid"
"29693",16,51,6,100,11,"knife",443,443,443,443,1,0,1,0,0,0,"20","mask"
"29702",16,52,1,122,6,"crack",187,187,187,187,1,0,1,0,0,0,"0","valid"
"29715",16,53,2,57,6,"flask",167,167,167,167,1,0,1,0,0,0,"0","orth"
"29733",16,54,3,2,10,"cruise",293,293,293,293,1,0,1,0,0,0,"0","mask"
"29757",16,56,5,42,8,"mirth",127,NA,559,559,2,0,2,0,0,0,"20","orth"
"29771",16,57,6,104,7,"swerve",236,236,236,384,1,1,2,1,0,0,"20","mask"
"29816",16,60,3,63,5,"speak",309,309,309,563,1,1,2,1,0,0,"0","mask"
"29837",16,61,4,4,10,"fleece",245,245,245,245,1,0,1,0,0,0,"20","valid"
"29851",16,62,5,107,9,"third",328,328,328,328,1,0,1,0,0,0,"20","orth"
"29863",16,63,6,88,8,"heave",218,218,218,218,1,0,1,0,0,0,"20","mask"
"29880",16,64,1,37,11,"turf",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"29906",16,66,3,64,7,"hurl",296,296,296,296,1,0,1,0,0,0,"0","mask"
"29949",16,69,6,106,8,"tweed",339,339,339,797,1,1,2,1,0,0,"20","mask"
"29967",16,70,1,132,13,"lynch",NA,NA,NA,135,0,1,1,1,1,0,"0","valid"
"29987",16,72,3,74,5,"youth",340,340,340,340,1,0,1,0,0,0,"0","mask"
"29999",16,73,4,1,7,"sleet",286,286,286,540,1,1,2,1,0,0,"20","valid"
"30011",16,74,5,7,6,"coil",325,325,325,532,1,1,2,1,0,0,"20","orth"
"30024",16,75,6,138,4,"dean",300,300,300,300,1,0,1,0,0,0,"20","mask"
"30041",16,76,1,15,7,"glean",211,211,211,426,1,1,2,1,0,0,"0","valid"
"30070",16,78,3,131,8,"thirst",379,379,379,379,1,0,1,0,0,0,"0","mask"
"30082",16,79,4,91,10,"clean",218,218,218,218,1,0,1,0,0,0,"20","valid"
"30095",16,80,5,115,7,"nurse",221,221,221,221,1,0,1,0,0,0,"20","orth"
"30114",16,81,6,79,11,"cheat",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"30127",16,82,1,98,9,"cheek",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"30142",16,83,2,13,9,"cleat",438,438,438,438,1,0,1,0,0,0,"0","orth"
"30156",16,84,3,6,7,"terse",550,550,550,550,1,0,1,0,0,0,"0","mask"
"30169",16,85,4,102,7,"fern",208,208,208,423,1,1,2,1,0,0,"20","valid"
"30182",16,86,5,20,5,"deal",315,315,315,518,1,1,2,1,0,0,"20","orth"
"30200",16,87,6,87,10,"sheen",255,255,255,255,1,0,1,0,0,0,"20","mask"
"30232",16,89,2,38,10,"cease",NA,NA,NA,102,0,1,1,1,1,0,"0","orth"
"30242",16,90,3,30,5,"weep",321,321,321,517,1,1,2,1,0,0,"0","mask"
"30255",16,91,4,85,5,"meek",178,178,178,178,1,0,1,0,0,0,"20","valid"
"30289",16,93,6,53,9,"neat",178,178,178,677,1,1,2,1,0,0,"20","mask"
"30317",16,95,2,26,8,"whirl",231,231,231,498,1,1,2,1,0,0,"0","orth"
"30331",16,96,3,18,6,"teal",400,400,400,400,1,0,1,0,0,0,"0","mask"
"30351",16,97,4,96,11,"worth",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"30363",16,98,5,3,10,"seethe",458,458,458,1780,1,4,5,1,0,0,"20","orth"
"30370",16,99,6,110,4,"work",365,365,365,365,1,0,1,0,0,0,"20","mask"
"30401",16,101,2,31,5,"prove",219,219,219,219,1,0,1,0,0,0,"0","orth"
"30417",16,102,3,113,8,"churn",240,240,240,240,1,0,1,0,0,0,"0","mask"
"30429",16,103,4,43,8,"bump",157,157,157,370,1,1,2,1,0,0,"20","valid"
"30446",16,104,5,83,11,"nine",201,201,201,201,1,0,1,0,0,0,"20","orth"
"30470",16,106,1,14,7,"sash",268,NA,485,485,2,0,2,0,0,0,"0","valid"
"30483",16,107,2,47,8,"spit",231,231,231,520,1,1,2,1,0,0,"0","orth"
"30497",16,108,3,32,6,"rake",511,511,511,511,1,0,1,0,0,0,"0","mask"
"30540",16,111,6,121,6,"noon",256,256,256,390,1,1,2,1,0,0,"20","mask"
"30554",16,112,1,12,4,"musk",172,172,172,504,1,2,3,1,0,0,"0","valid"
"30571",16,113,2,25,8,"blast",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"30595",16,115,4,129,8,"chalk",170,170,170,170,1,0,1,0,0,0,"20","valid"
"30607",16,116,5,40,7,"claim",161,NA,381,802,2,1,3,1,0,0,"20","orth"
"30619",16,117,6,41,6,"faint",354,354,354,354,1,0,1,0,0,0,"20","mask"
"30632",16,118,1,84,6,"flake",123,123,123,123,1,0,1,0,0,0,"0","valid"
"30650",16,119,2,80,9,"flood",252,252,252,252,1,0,1,0,0,0,"0","orth"
"30678",16,121,4,10,8,"glade",247,247,247,247,1,0,1,0,0,0,"20","valid"
"30690",16,122,5,89,6,"truth",194,194,194,194,1,0,1,0,0,0,"20","orth"
"30701",16,123,6,9,6,"trunk",286,286,286,286,1,0,1,0,0,0,"20","mask"
"30719",16,124,1,56,8,"sweet",203,203,203,203,1,0,1,0,0,0,"0","valid"
"30729",16,125,2,73,4,"slate",457,457,457,457,1,0,1,0,0,0,"0","orth"
"30760",16,127,4,90,9,"speed",263,263,263,263,1,0,1,0,0,0,"20","valid"
"30769",16,128,5,92,4,"pulse",237,237,237,237,1,0,1,0,0,0,"20","orth"
"30785",16,129,6,109,5,"prone",154,154,154,603,1,2,3,1,0,0,"20","mask"
"30833",16,132,3,111,7,"plate",190,NA,357,357,2,0,2,0,0,0,"0","mask"
"30860",16,134,5,61,6,"flinch",235,235,235,235,1,0,1,0,0,0,"20","orth"
"30876",16,135,6,55,6,"clench",183,NA,480,480,2,0,2,0,0,0,"20","mask"
"30921",16,138,3,35,9,"groove",169,169,169,169,1,0,1,0,0,0,"0","mask"
"30947",17,2,6,120,6,"type",204,204,204,204,1,0,1,0,0,0,"20","mask"
"30980",17,4,2,5,8,"purse",171,171,171,171,1,0,1,0,0,0,"0","orth"
"30997",17,5,3,18,9,"stern",354,354,354,354,1,0,1,0,0,0,"0","mask"
"31012",17,6,4,95,8,"merge",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"31025",17,7,5,6,8,"surge",218,218,218,218,1,0,1,0,0,0,"20","orth"
"31043",17,8,6,17,12,"church",113,113,113,113,1,0,1,0,0,0,"20","mask"
"31062",17,9,1,36,14,"burp",203,203,203,203,1,0,1,0,0,0,"0","valid"
"31106",17,12,4,20,11,"serve",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"31115",17,13,5,78,5,"worst",112,NA,295,295,2,0,2,0,0,0,"20","orth"
"31132",17,14,6,70,8,"purge",118,118,118,274,1,1,2,1,0,0,"20","mask"
"31161",17,16,2,117,11,"twirl",225,225,225,225,1,0,1,0,0,0,"0","orth"
"31173",17,17,3,3,6,"plea",361,361,361,361,1,0,1,0,0,0,"0","mask"
"31190",17,18,4,58,6,"sleeve",253,253,253,253,1,0,1,0,0,0,"20","valid"
"31200",17,19,5,123,6,"sweep",160,160,160,160,1,0,1,0,0,0,"20","orth"
"31217",17,20,6,66,10,"jerk",81,81,81,81,1,0,1,0,0,0,"20","mask"
"31243",17,22,2,68,10,"steam",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"31253",17,23,3,2,5,"beef",161,161,161,431,1,1,2,1,0,0,"0","mask"
"31266",17,24,4,64,6,"burst",191,191,191,191,1,0,1,0,0,0,"20","valid"
"31278",17,25,5,69,5,"bleak",190,190,190,190,1,0,1,0,0,0,"20","orth"
"31292",17,26,6,61,5,"sleek",339,339,339,339,1,0,1,0,0,0,"20","mask"
"31320",17,28,2,55,5,"veal",329,329,329,860,1,2,3,1,0,0,"0","orth"
"31335",17,29,3,57,8,"cleave",229,229,229,453,1,1,2,1,0,0,"0","mask"
"31356",17,31,5,34,6,"shrew",269,269,269,269,1,0,1,0,0,0,"20","orth"
"31371",17,32,6,85,7,"slur",NA,NA,NA,110,0,1,1,1,1,0,"20","mask"
"31389",17,33,1,30,9,"bush",244,244,244,244,1,0,1,0,0,0,"0","valid"
"31403",17,34,2,135,7,"cold",231,231,231,1113,1,4,5,1,0,0,"0","orth"
"31431",17,36,4,21,7,"lisp",NA,NA,NA,281,0,1,1,1,1,0,"20","valid"
"31446",17,37,5,44,11,"herd",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"31457",17,38,6,51,8,"wild",221,221,221,221,1,0,1,0,0,0,"20","mask"
"31469",17,39,1,37,8,"talc",NA,NA,NA,152,0,1,1,1,1,0,"0","valid"
"31498",17,41,3,84,6,"step",240,240,240,240,1,0,1,0,0,0,"0","mask"
"31514",17,42,4,91,8,"blunt",202,202,202,202,1,0,1,0,0,0,"20","valid"
"31523",17,43,5,59,4,"chain",202,202,202,202,1,0,1,0,0,0,"20","orth"
"31551",17,45,1,12,8,"draft",268,268,268,268,1,0,1,0,0,0,"0","valid"
"31579",17,47,3,97,7,"ghost",352,352,352,352,1,0,1,0,0,0,"0","mask"
"31590",17,48,4,100,5,"trust",168,168,168,168,1,0,1,0,0,0,"20","valid"
"31604",17,49,5,134,10,"spoon",NA,NA,NA,143,0,1,1,1,1,0,"20","orth"
"31618",17,50,6,87,8,"clone",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"31635",17,51,1,101,11,"knife",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"31656",17,53,3,35,6,"flask",223,223,223,223,1,0,1,0,0,0,"0","mask"
"31674",17,54,4,19,10,"cruise",235,235,235,235,1,0,1,0,0,0,"20","valid"
"31698",17,56,6,125,8,"mirth",289,289,289,550,1,1,2,1,0,0,"20","mask"
"31741",17,59,3,90,6,"smirk",217,NA,835,835,3,0,3,0,0,0,"0","mask"
"31757",17,60,4,33,5,"speak",209,209,209,209,1,0,1,0,0,0,"20","valid"
"31778",17,61,5,9,10,"fleece",253,253,253,253,1,0,1,0,0,0,"20","orth"
"31792",17,62,6,106,9,"third",330,330,330,330,1,0,1,0,0,0,"20","mask"
"31804",17,63,1,48,8,"heave",118,118,118,118,1,0,1,0,0,0,"0","valid"
"31821",17,64,2,98,11,"turf",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"31889",17,69,1,93,8,"tweed",177,177,177,177,1,0,1,0,0,0,"0","valid"
"31906",17,70,2,105,13,"lynch",NA,NA,NA,372,0,2,2,1,1,0,"0","orth"
"31916",17,71,3,77,7,"nerve",349,349,349,349,1,0,1,0,0,0,"0","mask"
"31926",17,72,4,86,5,"youth",225,225,225,225,1,0,1,0,0,0,"20","valid"
"31963",17,75,1,10,4,"dean",181,NA,529,529,2,0,2,0,0,0,"0","valid"
"31980",17,76,2,104,7,"glean",180,180,180,527,1,2,3,1,0,0,"0","orth"
"32008",17,78,4,62,8,"thirst",305,305,305,305,1,0,1,0,0,0,"20","valid"
"32032",17,80,6,103,7,"nurse",279,279,279,279,1,0,1,0,0,0,"20","mask"
"32051",17,81,1,43,11,"cheat",213,213,213,213,1,0,1,0,0,0,"0","valid"
"32064",17,82,2,7,9,"cheek",225,225,225,225,1,0,1,0,0,0,"0","orth"
"32116",17,86,6,112,5,"deal",275,275,275,275,1,0,1,0,0,0,"20","mask"
"32134",17,87,1,14,10,"sheen",304,304,304,304,1,0,1,0,0,0,"0","valid"
"32151",17,88,2,92,12,"lynx",181,181,181,181,1,0,1,0,0,0,"0","orth"
"32174",17,90,4,122,5,"weep",229,229,229,229,1,0,1,0,0,0,"20","valid"
"32187",17,91,5,13,5,"meek",246,246,246,246,1,0,1,0,0,0,"20","orth"
"32221",17,93,1,27,9,"neat",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"32232",17,94,2,73,6,"gross",223,223,223,346,1,1,2,1,0,0,"0","orth"
"32247",17,95,3,75,8,"whirl",302,302,302,518,1,1,2,1,0,0,"0","mask"
"32261",17,96,4,116,6,"teal",317,317,317,317,1,0,1,0,0,0,"20","valid"
"32280",17,97,5,54,11,"worth",169,169,169,261,1,1,2,1,0,0,"20","orth"
"32292",17,98,6,113,10,"seethe",237,NA,365,365,2,0,2,0,0,0,"20","mask"
"32319",17,100,2,131,7,"dwarf",240,240,240,240,1,0,1,0,0,0,"0","orth"
"32346",17,102,4,89,8,"churn",181,181,181,181,1,0,1,0,0,0,"20","valid"
"32375",17,104,6,31,11,"nine",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"32399",17,106,2,25,7,"sash",190,190,190,793,1,3,4,1,0,0,"0","orth"
"32441",17,109,5,47,6,"reap",NA,NA,NA,236,0,1,1,1,1,0,"20","orth"
"32456",17,110,6,130,7,"plum",370,370,370,370,1,0,1,0,0,0,"20","mask"
"32468",17,111,1,28,6,"noon",231,231,231,231,1,0,1,0,0,0,"0","valid"
"32499",17,113,3,52,8,"blast",233,233,233,352,1,1,2,1,0,0,"0","mask"
"32507",17,114,4,96,5,"brawl",176,176,176,176,1,0,1,0,0,0,"20","valid"
"32533",17,116,6,24,7,"claim",283,283,283,628,1,1,2,1,0,0,"20","mask"
"32545",17,117,1,45,6,"faint",127,127,127,127,1,0,1,0,0,0,"0","valid"
"32575",17,119,3,4,9,"flood",328,328,328,560,1,1,2,1,0,0,"0","mask"
"32589",17,120,4,115,7,"frame",188,NA,311,311,2,0,2,0,0,0,"20","valid"
"32603",17,121,5,133,8,"glade",230,230,230,230,1,0,1,0,0,0,"20","orth"
"32615",17,122,6,29,6,"truth",271,271,271,271,1,0,1,0,0,0,"20","mask"
"32626",17,123,1,71,6,"trunk",366,366,366,366,1,0,1,0,0,0,"0","valid"
"32693",17,128,6,67,4,"pulse",185,185,185,659,1,2,3,1,0,0,"20","mask"
"32729",17,130,2,99,12,"marsh",142,142,142,362,1,1,2,1,0,0,"0","orth"
