"","subj","cond","item","start","end","duration_ms","duration_s","deg"
"7213",16,5,22,3785542,3789453,3911,3.9,"20"
"7412",16,8,25,3799350,3804106,4756,4.8,"0"
"769",16,8,17,3811470,3814800,3330,3.3,"0"
"789",16,3,52,3821369,3824963,3594,3.6,"20"
"7913",16,2,59,3828610,3834017,5407,5.4,"0"
"809",16,6,31,3836815,3841312,4497,4.5,"0"
"8211",16,8,1,3847279,3853046,5767,5.8,"0"
"8411",16,1,74,3887665,3891088,3423,3.4,"20"
"8511",16,7,16,3892990,3896384,3394,3.4,"20"
"8713",16,4,53,3904121,3908854,4733,4.7,"0"
"8811",16,4,21,3910856,3914465,3609,3.6,"0"
"9014",16,1,10,3929776,3935699,5923,5.9,"20"
"9213",16,4,61,3943355,3947955,4600,4.6,"0"
"9312",16,5,62,3951130,3955904,4774,4.8,"20"
"9412",16,2,43,3958945,3962483,3538,3.5,"0"
"9515",16,5,46,3964466,3967779,3313,3.3,"20"
"9610",16,6,79,3972124,3976152,4028,4,"0"
"9711",16,8,41,3980667,3984294,3627,3.6,"0"
"989",16,4,37,3987084,3993616,6532,6.5,"0"
"9913",16,6,23,3999690,4002485,2795,2.8,"0"
"10116",16,8,65,4008580,4013252,4672,4.7,"0"
"10212",16,3,4,4016618,4020181,3563,3.6,"20"
"1049",16,4,45,4025732,4029154,3422,3.4,"0"
"10510",16,2,3,4031066,4035027,3961,4,"0"
"10711",16,7,32,4042201,4046231,4030,4,"20"
"10910",16,8,9,4058234,4063581,5347,5.3,"0"
"11113",16,3,12,4076046,4079884,3838,3.8,"20"
"11312",16,7,80,4089524,4092722,3198,3.2,"20"
"11410",16,5,6,4097724,4102327,4603,4.6,"20"
"1169",16,6,55,4113811,4118112,4301,4.3,"0"
"11712",16,1,26,4120564,4125548,4984,5,"20"
"1192",16,2,19,4138034,4142288,4254,4.3,"0"
"1215",16,2,35,4148316,4151725,3409,3.4,"0"
"1050",17,8,32,7083919,7089580,5661,5.7,"0"
"1216",17,1,73,7095327,7099135,3808,3.8,"20"
"1311",17,6,54,7101065,7105029,3964,4,"0"
"1415",17,8,24,7107049,7110808,3759,3.8,"0"
"1611",17,4,28,7118794,7123700,4906,4.9,"0"
"1811",17,4,44,7128963,7132053,3090,3.1,"0"
"1911",17,5,29,7134833,7138421,3588,3.6,"20"
"2113",17,7,31,7143877,7150642,6765,6.8,"20"
"2314",17,7,71,7156760,7160111,3351,3.4,"20"
"249",17,8,72,7162126,7165799,3673,3.7,"0"
"2510",17,2,26,7167859,7171423,3564,3.6,"0"
"2713",17,6,14,7179398,7183098,3700,3.7,"0"
"2914",17,1,65,7190604,7196976,6372,6.4,"20"
"309",17,6,22,7199302,7203899,4597,4.6,"0"
"3211",17,5,61,7211002,7217566,6564,6.6,"20"
"3312",17,5,45,7219914,7223259,3345,3.3,"20"
"3411",17,8,64,7225267,7228182,2915,2.9,"0"
"358",17,3,11,7231697,7236572,4875,4.9,"20"
"3710",17,3,67,7242727,7246914,4187,4.2,"20"
"3811",17,6,70,7249055,7252821,3766,3.8,"0"
"3911",17,4,68,7254998,7257899,2901,2.9,"0"
"4010",17,8,56,7260263,7264302,4039,4,"0"
"4113",17,3,35,7266961,7271398,4437,4.4,"20"
"4213",17,1,41,7273454,7276111,2657,2.7,"20"
"4311",17,3,19,7278038,7280685,2647,2.6,"20"
"4512",17,1,17,7287308,7290556,3248,3.2,"20"
"4712",17,4,76,7295581,7299717,4136,4.1,"0"
"4810",17,2,74,7301483,7305894,4411,4.4,"0"
"4912",17,5,21,7309229,7313462,4233,4.2,"20"
"5112",17,1,9,7318704,7323279,4575,4.6,"20"
"5313",17,5,53,7328232,7333268,5036,5,"20"
"5411",17,4,52,7336364,7339633,3269,3.3,"0"
"5511",17,4,12,7341786,7346045,4259,4.3,"0"
"5715",17,8,16,7351832,7355743,3911,3.9,"0"
"5911",17,3,43,7363443,7366327,2884,2.9,"20"
"6013",17,3,3,7368249,7371852,3603,3.6,"20"
"6214",17,7,7,7377320,7380636,3316,3.3,"20"
"6414",17,8,8,7391098,7395372,4274,4.3,"0"
"6614",17,3,75,7401527,7405260,3733,3.7,"20"
"679",17,8,80,7407760,7411990,4230,4.2,"0"
"6813",17,6,30,7413923,7416572,2649,2.6,"0"
"7013",17,5,69,7421285,7424610,3325,3.3,"20"
"7116",17,1,49,7426510,7430358,3848,3.8,"20"
"7214",17,4,36,7432252,7435400,3148,3.1,"0"
"7312",17,6,46,7437195,7442145,4950,5,"0"
"7413",17,5,77,7444014,7446913,2899,2.9,"20"
"7513",17,2,34,7449427,7453242,3815,3.8,"0"
"7610",17,7,55,7455202,7458537,3335,3.3,"20"
"7711",17,1,57,7461537,7465281,3744,3.7,"20"
"7810",17,5,5,7467382,7470864,3482,3.5,"20"
"8010",17,2,18,7477297,7480960,3663,3.7,"0"
"8212",17,2,42,7486656,7489895,3239,3.2,"0"
"838",17,7,23,7491912,7494593,2681,2.7,"20"
"8512",17,2,2,7499824,7502640,2816,2.8,"0"
"8714",17,4,60,7508538,7511313,2775,2.8,"0"
"8812",17,2,10,7513225,7518851,5626,5.6,"0"
"9015",17,5,37,7524216,7528947,4731,4.7,"20"
"9115",17,7,15,7530825,7534521,3696,3.7,"20"
"9313",17,7,39,7540060,7546819,6759,6.8,"20"
"9413",17,8,48,7548755,7551975,3220,3.2,"0"
"9516",17,7,47,7555220,7559394,4174,4.2,"20"
"9611",17,4,4,7561318,7564162,2844,2.8,"0"
"9810",17,6,62,7568287,7573330,5043,5,"0"
"9914",17,2,50,7575547,7578541,2994,3,"0"
"1008",17,7,63,7580628,7584764,4136,4.1,"20"
"10117",17,8,40,7587005,7589566,2561,2.6,"0"
"10213",17,1,25,7591819,7594635,2816,2.8,"20"
"10410",17,2,58,7599303,7606431,7128,7.1,"0"
"10511",17,3,51,7608449,7612526,4077,4.1,"20"
"10611",17,6,6,7614204,7618138,3934,3.9,"0"
"10810",17,1,1,7623006,7626012,3006,3,"20"
"11014",17,3,27,7632100,7635136,3036,3,"20"
"11212",17,2,66,7640352,7644354,4002,4,"0"
"11313",17,6,38,7647101,7652148,5047,5,"0"
"11411",17,7,79,7654185,7657054,2869,2.9,"20"
"11510",17,6,78,7659316,7662638,3322,3.3,"0"
"11610",17,5,13,7664327,7668576,4249,4.2,"20"
"1189",17,1,33,7673626,7676234,2608,2.6,"20"
"1193",17,3,59,7677949,7681346,3397,3.4,"20"
"120",17,4,20,7683122,7686306,3184,3.2,"0"
"1060",18,5,52,9121738,9124747,3009,3,"20"
"1150",18,4,43,9126972,9129715,2743,2.7,"0"
"1217",18,3,66,9133452,9136179,2727,2.7,"20"
"1312",18,2,49,9138435,9141081,2646,2.6,"0"
"1416",18,3,50,9145523,9147718,2195,2.2,"20"
"1511",18,4,67,9152080,9155559,3479,3.5,"0"
"1612",18,5,60,9159257,9161314,2057,2.1,"20"
"1712",18,7,30,9165312,9167901,2589,2.6,"20"
"1912",18,4,3,9175731,9178068,2337,2.3,"0"
"2114",18,6,13,9182763,9185119,2356,2.4,"0"
"2315",18,5,4,9191291,9195139,3848,3.8,"20"
"2511",18,4,35,9202652,9204778,2126,2.1,"0"
"269",18,3,58,9211285,9214909,3624,3.6,"20"
"2714",18,3,34,9221273,9224518,3245,3.2,"20"
"2810",18,2,1,9228587,9231011,2424,2.4,"0"
"3010",18,1,40,9236626,9239009,2383,2.4,"20"
"3113",18,8,47,9242892,9246932,4040,4,"0"
"3212",18,3,2,9251352,9253696,2344,2.3,"20"
"3412",18,5,28,9260146,9266043,5897,5.9,"20"
"3614",18,4,11,9278397,9281114,2717,2.7,"0"
"3812",18,3,26,9288537,9290915,2378,2.4,"20"
"4011",18,6,53,9301941,9305499,3558,3.6,"0"
"4114",18,6,61,9307700,9311406,3706,3.7,"0"
"4214",18,6,5,9315458,9318387,2929,2.9,"0"
"4411",18,2,17,9327119,9330225,3106,3.1,"0"
"469",18,7,6,9336901,9342252,5351,5.4,"20"
"4811",18,2,57,9348763,9354160,5397,5.4,"0"
"4913",18,8,79,9357109,9368887,11778,11.8,"0"
"5012",18,7,54,9374866,9377759,2893,2.9,"20"
"5113",18,3,10,9381185,9384911,3726,3.7,"20"
"5314",18,4,51,9392528,9396031,3503,3.5,"0"
"5412",18,6,21,9399750,9403147,3397,3.4,"0"
"5610",18,2,25,9408495,9412634,4139,4.1,"0"
"5810",18,7,14,9419950,9426156,6206,6.2,"20"
"6014",18,1,56,9433335,9436450,3115,3.1,"20"
"6110",18,7,78,9438757,9441531,2774,2.8,"20"
"6215",18,4,19,9444967,9447812,2845,2.8,"0"
"6415",18,7,22,9454386,9456589,2203,2.2,"20"
"6615",18,7,70,9462233,9464262,2029,2,"20"
"6710",18,1,64,9466262,9468320,2058,2.1,"20"
"6814",18,7,46,9472745,9475813,3068,3.1,"20"
"6910",18,6,45,9479235,9481552,2317,2.3,"0"
"7014",18,3,42,9485359,9488309,2950,3,"20"
"7117",18,3,74,9490548,9493418,2870,2.9,"20"
"7215",18,5,36,9497038,9499931,2893,2.9,"20"
"7313",18,5,44,9502633,9506498,3865,3.9,"20"
"7414",18,6,69,9512216,9515454,3238,3.2,"0"
"7514",18,8,71,9517579,9520689,3110,3.1,"0"
"7611",18,5,68,9526563,9529219,2656,2.7,"20"
"7712",18,5,12,9533290,9537052,3762,3.8,"20"
"7914",18,2,41,9543680,9546091,2411,2.4,"0"
"8011",18,1,72,9549171,9554760,5589,5.6,"20"
"8114",18,4,75,9556891,9559475,2584,2.6,"0"
"8213",18,8,15,9566561,9570165,3604,3.6,"0"
"8412",18,7,38,9577175,9579823,2648,2.6,"20"
"8513",18,5,76,9583057,9587553,4496,4.5,"20"
"8610",18,1,32,9590254,9592369,2115,2.1,"20"
"8813",18,1,16,9597566,9599916,2350,2.4,"20"
"9016",18,8,23,9604515,9606819,2304,2.3,"0"
"9214",18,3,18,9611346,9613147,1801,1.8,"20"
"9414",18,2,65,9619971,9622354,2383,2.4,"0"
"9517",18,8,63,9624357,9628487,4130,4.1,"0"
"9612",18,6,37,9632806,9635643,2837,2.8,"0"
"9712",18,4,27,9639954,9647052,7098,7.1,"0"
"9915",18,1,8,9656127,9659148,3021,3,"20"
"10118",18,2,73,9664276,9666571,2295,2.3,"0"
"10214",18,2,33,9672192,9674565,2373,2.4,"0"
"10311",18,7,62,9676284,9680718,4434,4.4,"20"
"10411",18,6,77,9684148,9687374,3226,3.2,"0"
"10512",18,2,9,9689614,9692331,2717,2.7,"0"
"10712",18,6,29,9698485,9700811,2326,2.3,"0"
"10911",18,8,39,9707907,9711723,3816,3.8,"0"
"11015",18,1,24,9717354,9720782,3428,3.4,"20"
"11213",18,8,55,9725523,9728706,3183,3.2,"0"
"11314",18,8,7,9732497,9735099,2602,2.6,"0"
"11511",18,1,48,9741418,9744335,2917,2.9,"20"
"11611",18,8,31,9746672,9750250,3578,3.6,"0"
"11810",18,4,59,9756833,9762236,5403,5.4,"0"
"1194",18,5,20,9766249,9768234,1985,2,"20"
"1218",18,1,80,9776105,9780215,4110,4.1,"20"
"1070",19,3,17,10585184,10590644,5460,5.5,"20"
"1219",19,5,43,10597957,10603302,5345,5.3,"20"
"1313",19,1,39,10605304,10609335,4031,4,"20"
"1417",19,4,58,10613062,10617361,4299,4.3,"0"
"1512",19,7,53,10621005,10624432,3427,3.4,"20"
"1613",19,3,9,10628251,10632200,3949,3.9,"20"
"1812",19,4,10,10641464,10645675,4211,4.2,"0"
"2010",19,6,4,10652955,10657372,4417,4.4,"0"
"227",19,5,27,10663665,10666403,2738,2.7,"20"
"2410",19,6,76,10674891,10678438,3547,3.5,"0"
"2512",19,7,77,10682224,10687154,4930,4.9,"20"
"2610",19,2,8,10689859,10692876,3017,3,"0"
"2811",19,8,6,10699552,10703960,4408,4.4,"0"
"3011",19,2,24,10710580,10713073,2493,2.5,"0"
"3213",19,8,22,10720206,10724668,4462,4.5,"0"
"3413",19,2,32,10733454,10737684,4230,4.2,"0"
"3615",19,3,73,10747090,10751219,4129,4.1,"20"
"3711",19,3,1,10756708,10760348,3640,3.6,"20"
"3912",19,5,19,10765700,10769099,3399,3.4,"20"
"4115",19,4,66,10774369,10778527,4158,4.2,"0"
"4215",19,5,35,10780688,10784369,3681,3.7,"20"
"4312",19,3,41,10787787,10790886,3099,3.1,"20"
"4412",19,7,29,10794510,10797843,3333,3.3,"20"
"4610",19,6,12,10805709,10809159,3450,3.5,"0"
"4812",19,2,40,10819785,10822588,2803,2.8,"0"
"4914",19,7,45,10827498,10830924,3426,3.4,"20"
"5013",19,8,46,10836161,10839260,3099,3.1,"0"
"5114",19,2,56,10842426,10844823,2397,2.4,"0"
"5212",19,8,78,10847097,10850373,3276,3.3,"0"
"5315",19,8,54,10856280,10859546,3266,3.3,"0"
"5413",19,2,64,10862836,10866827,3991,4,"0"
"5512",19,1,31,10868805,10871860,3055,3.1,"20"
"5716",19,3,33,10879071,10881931,2860,2.9,"20"
"5811",19,1,63,10883902,10886818,2916,2.9,"20"
"5912",19,6,44,10890265,10893090,2825,2.8,"0"
"6015",19,5,51,10896650,10899053,2403,2.4,"20"
"6111",19,2,16,10901194,10904001,2807,2.8,"0"
"637",19,1,55,10910740,10913602,2862,2.9,"20"
"6416",19,7,61,10915477,10918701,3224,3.2,"20"
"658",19,3,65,10920559,10924227,3668,3.7,"20"
"6616",19,6,36,10928332,10932389,4057,4.1,"0"
"6711",19,2,72,10937026,10940205,3179,3.2,"0"
"6815",19,1,7,10942201,10945128,2927,2.9,"20"
"7015",19,8,70,10952533,10955790,3257,3.3,"0"
"7118",19,7,5,10958513,10961134,2621,2.6,"20"
"7314",19,2,80,10966556,10969160,2604,2.6,"0"
"7415",19,7,37,10971161,10974347,3186,3.2,"20"
"7515",19,1,71,10976277,10978904,2627,2.6,"20"
"7612",19,6,60,10984088,10986906,2818,2.8,"0"
"7713",19,7,21,10989653,10992665,3012,3,"20"
"7915",19,8,38,10998532,11001515,2983,3,"0"
"8012",19,7,69,11003640,11006295,2655,2.7,"20"
"8115",19,4,2,11009820,11012186,2366,2.4,"0"
"839",19,4,50,11019559,11022375,2816,2.8,"0"
"8413",19,1,47,11024982,11026856,1874,1.9,"20"
"8514",19,3,57,11030407,11032669,2262,2.3,"20"
"8611",19,4,18,11034411,11036837,2426,2.4,"0"
"8814",19,3,49,11046447,11049266,2819,2.8,"20"
"8911",19,4,74,11053613,11056837,3224,3.2,"0"
"9017",19,6,68,11061188,11063657,2469,2.5,"0"
"9116",19,5,3,11065400,11068039,2639,2.6,"20"
"9314",19,5,75,11075673,11078242,2569,2.6,"20"
"9415",19,7,13,11083195,11085859,2664,2.7,"20"
"9613",19,5,67,11090972,11093734,2762,2.8,"20"
"9713",19,5,59,11099885,11102111,2226,2.2,"20"
"9811",19,6,52,11104097,11106177,2080,2.1,"0"
"9916",19,4,42,11112631,11115487,2856,2.9,"0"
"1009",19,1,15,11120239,11122148,1909,1.9,"20"
"10215",19,2,48,11127437,11129650,2213,2.2,"0"
"10312",19,1,23,11134892,11137279,2387,2.4,"20"
"10513",19,4,34,11142114,11145059,2945,2.9,"0"
"10612",19,3,25,11147012,11149497,2485,2.5,"20"
"10811",19,5,11,11159106,11162041,2935,2.9,"20"
"11016",19,1,79,11169578,11173141,3563,3.6,"20"
"11114",19,8,30,11178527,11181109,2582,2.6,"0"
"11315",19,6,20,11186253,11188361,2108,2.1,"0"
"11512",19,6,28,11193934,11196690,2756,2.8,"0"
"11713",19,4,26,11203725,11206709,2984,3,"0"
"1195",19,8,62,11214882,11219080,4198,4.2,"0"
"1201",19,8,14,11222618,11225531,2913,2.9,"0"
"1080",20,8,37,15989914,15995229,5315,5.3,"0"
"1160",20,1,38,15999409,16005369,5960,6,"20"
"1220",20,5,50,16010270,16014436,4166,4.2,"20"
"1314",20,6,59,16017501,16023055,5554,5.6,"0"
"1418",20,7,44,16025596,16029749,4153,4.2,"20"
"1513",20,8,61,16041533,16047808,6275,6.3,"0"
"1614",20,2,55,16049624,16055800,6176,6.2,"0"
"1713",20,5,18,16059783,16063998,4215,4.2,"20"
"1913",20,6,43,16070500,16073994,3494,3.5,"0"
"2011",20,7,52,16080890,16086409,5519,5.5,"20"
"2115",20,3,40,16090137,16096000,5863,5.9,"20"
"228",20,4,41,16103140,16107612,4472,4.5,"0"
"2316",20,1,14,16112377,16119498,7121,7.1,"20"
"2513",20,2,31,16128896,16133799,4903,4.9,"0"
"2715",20,5,26,16138632,16143483,4851,4.9,"20"
"2915",20,4,33,16155264,16161481,6217,6.2,"0"
"3012",20,3,24,16165083,16171273,6190,6.2,"20"
"3214",20,6,51,16177985,16181061,3076,3.1,"0"
"3313",20,7,68,16184253,16187365,3112,3.1,"20"
"3414",20,3,16,16193844,16197615,3771,3.8,"20"
"3616",20,6,19,16203290,16206936,3646,3.6,"0"
"3813",20,8,5,16217617,16220974,3357,3.4,"0"
"4012",20,5,74,16226896,16230828,3932,3.9,"20"
"4116",20,1,62,16232699,16239684,6985,7,"20"
"4216",20,2,47,16247351,16249817,2466,2.5,"0"
"4313",20,5,10,16252194,16257227,5033,5,"20"
"4513",20,4,9,16262837,16267043,4206,4.2,"0"
"4713",20,2,63,16273677,16279761,6084,6.1,"0"
"4813",20,4,17,16284803,16288983,4180,4.2,"0"
"5014",20,8,13,16294572,16298639,4067,4.1,"0"
"5213",20,1,70,16305333,16310510,5177,5.2,"20"
"5316",20,6,27,16314231,16319019,4788,4.8,"0"
"5513",20,2,39,16327261,16331549,4288,4.3,"0"
"5611",20,6,35,16334941,16340804,5863,5.9,"0"
"5717",20,4,49,16348224,16351227,3003,3,"0"
"5812",20,2,15,16368728,16372545,3817,3.8,"0"
"6016",20,1,54,16378234,16383957,5723,5.7,"20"
"6112",20,4,73,16385862,16390535,4673,4.7,"0"
"6216",20,7,60,16395118,16399417,4299,4.3,"20"
"638",20,3,32,16401594,16406503,4909,4.9,"20"
"659",20,7,28,16411892,16417850,5958,6,"20"
"6712",20,8,21,16423930,16428223,4293,4.3,"0"
"6911",20,7,12,16434989,16438412,3423,3.4,"20"
"7119",20,6,75,16443285,16448375,5090,5.1,"0"
"7216",20,1,78,16451871,16456484,4613,4.6,"20"
"7315",20,7,4,16461942,16467268,5326,5.3,"20"
"7516",20,7,76,16475853,16485425,9572,9.6,"20"
"7613",20,4,25,16488394,16492105,3711,3.7,"0"
"7811",20,2,79,16500089,16504579,4490,4.5,"0"
"7916",20,1,46,16506685,16510640,3955,4,"20"
"8013",20,2,7,16515967,16521370,5403,5.4,"0"
"8214",20,6,3,16531816,16537950,6134,6.1,"0"
"8414",20,6,67,16546266,16551547,5281,5.3,"0"
"8515",20,3,80,16553677,16558772,5095,5.1,"20"
"8612",20,5,58,16565492,16571426,5934,5.9,"20"
"8715",20,8,77,16581845,16586371,4526,4.5,"0"
"8815",20,8,29,16590729,16597207,6478,6.5,"0"
"9018",20,1,6,16605926,16614747,8821,8.8,"20"
"9215",20,5,2,16648171,16651554,3383,3.4,"20"
"9416",20,5,66,16658406,16662645,4239,4.2,"20"
"9518",20,5,34,16665158,16669367,4209,4.2,"20"
"9614",20,4,57,16671380,16675774,4394,4.4,"0"
"9714",20,4,1,16678176,16683754,5578,5.6,"0"
"9917",20,3,72,16690668,16697055,6387,6.4,"20"
"10010",20,8,45,16700755,16704298,3543,3.5,"0"
"10119",20,3,64,16706572,16711229,4657,4.7,"20"
"10216",20,3,8,16713658,16720931,7273,7.3,"20"
"10412",20,4,65,16728650,16733649,4999,5,"0"
"10514",20,1,22,16743393,16750028,6635,6.6,"20"
"10713",20,7,36,16757779,16762292,4513,4.5,"20"
"10812",20,3,56,16766608,16770433,3825,3.8,"20"
"10912",20,6,11,16772522,16777695,5173,5.2,"0"
"11115",20,7,20,16783947,16788590,4643,4.6,"20"
"11316",20,3,48,16793671,16799574,5903,5.9,"20"
"11412",20,2,71,16806374,16812593,6219,6.2,"0"
"11513",20,5,42,16814959,16821361,6402,6.4,"20"
"11612",20,1,30,16825868,16831504,5636,5.6,"20"
"11811",20,8,69,16835948,16840927,4979,5,"0"
"1196",20,8,53,16844277,16849219,4942,4.9,"0"
"1202",20,2,23,16851278,16854142,2864,2.9,"0"
"1090",21,4,72,17853218,17856016,2798,2.8,"0"
"1170",21,3,47,17859032,17861230,2198,2.2,"20"
"1221",21,7,43,17864401,17867992,3591,3.6,"20"
"1315",21,3,7,17870877,17874305,3428,3.4,"20"
"1514",21,7,35,17882726,17885287,2561,2.6,"20"
"1615",21,8,28,17887937,17890447,2510,2.5,"0"
"1813",21,8,44,17894887,17897899,3012,3,"0"
"1914",21,8,60,17899946,17901609,1663,1.7,"0"
"2012",21,1,29,17904026,17906454,2428,2.4,"20"
"229",21,6,66,17910584,17912352,1768,1.8,"0"
"2317",21,5,57,17914466,17916737,2271,2.3,"20"
"2411",21,1,45,17918719,17920929,2210,2.2,"20"
"2514",21,2,54,17923459,17925456,1997,2,"0"
"2611",21,3,15,17927387,17929120,1733,1.7,"20"
"2812",21,8,4,17934162,17935945,1783,1.8,"0"
"3013",21,7,3,17939858,17942110,2252,2.3,"20"
"3215",21,1,21,17946464,17948295,1831,1.8,"20"
"3415",21,7,11,17952834,17954481,1647,1.6,"20"
"3617",21,2,22,17958709,17961534,2825,2.8,"0"
"3814",21,1,77,17966020,17967842,1822,1.8,"20"
"3913",21,7,67,17971979,17974037,2058,2.1,"20"
"4013",21,4,24,17977015,17979325,2310,2.3,"0"
"4217",21,1,5,17985118,17986903,1785,1.8,"20"
"4413",21,2,78,17992394,17994654,2260,2.3,"0"
"4514",21,8,52,17996800,17998770,1970,2,"0"
"4611",21,4,80,18002179,18003823,1644,1.6,"0"
"4714",21,1,69,18005669,18007500,1831,1.8,"20"
"4814",21,6,2,18009619,18011517,1898,1.9,"0"
"5015",21,8,68,18017730,18019383,1653,1.7,"0"
"5115",21,6,26,18021630,18023147,1517,1.5,"0"
"5317",21,5,41,18027200,18028697,1497,1.5,"20"
"5414",21,5,73,18030991,18032788,1797,1.8,"20"
"5514",21,1,61,18034825,18037071,2246,2.2,"20"
"5612",21,3,71,18039040,18040798,1758,1.8,"20"
"5718",21,3,39,18043316,18044875,1559,1.6,"20"
"5813",21,4,40,18046974,18048647,1673,1.7,"0"
"5913",21,5,33,18050506,18052020,1514,1.5,"20"
"6017",21,6,18,18054015,18055594,1579,1.6,"0"
"6217",21,6,10,18059617,18061222,1605,1.6,"0"
"6417",21,6,50,18066449,18067788,1339,1.3,"0"
"6510",21,8,20,18069997,18071519,1522,1.5,"0"
"6713",21,3,79,18076179,18077712,1533,1.5,"20"
"6816",21,7,19,18080265,18081598,1333,1.3,"20"
"7016",21,6,42,18086093,18087661,1568,1.6,"0"
"7120",21,4,16,18091351,18092865,1514,1.5,"0"
"7316",21,2,38,18099237,18100855,1618,1.6,"0"
"7416",21,4,32,18102832,18104675,1843,1.8,"0"
"7614",21,5,9,18108574,18110254,1680,1.7,"20"
"7812",21,3,63,18115052,18116755,1703,1.7,"20"
"7917",21,6,34,18118800,18120517,1717,1.7,"0"
"8014",21,7,75,18123098,18124423,1325,1.3,"20"
"8116",21,6,74,18126246,18127543,1297,1.3,"0"
"8215",21,2,6,18131351,18134756,3405,3.4,"0"
"8415",21,8,76,18139256,18140860,1604,1.6,"0"
"8516",21,5,65,18144729,18146627,1898,1.9,"20"
"8613",21,1,13,18148780,18150423,1643,1.6,"20"
"8816",21,4,48,18154660,18156703,2043,2,"0"
"8912",21,7,51,18159183,18160646,1463,1.5,"20"
"9019",21,4,64,18163077,18164520,1443,1.4,"0"
"9117",21,7,27,18166584,18168205,1621,1.6,"20"
"9315",21,7,59,18172185,18174275,2090,2.1,"20"
"9417",21,5,49,18177104,18178894,1790,1.8,"20"
"9519",21,8,36,18180706,18182875,2169,2.2,"0"
"9615",21,1,37,18184933,18187232,2299,2.3,"20"
"9715",21,4,56,18189248,18190306,1058,1.1,"0"
"9812",21,5,17,18192245,18194097,1852,1.9,"20"
"10011",21,3,23,18198527,18199639,1112,1.1,"20"
"10217",21,1,53,18204326,18206800,2474,2.5,"20"
"10313",21,2,62,18209778,18211157,1379,1.4,"0"
"10413",21,3,55,18213440,18215798,2358,2.4,"20"
"10515",21,6,58,18217859,18219495,1636,1.6,"0"
"10613",21,8,12,18221513,18222684,1171,1.2,"0"
"10813",21,2,70,18228235,18229944,1709,1.7,"0"
"10913",21,4,8,18232627,18233887,1260,1.3,"0"
"11116",21,5,1,18237906,18239248,1342,1.3,"20"
"11317",21,2,30,18243461,18245422,1961,2,"0"
"11514",21,2,14,18250240,18251976,1736,1.7,"0"
"11714",21,2,46,18258010,18259215,1205,1.2,"0"
"11812",21,5,25,18261159,18262571,1412,1.4,"20"
"1203",21,3,31,18266511,18268208,1697,1.7,"20"
"10100",22,6,17,21307740,21313748,6008,6,"0"
"1222",22,2,5,21321620,21327616,5996,6,"0"
"1419",22,3,30,21333679,21337143,3464,3.5,"20"
"1616",22,6,73,21342043,21345692,3649,3.6,"0"
"1714",22,4,79,21349057,21352608,3551,3.6,"0"
"1814",22,7,10,21355973,21359568,3595,3.6,"20"
"2013",22,2,77,21367194,21370205,3011,3,"0"
"2116",22,1,12,21372510,21375338,2828,2.8,"20"
"2318",22,7,26,21383648,21387522,3874,3.9,"20"
"2515",22,6,41,21393504,21397074,3570,3.6,"0"
"2612",22,1,52,21399258,21402394,3136,3.1,"20"
"2716",22,4,31,21404783,21408359,3576,3.6,"0"
"2916",22,8,67,21414396,21420143,5747,5.7,"0"
"3014",22,7,34,21425126,21431584,6458,6.5,"20"
"3114",22,8,51,21433733,21440130,6397,6.4,"0"
"3216",22,6,25,21443130,21446692,3562,3.6,"0"
"3416",22,6,49,21452664,21455698,3034,3,"0"
"359",22,5,64,21459748,21462687,2939,2.9,"20"
"3618",22,8,59,21468043,21472140,4097,4.1,"0"
"3712",22,5,72,21474180,21479788,5608,5.6,"20"
"3815",22,4,47,21482461,21487417,4956,5,"0"
"3914",22,1,60,21489900,21493433,3533,3.5,"20"
"4014",22,1,20,21496812,21501812,5000,5,"20"
"4218",22,5,8,21510943,21514922,3979,4,"20"
"4414",22,2,37,21522491,21525190,2699,2.7,"0"
"4515",22,1,28,21530639,21536027,5388,5.4,"20"
"4715",22,1,36,21544003,21550669,6666,6.7,"20"
"4815",22,5,48,21554800,21558637,3837,3.8,"20"
"4915",22,4,15,21561040,21563523,2483,2.5,"0"
"5116",22,3,46,21569281,21572480,3199,3.2,"20"
"5214",22,5,32,21574638,21578792,4154,4.2,"20"
"5415",22,7,18,21584059,21587040,2981,3,"20"
"5613",22,7,50,21596023,21599210,3187,3.2,"20"
"5719",22,4,71,21601531,21604687,3156,3.2,"0"
"5814",22,6,9,21606937,21609904,2967,3,"0"
"6018",22,2,21,21618720,21624156,5436,5.4,"0"
"6218",22,7,66,21631464,21638855,7391,7.4,"20"
"639",22,1,68,21641284,21643748,2464,2.5,"20"
"6418",22,5,56,21652308,21655943,3635,3.6,"20"
"6511",22,6,33,21658254,21661121,2867,2.9,"0"
"6617",22,7,42,21664225,21668135,3910,3.9,"20"
"6714",22,3,38,21715331,21720745,5414,5.4,"20"
"6817",22,7,74,21722942,21726745,3803,3.8,"20"
"6912",22,1,4,21728861,21732000,3139,3.1,"20"
"7121",22,4,55,21740281,21743962,3681,3.7,"0"
"7217",22,2,45,21748822,21751172,2350,2.4,"0"
"7317",22,5,40,21755180,21757640,2460,2.5,"20"
"7417",22,7,2,21760258,21763256,2998,3,"20"
"7615",22,1,44,21770363,21773639,3276,3.3,"20"
"7714",22,8,27,21775719,21779504,3785,3.8,"0"
"7918",22,3,14,21785399,21789884,4485,4.5,"20"
"8117",22,3,6,21798483,21806172,7689,7.7,"20"
