"","subj","cond","item","start","end","duration_ms","duration_s","deg"
"7927",34,1,48,10512161,10516861,4700,4.7,"20"
"8023",34,8,39,10522850,10526974,4124,4.1,"0"
"8128",34,7,22,10530741,10534645,3904,3.9,"20"
"8321",34,4,3,10540037,10544882,4845,4.8,"0"
"8528",34,7,62,10549628,10557991,8363,8.4,"20"
"8621",34,4,27,10562160,10565253,3093,3.1,"0"
"8826",34,5,60,10572156,10575321,3165,3.2,"20"
"8921",34,2,25,10577500,10580496,2996,3,"0"
"9126",34,1,8,10585137,10592130,6993,7,"20"
"9324",34,1,32,10597332,10601322,3990,4,"20"
"9524",34,7,46,10607929,10612037,4108,4.1,"20"
"9625",34,5,52,10618427,10623996,5569,5.6,"20"
"9726",34,7,78,10627226,10630481,3255,3.3,"20"
"9820",34,4,59,10633881,10639046,5165,5.2,"0"
"9927",34,7,38,10641912,10647704,5792,5.8,"20"
"10018",34,6,45,10651180,10653950,2770,2.8,"0"
"10132",34,8,31,10656211,10660355,4144,4.1,"0"
"10320",34,6,29,10670210,10674738,4528,4.5,"0"
"10525",34,3,2,10683618,10687138,3520,3.5,"20"
"10723",34,6,61,10693680,10697501,3821,3.8,"0"
"10823",34,5,12,10701616,10704775,3159,3.2,"20"
"11024",34,8,79,10711768,10716179,4411,4.4,"0"
"11126",34,3,74,10722781,10726014,3233,3.2,"20"
"11224",34,8,23,10728691,10732433,3742,3.7,"0"
"11421",34,3,26,10737920,10742562,4642,4.6,"20"
"11621",34,2,9,10752259,10755961,3702,3.7,"0"
"11822",34,5,4,10762436,10765592,3156,3.2,"20"
"12012",34,1,16,10772414,10775858,3444,3.4,"20"
"10133",35,5,19,11931459,11939967,8508,8.5,"20"
"1232",35,5,67,11947636,11955150,7514,7.5,"20"
"1325",35,6,12,11956955,11963944,6989,7,"0"
"1524",35,5,59,11969096,11975488,6392,6.4,"20"
"1627",35,6,20,11977415,11981516,4101,4.1,"0"
"1823",35,3,57,11987802,11994818,7016,7,"20"
"1924",35,2,56,11996838,12001780,4942,4.9,"0"
"2023",35,8,22,12004692,12009116,4424,4.4,"0"
"2216",35,3,1,12014708,12021664,6956,7,"20"
"2422",35,4,66,12026547,12032229,5682,5.7,"0"
"2525",35,7,5,12034301,12042007,7706,7.7,"20"
"2727",35,5,3,12048846,12053277,4431,4.4,"20"
"2924",35,1,7,12058864,12067895,9031,9,"20"
"3125",35,7,37,12075868,12082893,7025,7,"20"
"3223",35,4,42,12085754,12092085,6331,6.3,"0"
"3324",35,5,11,12096819,12103379,6560,6.6,"20"
"3521",35,7,45,12109124,12113296,4172,4.2,"20"
"3629",35,8,30,12115792,12122374,6582,6.6,"0"
"3825",35,6,4,12130681,12138443,7762,7.8,"0"
"4022",35,2,64,12143047,12147668,4621,4.6,"0"
"4125",35,5,43,12150164,12159786,9622,9.6,"20"
"4228",35,3,9,12161718,12167555,5837,5.8,"20"
"4425",35,3,73,12173746,12180445,6699,6.7,"20"
"4524",35,8,46,12182767,12190505,7738,7.7,"0"
"4620",35,2,40,12193080,12198668,5588,5.6,"0"
"4727",35,8,54,12202149,12209016,6867,6.9,"0"
"4822",35,4,34,12212196,12218785,6589,6.6,"0"
"4926",35,7,21,12220684,12227838,7154,7.2,"20"
"5126",35,8,78,12233859,12238415,4556,4.6,"0"
"5223",35,6,60,12240770,12246685,5915,5.9,"0"
"5326",35,8,6,12251573,12258200,6627,6.6,"0"
"5521",35,2,32,12270546,12276784,6238,6.2,"0"
"5730",35,7,61,12282528,12287628,5100,5.1,"20"
"5821",35,3,65,12290419,12295812,5393,5.4,"20"
"5924",35,1,55,12297839,12304009,6170,6.2,"20"
"6028",35,5,27,12307554,12313725,6171,6.2,"20"
"6230",35,1,15,12318486,12324080,5594,5.6,"20"
"6425",35,2,48,12331466,12338609,7143,7.1,"0"
"6521",35,6,76,12340556,12345828,5272,5.3,"0"
"6625",35,4,18,12347720,12352612,4892,4.9,"0"
"6827",35,1,71,12358139,12361895,3756,3.8,"20"
"6921",35,7,29,12365470,12370993,5523,5.5,"20"
"7133",35,6,52,12375943,12383631,7688,7.7,"0"
"7223",35,2,8,12386552,12392167,5615,5.6,"0"
"7426",35,3,49,12397153,12402365,5212,5.2,"20"
"7527",35,4,50,12404148,12406891,2743,2.7,"0"
"7624",35,5,51,12410142,12416453,6311,6.3,"20"
"7725",35,5,75,12419154,12424371,5217,5.2,"20"
"7822",35,3,41,12428488,12432689,4201,4.2,"20"
"7928",35,6,68,12435402,12439532,4130,4.1,"0"
"8024",35,2,72,12444178,12450156,5978,6,"0"
"8129",35,2,24,12453484,12459065,5581,5.6,"0"
"8322",35,1,79,12465410,12469367,3957,4,"20"
"8421",35,6,44,12478713,12487169,8456,8.5,"0"
"8529",35,8,38,12489543,12498168,8625,8.6,"0"
"8622",35,4,2,12503425,12507778,4353,4.4,"0"
"8827",35,4,10,12513620,12516769,3149,3.1,"0"
"9030",35,1,23,12521756,12524588,2832,2.8,"20"
"9227",35,2,80,12530313,12532841,2528,2.5,"0"
"9325",35,8,62,12539145,12543964,4819,4.8,"0"
"9429",35,3,17,12546081,12551600,5519,5.5,"20"
"9626",35,3,25,12558304,12565779,7475,7.5,"20"
"9821",35,7,53,12574760,12581037,6277,6.3,"20"
"9928",35,1,47,12584000,12587488,3488,3.5,"20"
"10019",35,4,58,12589727,12594524,4797,4.8,"0"
"10134",35,7,69,12596770,12601208,4438,4.4,"20"
"10227",35,5,35,12603170,12607654,4484,4.5,"20"
"10321",35,8,70,12609776,12615096,5320,5.3,"0"
"10423",35,4,26,12617953,12623149,5196,5.2,"0"
"10624",35,1,31,12629827,12634321,4494,4.5,"20"
"10824",35,2,16,12640232,12644443,4211,4.2,"0"
"11025",35,6,36,12649095,12653992,4897,4.9,"0"
"11127",35,7,13,12655908,12664310,8402,8.4,"20"
"11327",35,1,63,12679781,12686902,7121,7.1,"20"
"11422",35,8,14,12689224,12694513,5289,5.3,"0"
"11622",35,1,39,12700481,12706122,5641,5.6,"20"
"11723",35,6,28,12708281,12711163,2882,2.9,"0"
"11917",35,7,77,12715589,12720059,4470,4.5,"20"
"12013",35,3,33,12722099,12729566,7467,7.5,"20"
"12121",35,4,74,12731536,12737067,5531,5.5,"0"
"10135",36,1,70,3322498,3325858,3360,3.4,"20"
"11102",36,7,76,3329591,3333201,3610,3.6,"20"
"1233",36,7,44,3340832,3344436,3604,3.6,"20"
"1326",36,3,56,3346556,3349968,3412,3.4,"20"
"1429",36,1,14,3357117,3360471,3354,3.4,"20"
"1628",36,5,26,3366770,3369879,3109,3.1,"20"
"1824",36,5,18,3375491,3378972,3481,3.5,"20"
"2024",36,7,4,3384633,3387433,2800,2.8,"20"
"2217",36,1,38,3398360,3402017,3657,3.7,"20"
"2326",36,1,6,3403978,3407037,3059,3.1,"20"
"2526",36,3,24,3415305,3418818,3513,3.5,"20"
"2728",36,8,29,3425146,3428360,3214,3.2,"0"
"2925",36,3,32,3434555,3438060,3505,3.5,"20"
"3126",36,6,19,3442794,3445830,3036,3,"0"
"3325",36,4,33,3455048,3457438,2390,2.4,"0"
"3423",36,4,49,3461958,3464511,2553,2.6,"0"
"3522",36,3,40,3466634,3469240,2606,2.6,"20"
"3630",36,4,17,3471420,3474959,3539,3.5,"0"
"3826",36,4,1,3481136,3484249,3113,3.1,"0"
"4023",36,5,50,3490208,3492567,2359,2.4,"20"
"4126",36,7,52,3495577,3499013,3436,3.4,"20"
"4229",36,6,11,3501613,3504850,3237,3.2,"0"
"4426",36,6,27,3512975,3517516,4541,4.5,"0"
"4621",36,6,67,3523440,3526629,3189,3.2,"0"
"4728",36,8,53,3530216,3533353,3137,3.1,"0"
"4823",36,5,74,3535563,3539733,4170,4.2,"20"
"4927",36,2,7,3542446,3545821,3375,3.4,"0"
"5127",36,8,21,3551449,3555119,3670,3.7,"0"
"5327",36,1,22,3560506,3563613,3107,3.1,"20"
"5522",36,3,80,3568621,3571726,3105,3.1,"20"
"5626",36,2,31,3573802,3577713,3911,3.9,"0"
"5822",36,2,15,3588011,3590649,2638,2.6,"0"
"6029",36,2,39,3596062,3599389,3327,3.3,"0"
"6121",36,3,64,3601299,3604598,3299,3.3,"20"
"6231",36,8,45,3606583,3609416,2833,2.8,"0"
"6319",36,2,63,3611463,3615534,4071,4.1,"0"
"6426",36,8,69,3617829,3621151,3322,3.3,"0"
"6522",36,1,78,3623106,3626277,3171,3.2,"20"
"6626",36,6,3,3629931,3634127,4196,4.2,"0"
"6828",36,5,58,3640202,3644503,4301,4.3,"20"
"6922",36,6,59,3646446,3649179,2733,2.7,"0"
"7025",36,4,57,3651162,3654112,2950,3,"0"
"7134",36,4,9,3658895,3663344,4449,4.4,"0"
"7328",36,2,23,3668246,3670464,2218,2.2,"0"
"7528",36,2,71,3677503,3680785,3282,3.3,"0"
"7625",36,4,73,3682948,3686457,3509,3.5,"0"
"7726",36,7,36,3688503,3691977,3474,3.5,"20"
"7823",36,7,20,3693970,3697590,3620,3.6,"20"
"8025",36,4,65,3702891,3706711,3820,3.8,"0"
"8130",36,7,68,3709082,3713497,4415,4.4,"20"
"8223",36,7,12,3716691,3720942,4251,4.3,"20"
"8422",36,5,66,3726228,3729207,2979,3,"20"
"8530",36,4,41,3733142,3736279,3137,3.1,"0"
"8623",36,4,25,3738280,3740602,2322,2.3,"0"
"8828",36,8,13,3745553,3748489,2936,2.9,"0"
"9031",36,1,30,3753148,3755594,2446,2.4,"20"
"9228",36,7,60,3760328,3763142,2814,2.8,"20"
"9326",36,8,37,3767217,3770444,3227,3.2,"0"
"9430",36,1,62,3772485,3777406,4921,4.9,"20"
"9525",36,2,79,3779401,3782048,2647,2.6,"0"
"9627",36,6,75,3783906,3787325,3419,3.4,"0"
"9727",36,1,54,3789463,3793090,3627,3.6,"20"
"9822",36,2,47,3799121,3803155,4034,4,"0"
"9929",36,5,2,3805386,3808301,2915,2.9,"20"
"10136",36,8,61,3814293,3817860,3567,3.6,"0"
"10228",36,5,10,3820052,3823543,3491,3.5,"20"
"10424",36,6,43,3828626,3831013,2387,2.4,"0"
"10526",36,6,51,3832941,3835033,2092,2.1,"0"
"10625",36,7,28,3838921,3841408,2487,2.5,"20"
"10825",36,3,8,3847552,3850173,2621,2.6,"20"
"11026",36,8,5,3857519,3861343,3824,3.8,"0"
"11225",36,1,46,3869136,3872562,3426,3.4,"20"
"11328",36,3,72,3874494,3877541,3047,3,"20"
"11423",36,5,34,3880787,3885202,4415,4.4,"20"
"11524",36,8,77,3887289,3890210,2921,2.9,"0"
"11623",36,3,16,3895212,3898515,3303,3.3,"20"
"11823",36,3,48,3904953,3907931,2978,3,"20"
"11918",36,2,55,3909746,3912204,2458,2.5,"0"
"12014",36,5,42,3914205,3916992,2787,2.8,"20"
"12122",36,6,35,3919730,3923932,4202,4.2,"0"
"10137",37,4,48,433901,438270,4369,4.4,"0"
"11103",37,2,70,440637,444898,4261,4.3,"0"
"1234",37,5,9,447191,451865,4674,4.7,"20"
"1430",37,4,40,465608,469483,3875,3.9,"0"
"1525",37,8,60,471902,479742,7840,7.8,"0"
"1629",37,4,24,482078,486360,4282,4.3,"0"
"1825",37,8,20,492838,499951,7113,7.1,"0"
"2025",37,1,69,505884,513886,8002,8,"20"
"2126",37,3,15,517276,521753,4477,4.5,"20"
"2327",37,8,28,528590,533234,4644,4.6,"0"
"2527",37,2,78,538193,544202,6009,6,"0"
"2622",37,5,17,547123,553040,5917,5.9,"20"
"2822",37,2,22,562561,566586,4025,4,"0"
"3024",37,4,56,570925,574338,3413,3.4,"0"
"3127",37,2,30,576364,580099,3735,3.7,"0"
"3326",37,7,59,584354,589086,4732,4.7,"20"
"3424",37,4,32,591700,596316,4616,4.6,"0"
"3631",37,3,71,600634,603826,3192,3.2,"20"
"3719",37,6,34,607093,611395,4302,4.3,"0"
"3827",37,3,79,614239,618631,4392,4.4,"20"
"3923",37,7,19,620907,623805,2898,2.9,"20"
"4127",37,3,7,635249,638146,2897,2.9,"20"
"4322",37,6,66,644394,649397,5003,5,"0"
"4427",37,6,2,651591,657355,5764,5.8,"0"
"4622",37,2,54,662985,667090,4105,4.1,"0"
"4729",37,7,11,669084,671359,2275,2.3,"20"
"4928",37,6,50,679805,682713,2908,2.9,"0"
"5026",37,6,26,684654,687573,2919,2.9,"0"
"5224",37,7,75,692164,697046,4882,4.9,"20"
"5328",37,5,33,699236,702654,3418,3.4,"20"
"5424",37,7,43,705098,708686,3588,3.6,"20"
"5523",37,4,80,710727,714553,3826,3.8,"0"
"5627",37,2,62,716797,720822,4025,4,"0"
"5731",37,1,45,722896,726029,3133,3.1,"20"
"5823",37,5,49,728063,732619,4556,4.6,"20"
"5925",37,1,5,735391,740515,5124,5.1,"20"
"6122",37,2,46,745726,750148,4422,4.4,"0"
"6232",37,1,77,752043,757248,5205,5.2,"20"
"6320",37,7,51,760649,764681,4032,4,"20"
"6427",37,7,27,766716,770352,3636,3.6,"20"
"6627",37,7,67,778336,781292,2956,3,"20"
"6722",37,4,8,786519,790466,3947,3.9,"0"
"6923",37,5,25,796484,801602,5118,5.1,"20"
"7135",37,7,35,809879,813802,3923,3.9,"20"
"7224",37,3,47,815782,818673,2891,2.9,"20"
"7329",37,8,36,822432,826604,4172,4.2,"0"
"7427",37,3,63,828823,834234,5411,5.4,"20"
"7529",37,2,38,837420,840496,3076,3.1,"0"
"7626",37,4,72,842461,845298,2837,2.8,"0"
"7727",37,8,76,848386,851648,3262,3.3,"0"
"7824",37,1,53,854255,859212,4957,5,"20"
"7929",37,6,42,861589,864514,2925,2.9,"0"
"8026",37,6,18,866461,870570,4109,4.1,"0"
"8224",37,3,55,882073,886496,4423,4.4,"20"
"8323",37,7,3,888572,891003,2431,2.4,"20"
"8531",37,1,61,896861,903133,6272,6.3,"20"
"8624",37,1,13,905548,908811,3263,3.3,"20"
"8829",37,1,37,914261,918109,3848,3.8,"20"
"8922",37,3,23,920520,924980,4460,4.5,"20"
"9127",37,6,74,930017,933945,3928,3.9,"0"
"9229",37,3,31,936298,939935,3637,3.6,"20"
"9431",37,1,21,944876,947946,3070,3.1,"20"
"9628",37,6,58,952563,956161,3598,3.6,"0"
"9728",37,5,57,958007,961692,3685,3.7,"20"
"9823",37,8,44,963583,965867,2284,2.3,"0"
"9930",37,2,6,968804,971752,2948,2.9,"0"
"10138",37,8,4,976081,978804,2723,2.7,"0"
"10322",37,4,64,983706,987039,3333,3.3,"0"
"10425",37,5,41,988973,993514,4541,4.5,"20"
"10527",37,5,65,996565,1000835,4270,4.3,"20"
"10626",37,8,12,1005646,1008318,2672,2.7,"0"
"10826",37,1,29,1014171,1016889,2718,2.7,"20"
"11027",37,4,16,1022187,1024715,2528,2.5,"0"
"11226",37,5,1,1028599,1032215,3616,3.6,"20"
"11424",37,2,14,1038027,1042047,4020,4,"0"
"11624",37,5,73,1050440,1053635,3195,3.2,"20"
"11724",37,8,52,1056457,1058963,2506,2.5,"0"
"11824",37,6,10,1065874,1069435,3561,3.6,"0"
"12015",37,3,39,1076398,1079471,3073,3.1,"20"
"12123",37,8,68,1082339,1085121,2782,2.8,"0"
"10139",38,5,48,1483374,1488938,5564,5.6,"20"
"11104",38,3,46,1491981,1495495,3514,3.5,"20"
"1235",38,4,55,1497675,1502007,4332,4.3,"0"
"1327",38,5,24,1504298,1509848,5550,5.5,"20"
"1526",38,7,18,1515162,1518240,3078,3.1,"20"
"1722",38,4,47,1524205,1527493,3288,3.3,"0"
"1826",38,6,17,1529733,1534319,4586,4.6,"0"
"2026",38,6,25,1539467,1542960,3493,3.5,"0"
"2218",38,8,3,1548075,1550571,2496,2.5,"0"
"2423",38,7,26,1555875,1560323,4448,4.4,"20"
"2623",38,6,49,1567140,1570821,3681,3.7,"0"
"2729",38,7,74,1574358,1577988,3630,3.6,"20"
"2823",38,5,16,1580164,1583097,2933,2.9,"20"
"3025",38,4,71,1588850,1592447,3597,3.6,"0"
"3128",38,3,38,1594504,1598461,3957,4,"20"
"3224",38,2,29,1600837,1604302,3465,3.5,"0"
"3425",38,2,13,1609784,1612760,2976,3,"0"
"3632",38,8,11,1618776,1623503,4727,4.7,"0"
"3828",38,5,8,1630004,1634493,4489,4.5,"20"
"4024",38,3,6,1640413,1645741,5328,5.3,"20"
"4230",38,8,51,1651421,1654816,3395,3.4,"0"
"4323",38,2,5,1657109,1661439,4330,4.3,"0"
"4525",38,4,63,1667517,1673059,5542,5.5,"0"
"4623",38,3,62,1675463,1682123,6660,6.7,"20"
"4730",38,1,20,1684363,1686962,2599,2.6,"20"
"4929",38,2,53,1693035,1696967,3932,3.9,"0"
"5027",38,7,66,1699497,1703036,3539,3.5,"20"
"5128",38,3,22,1705361,1710698,5337,5.3,"20"
"5329",38,3,70,1715903,1719132,3229,3.2,"20"
"5425",38,6,33,1722292,1725662,3370,3.4,"0"
"5524",38,2,45,1727747,1730151,2404,2.4,"0"
"5628",38,5,56,1732891,1736637,3746,3.7,"20"
"5732",38,3,54,1740187,1744176,3989,4,"20"
"5824",38,7,10,1747552,1750797,3245,3.2,"20"
"6030",38,7,58,1757016,1760427,3411,3.4,"20"
"6123",38,8,27,1762501,1768097,5596,5.6,"0"
"6321",38,8,43,1773805,1778418,4613,4.6,"0"
"6428",38,2,61,1780714,1784905,4191,4.2,"0"
"6523",38,3,14,1787173,1790158,2985,3,"20"
"6723",38,8,35,1796991,1799701,2710,2.7,"0"
"6829",38,7,50,1804048,1808754,4706,4.7,"20"
"6924",38,1,60,1810732,1814933,4201,4.2,"20"
"7026",38,1,12,1818684,1821992,3308,3.3,"20"
"7225",38,7,2,1827603,1830991,3388,3.4,"20"
"7428",38,1,52,1837264,1841042,3778,3.8,"20"
"7530",38,1,44,1843581,1847610,4029,4,"20"
"7627",38,6,65,1850312,1857220,6908,6.9,"0"
"7728",38,1,76,1859956,1863842,3886,3.9,"20"
"7825",38,5,72,1867420,1871750,4330,4.3,"20"
"7930",38,4,7,1874094,1877577,3483,3.5,"0"
"8131",38,7,34,1884940,1889705,4765,4.8,"20"
"8225",38,4,15,1892908,1896176,3268,3.3,"0"
"8423",38,6,1,1902088,1904288,2200,2.2,"0"
"8625",38,6,57,1909999,1913111,3112,3.1,"0"
"8724",38,5,80,1915186,1918544,3358,3.4,"20"
"8830",38,1,28,1921417,1926001,4584,4.6,"20"
"9032",38,7,42,1932543,1943979,11436,11.4,"20"
"9128",38,5,40,1947031,1950144,3113,3.1,"20"
"9230",38,2,21,1952649,1956494,3845,3.8,"0"
"9432",38,1,4,1962524,1969366,6842,6.8,"20"
"9629",38,8,59,1975923,1979447,3524,3.5,"0"
"9729",38,8,75,1983781,1986310,2529,2.5,"0"
"9824",38,4,79,1988883,1995821,6938,6.9,"0"
"9931",38,5,64,1998519,2002123,3604,3.6,"20"
"10020",38,6,41,2003970,2008764,4794,4.8,"0"
"10140",38,4,31,2011214,2019320,8106,8.1,"0"
"10323",38,2,77,2024089,2026908,2819,2.8,"0"
"10426",38,4,23,2028881,2031395,2514,2.5,"0"
"10627",38,5,32,2036433,2043595,7162,7.2,"20"
"10827",38,3,78,2049684,2052657,2973,3,"20"
"10923",38,1,68,2055089,2061033,5944,5.9,"20"
"11028",38,4,39,2064030,2066462,2432,2.4,"0"
"11128",38,8,67,2069073,2074333,5260,5.3,"0"
"11227",38,2,69,2077449,2081415,3966,4,"0"
"11329",38,3,30,2084345,2086766,2421,2.4,"20"
"11525",38,2,37,2091874,2099375,7501,7.5,"0"
"11625",38,6,9,2103804,2107485,3681,3.7,"0"
"11825",38,8,19,2114812,2119125,4313,4.3,"0"
"12016",38,1,36,2126502,2129393,2891,2.9,"20"
"12124",38,6,73,2131658,2137565,5907,5.9,"0"
"10141",39,1,67,2498691,2502284,3593,3.6,"20"
"11105",39,1,19,2504397,2507762,3365,3.4,"20"
"1328",39,1,27,2513707,2516741,3034,3,"20"
"1527",39,6,24,2522068,2524722,2654,2.7,"0"
"1723",39,3,77,2531488,2534163,2675,2.7,"20"
"1827",39,6,32,2536507,2539114,2607,2.6,"0"
"2027",39,4,46,2545832,2548681,2849,2.8,"0"
"2127",39,5,47,2550890,2552988,2098,2.1,"20"
"2219",39,3,13,2555215,2557717,2502,2.5,"20"
"2424",39,1,35,2562950,2565305,2355,2.4,"20"
"2528",39,6,16,2567126,2569464,2338,2.3,"0"
"2730",39,6,40,2574147,2576972,2825,2.8,"0"
"2824",39,5,39,2578873,2581105,2232,2.2,"20"
"2926",39,5,63,2583210,2586158,2948,2.9,"20"
"3026",39,7,25,2588099,2590891,2792,2.8,"20"
"3225",39,6,8,2596115,2598692,2577,2.6,"0"
"3426",39,8,74,2604377,2607123,2746,2.7,"0"
"3523",39,7,49,2609875,2612634,2759,2.8,"20"
"3633",39,8,26,2614452,2616850,2398,2.4,"0"
"3829",39,5,23,2623425,2625419,1994,2,"20"
"4025",39,7,65,2630842,2633313,2471,2.5,"20"
"4128",39,8,42,2636833,2640033,3200,3.2,"0"
"4231",39,8,10,2641920,2644151,2231,2.2,"0"
"4428",39,8,50,2650350,2652474,2124,2.1,"0"
"4526",39,2,52,2654566,2657100,2534,2.5,"0"
"4624",39,8,58,2659303,2662075,2772,2.8,"0"
"4731",39,5,79,2663843,2666038,2195,2.2,"20"
"4824",39,2,76,2667982,2671147,3165,3.2,"0"
"4930",39,3,29,2674729,2677207,2478,2.5,"20"
"5129",39,3,21,2681882,2684244,2362,2.4,"20"
"5330",39,2,20,2689944,2692001,2057,2.1,"0"
"5525",39,8,2,2698498,2701220,2722,2.7,"0"
"5733",39,5,71,2706457,2708693,2236,2.2,"20"
"5825",39,3,37,2710341,2713876,3535,3.5,"20"
"5926",39,2,28,2717022,2720002,2980,3,"0"
"6124",39,5,55,2726157,2728637,2480,2.5,"20"
"6233",39,4,70,2730457,2732865,2408,2.4,"0"
"6322",39,7,57,2734924,2737327,2403,2.4,"20"
"6429",39,1,59,2740455,2743257,2802,2.8,"20"
"6524",39,6,56,2745537,2747707,2170,2.2,"0"
"6628",39,7,9,2749440,2751965,2525,2.5,"20"
"6830",39,6,72,2758395,2761222,2827,2.8,"0"
"6925",39,7,73,2762985,2765512,2527,2.5,"20"
"7027",39,6,80,2767250,2769188,1938,1.9,"0"
"7136",39,7,1,2771460,2773604,2144,2.1,"20"
"7330",39,4,30,2778745,2781280,2535,2.5,"0"
"7531",39,3,61,2785737,2789111,3374,3.4,"20"
"7628",39,8,66,2790893,2793339,2446,2.4,"0"
"7729",39,1,43,2795105,2797093,1988,2,"20"
"7826",39,3,53,2800723,2803697,2974,3,"20"
"7931",39,4,62,2806078,2809451,3373,3.4,"0"
"8027",39,7,33,2811123,2812741,1618,1.6,"20"
"8132",39,4,38,2815951,2818727,2776,2.8,"0"
"8226",39,4,22,2820681,2823043,2362,2.4,"0"
"8424",39,5,15,2829536,2831369,1833,1.8,"20"
"8626",39,1,75,2836621,2839175,2554,2.6,"20"
"8725",39,1,11,2840942,2843469,2527,2.5,"20"
"8923",39,1,51,2848913,2851345,2432,2.4,"20"
"9033",39,6,48,2853217,2856119,2902,2.9,"0"
"9129",39,1,3,2859150,2861306,2156,2.2,"20"
"9327",39,8,18,2866390,2868952,2562,2.6,"0"
"9526",39,3,45,2874128,2876709,2581,2.6,"20"
"9630",39,2,44,2878675,2880724,2049,2,"0"
"9730",39,5,7,2883671,2886096,2425,2.4,"20"
"9932",39,4,78,2893425,2897242,3817,3.8,"0"
"10021",39,2,60,2899024,2901188,2164,2.2,"0"
"10142",39,2,36,2902918,2905613,2695,2.7,"0"
"10229",39,6,64,2907914,2910398,2484,2.5,"0"
"10324",39,8,34,2912241,2915198,2957,3,"0"
"10427",39,3,69,2918477,2921319,2842,2.8,"20"
"10528",39,2,68,2924511,2926921,2410,2.4,"0"
"10628",39,4,14,2930129,2932851,2722,2.7,"0"
"10828",39,4,54,2938187,2940863,2676,2.7,"0"
"10924",39,2,12,2942838,2945729,2891,2.9,"0"
"11129",39,2,4,2950515,2952862,2347,2.3,"0"
"11330",39,3,5,2958606,2961418,2812,2.8,"20"
"11526",39,4,6,2966391,2969156,2765,2.8,"0"
"11725",39,7,17,2975462,2977963,2501,2.5,"20"
"11919",39,7,41,2984377,2987155,2778,2.8,"20"
"12017",39,5,31,2989432,2992065,2633,2.6,"20"
"10143",40,1,10,3578534,3582609,4075,4.1,"20"
"1236",40,1,66,3591407,3595750,4343,4.3,"20"
"1329",40,2,51,3598325,3601984,3659,3.7,"0"
"1431",40,5,46,3605510,3609665,4155,4.2,"20"
"1528",40,3,60,3611811,3616258,4447,4.4,"20"
"1630",40,2,27,3620240,3623679,3439,3.4,"0"
"1828",40,5,14,3629880,3634680,4800,4.8,"20"
"2028",40,6,39,3642974,3647309,4335,4.3,"0"
"2128",40,7,48,3649399,3653239,3840,3.8,"20"
"2220",40,5,54,3659547,3663190,3643,3.6,"20"
"2328",40,7,64,3666437,3669583,3146,3.1,"20"
"2425",40,6,55,3671823,3675074,3251,3.3,"0"
"2529",40,2,19,3676988,3680052,3064,3.1,"0"
"2731",40,5,62,3713524,3717475,3951,4,"20"
"2825",40,6,63,3721686,3725587,3901,3.9,"0"
"2927",40,3,44,3728482,3732430,3948,3.9,"20"
"3027",40,4,21,3735986,3739453,3467,3.5,"0"
"3226",40,4,29,3750163,3754085,3922,3.9,"0"
"3427",40,3,76,3760775,3765575,4800,4.8,"20"
"3524",40,2,35,3770225,3773429,3204,3.2,"0"
"3634",40,2,59,3775524,3778690,3166,3.2,"0"
"3720",40,4,61,3780818,3784816,3998,4,"0"
"3830",40,8,33,3789931,3792970,3039,3,"0"
"3924",40,7,80,3796650,3800195,3545,3.5,"20"
"4026",40,7,40,3802919,3806340,3421,3.4,"20"
"4129",40,1,42,3809544,3813695,4151,4.2,"20"
"4232",40,3,20,3815994,3818985,2991,3,"20"
"4429",40,2,43,3824999,3829270,4271,4.3,"0"
"4527",40,5,78,3832913,3836256,3343,3.3,"20"
"4625",40,8,9,3841224,3844599,3375,3.4,"0"
"4825",40,1,18,3850175,3853088,2913,2.9,"20"
"5028",40,5,30,3861616,3865394,3778,3.8,"20"
"5225",40,5,70,3871331,3874830,3499,3.5,"20"
"5331",40,4,53,3877444,3881826,4382,4.4,"0"
"5426",40,5,6,3886144,3889685,3541,3.5,"20"
"5629",40,4,5,3896770,3900514,3744,3.7,"0"
"5826",40,7,72,3916231,3920784,4553,4.6,"20"
"5927",40,3,36,3932241,3936896,4655,4.7,"20"
"6031",40,1,2,3954105,3956930,2825,2.8,"20"
"6234",40,6,31,3964377,3968156,3779,3.8,"0"
"6430",40,6,47,3975259,3979035,3776,3.8,"0"
"6525",40,6,71,3981269,3984321,3052,3.1,"0"
"6629",40,5,22,3986313,3989238,2925,2.9,"20"
"6831",40,3,52,3995804,3998928,3124,3.1,"20"
"6926",40,3,28,4001534,4004871,3337,3.3,"20"
"7137",40,8,73,4011068,4014426,3358,3.4,"0"
"7226",40,2,11,4016763,4019975,3212,3.2,"0"
"7429",40,4,45,4026202,4029874,3672,3.7,"0"
"7532",40,4,77,4032503,4036012,3509,3.5,"0"
"7629",40,8,65,4038229,4042622,4393,4.4,"0"
"7730",40,3,68,4044603,4047448,2845,2.8,"20"
"7827",40,1,50,4049543,4052460,2917,2.9,"20"
"7932",40,8,49,4055031,4058061,3030,3,"0"
"8028",40,1,74,4059974,4063663,3689,3.7,"20"
"8133",40,3,12,4066753,4069699,2946,2.9,"20"
"8324",40,8,57,4076264,4079304,3040,3,"0"
"8425",40,7,8,4081470,4084450,2980,3,"20"
"8627",40,7,56,4091573,4095083,3510,3.5,"20"
"8726",40,5,38,4098648,4102295,3647,3.6,"20"
"8831",40,7,24,4104543,4107421,2878,2.9,"20"
"9034",40,7,16,4112990,4116320,3330,3.3,"20"
