"","subject","item","sentcond","questcond","dependnum","starttime","endtime","subresp","correctresp","accuracy","prev","deg","cond"
"386",13,17,5,6,1,25293436,25295760,6,6,1,"orth","20",5
"387",13,21,1,6,1,25336360,25339882,6,6,1,"valid","20",1
"388",13,28,8,7,1,25354719,25358150,7,7,1,"invalid","0",8
"389",13,1,5,7,1,25420106,25423479,7,7,1,"orth","20",5
"390",13,10,6,7,1,25449338,25451887,7,7,1,"orth","0",6
"391",13,15,3,6,1,25520630,25530277,6,6,1,"phon","20",3
"392",13,20,8,6,1,25578735,25585635,7,6,0,"invalid","0",8
"393",13,4,8,7,1,25653573,25656701,7,7,1,"invalid","0",8
"394",13,24,4,7,1,25668492,25671427,7,7,1,"phon","0",4
"395",13,9,5,6,1,25688048,25691062,6,6,1,"orth","20",5
"396",13,7,3,6,1,25713652,25717741,6,6,1,"phon","20",3
"397",13,29,1,6,1,25764206,25766871,6,6,1,"valid","20",1
"398",13,32,4,6,1,25823716,25827155,6,6,1,"phon","0",4
"399",13,27,7,7,1,25858155,25860389,7,7,1,"invalid","20",7
"400",13,11,7,7,1,25898372,25903641,7,7,1,"invalid","20",7
"401",13,22,2,6,1,25973152,25975809,6,6,1,"valid","0",2
"402",13,26,6,6,1,25983318,25987678,6,6,1,"orth","0",6
"403",13,8,4,7,1,26015374,26029495,7,7,1,"phon","0",4
"404",13,5,1,7,1,26087374,26090440,7,7,1,"valid","20",1
"405",13,31,3,7,1,26112553,26122940,7,7,1,"phon","20",3
"406",13,13,1,6,1,26141065,26143387,6,6,1,"valid","20",1
"407",13,16,4,7,1,26195387,26198839,7,7,1,"phon","0",4
"408",13,19,7,6,1,26246442,26251796,6,6,1,"invalid","20",7
"409",13,3,7,6,1,26281755,26284777,6,6,1,"invalid","20",7
"410",13,2,6,6,1,26353910,26360607,6,6,1,"orth","0",6
"411",13,30,2,6,1,26394498,26396519,6,6,1,"valid","0",2
"412",13,18,6,7,1,26404830,26411063,7,7,1,"orth","0",6
"413",13,25,5,7,1,26426738,26428484,7,7,1,"orth","20",5
"414",13,12,8,7,1,26442104,26444056,7,7,1,"invalid","0",8
"415",13,23,3,7,1,26473477,26475600,7,7,1,"phon","20",3
"416",13,14,2,6,1,26489218,26492180,6,6,1,"valid","0",2
"417",14,27,8,7,1,27047782,27050352,7,7,1,"invalid","0",8
"418",14,24,5,7,1,27060940,27063688,7,7,1,"orth","20",5
"419",14,9,6,6,1,27086195,27087545,6,6,1,"orth","0",6
"420",14,8,5,7,1,27116168,27117798,7,7,1,"orth","20",5
"421",14,13,2,6,1,27132976,27134229,6,6,1,"valid","0",2
"422",14,30,3,6,1,27160981,27162039,6,6,1,"phon","20",3
"423",14,32,5,6,1,27169078,27170324,6,6,1,"orth","20",5
"424",14,21,2,6,1,27180218,27181486,6,6,1,"valid","0",2
"425",14,5,2,7,1,27187774,27188886,6,7,0,"valid","0",2
"426",14,29,2,6,1,27225450,27226596,6,6,1,"valid","0",2
"427",14,15,4,6,1,27243725,27245449,6,6,1,"phon","0",4
"428",14,26,7,6,1,27280730,27283122,6,6,1,"invalid","20",7
"429",14,2,7,6,1,27289836,27291260,6,6,1,"invalid","20",7
"430",14,4,1,7,1,27300387,27301365,7,7,1,"valid","20",1
"431",14,6,3,7,1,27334487,27336487,7,7,1,"phon","20",3
"432",14,17,6,6,1,27352685,27354985,6,6,1,"orth","0",6
"433",14,18,7,7,1,27377365,27379715,7,7,1,"invalid","20",7
"434",14,10,7,7,1,27414615,27416360,7,7,1,"invalid","20",7
"435",14,19,8,6,1,27458076,27460277,6,6,1,"invalid","0",8
"436",14,12,1,7,1,27487848,27489391,7,7,1,"valid","20",1
"437",14,20,1,6,1,27498064,27500575,6,6,1,"valid","20",1
"438",14,25,6,7,1,27530893,27532308,7,7,1,"orth","0",6
"439",14,1,6,7,1,27557450,27558303,7,7,1,"orth","0",6
"440",14,22,3,6,1,27577542,27579407,6,6,1,"phon","20",3
"441",14,23,4,7,1,27588117,27589323,7,7,1,"phon","0",4
"442",14,11,8,7,1,27598558,27600245,7,7,1,"invalid","0",8
"443",14,3,8,6,1,27606062,27607180,6,6,1,"invalid","0",8
"444",14,16,5,7,1,27617644,27620217,7,7,1,"orth","20",5
"445",14,31,4,7,1,27629849,27631010,7,7,1,"phon","0",4
"446",14,7,4,6,1,27677920,27680514,6,6,1,"phon","0",4
"447",14,28,1,7,1,27687556,27688891,7,7,1,"valid","20",1
"448",14,14,3,6,1,27697918,27701406,7,6,0,"phon","20",3
"449",15,27,1,7,1,1500214,1502454,7,7,1,"valid","20",1
"450",15,17,7,6,1,1513131,1514922,6,6,1,"invalid","20",7
"451",15,21,3,6,1,1536704,1538528,6,6,1,"phon","20",3
"452",15,10,8,7,1,1548531,1552117,7,7,1,"invalid","0",8
"453",15,16,6,7,1,1573039,1575792,7,7,1,"orth","0",6
"454",15,18,8,7,1,1589451,1591456,7,7,1,"invalid","0",8
"455",15,20,2,6,1,1611893,1637647,6,6,1,"valid","0",2
"456",15,3,1,6,1,1663202,1666082,6,6,1,"valid","20",1
"457",15,7,5,6,1,1709400,1713344,7,6,0,"orth","20",5
"458",15,32,6,6,1,1732676,1739097,6,6,1,"orth","0",6
"459",15,25,7,7,1,1775249,1777858,7,7,1,"invalid","20",7
"460",15,11,1,7,1,1907334,1909270,7,7,1,"valid","20",1
"461",15,8,6,7,1,1927170,1929694,7,7,1,"orth","0",6
"462",15,9,7,6,1,1938015,1941443,6,6,1,"invalid","20",7
"463",15,28,2,7,1,1964538,1966893,7,7,1,"valid","0",2
"464",15,22,4,6,1,1977644,1979695,7,6,0,"phon","0",4
"465",15,26,8,6,1,1987012,1989622,7,6,0,"invalid","0",8
"466",15,1,7,7,1,2011573,2013607,7,7,1,"invalid","20",7
"467",15,13,3,6,1,2030193,2033860,6,6,1,"phon","20",3
"468",15,31,5,7,1,2044469,2048566,7,7,1,"orth","20",5
"469",15,23,5,7,1,2065190,2067168,7,7,1,"orth","20",5
"470",15,30,4,6,1,2129873,2132348,6,6,1,"phon","0",4
"471",15,5,3,7,1,2156421,2159222,7,7,1,"phon","20",3
"472",15,2,8,6,1,2172732,2176799,6,6,1,"invalid","0",8
"473",15,12,2,7,1,2193932,2196106,7,7,1,"valid","0",2
"474",15,15,5,6,1,2204744,2207088,6,6,1,"orth","20",5
"475",15,14,4,6,1,2236951,2238781,7,6,0,"phon","0",4
"476",15,6,4,7,1,2254649,2256178,7,7,1,"phon","0",4
"477",15,24,6,7,1,2280358,2283961,6,7,0,"orth","0",6
"478",15,4,2,7,1,2325175,2326697,7,7,1,"valid","0",2
"479",15,19,1,6,1,2334347,2336093,7,6,0,"valid","20",1
"480",15,29,3,6,1,2344179,2346574,6,6,1,"phon","20",3
"481",16,29,4,6,1,3333327,3335819,6,6,1,"phon","0",4
"482",16,7,6,6,1,3385464,3388381,6,6,1,"orth","0",6
"483",16,27,2,7,1,3458149,3461169,7,7,1,"valid","0",2
"484",16,14,5,6,1,3506661,3509508,6,6,1,"orth","20",5
"485",16,2,1,6,1,3540716,3543939,6,6,1,"valid","20",1
"486",16,13,4,6,1,3558774,3560549,6,6,1,"phon","0",4
"487",16,18,1,7,1,3576349,3579750,7,7,1,"valid","20",1
"488",16,15,6,6,1,3586062,3587948,6,6,1,"orth","0",6
"489",16,30,5,6,1,3636763,3638895,6,6,1,"orth","20",5
"490",16,11,2,7,1,3668630,3671052,6,7,0,"valid","0",2
"491",16,28,3,7,1,3687071,3689543,7,7,1,"phon","20",3
"492",16,24,7,7,1,3719054,3722381,7,7,1,"invalid","20",7
"493",16,20,3,6,1,3730392,3733038,6,6,1,"phon","20",3
"494",16,8,7,7,1,3770911,3773565,7,7,1,"invalid","20",7
"495",16,5,4,7,1,3780715,3783660,7,7,1,"phon","0",4
"496",16,22,5,6,1,3790742,3793522,6,6,1,"orth","20",5
"497",16,25,8,7,1,3805473,3809021,7,7,1,"invalid","0",8
"498",16,17,8,6,1,3816111,3819395,6,6,1,"invalid","0",8
"499",16,31,6,7,1,3842609,3845020,7,7,1,"orth","0",6
"500",16,1,8,7,1,3854384,3861452,7,7,1,"invalid","0",8
"501",16,16,7,7,1,3897728,3900090,7,7,1,"invalid","20",7
"502",16,21,4,6,1,3915822,3918429,6,6,1,"phon","0",4
"503",16,10,1,7,1,3937090,3939609,7,7,1,"valid","20",1
"504",16,23,6,7,1,4003810,4006161,7,7,1,"orth","0",6
"505",16,4,3,7,1,4021497,4023406,7,7,1,"phon","20",3
"506",16,3,2,6,1,4036325,4038405,6,6,1,"valid","0",2
"507",16,32,7,6,1,4047591,4050167,7,6,0,"invalid","20",7
"508",16,9,8,6,1,4064911,4068783,6,6,1,"invalid","0",8
"509",16,12,3,7,1,4081246,4083733,7,7,1,"phon","20",3
"510",16,6,5,7,1,4103655,4107620,7,7,1,"orth","20",5
"511",16,26,1,6,1,4126991,4129150,6,6,1,"valid","20",1
"512",16,19,2,6,1,4143635,4146373,6,6,1,"valid","0",2
"513",17,32,8,6,1,7090969,7093150,6,6,1,"invalid","0",8
"514",17,24,8,7,1,7112148,7116862,7,7,1,"invalid","0",8
"515",17,28,4,7,1,7125081,7127002,7,7,1,"phon","0",4
"516",17,29,5,6,1,7139726,7141697,6,6,1,"orth","20",5
"517",17,31,7,7,1,7151939,7154183,7,7,1,"invalid","20",7
"518",17,26,2,6,1,7172778,7177149,6,6,1,"valid","0",2
"519",17,14,6,6,1,7184466,7187978,7,6,0,"orth","0",6
"520",17,22,6,6,1,7205200,7208637,6,6,1,"orth","0",6
"521",17,11,3,7,1,7237889,7240176,7,7,1,"phon","20",3
"522",17,19,3,6,1,7282038,7285117,6,6,1,"phon","20",3
"523",17,17,1,6,1,7291875,7293852,6,6,1,"valid","20",1
"524",17,21,5,6,1,7314811,7316773,6,6,1,"orth","20",5
"525",17,9,1,6,1,7324612,7326407,6,6,1,"valid","20",1
"526",17,12,4,7,1,7347369,7348951,7,7,1,"phon","0",4
"527",17,16,8,7,1,7357127,7360306,7,7,1,"invalid","0",8
"528",17,3,3,6,1,7373151,7375377,6,6,1,"phon","20",3
"529",17,7,7,6,1,7382002,7388990,7,6,0,"invalid","20",7
"530",17,8,8,7,1,7396719,7399636,7,7,1,"invalid","0",8
"531",17,30,6,6,1,7417864,7419295,6,6,1,"orth","0",6
"532",17,5,5,7,1,7472215,7475335,7,7,1,"orth","20",5
"533",17,18,2,7,1,7482296,7483612,7,7,1,"valid","0",2
"534",17,23,7,7,1,7495904,7497582,7,7,1,"invalid","20",7
"535",17,2,2,6,1,7503981,7505779,6,6,1,"valid","0",2
"536",17,10,2,7,1,7520202,7522270,7,7,1,"valid","0",2
"537",17,15,7,6,1,7535864,7538087,6,6,1,"invalid","20",7
"538",17,4,4,7,1,7565463,7566584,7,7,1,"phon","0",4
"539",17,25,1,7,1,7595959,7597450,7,7,1,"valid","20",1
"540",17,6,6,7,1,7619522,7621142,7,7,1,"orth","0",6
"541",17,1,1,7,1,7627350,7629861,7,7,1,"valid","20",1
"542",17,27,3,7,1,7636464,7637998,7,7,1,"phon","20",3
"543",17,13,5,6,1,7669903,7671577,6,6,1,"orth","20",5
"544",17,20,4,6,1,7687635,7691220,6,6,1,"phon","0",4
"545",18,30,7,6,1,9169225,9171430,6,6,1,"invalid","20",7
"546",18,3,4,6,1,9179372,9180740,6,6,1,"phon","0",4
"547",18,13,6,6,1,9186420,9187995,6,6,1,"orth","0",6
"548",18,4,5,7,1,9196464,9198387,7,7,1,"orth","20",5
"549",18,1,2,7,1,9232378,9234286,7,7,1,"valid","0",2
"550",18,2,3,6,1,9255060,9256901,7,6,0,"phon","20",3
"551",18,28,5,7,1,9267433,9269445,7,7,1,"orth","20",5
"552",18,11,4,7,1,9282418,9286268,7,7,1,"phon","0",4
"553",18,26,3,6,1,9292282,9294150,6,6,1,"phon","20",3
"554",18,5,6,7,1,9319743,9322199,7,7,1,"orth","0",6
"555",18,17,2,6,1,9331519,9334435,6,6,1,"valid","0",2
"556",18,6,7,7,1,9343633,9345904,7,7,1,"invalid","20",7
"557",18,10,3,7,1,9386313,9387888,7,7,1,"phon","20",3
"558",18,21,6,6,1,9404506,9406558,6,6,1,"orth","0",6
"559",18,25,2,7,1,9413962,9415650,7,7,1,"valid","0",2
"560",18,14,7,6,1,9427514,9429186,6,6,1,"invalid","20",7
"561",18,19,4,6,1,9449138,9451670,6,6,1,"phon","0",4
"562",18,22,7,6,1,9457888,9459659,6,6,1,"invalid","20",7
"563",18,12,5,7,1,9538376,9540062,7,7,1,"orth","20",5
"564",18,15,8,6,1,9571490,9574924,6,6,1,"invalid","0",8
"565",18,32,1,6,1,9593707,9595370,6,6,1,"valid","20",1
"566",18,16,1,7,1,9601251,9602700,7,7,1,"valid","20",1
"567",18,23,8,7,1,9608129,9609196,7,7,1,"invalid","0",8
"568",18,18,3,7,1,9614464,9615514,7,7,1,"phon","20",3
"569",18,27,4,7,1,9648378,9650950,7,7,1,"phon","0",4
"570",18,8,1,7,1,9660493,9662481,7,7,1,"valid","20",1
"571",18,9,2,6,1,9693659,9695597,6,6,1,"valid","0",2
"572",18,29,6,6,1,9702126,9703254,6,6,1,"orth","0",6
"573",18,24,1,7,1,9722142,9723680,7,7,1,"valid","20",1
"574",18,7,8,6,1,9736479,9738814,6,6,1,"invalid","0",8
"575",18,31,8,7,1,9751560,9753095,7,7,1,"invalid","0",8
"576",18,20,5,6,1,9769576,9772521,7,6,0,"orth","20",5
"577",19,17,3,6,1,10591987,10593435,6,6,1,"phon","20",3
"578",19,9,3,6,1,10633562,10637254,6,6,1,"phon","20",3
"579",19,10,4,7,1,10647049,10649342,7,7,1,"phon","0",4
"580",19,4,6,7,1,10658694,10660423,7,7,1,"orth","0",6
"581",19,27,5,7,1,10667717,10671158,7,7,1,"orth","20",5
"582",19,8,2,7,1,10694204,10695839,7,7,1,"valid","0",2
"583",19,6,8,7,1,10705287,10706514,7,7,1,"invalid","0",8
"584",19,24,2,7,1,10714416,10715613,7,7,1,"valid","0",2
"585",19,22,8,6,1,10726040,10729194,6,6,1,"invalid","0",8
"586",19,32,2,6,1,10739036,10740548,6,6,1,"valid","0",2
"587",19,1,3,7,1,10761694,10762730,7,7,1,"phon","20",3
"588",19,19,5,6,1,10770454,10771691,7,6,0,"orth","20",5
"589",19,29,7,6,1,10799165,10800585,6,6,1,"invalid","20",7
"590",19,12,6,7,1,10810485,10813916,7,7,1,"orth","0",6
"591",19,31,1,7,1,10873169,10875103,7,7,1,"valid","20",1
"592",19,16,2,7,1,10905360,10906936,7,7,1,"valid","0",2
"593",19,7,1,6,1,10946492,10948600,6,6,1,"valid","20",1
"594",19,5,7,7,1,10962530,10964168,7,7,1,"invalid","20",7
"595",19,21,7,6,1,10994021,10996005,6,6,1,"invalid","20",7
"596",19,2,4,6,1,11013640,11015711,6,6,1,"phon","0",4
"597",19,18,4,7,1,11038165,11041056,7,7,1,"phon","0",4
"598",19,3,5,6,1,11069337,11070364,6,6,1,"orth","20",5
"599",19,13,7,6,1,11087174,11088261,6,6,1,"invalid","20",7
"600",19,15,1,6,1,11123478,11124783,6,6,1,"valid","20",1
"601",19,23,1,7,1,11138604,11139872,7,7,1,"valid","20",1
"602",19,25,3,7,1,11150875,11152310,7,7,1,"phon","20",3
"603",19,11,5,7,1,11163346,11164171,6,7,0,"orth","20",5
"604",19,30,8,6,1,11182420,11184057,6,6,1,"invalid","0",8
"605",19,20,6,6,1,11189702,11191079,6,6,1,"orth","0",6
"606",19,28,6,7,1,11198081,11200097,7,7,1,"orth","0",6
"607",19,26,4,6,1,11208065,11209320,6,6,1,"phon","0",4
"608",19,14,8,6,1,11226873,11228439,6,6,1,"invalid","0",8
"609",20,18,5,7,1,16065339,16067489,7,7,1,"orth","20",5
"610",20,14,1,6,1,16120860,16126520,7,6,0,"valid","20",1
"611",20,31,2,7,1,16135109,16136426,7,7,1,"valid","0",2
"612",20,26,5,6,1,16144842,16151079,7,6,0,"orth","20",5
"613",20,24,3,7,1,16172615,16174794,7,7,1,"phon","20",3
"614",20,16,3,7,1,16198976,16200612,7,7,1,"phon","20",3
"615",20,19,6,6,1,16208261,16211985,7,6,0,"orth","0",6
"616",20,5,8,7,1,16222339,16224364,7,7,1,"invalid","0",8
"617",20,10,5,7,1,16258574,16260551,7,7,1,"orth","20",5
"618",20,9,4,6,1,16268359,16270417,6,6,1,"phon","0",4
"619",20,17,4,6,1,16290293,16291552,6,6,1,"phon","0",4
"620",20,13,8,6,1,16299943,16302666,6,6,1,"invalid","0",8
"621",20,27,6,7,1,16320334,16322334,7,7,1,"orth","0",6
"622",20,15,2,6,1,16373857,16375312,6,6,1,"valid","0",2
"623",20,32,3,6,1,16407888,16409746,6,6,1,"phon","20",3
"624",20,28,7,7,1,16419248,16421423,7,7,1,"invalid","20",7
"625",20,21,8,6,1,16429584,16431404,6,6,1,"invalid","0",8
"626",20,12,7,7,1,16439740,16441244,7,7,1,"invalid","20",7
"627",20,4,7,7,1,16468589,16470841,7,7,1,"invalid","20",7
"628",20,25,4,7,1,16493435,16494758,7,7,1,"phon","0",4
"629",20,7,2,6,1,16522755,16529077,7,6,0,"valid","0",2
"630",20,3,6,6,1,16539273,16540475,6,6,1,"orth","0",6
"631",20,29,8,6,1,16598518,16600421,6,6,1,"invalid","0",8
"632",20,6,1,7,1,16616072,16618190,7,7,1,"valid","20",1
"633",20,2,5,6,1,16652907,16655997,6,6,1,"orth","20",5
"634",20,1,4,7,1,16685097,16688264,7,7,1,"phon","0",4
"635",20,8,3,7,1,16722294,16725333,7,7,1,"phon","20",3
"636",20,22,1,6,1,16751382,16754316,6,6,1,"valid","20",1
"637",20,11,6,7,1,16779018,16781195,7,7,1,"orth","0",6
"638",20,20,7,6,1,16789934,16791816,6,6,1,"invalid","20",7
"639",20,30,1,6,1,16832805,16833992,6,6,1,"valid","20",1
"640",20,23,2,7,1,16855455,16856679,7,7,1,"valid","0",2
"641",21,7,3,6,1,17875668,17877166,6,6,1,"phon","20",3
"642",21,28,8,7,1,17891812,17892836,7,7,1,"invalid","0",8
"643",21,29,1,6,1,17907772,17908740,6,6,1,"valid","20",1
"644",21,15,3,6,1,17930432,17931125,6,6,1,"phon","20",3
"645",21,4,8,7,1,17937243,17938024,7,7,1,"invalid","0",8
"646",21,3,7,6,1,17943422,17944320,6,6,1,"invalid","20",7
"647",21,21,1,6,1,17949654,17950586,6,6,1,"valid","20",1
"648",21,11,7,7,1,17955792,17956623,7,7,1,"invalid","20",7
"649",21,22,2,6,1,17962819,17963752,6,6,1,"valid","0",2
"650",21,24,4,7,1,17980656,17981550,7,7,1,"phon","0",4
"651",21,5,1,7,1,17988263,17989395,7,7,1,"valid","20",1
"652",21,2,6,6,1,18012849,18013763,6,6,1,"orth","0",6
"653",21,26,6,6,1,18024484,18025318,6,6,1,"orth","0",6
"654",21,18,6,7,1,18056925,18057784,7,7,1,"orth","0",6
"655",21,10,6,7,1,18062579,18063538,7,7,1,"orth","0",6
"656",21,20,8,6,1,18072860,18074355,6,6,1,"invalid","0",8
"657",21,19,7,6,1,18082988,18084172,6,6,1,"invalid","20",7
"658",21,16,4,7,1,18094208,18095014,7,7,1,"phon","0",4
"659",21,32,4,6,1,18106023,18106790,6,6,1,"phon","0",4
"660",21,9,5,6,1,18111571,18112640,6,6,1,"orth","20",5
"661",21,6,2,7,1,18136079,18136941,7,7,1,"valid","0",2
"662",21,13,1,6,1,18151720,18152484,6,6,1,"valid","20",1
"663",21,27,7,7,1,18169579,18170229,7,7,1,"invalid","20",7
"664",21,17,5,6,1,18195407,18196086,6,6,1,"orth","20",5
"665",21,23,3,7,1,18200971,18202009,7,7,1,"phon","20",3
"666",21,12,8,7,1,18224005,18224860,7,7,1,"invalid","0",8
"667",21,8,4,7,1,18235212,18235973,7,7,1,"phon","0",4
"668",21,1,5,7,1,18240581,18241290,7,7,1,"orth","20",5
"669",21,30,2,6,1,18246712,18247940,6,6,1,"valid","0",2
"670",21,14,2,6,1,18253392,18254337,6,6,1,"valid","0",2
"671",21,25,5,7,1,18263881,18264539,7,7,1,"orth","20",5
"672",21,31,3,7,1,18269499,18270565,7,7,1,"phon","20",3
"673",22,17,6,6,1,21315058,21317831,6,6,1,"orth","0",6
"674",22,5,2,7,1,21328981,21330686,6,7,0,"valid","0",2
"675",22,30,3,6,1,21338445,21339572,6,6,1,"phon","20",3
"676",22,10,7,7,1,21360942,21364347,7,7,1,"invalid","20",7
"677",22,12,1,7,1,21376676,21379444,7,7,1,"valid","20",1
"678",22,26,7,6,1,21388881,21390802,6,6,1,"invalid","20",7
"679",22,31,4,7,1,21409698,21412175,6,7,0,"phon","0",4
"680",22,25,6,7,1,21448017,21449804,7,7,1,"orth","0",6
"681",22,20,1,6,1,21503162,21505617,6,6,1,"valid","20",1
"682",22,8,5,7,1,21516263,21518897,7,7,1,"orth","20",5
"683",22,28,1,7,1,21537429,21539621,7,7,1,"valid","20",1
"684",22,15,4,6,1,21564869,21566836,6,6,1,"phon","0",4
"685",22,32,5,6,1,21580190,21581816,6,6,1,"orth","20",5
"686",22,18,7,7,1,21588356,21592115,6,7,0,"invalid","20",7
"687",22,9,6,6,1,21611230,21613060,6,6,1,"orth","0",6
"688",22,21,2,6,1,21625518,21628420,6,6,1,"valid","0",2
"689",22,4,1,7,1,21733314,21737084,7,7,1,"valid","20",1
"690",22,2,7,6,1,21764594,21767338,6,6,1,"invalid","20",7
"691",22,27,8,7,1,21780831,21783259,7,7,1,"invalid","0",8
"692",22,14,3,6,1,21791227,21796401,7,6,0,"phon","20",3
"693",22,6,3,7,1,21807496,21809374,7,7,1,"phon","20",3
"694",22,11,8,7,1,21815859,21818733,7,7,1,"invalid","0",8
"695",22,24,5,7,1,21826375,21830439,7,7,1,"orth","20",5
"696",22,29,2,6,1,21845475,21849781,6,6,1,"valid","0",2
"697",22,1,6,7,1,21886587,21889030,7,7,1,"orth","0",6
"698",22,19,8,6,1,21926758,21930633,6,6,1,"invalid","0",8
"699",22,23,4,7,1,21954993,21956598,7,7,1,"phon","0",4
"700",22,3,8,6,1,21980138,21981889,6,6,1,"invalid","0",8
"701",22,22,3,6,1,21993913,21995907,6,6,1,"phon","20",3
"702",22,13,2,6,1,22018069,22019340,6,6,1,"valid","0",2
"703",22,7,4,6,1,22032780,22036892,6,6,1,"phon","0",4
"704",22,16,5,7,1,22052731,22054910,7,7,1,"orth","20",5
"705",23,3,1,6,1,23179599,23181230,6,6,1,"valid","20",1
"706",23,25,7,7,1,23194262,23195535,7,7,1,"invalid","20",7
"707",23,4,2,7,1,23211932,23213093,7,7,1,"valid","0",2
"708",23,7,5,6,1,23237641,23240375,6,6,1,"orth","20",5
"709",23,26,8,6,1,23277992,23279636,6,6,1,"invalid","0",8
"710",23,18,8,7,1,23299308,23301009,7,7,1,"invalid","0",8
"711",23,15,5,6,1,23307326,23308908,6,6,1,"orth","20",5
"712",23,24,6,7,1,23317326,23319462,7,7,1,"orth","0",6
"713",23,13,3,6,1,23327133,23328357,6,6,1,"phon","20",3
"714",23,28,2,7,1,23340939,23342595,7,7,1,"valid","0",2
"715",23,21,3,6,1,23354487,23356312,6,6,1,"phon","20",3
"716",23,2,8,6,1,23362955,23364363,6,6,1,"invalid","0",8
"717",23,27,1,7,1,23370492,23371651,7,7,1,"valid","20",1
"718",23,31,5,7,1,23378302,23380538,7,7,1,"orth","20",5
"719",23,19,1,6,1,23386988,23390093,6,6,1,"valid","20",1
"720",23,10,8,7,1,23409666,23411379,7,7,1,"invalid","0",8
"721",23,17,7,6,1,23435301,23436523,6,6,1,"invalid","20",7
"722",23,1,7,7,1,23453334,23454350,7,7,1,"invalid","20",7
"723",23,5,3,7,1,23484117,23486163,7,7,1,"phon","20",3
"724",23,30,4,6,1,23503147,23504782,6,6,1,"phon","0",4
"725",23,29,3,6,1,23516483,23518065,6,6,1,"phon","20",3
"726",23,23,5,7,1,23523914,23525182,7,7,1,"orth","20",5
"727",23,11,1,7,1,23532575,23534765,7,7,1,"valid","20",1
"728",23,22,4,6,1,23541285,23542607,6,6,1,"phon","0",4
"729",23,14,4,6,1,23566096,23567952,6,6,1,"phon","0",4
"730",23,12,2,7,1,23584931,23586632,7,7,1,"valid","0",2
"731",23,16,6,7,1,23598250,23599997,7,7,1,"orth","0",6
"732",23,32,6,6,1,23606099,23607568,6,6,1,"orth","0",6
"733",23,8,6,7,1,23620528,23621802,7,7,1,"orth","0",6
"734",23,20,2,6,1,23660099,23661771,6,6,1,"valid","0",2
"735",23,6,4,7,1,23667932,23669005,7,7,1,"phon","0",4
"736",23,9,7,6,1,23676215,23677777,6,6,1,"invalid","20",7
"737",24,13,4,6,1,1387888,1389347,6,6,1,"phon","0",4
"738",24,2,1,6,1,1405630,1408886,6,6,1,"valid","20",1
"739",24,11,2,7,1,1435998,1438328,7,7,1,"valid","0",2
"740",24,27,2,7,1,1447931,1450617,7,7,1,"valid","0",2
"741",24,4,3,7,1,1459150,1461204,7,7,1,"phon","20",3
"742",24,32,7,6,1,1484828,1486211,6,6,1,"invalid","20",7
"743",24,25,8,7,1,1508741,1510148,7,7,1,"invalid","0",8
"744",24,10,1,7,1,1529489,1533623,7,7,1,"valid","20",1
"745",24,1,8,7,1,1542032,1545092,7,7,1,"invalid","0",8
"746",24,26,1,6,1,1566465,1568873,6,6,1,"valid","20",1
"747",24,22,5,6,1,1586112,1587727,6,6,1,"orth","20",5
"748",24,20,3,6,1,1605152,1607869,6,6,1,"phon","20",3
"749",24,14,5,6,1,1631791,1633692,6,6,1,"orth","20",5
"750",24,24,7,7,1,1648767,1652178,7,7,1,"invalid","20",7
"751",24,6,5,7,1,1671299,1673310,7,7,1,"orth","20",5
"752",24,16,7,7,1,1714087,1716471,7,7,1,"invalid","20",7
"753",24,19,2,6,1,1734508,1737887,6,6,1,"valid","0",2
"754",24,31,6,7,1,1755200,1757263,7,7,1,"orth","0",6
"755",24,8,7,7,1,1764822,1766422,7,7,1,"invalid","20",7
"756",24,18,1,7,1,1778281,1780329,7,7,1,"valid","20",1
"757",24,9,8,6,1,1821694,1824123,6,6,1,"invalid","0",8
"758",24,21,4,6,1,1897579,1899341,6,6,1,"phon","0",4
"759",24,30,5,6,1,1906407,1907649,6,6,1,"orth","20",5
"760",24,29,4,6,1,1925148,1926822,6,6,1,"phon","0",4
"761",24,28,3,7,1,1944568,1946541,7,7,1,"phon","20",3
"762",24,5,4,7,1,1953621,1956769,7,7,1,"phon","0",4
"763",24,15,6,6,1,1971179,1973183,6,6,1,"orth","0",6
"764",24,12,3,7,1,1982914,1984766,7,7,1,"phon","20",3
"765",24,3,2,6,1,2004949,2006163,6,6,1,"valid","0",2
"766",24,7,6,6,1,2014033,2016919,6,6,1,"orth","0",6
"767",24,23,6,7,1,2051432,2053028,7,7,1,"orth","0",6
"768",24,17,8,6,1,2063247,2064846,6,6,1,"invalid","0",8
"769",25,19,3,6,1,3381376,3384570,6,6,1,"phon","20",3
"770",25,28,4,7,1,3390874,3393038,7,7,1,"phon","0",4
"771",25,29,5,6,1,3412543,3414317,6,6,1,"orth","20",5
"772",25,21,5,6,1,3426920,3428245,6,6,1,"orth","20",5
"773",25,26,2,6,1,3434228,3435463,6,6,1,"valid","0",2
"774",25,30,6,6,1,3441563,3442695,6,6,1,"orth","0",6
"775",25,18,2,7,1,3455456,3457201,7,7,1,"valid","0",2
"776",25,14,6,6,1,3480599,3483050,6,6,1,"orth","0",6
"777",25,23,7,7,1,3488913,3490117,7,7,1,"invalid","20",7
"778",25,13,5,6,1,3516088,3517135,6,6,1,"orth","20",5
"779",25,15,7,6,1,3562835,3564029,6,6,1,"invalid","20",7
"780",25,11,3,7,1,3585850,3587007,7,7,1,"phon","20",3
