seq,subj,item,cond,R1,R2,R3,R4
3,2,46,7,1678,224,243,745
62,2,47,8,427,211,456,459
53,2,49,2,616,141,202,576
45,2,50,3,355,415,183,582
41,2,52,5,448,184,289,812
7,2,53,6,368,295,236,1067
51,2,54,7,902,431,210,950
42,2,55,8,892,241,314,696
66,2,56,1,1820,283,327,250
35,2,57,2,1681,250,214,509
54,2,58,3,837,235,250,596
56,2,59,4,1514,159,151,395
24,2,60,5,1286,208,191,843
12,2,62,7,1497,439,753,909
57,2,63,8,783,221,320,1132
39,2,64,1,605,204,193,447
58,2,65,2,1735,472,133,846
48,2,67,4,1847,168,157,390
52,2,68,5,1144,,406,1088
40,2,70,7,1808,384,590,611
31,2,71,8,847,210,362,347
2,2,72,1,701,300,280,1012
55,2,73,2,2348,291,557,1109
26,2,74,3,523,179,341,853
15,2,75,4,1454,397,151,95
28,2,76,5,1498,161,543,696
46,2,77,6,203,226,224,948
14,2,78,7,761,303,379,942
4,2,79,8,703,131,316,995
5,2,80,1,1114,360,342,655
48,3,1,3,1550,431,,681
18,3,2,4,620,268,202,1354
50,3,3,5,382,579,,649
29,3,4,6,885,137,266,805
58,3,5,7,965,173,429,339
25,3,6,8,1770,213,244,1113
53,3,7,1,1405,914,92,1085
75,3,8,2,1059,216,87,606
66,3,9,3,1864,246,311,1443
52,3,10,4,1980,277,,1063
3,3,11,5,520,619,232,1284
71,3,12,6,1064,196,379,899
61,3,13,7,554,167,220,688
19,3,14,8,3152,480,354,1617
67,3,15,1,173,191,427,402
38,3,16,2,1710,,255,1074
79,3,17,3,917,149,232,647
15,3,18,4,967,597,491,798
59,3,19,5,1071,401,216,391
16,3,20,6,2202,626,327,657
49,3,21,7,1672,659,285,340
37,3,22,8,1226,,527,679
76,3,23,1,433,247,235,1405
32,3,24,2,1609,378,227,745
55,3,25,3,1266,440,,661
17,3,26,4,807,205,501,418
34,3,27,5,494,206,220,522
39,3,28,6,1103,217,488,605
8,3,29,7,2337,522,682,710
36,3,30,8,404,194,688,215
22,3,31,1,1187,386,425,1132
72,3,32,2,518,125,270,381
6,3,33,3,3336,163,650,636
44,3,34,4,922,747,691,844
57,3,35,5,773,387,368,578
69,3,36,6,1161,250,211,1103
20,3,37,7,214,213,230,677
46,3,38,8,1092,552,714,1088
23,3,39,1,2073,164,200,586
78,3,40,2,911,519,369,626
2,3,41,3,1012,392,245,1535
40,3,42,4,1625,109,160,1016
47,3,43,5,1649,176,435,731
62,3,44,6,1094,253,,1215
5,3,45,7,1941,370,399,1752
4,3,46,8,1861,807,260,843
27,3,47,1,1044,392,258,1798
11,3,48,2,2421,175,390,914
33,3,49,3,908,,360,1063
56,3,50,4,452,564,290,1106
10,3,51,5,1582,1525,1032,1501
7,3,52,6,1876,564,1061,2111
41,3,53,7,725,226,526,515
45,3,54,8,798,1064,182,904
35,3,55,1,873,212,571,567
68,3,56,2,1437,667,463,986
12,3,57,3,2281,444,307,1659
73,3,58,4,696,547,,779
43,3,59,5,1372,233,254,951
13,3,60,6,3252,579,202,1051
54,3,61,7,2268,474,171,404
77,3,62,8,1020,718,495,458
0,3,63,1,2099,966,603,1983
42,3,64,2,548,197,187,383
60,3,65,3,1755,601,513,934
24,3,66,4,2306,751,348,1002
14,3,67,5,,589,905,1681
30,3,68,6,377,644,,448
65,3,69,7,960,467,202,1215
70,3,70,8,977,1269,,798
21,3,71,1,1688,228,280,409
31,3,72,2,1166,487,740,645
28,3,73,3,1261,183,409,557
74,3,74,4,1213,434,440,681
26,3,75,5,3240,342,342,230
64,3,76,6,989,183,622,656
63,3,77,7,402,,207,603
51,3,78,8,871,650,594,769
1,3,79,1,934,498,539,2328
9,3,80,2,1970,518,506,1408
34,4,1,4,1413,176,214,374
51,4,2,5,599,308,184,510
55,4,3,6,792,514,,628
8,4,4,7,736,,382,227
45,4,5,8,1350,173,630,500
42,4,6,1,1787,371,168,670
26,4,7,2,677,292,190,341
52,4,8,3,933,564,,1217
77,4,9,4,2756,,315,630
37,4,10,5,1544,306,398,653
19,4,11,6,484,239,174,278
38,4,12,7,1267,308,140,920
27,4,13,8,378,,302,379
74,4,14,1,843,430,439,553
66,4,15,2,232,275,,400
72,4,16,3,2066,379,,530
68,4,17,4,595,614,299,381
75,4,18,5,1846,407,1363,1653
58,4,19,6,1208,308,629,773
41,4,20,7,750,236,,818
5,4,21,8,2096,208,515,678
10,4,22,1,1984,301,582,444
54,4,23,2,595,362,431,417
31,4,24,3,481,247,246,284
63,4,25,4,507,,239,239
67,4,26,5,288,,245,419
0,4,27,6,144,279,701,359
18,4,28,7,208,327,209,344
7,4,29,8,1277,203,573,521
33,4,30,1,318,194,347,676
3,4,31,2,1333,512,311,434
39,4,32,3,349,406,477,721
28,4,33,4,645,,477,474
69,4,34,5,1135,526,607,446
44,4,35,6,683,212,213,562
20,4,36,7,890,125,325,258
4,4,37,8,282,179,445,335
65,4,38,1,584,257,308,966
61,4,39,2,1198,184,333,191
46,4,40,3,966,,251,391
62,4,41,4,959,,151,238
2,4,42,5,1653,,462,1843
36,4,43,6,1266,,303,334
30,4,44,7,1245,247,288,785
1,4,45,8,1755,403,355,834
16,4,46,1,1388,240,,1775
17,4,47,2,535,242,216,732
64,4,48,3,2047,721,869,746
70,4,49,4,1037,244,343,479
22,4,50,5,373,242,227,731
56,4,51,6,1082,522,360,514
21,4,52,7,407,222,200,448
71,4,53,8,1409,1048,972,606
53,4,54,1,425,218,320,594
29,4,55,2,922,463,194,189
59,4,56,3,1296,,713,
49,4,57,4,1248,192,205,603
48,4,58,5,953,464,274,477
11,4,59,6,1871,224,268,619
24,4,60,7,964,474,,1157
9,4,61,8,841,189,291,729
14,4,62,1,1007,213,412,205
23,4,63,2,430,201,182,969
12,4,64,3,318,217,275,664
50,4,65,4,1644,358,472,500
57,4,66,5,1068,318,223,786
40,4,67,6,2285,167,173,340
43,4,68,7,430,,203,512
32,4,70,1,632,176,203,1046
35,4,71,2,1666,300,,715
15,4,72,3,383,549,348,773
73,4,74,5,336,,657,227
6,4,75,6,1100,221,,571
13,4,76,7,943,206,573,790
76,4,77,8,,440,,693
60,4,78,1,684,597,310,562
47,4,79,2,848,475,192,1540
25,4,80,3,970,274,,1353
54,5,1,5,896,,175,372
15,5,2,6,547,149,,645
38,5,3,7,312,318,,404
32,5,4,8,811,203,288,309
19,5,5,1,835,,151,485
49,5,6,2,1189,279,363,605
74,5,7,3,527,,138,494
26,5,8,4,981,211,295,557
21,5,9,5,1057,171,,628
37,5,10,6,1183,245,333,595
44,5,11,7,401,154,,526
12,5,12,8,1010,200,305,330
71,5,13,1,397,162,,353
36,5,14,2,695,,446,542
27,5,15,3,,162,346,398
33,5,16,4,659,,162,722
3,5,17,5,333,208,181,347
48,5,18,6,833,224,337,400
22,5,19,7,519,339,,325
68,5,20,8,978,225,371,385
24,5,21,1,1116,199,234,165
59,5,22,2,754,177,175,495
0,5,23,3,349,158,198,518
9,5,24,4,562,262,253,529
67,5,25,5,283,152,194,481
75,5,26,6,360,,153,508
79,5,27,7,291,185,,529
66,5,28,8,132,261,190,504
73,5,29,1,638,259,200,629
8,5,30,2,348,189,340,381
42,5,31,3,303,191,,892
5,5,32,4,495,244,322,352
45,5,33,5,994,,183,601
57,5,34,6,711,189,140,398
34,5,35,7,494,173,185,357
52,5,36,8,646,,205,398
39,5,37,1,341,,265,516
60,5,38,2,428,224,,425
58,5,39,3,887,,333,345
10,5,40,4,1090,150,418,526
78,5,41,5,902,345,390,924
29,5,42,6,1192,,275,358
1,5,43,7,747,,213,1108
18,5,44,8,686,178,323,343
6,5,45,1,631,137,171,647
47,5,46,2,848,219,,1005
70,5,47,3,516,204,,625
77,5,48,4,965,,187,755
61,5,49,5,584,,183,596
72,5,50,6,296,172,200,656
13,5,51,7,731,171,371,593
16,5,52,8,138,167,171,534
7,5,53,1,335,165,206,379
31,5,54,2,471,187,342,653
56,5,55,3,644,,222,473
30,5,56,4,1024,244,309,304
17,5,57,5,1073,192,178,354
20,5,58,6,471,209,332,389
55,5,59,7,831,208,358,313
43,5,60,8,1190,190,265,1339
23,5,61,1,689,199,222,411
14,5,62,2,325,285,255,527
4,5,63,3,556,213,247,526
41,5,64,4,375,161,,677
28,5,65,5,660,157,196,376
69,5,66,6,861,157,240,764
46,5,67,7,1132,,450,480
53,5,68,8,315,,313,318
40,5,69,1,402,,354,658
2,5,70,2,732,189,198,573
62,5,71,3,640,176,,459
63,5,72,4,203,312,220,710
25,5,73,5,508,153,168,526
76,5,74,6,379,451,443,686
65,5,75,7,1423,,225,231
50,5,76,8,1247,233,484,628
64,5,77,1,149,140,93,462
11,5,78,2,579,294,107,731
51,5,79,3,293,200,150,356
35,5,80,4,860,208,216,403
18,6,2,7,465,241,130,651
31,6,3,8,509,238,274,347
42,6,4,1,919,193,199,437
23,6,5,2,660,231,292,636
59,6,6,3,1139,492,506,951
55,6,7,4,765,363,,713
15,6,8,5,1160,197,246,881
39,6,9,6,1443,,220,483
51,6,10,7,1172,302,253,442
35,6,12,1,1411,235,233,1140
29,6,13,2,325,295,136,586
47,6,14,3,2037,235,321,873
52,6,15,4,,439,275,387
41,6,16,5,877,191,116,369
58,6,17,6,692,189,440,1192
49,6,18,7,794,360,267,501
36,6,19,8,865,347,359,431
63,6,20,1,1075,232,187,673
7,6,21,2,1352,187,435,486
22,6,22,3,1735,312,294,874
37,6,23,4,418,153,152,729
56,6,25,6,287,237,406,651
57,6,26,7,377,384,,544
24,6,27,8,362,541,207,808
3,6,28,1,637,229,223,573
53,6,29,2,776,301,446,818
4,6,30,3,124,242,343,437
45,6,31,4,407,192,,584
1,6,32,5,679,284,238,782
14,6,33,6,959,153,240,482
67,6,34,7,733,220,267,466
44,6,35,8,479,188,273,742
26,6,37,2,820,142,230,483
43,6,38,3,653,155,160,761
17,6,40,5,860,293,216,655
11,6,41,6,703,312,,667
20,6,42,7,1377,172,294,335
5,6,43,8,729,192,138,425
8,6,44,1,1046,189,325,473
64,6,45,2,517,,338,393
28,6,46,3,1210,550,211,712
62,6,47,4,651,175,245,606
19,6,48,5,2221,213,157,718
40,6,49,6,480,229,,600
9,6,50,7,482,303,294,479
10,6,51,8,648,241,339,551
33,6,52,1,724,320,208,1070
30,6,53,2,490,323,221,481
34,6,54,3,873,395,293,661
27,6,56,5,811,212,142,504
70,6,57,6,1138,187,,646
68,6,58,7,632,161,149,385
32,6,59,8,1805,185,447,277
25,6,60,1,1094,390,,475
0,6,63,4,589,429,,654
6,6,64,5,215,157,653,621
21,6,65,6,902,212,406,901
54,6,66,7,1509,187,309,355
50,6,67,8,901,125,141,573
38,6,68,1,606,,197,755
71,6,69,2,314,285,150,420
16,6,70,3,1062,221,203,401
69,6,71,4,682,169,168,583
66,6,72,5,368,187,315,442
65,6,73,6,700,212,286,534
61,6,74,7,712,212,400,452
48,6,75,8,2158,243,237,195
60,6,76,1,1393,208,1068,603
13,6,77,2,202,185,135,310
46,6,78,3,1136,475,487,653
2,6,79,4,535,132,,577
12,6,80,5,982,153,416,703
37,7,1,7,614,166,,488
34,7,2,8,933,160,164,432
19,7,3,1,296,175,189,269
21,7,5,3,793,,151,319
46,7,6,4,1078,159,208,395
55,7,7,5,1434,516,156,926
38,7,8,6,1368,149,222,300
17,7,10,8,993,165,354,1262
48,7,11,1,463,178,166,340
5,7,13,3,654,193,476,547
28,7,14,4,796,142,232,780
51,7,15,5,275,118,157,472
12,7,16,6,1177,153,,577
62,7,17,7,571,291,262,473
15,7,18,8,681,413,242,218
42,7,19,1,643,314,,917
27,7,20,2,732,166,149,91
32,7,21,3,1477,328,,747
44,7,22,4,910,,201,871
18,7,23,5,832,149,115,708
35,7,24,6,902,168,,582
43,7,25,7,769,313,99,236
23,7,27,1,415,132,,253
14,7,28,2,823,335,160,695
8,7,29,3,1846,535,782,1712
40,7,31,5,1540,309,166,821
29,7,33,7,865,,170,313
1,7,35,1,492,195,272,337
6,7,36,2,1976,195,286,637
11,7,37,3,637,,326,363
9,7,38,4,993,165,168,155
36,7,39,5,1401,216,229,474
39,7,40,6,556,179,,282
59,7,41,7,1162,,176,351
4,7,42,8,973,154,191,856
13,7,44,2,910,151,,469
57,7,47,5,790,138,,639
47,7,48,6,1211,136,,162
25,7,49,7,766,222,176,633
52,7,50,8,355,163,340,431
2,7,51,1,2304,502,,1412
3,7,52,2,967,364,285,896
16,7,53,3,916,680,178,573
53,7,54,4,529,172,220,472
22,7,55,5,639,182,183,310
10,7,56,6,1434,221,169,318
45,7,58,8,776,303,361,481
7,7,60,2,2576,162,161,697
60,7,61,3,1338,156,,505
20,7,63,5,1080,732,626,754
33,7,64,6,435,185,130,740
31,7,65,7,1088,222,362,321
50,7,67,1,2740,110,159,563
30,7,69,3,328,155,,350
56,7,70,4,1141,,134,236
0,7,72,6,964,418,598,788
26,7,73,7,617,181,247,398
41,7,74,8,785,144,,513
24,7,75,1,1645,167,159,
61,7,77,3,543,157,,425
49,7,78,4,1338,392,266,320
54,7,79,5,603,131,,293
58,7,80,6,1067,165,,287
17,8,1,8,1444,172,170,378
18,8,2,1,1132,250,158,551
42,8,3,2,817,187,,476
64,8,4,3,817,380,119,458
71,8,6,5,1598,361,299,627
72,8,7,6,894,257,352,529
7,8,8,7,1263,183,233,1083
44,8,9,8,2263,242,158,621
32,8,10,1,1591,198,184,613
15,8,11,2,971,177,156,848
14,8,12,3,1270,178,668,1478
77,8,13,4,530,,143,707
16,8,14,5,1810,129,354,700
24,8,15,6,252,264,344,429
3,8,16,7,1162,164,310,966
39,8,17,8,659,184,108,971
51,8,18,1,1090,411,183,767
10,8,19,2,1223,533,371,551
56,8,20,3,1106,126,199,1214
62,8,21,4,1123,196,237,450
66,8,22,5,2012,543,291,632
40,8,23,6,757,244,275,979
6,8,24,7,1263,207,288,840
53,8,25,8,751,247,334,539
36,8,26,1,859,418,142,574
28,8,27,2,774,403,260,847
46,8,28,3,807,146,225,651
4,8,29,4,2466,174,422,848
34,8,30,5,515,334,246,525
13,8,31,6,497,281,276,699
11,8,32,7,574,186,218,1026
54,8,33,8,1934,290,394,393
26,8,34,1,1087,240,321,620
25,8,35,2,789,187,167,880
37,8,36,3,902,142,164,500
20,8,37,4,504,159,165,373
5,8,38,5,498,171,624,890
55,8,39,6,1014,212,159,513
49,8,40,7,842,193,144,411
74,8,41,8,641,267,440,428
69,8,42,1,1621,181,175,420
48,8,43,2,1219,237,159,833
12,8,44,3,581,332,,956
75,8,45,4,438,365,321,1264
45,8,46,5,2116,253,701,730
43,8,47,6,898,302,566,579
19,8,48,7,,443,796,1657
61,8,49,8,654,171,312,672
41,8,50,1,648,444,527,909
67,8,51,2,1008,370,424,500
33,8,52,3,846,167,285,432
0,8,53,4,1060,1130,625,1597
22,8,54,5,806,205,397,363
29,8,55,6,734,289,,484
68,8,56,7,798,166,266,251
58,8,57,8,1040,440,166,755
76,8,58,1,448,330,167,727
2,8,59,2,2238,616,152,1036
59,8,60,3,1147,136,177,557
47,8,61,4,2487,402,548,323
70,8,62,5,1173,184,180,648
63,8,63,6,665,,409,1284
35,8,64,7,488,406,166,1091
73,8,65,8,1135,145,434,737
23,8,66,1,1729,183,242,624
8,8,67,2,2289,189,341,1302
57,8,68,3,364,,154,550
1,8,69,4,713,175,179,382
50,8,70,5,913,478,247,731
21,8,71,6,1102,173,227,1176
52,8,72,7,575,330,283,560
60,8,73,8,720,294,164,729
31,8,74,1,791,309,436,404
27,8,75,2,1740,345,174,142
65,8,76,3,1167,141,632,905
30,8,78,5,832,219,386,621
9,8,79,6,1035,331,413,963
38,8,80,7,911,217,203,597
56,9,1,1,1103,125,157,771
35,9,2,2,852,245,145,602
40,9,3,3,205,282,252,890
64,9,4,4,1064,241,182,748
49,9,5,5,1380,477,245,659
43,9,6,6,1039,,391,574
48,9,7,7,1007,219,376,621
46,9,8,8,2149,285,,769
29,9,10,2,2164,168,292,1522
38,9,11,3,529,290,257,1009
57,9,12,4,1574,210,190,1169
30,9,13,5,835,134,1016,729
24,9,14,6,1187,631,214,744
61,9,15,7,155,209,428,682
9,9,16,8,1601,342,157,695
28,9,17,1,979,279,493,1184
58,9,18,2,1066,258,270,1066
8,9,19,3,806,357,315,542
62,9,22,6,1371,199,442,1410
41,9,23,7,792,559,198,1861
45,9,24,8,1372,169,227,624
7,9,25,1,681,483,228,426
4,9,26,2,569,,346,807
3,9,27,3,578,200,285,664
23,9,28,4,584,788,458,735
63,9,29,5,1324,334,307,1107
1,9,30,6,719,197,342,962
19,9,31,7,916,,391,1358
47,9,33,1,1079,272,,484
60,9,35,3,703,175,216,930
33,9,36,4,1548,595,313,1391
15,9,37,5,822,,348,731
50,9,40,8,1807,299,283,235
16,9,41,1,2909,480,257,593
17,9,42,2,1556,618,139,519
21,9,43,3,1361,278,155,463
5,9,44,4,1056,248,348,962
59,9,45,5,582,462,251,1295
39,9,46,6,1682,175,157,708
34,9,48,8,2555,150,357,1086
13,9,49,1,859,,443,1520
42,9,51,3,611,155,209,568
0,9,52,4,716,181,259,1022
10,9,54,6,859,186,293,880
22,9,55,7,1207,244,495,511
14,9,56,8,2294,316,327,149
18,9,57,1,1419,285,196,393
37,9,59,3,1646,256,306,753
27,9,60,4,1647,151,,852
51,9,61,5,1678,,362,749
36,9,62,6,782,154,223,511
54,9,64,8,430,531,159,704
31,9,65,1,1155,494,251,1176
25,9,66,2,2408,,204,684
11,9,67,3,2584,285,232,817
44,9,68,4,409,400,172,895
32,9,69,5,548,665,168,885
2,9,70,6,1747,308,86,727
26,9,72,8,561,,391,922
6,9,73,1,1135,248,346,821
52,9,74,2,433,520,605,662
55,9,75,3,2782,542,259,624
53,9,77,5,330,182,523,569
20,9,79,7,769,353,193,888
12,9,80,8,1670,385,226,594
46,10,1,2,1012,349,,361
17,10,2,3,580,224,560,913
34,10,3,4,733,787,,801
30,10,6,7,2595,530,393,1452
20,10,7,8,728,425,559,633
5,10,8,1,1789,171,421,800
36,10,9,2,2153,234,181,346
9,10,10,3,,485,519,1757
27,10,12,5,1835,228,168,732
15,10,14,7,2480,859,585,999
11,10,15,8,256,233,330,500
39,10,16,1,988,396,,666
28,10,17,2,467,257,259,955
3,10,19,4,1284,883,217,405
37,10,21,6,1345,395,222,509
10,10,22,7,3143,366,1145,1581
7,10,27,4,379,264,441,660
25,10,29,6,1518,507,374,772
51,10,31,8,743,555,353,499
45,10,33,2,1562,428,,473
44,10,35,4,924,411,242,380
31,10,39,8,1190,293,271,620
13,10,41,2,1233,246,451,622
8,10,42,3,3771,438,593,1820
0,10,43,4,1731,450,260,469
52,10,45,6,1066,268,,541
43,10,46,7,1678,633,342,894
49,10,47,8,531,213,328,737
41,10,48,1,2561,887,456,1229
19,10,49,2,567,438,404,656
21,10,51,4,921,453,285,609
29,10,53,6,1096,690,506,1594
14,10,55,8,762,374,204,879
1,10,56,1,1837,688,572,399
24,10,57,2,2092,252,,608
23,10,59,4,1684,277,398,586
4,10,60,5,2990,331,180,1025
40,10,61,6,1171,525,250,451
35,10,64,1,393,351,724,946
2,10,65,2,1853,474,,1091
6,10,66,3,,1010,696,2439
12,10,67,4,2325,209,153,455
16,10,68,5,331,210,511,765
50,10,69,6,197,203,290,756
38,10,70,7,3675,640,894,1156
47,10,71,8,992,,182,389
48,10,72,1,825,468,336,944
33,10,75,4,1583,286,374,
18,10,76,5,1748,,1115,2258
22,10,77,6,414,357,157,446
32,10,78,7,2222,708,274,1030
26,10,79,8,1247,208,375,889
42,10,80,1,949,178,480,1195
6,11,1,3,1033,285,218,608
15,11,2,4,1081,479,277,657
44,11,3,5,386,198,338,479
53,11,4,6,611,186,399,485
50,11,5,7,803,349,537,608
26,11,6,8,2091,590,190,1323
52,11,7,1,771,199,223,586
40,11,8,2,2279,,184,1271
55,11,9,3,1897,,431,1541
36,11,10,4,1510,261,259,777
66,11,11,5,412,186,178,998
22,11,12,6,1127,411,187,664
0,11,13,7,697,447,654,1641
46,11,14,8,1148,147,596,746
42,11,15,1,281,157,351,332
13,11,16,2,1558,102,227,1071
5,11,17,3,496,345,217,888
72,11,18,4,2161,268,290,650
24,11,19,5,539,354,153,453
70,11,20,6,1073,186,340,884
75,11,21,7,1395,207,321,642
11,11,22,8,2033,357,414,906
27,11,23,1,579,173,213,421
59,11,24,2,1207,253,216,356
20,11,25,3,443,191,208,617
8,11,26,4,334,297,209,592
34,11,27,5,451,169,396,842
2,11,28,6,728,,651,1333
16,11,29,7,1184,192,176,1156
17,11,30,8,424,,251,589
18,11,31,1,501,179,219,1293
37,11,32,2,660,166,366,691
54,11,33,3,1036,350,227,728
31,11,34,4,832,158,599,1001
28,11,35,5,1407,738,168,1005
68,11,36,6,1637,175,176,927
73,11,37,7,332,197,183,627
25,11,38,8,532,363,294,541
39,11,39,1,898,350,205,784
57,11,40,2,936,314,245,320
69,11,41,3,1086,509,847,869
49,11,42,4,1089,,288,604
10,11,44,6,861,236,275,2034
74,11,45,7,682,206,214,858
41,11,46,8,1676,253,260,603
38,11,47,1,594,196,209,748
33,11,48,2,1585,459,539,764
9,11,49,3,675,232,203,1097
65,11,50,4,463,139,181,378
14,11,51,5,884,483,211,695
67,11,52,6,678,413,263,913
58,11,54,8,687,383,277,967
1,11,55,1,1461,256,207,929
60,11,56,2,839,179,464,159
21,11,57,3,1420,,264,555
45,11,58,4,852,145,270,350
71,11,59,5,1390,331,521,1048
7,11,60,6,1494,609,351,777
3,11,61,7,1441,544,934,1245
19,11,62,8,992,393,451,987
48,11,63,1,747,215,491,815
43,11,64,2,498,156,138,470
29,11,66,4,1189,368,171,757
51,11,67,5,1835,423,616,958
56,11,69,7,394,196,,545
4,11,70,8,1206,395,529,488
64,11,71,1,780,184,171,506
23,11,72,2,440,206,390,896
35,11,73,3,652,218,226,638
30,11,74,4,1442,163,404,600
62,11,75,5,1218,271,,325
12,11,76,6,1540,801,1573,1317
32,11,77,7,315,,312,378
61,11,78,8,606,297,291,653
47,11,79,1,962,374,177,710
63,11,80,2,1085,193,167,757
38,12,1,4,1101,284,139,563
19,12,2,5,813,226,190,718
9,12,5,8,928,554,501,503
46,12,6,1,2652,204,287,677
29,12,7,2,737,157,246,723
36,12,8,3,1468,178,249,653
2,12,9,4,1620,186,218,925
6,12,10,5,1830,279,315,727
50,12,11,6,290,246,214,813
26,12,12,7,1618,175,225,688
23,12,14,1,1092,357,207,704
12,12,15,2,369,133,316,424
39,12,17,4,905,605,155,747
8,12,18,5,1061,253,228,818
14,12,19,6,958,119,220,548
42,12,20,7,1371,364,307,594
41,12,21,8,1489,147,243,874
27,12,22,1,1296,242,260,829
24,12,24,3,1737,137,341,629
25,12,27,6,481,258,232,589
1,12,30,1,506,224,266,666
0,12,33,4,1335,138,237,1209
11,12,35,6,928,192,253,866
35,12,38,1,883,105,352,857
4,12,40,3,1641,131,286,582
13,12,41,4,1151,331,252,1044
55,12,42,5,1371,160,278,682
52,12,43,6,872,173,192,557
54,12,44,7,996,555,129,746
28,12,46,1,1846,194,231,1078
43,12,47,2,763,124,285,815
20,12,48,3,1572,220,287,915
37,12,49,4,1117,,250,655
18,12,51,6,1550,183,230,846
53,12,52,7,490,205,254,628
15,12,53,8,346,226,595,1085
10,12,54,1,1166,184,219,842
47,12,56,3,1096,255,374,366
40,12,57,4,1725,127,156,720
51,12,58,5,821,133,250,667
44,12,59,6,1478,160,196,449
58,12,60,7,1168,217,299,686
48,12,61,8,1025,300,306,708
7,12,63,2,1108,197,360,762
59,12,64,3,381,204,170,599
32,12,65,4,1408,217,422,715
30,12,66,5,1413,212,315,581
56,12,67,6,1798,353,236,515
21,12,68,7,680,171,421,964
3,12,69,8,1183,454,242,1134
45,12,70,1,1612,315,124,585
57,12,71,2,993,141,273,788
22,12,72,3,453,398,141,1096
5,12,73,4,977,383,476,584
16,12,75,6,2186,162,222,
17,12,76,7,1330,182,402,781
33,12,77,8,261,162,289,628
31,12,78,1,1043,283,382,638
34,12,79,2,561,208,211,664
