"","sub","item","cond","seq","line","dataFile","prev","deg","Nfix_1st","Nfix_2nd","Nfix_all"
"1",1,128,2,1,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",9,18,28
"36",1,80,2,2,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",11,4,18
"56",1,45,3,3,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,2,15
"73",1,52,4,4,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",7,4,15
"90",1,16,4,5,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",11,12,27
"119",1,85,1,6,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",11,6,22
"143",1,62,2,7,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",9,6,18
"164",1,7,1,8,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",7,2,13
"180",1,15,3,9,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",10,3,17
"197",1,3,3,10,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,10,21
"219",1,98,2,11,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",8,4,15
"236",1,101,5,12,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",10,3,16
"255",1,26,2,13,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",8,5,19
"276",1,54,6,14,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",8,6,19
"295",1,107,5,15,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",9,2,17
"314",1,47,5,16,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",5,3,12
"331",1,2,2,17,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",8,3,18
"351",1,59,5,18,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",12,20,34
"389",1,44,2,19,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",7,1,14
"405",1,105,3,20,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",8,6,15
"420",1,58,4,21,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",11,3,18
"438",1,102,6,22,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",9,3,14
"454",1,126,6,23,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",7,14,22
"479",1,23,5,24,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",7,4,14
"493",1,25,1,25,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",7,3,16
"513",1,49,1,26,NA,"D:/Data/E2DEG/E2DEG1.asc","valid","0",9,3,19
"532",1,131,5,27,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",9,5,21
"553",1,53,5,28,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",9,7,19
"575",1,95,5,29,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",9,10,23
"599",1,69,3,30,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,3,15
"617",1,11,5,31,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",8,8,19
"639",1,123,3,32,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,4,17
"659",1,117,3,33,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",7,1,13
"673",1,32,2,34,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",8,7,19
"694",1,104,2,35,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",10,16,30
"726",1,66,6,36,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",7,5,15
"743",1,60,6,37,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",13,6,23
"767",1,135,3,38,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",8,2,16
"785",1,42,6,39,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",11,7,22
"807",1,138,6,40,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",9,3,17
"824",1,134,2,41,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",9,2,18
"844",1,129,3,42,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",11,7,20
"864",1,83,5,43,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",8,8,20
"890",1,110,2,44,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",10,2,15
"905",1,40,4,45,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",12,5,21
"931",1,71,5,46,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",10,3,16
"950",1,76,4,47,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",11,5,21
"971",1,122,2,48,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",8,10,19
"992",1,118,4,49,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",8,1,18
"1011",1,100,4,50,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",8,4,16
"1027",1,37,1,51,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",8,4,17
"1044",1,17,5,52,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",8,12,24
"1072",1,61,1,53,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",13,5,21
"1096",1,4,4,54,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",9,1,15
"1112",1,64,4,55,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",8,10,22
"1137",1,22,4,56,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",11,2,18
"1156",1,88,4,57,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",12,2,20
"1178",1,125,5,58,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",7,7,19
"1197",1,89,5,59,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",12,22,37
"1238",1,36,6,60,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",8,3,14
"1254",1,33,3,61,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",7,10,21
"1277",1,19,1,62,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",5,6,12
"1293",1,65,5,63,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",9,11,21
"1317",1,92,2,64,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",11,8,24
"1341",1,41,5,65,NA,"D:/Data/E2DEG/E2DEG1.asc","orth","20",7,1,14
"1357",1,121,1,66,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",4,6,14
"1375",1,28,4,67,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",10,4,15
"1393",1,70,4,68,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",15,4,23
"1416",1,109,1,69,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",9,2,16
"1435",1,39,3,70,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",6,3,14
"1452",1,14,2,71,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",9,3,19
"1473",1,112,4,72,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",9,1,15
"1490",1,87,3,73,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",11,3,18
"1510",1,48,6,74,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",6,1,8
"1521",1,13,1,75,NA,"D:/Data/E2DEG/E2DEG1.asc","valid","0",12,4,22
"1544",1,119,5,76,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",8,26,34
"1581",1,136,4,77,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",12,7,20
"1603",1,67,1,78,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",8,1,13
"1618",1,133,1,79,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",8,1,15
"1635",1,93,3,80,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,5,18
"1658",1,51,3,81,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,3,14
"1675",1,113,5,82,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",4,7,15
"1693",1,114,6,83,NA,"D:/Data/E2DEG/E2DEG1.asc","mask","20",11,11,22
"1718",1,20,2,84,NA,"D:/Data/E2DEG/E2DEG1.asc","orth","0",6,6,16
"1736",1,82,4,85,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",10,2,16
"1755",1,35,5,86,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",10,2,18
"1773",1,55,1,87,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",6,4,12
"1791",1,38,2,88,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",9,2,15
"1806",1,137,5,89,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",4,6,14
"1824",1,43,1,90,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",6,5,15
"1841",1,124,4,91,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",11,2,18
"1859",1,68,2,92,NA,"D:/Data/E2DEG/E2DEG1.asc","orth","0",10,4,19
"1878",1,73,1,93,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",12,14,28
"1910",1,90,6,94,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",8,3,16
"1926",1,9,3,95,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,7,20
"1947",1,56,2,96,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",7,7,20
"1971",1,34,4,97,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",9,6,18
"1991",1,75,3,98,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,6,21
"2014",1,115,1,99,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",5,13,21
"2038",1,94,4,100,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",10,4,16
"2055",1,5,5,101,NA,"D:/Data/E2DEG/E2DEG1.asc","orth","20",10,14,27
"2086",1,57,3,102,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",8,5,19
"2107",1,120,6,103,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",7,11,20
"2132",1,24,6,104,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",11,2,16
"2150",1,29,5,105,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",11,10,24
"2174",1,27,3,106,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,1,16
"2190",1,78,6,107,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",8,3,14
"2204",1,30,6,108,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",6,6,17
"2221",1,79,1,109,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",10,3,18
"2240",1,21,3,110,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",14,10,25
"2268",1,18,6,111,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",8,4,15
"2287",1,108,6,112,NA,"D:/Data/E2DEG/E2DEG1.asc","mask","20",12,0,19
"2308",1,74,2,113,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",13,11,26
"2335",1,46,4,114,NA,"D:/Data/E2DEG/E2DEG1.asc","valid","20",12,14,26
"2363",1,132,6,115,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",7,10,21
"2384",1,97,1,116,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",7,9,20
"2407",1,103,1,117,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",10,7,21
"2428",1,130,4,118,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",13,0,18
"2446",1,99,3,119,NA,"D:/Data/E2DEG/E2DEG1.asc","mask","0",10,13,25
"2474",1,31,1,120,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",10,2,19
"2493",1,6,6,121,NA,"D:/Data/E2DEG/E2DEG1.asc","mask","20",10,7,20
"2514",1,116,2,122,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",7,15,25
"2542",1,50,2,123,1,"D:/Data/E2DEG/E2DEG1.asc","orth","0",9,12,24
"2566",1,72,6,124,NA,"D:/Data/E2DEG/E2DEG1.asc","mask","20",11,6,20
"2586",1,77,5,125,1,"D:/Data/E2DEG/E2DEG1.asc","orth","20",10,3,18
"2604",1,84,6,126,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",10,7,21
"2626",1,10,4,127,1,"D:/Data/E2DEG/E2DEG1.asc","valid","20",10,3,17
"2644",1,111,3,128,NA,"D:/Data/E2DEG/E2DEG1.asc","mask","0",15,8,27
"2672",1,127,1,129,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",9,4,18
"2690",1,106,4,130,NA,"D:/Data/E2DEG/E2DEG1.asc","valid","20",10,4,15
"2709",1,81,3,131,NA,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,3,19
"2728",1,63,3,132,1,"D:/Data/E2DEG/E2DEG1.asc","mask","0",9,1,16
"2744",1,8,2,133,NA,"D:/Data/E2DEG/E2DEG1.asc","orth","0",13,2,22
"2766",1,1,1,134,1,"D:/Data/E2DEG/E2DEG1.asc","valid","0",8,12,21
"2792",1,12,6,135,NA,"D:/Data/E2DEG/E2DEG1.asc","mask","20",13,10,26
"2818",1,96,6,136,1,"D:/Data/E2DEG/E2DEG1.asc","mask","20",12,5,20
"2838",1,91,1,137,NA,"D:/Data/E2DEG/E2DEG1.asc","valid","0",11,8,22
"2861",1,86,2,138,NA,"D:/Data/E2DEG/E2DEG1.asc","orth","0",8,9,22
"2883",2,57,4,1,NA,"D:/Data/E2DEG/E2DEG2.asc","valid","20",11,4,20
"2909",2,136,5,2,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",8,0,11
"2923",2,20,3,3,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",7,1,13
"2939",2,38,3,4,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",8,1,13
"2952",2,6,1,5,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",11,10,24
"2978",2,17,6,6,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",12,5,26
"3004",2,70,5,7,NA,"D:/Data/E2DEG/E2DEG2.asc","orth","20",11,4,18
"3026",2,55,2,8,NA,"D:/Data/E2DEG/E2DEG2.asc","orth","0",9,2,14
"3043",2,86,3,9,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",7,8,18
"3065",2,122,3,10,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",8,6,15
"3084",2,39,4,11,NA,"D:/Data/E2DEG/E2DEG2.asc","valid","20",8,7,18
"3104",2,101,6,12,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",10,2,16
"3124",2,115,2,13,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",10,2,15
"3139",2,130,5,14,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",16,4,22
"3161",2,33,4,15,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",15,2,20
"3188",2,124,5,16,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",12,3,18
"3208",2,64,5,17,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",13,3,18
"3235",2,50,3,18,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",12,1,17
"3253",2,35,6,19,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",12,2,20
"3273",2,37,2,20,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",15,3,21
"3297",2,58,5,21,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",10,5,18
"3320",2,25,2,22,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",10,2,16
"3339",2,26,3,23,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",12,10,25
"3368",2,27,4,24,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",12,6,21
"3392",2,75,4,25,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",11,9,25
"3423",2,80,3,26,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",12,2,18
"3445",2,72,1,27,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",11,6,20
"3470",2,21,4,28,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",11,8,21
"3494",2,98,3,29,NA,"D:/Data/E2DEG/E2DEG2.asc","mask","0",12,29,42
"3549",2,65,6,30,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",13,5,22
"3575",2,31,2,31,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",10,10,22
"3601",2,116,3,32,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",10,6,20
"3625",2,30,1,33,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",9,1,12
"3639",2,73,2,34,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",10,3,15
"3658",2,81,4,35,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",14,3,20
"3684",2,4,5,36,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",11,4,18
"3705",2,112,5,37,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",11,4,18
"3727",2,82,5,38,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",11,6,19
"3750",2,60,1,39,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",15,5,22
"3777",2,79,2,40,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",16,8,26
"3806",2,71,6,41,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",7,18,26
"3838",2,68,3,42,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",11,5,19
"3862",2,32,3,43,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",11,5,20
"3889",2,104,3,44,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",12,10,27
"3922",2,107,6,45,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",12,4,21
"3946",2,66,1,46,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",10,2,12
"3960",2,8,3,47,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",13,6,24
"3987",2,18,1,48,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",8,1,11
"4001",2,114,1,49,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",12,5,18
"4021",2,117,4,50,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",11,0,15
"4039",2,121,2,51,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",9,4,17
"4056",2,131,6,52,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",10,8,22
"4083",2,119,6,53,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",9,7,21
"4110",2,29,6,54,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",15,6,24
"4136",2,42,1,55,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",9,10,23
"4166",2,111,4,56,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",10,5,17
"4185",2,118,5,57,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",9,1,16
"4204",2,12,1,58,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",6,5,13
"4224",2,69,4,59,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",8,2,14
"4242",2,44,3,60,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",10,8,22
"4268",2,36,1,61,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",9,1,13
"4284",2,22,5,62,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",12,11,23
"4311",2,46,5,63,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",13,5,23
"4336",2,76,5,64,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",8,5,16
"4357",2,9,4,65,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",15,14,32
"4393",2,138,1,66,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",9,0,13
"4410",2,14,3,67,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",15,10,27
"4440",2,95,6,68,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",13,10,24
"4469",2,19,2,69,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",8,4,16
"4488",2,34,5,70,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",12,2,17
"4507",2,15,4,71,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",9,3,16
"4527",2,3,4,72,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",10,0,14
"4543",2,59,6,73,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",13,10,26
"4573",2,74,3,74,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",8,13,22
"4601",2,10,5,75,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",8,4,17
"4623",2,106,5,76,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",7,2,13
"4639",2,133,2,77,NA,"D:/Data/E2DEG/E2DEG2.asc","orth","0",14,4,20
"4661",2,54,1,78,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",11,2,19
"4683",2,11,6,79,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",12,0,15
"4703",2,13,2,80,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",11,7,21
"4729",2,105,4,81,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",11,1,15
"4746",2,128,3,82,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",11,8,23
"4775",2,132,1,83,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",7,4,15
"4794",2,127,2,84,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",7,1,11
"4810",2,123,4,85,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",9,11,24
"4842",2,92,3,86,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",9,20,32
"4881",2,63,4,87,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",9,4,18
"4904",2,53,6,88,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",14,11,27
"4936",2,52,5,89,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",8,4,16
"4958",2,96,1,90,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",10,3,17
"4980",2,40,5,91,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",10,5,21
"5008",2,83,6,92,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",10,9,23
"5035",2,84,1,93,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",9,10,22
"5064",2,56,3,94,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",13,5,21
"5090",2,110,3,95,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",13,6,23
"5117",2,93,4,96,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",8,2,13
"5134",2,100,5,97,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",12,2,17
"5155",2,1,2,98,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",10,5,19
"5179",2,62,3,99,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",9,9,20
"5204",2,109,2,100,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",10,3,15
"5225",2,103,2,101,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",6,8,15
"5246",2,90,1,102,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",10,10,23
"5275",2,48,1,103,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",7,1,11
"5288",2,23,6,104,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",9,9,20
"5314",2,16,5,105,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",9,8,22
"5343",2,5,6,106,NA,"D:/Data/E2DEG/E2DEG2.asc","mask","20",13,5,24
"5370",2,87,4,107,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",9,7,19
"5396",2,125,6,108,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",11,5,19
"5419",2,126,1,109,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",9,6,19
"5443",2,41,6,110,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",10,6,17
"5467",2,24,1,111,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",13,3,18
"5491",2,78,1,112,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",7,2,10
"5502",2,102,1,113,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",7,0,13
"5517",2,120,1,114,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",8,2,14
"5534",2,2,3,115,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",8,9,23
"5562",2,51,4,116,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",10,3,16
"5583",2,134,3,117,1,"D:/Data/E2DEG/E2DEG2.asc","mask","0",10,10,23
"5611",2,137,6,118,NA,"D:/Data/E2DEG/E2DEG2.asc","mask","20",11,8,21
"5634",2,108,1,119,1,"D:/Data/E2DEG/E2DEG2.asc","valid","0",12,7,22
"5662",2,113,6,120,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",11,6,19
"5684",2,99,4,121,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",8,6,17
"5709",2,28,5,122,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",8,4,15
"5727",2,129,4,123,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",7,9,19
"5750",2,135,4,124,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",11,2,18
"5773",2,77,6,125,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",6,1,12
"5787",2,61,2,126,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",9,6,19
"5810",2,88,5,127,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",8,8,21
"5835",2,91,2,128,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",12,0,16
"5854",2,47,6,129,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",8,3,14
"5870",2,49,2,130,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",11,6,20
"5892",2,45,4,131,1,"D:/Data/E2DEG/E2DEG2.asc","valid","20",8,4,13
"5911",2,85,2,132,NA,"D:/Data/E2DEG/E2DEG2.asc","orth","0",11,9,24
"5940",2,43,2,133,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",10,7,18
"5963",2,97,2,134,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",6,3,12
"5977",2,67,2,135,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",8,4,15
"5994",2,7,2,136,1,"D:/Data/E2DEG/E2DEG2.asc","orth","0",8,8,20
"6021",2,89,6,137,1,"D:/Data/E2DEG/E2DEG2.asc","mask","20",8,6,17
"6046",2,94,5,138,1,"D:/Data/E2DEG/E2DEG2.asc","orth","20",7,11,22
"6074",3,116,4,1,NA,"D:/Data/E2DEG/E2DEG3.asc","valid","20",10,6,21
"6097",3,20,4,2,1,"D:/Data/E2DEG/E2DEG3.asc","valid","20",10,5,21
"6119",3,102,2,3,1,"D:/Data/E2DEG/E2DEG3.asc","orth","0",10,3,16
"6135",3,110,4,4,NA,"D:/Data/E2DEG/E2DEG3.asc","valid","20",10,2,14
"6152",3,17,1,5,1,"D:/Data/E2DEG/E2DEG3.asc","valid","0",12,5,23
"6175",3,138,2,6,1,"D:/Data/E2DEG/E2DEG3.asc","orth","0",10,2,17
"6192",3,68,4,7,1,"D:/Data/E2DEG/E2DEG3.asc","valid","20",12,2,16
"6211",3,51,5,8,1,"D:/Data/E2DEG/E2DEG3.asc","orth","20",12,8,23
"6235",3,82,6,9,1,"D:/Data/E2DEG/E2DEG3.asc","mask","20",11,2,18
"6253",3,53,1,10,1,"D:/Data/E2DEG/E2DEG3.asc","valid","0",10,4,17
"6272",3,72,2,11,1,"D:/Data/E2DEG/E2DEG3.asc","orth","0",9,3,16
"6288",3,133,3,12,1,"D:/Data/E2DEG/E2DEG3.asc","mask","0",10,7,21
"6310",3,16,6,13,1,"D:/Data/E2DEG/E2DEG3.asc","mask","20",12,3,17
"6329",3,107,1,14,1,"D:/Data/E2DEG/E2DEG3.asc","valid","0",11,7,22
"6351",3,131,1,15,1,"D:/Data/E2DEG/E2DEG3.asc","valid","0",9,3,19
