"","sub","item","cond","seq","line","dataFile","prev","deg","Nfix_1st","Nfix_2nd","Nfix_all"
"43722",17,114,4,96,1,"D:/Data/E2DEG/E2DEG17.asc","valid","20",7,2,12
"43739",17,47,3,97,1,"D:/Data/E2DEG/E2DEG17.asc","mask","0",5,1,13
"43757",17,64,2,98,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",9,1,16
"43775",17,130,2,99,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",2,1,10
"43791",17,48,4,100,NA,"D:/Data/E2DEG/E2DEG17.asc","valid","20",5,0,10
"43801",17,51,1,101,1,"D:/Data/E2DEG/E2DEG17.asc","valid","0",9,0,14
"43817",17,57,1,102,1,"D:/Data/E2DEG/E2DEG17.asc","valid","0",6,0,15
"43834",17,80,6,103,1,"D:/Data/E2DEG/E2DEG17.asc","mask","20",5,1,13
"43850",17,76,2,104,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",9,1,16
"43866",17,70,2,105,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",8,4,18
"43886",17,62,6,106,1,"D:/Data/E2DEG/E2DEG17.asc","mask","20",8,2,15
"43905",17,10,2,107,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",12,0,20
"43925",17,101,3,108,1,"D:/Data/E2DEG/E2DEG17.asc","mask","0",5,0,12
"43939",17,58,2,109,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",8,1,14
"43955",17,79,5,110,1,"D:/Data/E2DEG/E2DEG17.asc","orth","20",8,0,16
"43971",17,125,3,111,1,"D:/Data/E2DEG/E2DEG17.asc","mask","0",6,0,13
"43985",17,86,6,112,1,"D:/Data/E2DEG/E2DEG17.asc","mask","20",6,1,12
"43997",17,98,6,113,1,"D:/Data/E2DEG/E2DEG17.asc","mask","20",8,4,16
"44015",17,77,3,114,1,"D:/Data/E2DEG/E2DEG17.asc","mask","0",7,0,14
"44030",17,120,4,115,1,"D:/Data/E2DEG/E2DEG17.asc","valid","20",8,1,13
"44043",17,96,4,116,1,"D:/Data/E2DEG/E2DEG17.asc","valid","20",8,1,16
"44059",17,16,2,117,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",6,0,16
"44076",17,11,3,118,1,"D:/Data/E2DEG/E2DEG17.asc","mask","0",7,1,14
"44090",17,74,6,119,1,"D:/Data/E2DEG/E2DEG17.asc","mask","20",5,1,13
"44107",17,2,6,120,NA,"D:/Data/E2DEG/E2DEG17.asc","mask","20",9,0,18
"44126",17,133,5,121,1,"D:/Data/E2DEG/E2DEG17.asc","orth","20",5,2,13
"44141",17,90,4,122,1,"D:/Data/E2DEG/E2DEG17.asc","valid","20",8,0,14
"44155",17,19,5,123,1,"D:/Data/E2DEG/E2DEG17.asc","orth","20",6,0,13
"44168",17,66,4,124,1,"D:/Data/E2DEG/E2DEG17.asc","valid","20",7,1,13
"44181",17,56,6,125,1,"D:/Data/E2DEG/E2DEG17.asc","mask","20",7,1,15
"44196",17,21,1,126,1,"D:/Data/E2DEG/E2DEG17.asc","valid","0",7,3,16
"44212",17,124,2,127,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",9,0,15
"44227",17,136,2,128,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",7,0,12
"44241",17,115,5,129,1,"D:/Data/E2DEG/E2DEG17.asc","orth","20",6,1,12
"44255",17,110,6,130,1,"D:/Data/E2DEG/E2DEG17.asc","mask","20",5,1,12
"44273",17,100,2,131,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",6,1,13
"44286",17,44,6,132,1,"D:/Data/E2DEG/E2DEG17.asc","mask","20",6,0,13
"44299",17,121,5,133,1,"D:/Data/E2DEG/E2DEG17.asc","orth","20",6,0,13
"44317",17,49,5,134,1,"D:/Data/E2DEG/E2DEG17.asc","orth","20",6,0,16
"44333",17,34,2,135,1,"D:/Data/E2DEG/E2DEG17.asc","orth","0",6,3,15
"44348",17,132,4,136,1,"D:/Data/E2DEG/E2DEG17.asc","valid","20",7,0,12
"44361",17,99,1,137,1,"D:/Data/E2DEG/E2DEG17.asc","valid","0",6,0,16
"44378",17,27,1,138,NA,"D:/Data/E2DEG/E2DEG17.asc","valid","0",8,0,16
"44394",18,37,6,1,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",11,3,17
"44411",18,61,6,2,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",11,4,19
"44430",18,72,5,3,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",9,5,15
"44445",18,38,1,4,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",10,5,16
"44461",18,12,5,5,NA,"D:/Data/E2DEG/E2DEG18.asc","orth","20",9,1,17
"44479",18,133,6,6,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",10,4,19
"44498",18,88,3,7,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",10,2,17
"44516",18,127,6,8,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",10,2,17
"44533",18,60,5,9,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",12,0,16
"44549",18,137,4,10,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",9,2,14
"44564",18,83,4,11,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",12,4,21
"44585",18,86,1,12,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",9,3,16
"44601",18,55,6,13,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",9,2,15
"44616",18,33,2,14,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",10,4,20
"44636",18,10,3,15,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",12,5,24
"44660",18,15,2,16,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",7,4,16
"44676",18,25,6,17,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",9,1,16
"44693",18,116,1,18,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",10,7,22
"44716",18,6,5,19,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",10,3,17
"44733",18,43,6,20,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",8,3,14
"44747",18,84,5,21,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",9,3,16
"44764",18,5,4,22,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",11,7,21
"44785",18,66,5,23,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",8,7,18
"44804",18,79,6,24,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",10,3,18
"44823",18,69,2,25,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",8,0,12
"44837",18,3,2,26,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",9,1,15
"44852",18,65,4,27,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",10,5,20
"44872",18,17,4,28,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",9,5,20
"44893",18,45,2,29,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",8,2,14
"44907",18,99,2,30,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",8,4,19
"44926",18,110,1,31,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",9,3,16
"44943",18,27,2,32,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",9,2,16
"44959",18,77,4,33,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",10,6,19
"44978",18,56,1,34,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",10,4,17
"44995",18,39,2,35,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",8,6,19
"45014",18,32,1,36,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",9,5,19
"45033",18,91,6,37,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",9,5,16
"45052",18,103,6,38,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",10,5,17
"45070",18,1,6,39,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",9,3,18
"45088",18,104,1,40,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",10,6,20
"45108",18,131,4,41,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",9,1,16
"45124",18,96,5,42,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",10,3,18
"45143",18,74,1,43,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",8,6,18
"45161",18,105,2,44,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",6,6,15
"45177",18,67,6,45,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",8,3,14
"45191",18,19,6,46,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",8,4,16
"45208",18,47,4,47,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",9,2,14
"45222",18,24,5,48,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",8,4,14
"45236",18,112,3,49,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",8,5,17
"45253",18,30,5,50,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",9,3,14
"45268",18,70,3,51,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",11,14,28
"45296",18,102,5,52,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",8,3,14
"45310",18,34,3,53,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",10,3,16
"45326",18,126,5,54,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",9,3,17
"45343",18,128,1,55,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",9,5,18
"45361",18,78,5,56,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",8,1,10
"45371",18,85,6,57,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",10,2,16
"45388",18,8,1,58,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",9,0,17
"45405",18,64,3,59,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",9,5,18
"45423",18,113,4,60,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",9,9,20
"45443",18,59,4,61,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",9,4,19
"45463",18,100,3,62,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",9,3,16
"45479",18,80,1,63,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",9,4,18
"45497",18,31,6,64,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",10,1,17
"45515",18,49,6,65,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",10,2,19
"45534",18,57,2,66,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",10,6,20
"45554",18,76,3,67,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",7,5,17
"45574",18,118,3,68,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",9,3,17
"45591",18,124,3,69,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",8,2,15
"45606",18,36,5,70,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",9,3,16
"45623",18,16,3,71,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",12,3,21
"45644",18,50,1,72,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",9,4,18
"45664",18,90,5,73,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",10,0,14
"45678",18,125,4,74,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",8,3,15
"45693",18,28,3,75,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",10,5,17
"45711",18,21,2,76,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",8,7,17
"45729",18,92,1,77,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",8,4,18
"45747",18,138,5,78,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",11,2,17
"45764",18,123,2,79,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",10,2,18
"45782",18,93,2,80,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",10,2,16
"45798",18,106,3,81,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",7,3,15
"45813",18,73,6,82,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",10,2,15
"45828",18,26,1,83,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",8,2,17
"45845",18,130,3,84,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",10,6,23
"45868",18,98,1,85,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",11,8,22
"45891",18,18,5,86,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",9,1,13
"45905",18,136,3,87,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",9,3,15
"45920",18,23,4,88,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",7,3,13
"45933",18,107,4,89,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",8,4,19
"45952",18,44,1,90,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",8,7,20
"45972",18,48,5,91,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",6,4,11
"45983",18,111,2,92,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",10,6,20
"46003",18,14,1,93,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",12,4,20
"46024",18,108,5,94,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",10,11,25
"46049",18,120,5,95,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",9,2,15
"46064",18,121,6,96,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",8,5,18
"46082",18,122,1,97,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",7,1,12
"46094",18,117,2,98,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",8,2,14
"46109",18,9,2,99,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",11,4,20
"46129",18,134,1,100,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",9,0,15
"46146",18,68,1,101,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",10,0,17
"46165",18,89,4,102,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",10,6,19
"46185",18,95,4,103,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",12,4,22
"46207",18,13,6,104,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",8,3,18
"46225",18,132,5,105,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",7,3,14
"46239",18,97,6,106,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",9,3,16
"46256",18,75,2,107,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",9,4,15
"46272",18,53,4,108,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",8,2,15
"46287",18,42,5,109,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",10,5,19
"46306",18,115,6,110,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",7,7,17
"46324",18,81,2,111,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",14,2,20
"46344",18,109,6,112,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",13,3,19
"46363",18,71,4,113,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",10,7,20
"46383",18,29,4,114,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",10,4,17
"46400",18,40,3,115,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",10,4,21
"46424",18,35,4,116,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",12,0,17
"46441",18,129,2,117,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",11,8,21
"46462",18,2,1,118,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",9,2,16
"46478",18,62,1,119,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",10,2,15
"46493",18,46,3,120,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",11,1,16
"46509",18,82,3,121,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",7,4,18
"46527",18,7,6,122,1,"D:/Data/E2DEG/E2DEG18.asc","mask","20",11,1,16
"46544",18,11,4,123,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",8,2,14
"46558",18,135,2,124,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",11,8,24
"46582",18,20,1,125,1,"D:/Data/E2DEG/E2DEG18.asc","valid","0",8,2,15
"46597",18,101,4,126,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",9,3,16
"46613",18,52,3,127,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",10,2,15
"46629",18,119,4,128,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",9,2,17
"46648",18,22,3,129,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",11,5,20
"46668",18,114,5,130,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",9,3,15
"46683",18,51,2,131,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",10,2,17
"46701",18,4,3,132,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",9,1,17
"46719",18,54,5,133,1,"D:/Data/E2DEG/E2DEG18.asc","orth","20",8,1,15
"46734",18,94,3,134,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",9,4,17
"46752",18,87,2,135,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",9,6,20
"46773",18,58,3,136,1,"D:/Data/E2DEG/E2DEG18.asc","mask","0",9,7,19
"46792",18,41,4,137,1,"D:/Data/E2DEG/E2DEG18.asc","valid","20",11,1,14
"46806",18,63,2,138,1,"D:/Data/E2DEG/E2DEG18.asc","orth","0",9,4,17
"46823",19,26,2,1,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",12,6,20
"46844",19,134,2,2,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",13,6,22
"46866",19,58,4,3,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",10,3,17
"46885",19,129,3,4,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",13,16,31
"46917",19,101,5,5,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",13,5,20
"46939",19,136,4,6,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",11,1,14
"46954",19,71,5,7,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",10,5,18
"46975",19,7,1,8,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",7,9,19
"46995",19,6,6,9,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",13,3,19
"47014",19,4,4,10,NA,"D:/Data/E2DEG/E2DEG19.asc","valid","20",15,0,20
"47036",19,116,2,11,NA,"D:/Data/E2DEG/E2DEG19.asc","orth","0",15,2,19
"47055",19,86,2,12,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",12,4,18
"47073",19,1,1,13,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",10,3,18
"47091",19,50,2,14,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",8,2,15
"47107",19,126,6,15,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",12,4,20
"47127",19,57,3,16,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",16,3,23
"47150",19,33,3,17,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",17,10,31
"47181",19,99,3,18,NA,"D:/Data/E2DEG/E2DEG19.asc","mask","0",12,0,18
"47199",19,131,5,19,NA,"D:/Data/E2DEG/E2DEG19.asc","orth","20",12,4,20
"47221",19,109,1,20,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",13,4,21
"47243",19,17,5,21,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",9,3,19
"47264",19,42,6,22,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",15,3,21
"47286",19,95,5,23,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",10,4,18
"47304",19,54,6,24,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",12,0,18
"47322",19,96,6,25,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",10,0,16
"47339",19,118,4,26,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",11,4,17
"47357",19,19,1,27,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",10,2,15
"47372",19,20,2,28,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",11,12,25
"47398",19,60,6,29,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",13,0,17
"47416",19,21,3,30,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",13,6,23
"47439",19,10,4,31,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",13,3,22
"47461",19,65,5,32,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",14,2,21
"47484",19,112,4,33,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",8,2,16
"47501",19,67,1,34,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",9,1,14
"47515",19,88,4,35,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",13,4,22
"47537",19,121,1,36,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",12,3,18
"47556",19,8,2,37,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",13,5,23
"47579",19,27,3,38,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",11,5,19
"47599",19,138,6,39,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",11,0,14
"47616",19,98,2,40,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",10,6,19
"47635",19,81,3,41,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",8,5,18
"47654",19,13,1,42,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",11,6,21
"47676",19,16,4,43,NA,"D:/Data/E2DEG/E2DEG19.asc","valid","20",12,0,17
"47694",19,39,3,44,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",9,6,19
"47714",19,72,6,45,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",11,12,25
"47739",19,14,2,46,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",13,1,20
"47760",19,84,6,47,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",9,6,18
"47782",19,22,4,48,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",7,1,15
"47797",19,64,4,49,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",15,0,18
"47815",19,15,3,50,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",10,3,15
"47831",19,92,2,51,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",9,4,19
"47851",19,122,2,52,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",8,1,12
"47863",19,5,5,53,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",12,1,19
"47882",19,111,3,54,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",12,1,19
"47901",19,56,2,55,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",8,1,13
"47916",19,113,5,56,NA,"D:/Data/E2DEG/E2DEG19.asc","orth","20",13,4,20
"47936",19,11,5,57,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",9,8,20
"47956",19,77,5,58,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",11,0,15
"47974",19,31,1,59,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",12,3,19
"47995",19,25,1,60,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",10,0,15
"48012",19,85,1,61,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",11,12,25
"48038",19,73,1,62,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",7,3,13
"48053",19,108,6,63,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",12,4,19
"48072",19,105,3,64,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",9,0,11
"48084",19,52,4,65,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",10,1,15
"48099",19,115,1,66,NA,"D:/Data/E2DEG/E2DEG19.asc","valid","0",11,3,16
"48115",19,89,5,67,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",11,5,21
"48137",19,32,2,68,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",14,0,19
"48156",19,69,3,69,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",12,13,25
"48184",19,127,1,70,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",11,2,16
"48200",19,78,6,71,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",8,3,13
"48214",19,83,5,72,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",10,3,19
"48234",19,49,1,73,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",12,2,18
"48252",19,53,5,74,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",10,3,16
"48268",19,12,6,75,NA,"D:/Data/E2DEG/E2DEG19.asc","mask","20",12,3,22
"48290",19,93,3,76,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",9,1,15
"48305",19,35,5,77,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",11,1,15
"48322",19,70,4,78,NA,"D:/Data/E2DEG/E2DEG19.asc","valid","20",14,13,30
"48354",19,9,3,79,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",12,1,19
"48373",19,41,5,80,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",11,0,15
"48389",19,28,4,81,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",11,5,18
"48409",19,90,6,82,NA,"D:/Data/E2DEG/E2DEG19.asc","mask","20",13,7,21
"48430",19,117,3,83,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",10,8,20
"48451",19,137,5,84,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",11,11,22
"48475",19,132,6,85,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",11,1,15
"48492",19,24,6,86,NA,"D:/Data/E2DEG/E2DEG19.asc","mask","20",16,3,20
"48513",19,45,3,87,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",5,4,14
"48532",19,120,6,88,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",10,7,18
"48553",19,36,6,89,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",10,4,17
"48571",19,79,1,90,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",11,5,21
"48592",19,2,2,91,NA,"D:/Data/E2DEG/E2DEG19.asc","orth","0",12,0,17
"48611",19,135,3,92,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",13,2,20
"48632",19,46,4,93,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",15,6,24
"48657",19,37,1,94,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",15,13,29
"48687",19,102,6,95,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",10,3,15
"48703",19,107,5,96,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",9,0,16
"48719",19,91,1,97,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",11,0,16
"48735",19,55,1,98,NA,"D:/Data/E2DEG/E2DEG19.asc","valid","0",10,4,16
"48753",19,66,6,99,1,"D:/Data/E2DEG/E2DEG19.asc","mask","20",12,4,19
"48772",19,44,2,100,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",10,13,24
"48800",19,125,5,101,NA,"D:/Data/E2DEG/E2DEG19.asc","orth","20",11,4,20
"48820",19,114,6,102,NA,"D:/Data/E2DEG/E2DEG19.asc","mask","20",13,3,18
"48838",19,38,2,103,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",11,0,13
"48852",19,76,4,104,1,"D:/Data/E2DEG/E2DEG19.asc","valid","20",8,6,19
"48873",19,97,1,105,1,"D:/Data/E2DEG/E2DEG19.asc","valid","0",9,2,15
"48888",19,59,5,106,1,"D:/Data/E2DEG/E2DEG19.asc","orth","20",11,1,19
"48908",19,104,2,107,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",13,2,20
"48929",19,62,2,108,1,"D:/Data/E2DEG/E2DEG19.asc","orth","0",9,1,14
"48944",19,51,3,109,1,"D:/Data/E2DEG/E2DEG19.asc","mask","0",13,0,17
