"","subject","item","sentcond","questcond","dependnum","starttime","endtime","subresp","correctresp","accuracy","prev","deg","cond"
"385",13,17,5,6,1,1823989,1825301,6,6,1,"orth","20",5
"386",13,6,2,7,1,1833982,1835664,7,7,1,"valid","0",2
"387",13,25,5,7,1,1841795,1843541,7,7,1,"orth","20",5
"388",13,5,1,7,1,1851012,1853235,7,7,1,"valid","20",1
"389",13,19,7,6,1,1870856,1873898,6,6,1,"invalid","20",7
"390",13,2,6,6,1,1881347,1883593,6,6,1,"orth","0",6
"391",13,20,8,6,1,1894530,1896189,6,6,1,"invalid","0",8
"392",13,4,8,7,1,1908538,1909715,7,7,1,"invalid","0",8
"393",13,31,3,7,1,1918122,1920627,7,7,1,"phon","20",3
"394",13,10,6,7,1,1936291,1938172,7,7,1,"orth","0",6
"395",13,13,1,6,1,2012134,2013669,6,6,1,"valid","20",1
"396",13,23,3,7,1,2020681,2021876,7,7,1,"phon","20",3
"397",13,22,2,6,1,2029617,2030708,6,6,1,"valid","0",2
"398",13,7,3,6,1,2037151,2038939,6,6,1,"phon","20",3
"399",13,15,3,6,1,2061875,2063696,6,6,1,"phon","20",3
"400",13,29,1,6,1,2072124,2074059,6,6,1,"valid","20",1
"401",13,30,2,6,1,2093577,2095214,6,6,1,"valid","0",2
"402",13,8,4,7,1,2100763,2103078,7,7,1,"phon","0",4
"403",13,12,8,7,1,2114353,2116043,7,7,1,"invalid","0",8
"404",13,24,4,7,1,2156595,2158453,7,7,1,"phon","0",4
"405",13,1,5,7,1,2168577,2170385,6,7,0,"orth","20",5
"406",13,11,7,7,1,2183879,2185145,6,7,0,"invalid","20",7
"407",13,28,8,7,1,2205257,2207128,7,7,1,"invalid","0",8
"408",13,32,4,6,1,2219449,2221364,6,6,1,"phon","0",4
"409",13,9,5,6,1,2263557,2264823,6,6,1,"orth","20",5
"410",13,27,7,7,1,2273439,2275439,7,7,1,"invalid","20",7
"411",13,18,6,7,1,2295625,2297027,7,7,1,"orth","0",6
"412",13,21,1,6,1,2303703,2305045,6,6,1,"valid","20",1
"413",13,14,2,6,1,2331328,2333331,7,6,0,"valid","0",2
"414",13,16,4,7,1,2345251,2347177,7,7,1,"phon","0",4
"415",13,3,7,6,1,2381023,2382523,6,6,1,"invalid","20",7
"416",13,26,6,6,1,2388770,2390812,6,6,1,"orth","0",6
"417",14,25,6,7,1,4235521,4236832,7,7,1,"orth","0",6
"418",14,9,6,6,1,4261346,4262526,6,6,1,"orth","0",6
"419",14,32,5,6,1,4269633,4271398,6,6,1,"orth","20",5
"420",14,22,3,6,1,4289518,4290748,6,6,1,"phon","20",3
"421",14,18,7,7,1,4304948,4306693,7,7,1,"invalid","20",7
"422",14,12,1,7,1,4324428,4326564,7,7,1,"valid","20",1
"423",14,16,5,7,1,4332779,4334500,7,7,1,"orth","20",5
"424",14,29,2,6,1,4341644,4344282,6,6,1,"valid","0",2
"425",14,11,8,7,1,4384039,4385469,7,7,1,"invalid","0",8
"426",14,30,3,6,1,4429340,4430388,6,6,1,"phon","20",3
"427",14,7,4,6,1,4437740,4439313,6,6,1,"phon","0",4
"428",14,14,3,6,1,4447542,4449192,6,6,1,"phon","20",3
"429",14,19,8,6,1,4553596,4555378,6,6,1,"invalid","0",8
"430",14,24,5,7,1,4571161,4572492,7,7,1,"orth","20",5
"431",14,5,2,7,1,4578757,4580232,7,7,1,"valid","0",2
"432",14,17,6,6,1,4592775,4593961,6,6,1,"orth","0",6
"433",14,13,2,6,1,4608807,4609865,6,6,1,"valid","0",2
"434",14,23,4,7,1,4616118,4617443,7,7,1,"phon","0",4
"435",14,21,2,6,1,4629756,4630926,6,6,1,"valid","0",2
"436",14,27,8,7,1,4638261,4639392,7,7,1,"invalid","0",8
"437",14,10,7,7,1,4692221,4693405,7,7,1,"invalid","20",7
"438",14,26,7,6,1,4703236,4704954,6,6,1,"invalid","20",7
"439",14,31,4,7,1,4757957,4758889,7,7,1,"phon","0",4
"440",14,28,1,7,1,4773757,4775035,7,7,1,"valid","20",1
"441",14,3,8,6,1,4788895,4790187,6,6,1,"invalid","0",8
"442",14,6,3,7,1,4811612,4813411,7,7,1,"phon","20",3
"443",14,1,6,7,1,4837497,4839098,7,7,1,"orth","0",6
"444",14,20,1,6,1,4844807,4846541,6,6,1,"valid","20",1
"445",14,4,1,7,1,4854023,4856387,6,7,0,"valid","20",1
"446",14,8,5,7,1,4878393,4880133,7,7,1,"orth","20",5
"447",14,15,4,6,1,4898656,4899572,6,6,1,"phon","0",4
"448",14,2,7,6,1,4906930,4908527,6,6,1,"invalid","20",7
"449",15,2,8,6,1,9060858,9068033,6,6,1,"invalid","0",8
"450",15,8,6,7,1,9074217,9075475,7,7,1,"orth","0",6
"451",15,29,3,6,1,9095561,9096806,6,6,1,"phon","20",3
"452",15,28,2,7,1,9119512,9120872,7,7,1,"valid","0",2
"453",15,23,5,7,1,9125951,9127167,7,7,1,"orth","20",5
"454",15,3,1,6,1,9132537,9134162,6,6,1,"valid","20",1
"455",15,4,2,7,1,9145020,9145982,7,7,1,"valid","0",2
"456",15,9,7,6,1,9157796,9159138,6,6,1,"invalid","20",7
"457",15,32,6,6,1,9165085,9166125,6,6,1,"orth","0",6
"458",15,27,1,7,1,9180713,9181974,7,7,1,"valid","20",1
"459",15,30,4,6,1,9187926,9188887,6,6,1,"phon","0",4
"460",15,6,4,7,1,9197171,9199427,7,7,1,"phon","0",4
"461",15,19,1,6,1,9204970,9209563,7,6,0,"valid","20",1
"462",15,13,3,6,1,9237865,9238809,6,6,1,"phon","20",3
"463",15,12,2,7,1,9257477,9258793,7,7,1,"valid","0",2
"464",15,20,2,6,1,9282497,9283813,6,6,1,"valid","0",2
"465",15,10,8,7,1,9290073,9291255,7,7,1,"invalid","0",8
"466",15,21,3,6,1,9312107,9313911,6,6,1,"phon","20",3
"467",15,7,5,6,1,9369678,9373332,6,6,1,"orth","20",5
"468",15,16,6,7,1,9380190,9381745,7,7,1,"orth","0",6
"469",15,26,8,6,1,9386936,9388259,6,6,1,"invalid","0",8
"470",15,18,8,7,1,9423110,9424253,7,7,1,"invalid","0",8
"471",15,11,1,7,1,9434251,9436990,6,7,0,"valid","20",1
"472",15,5,3,7,1,9446204,9447433,7,7,1,"phon","20",3
"473",15,22,4,6,1,9452654,9453855,6,6,1,"phon","0",4
"474",15,24,6,7,1,9460139,9461309,7,7,1,"orth","0",6
"475",15,31,5,7,1,9466684,9468145,7,7,1,"orth","20",5
"476",15,17,7,6,1,9510820,9512190,6,6,1,"invalid","20",7
"477",15,1,7,7,1,9517644,9519239,7,7,1,"invalid","20",7
"478",15,25,7,7,1,9526964,9528305,7,7,1,"invalid","20",7
"479",15,14,4,6,1,9538833,9542706,7,6,0,"phon","0",4
"480",15,15,5,6,1,9547439,9548727,6,6,1,"orth","20",5
"481",16,5,4,7,1,7070719,7073613,7,7,1,"phon","0",4
"482",16,6,5,7,1,7084421,7085825,7,7,1,"orth","20",5
"483",16,16,7,7,1,7142449,7144323,7,7,1,"invalid","20",7
"484",16,22,5,6,1,7167571,7172539,7,6,0,"orth","20",5
"485",16,3,2,6,1,7186638,7189143,6,6,1,"valid","0",2
"486",16,11,2,7,1,7199619,7201702,7,7,1,"valid","0",2
"487",16,25,8,7,1,7229397,7231007,7,7,1,"invalid","0",8
"488",16,12,3,7,1,7251229,7253674,7,7,1,"phon","20",3
"489",16,4,3,7,1,7268084,7270846,7,7,1,"phon","20",3
"490",16,15,6,6,1,7318240,7320933,6,6,1,"orth","0",6
"491",16,8,7,7,1,7339530,7341658,7,7,1,"invalid","20",7
"492",16,30,5,6,1,7351059,7352335,6,6,1,"orth","20",5
"493",16,7,6,6,1,7413233,7417127,6,6,1,"orth","0",6
"494",16,18,1,7,1,7424181,7426648,7,7,1,"valid","20",1
"495",16,9,8,6,1,7455195,7457928,6,6,1,"invalid","0",8
"496",16,1,8,7,1,7509605,7511680,7,7,1,"invalid","0",8
"497",16,20,3,6,1,7525147,7527897,6,6,1,"phon","20",3
"498",16,13,4,6,1,7556973,7559208,6,6,1,"phon","0",4
"499",16,21,4,6,1,7604476,7606685,6,6,1,"phon","0",4
"500",16,14,5,6,1,7636739,7641961,7,6,0,"orth","20",5
"501",16,2,1,6,1,7682802,7685779,6,6,1,"valid","20",1
"502",16,19,2,6,1,7693692,7696244,7,6,0,"valid","0",2
"503",16,28,3,7,1,7738237,7741410,7,7,1,"phon","20",3
"504",16,23,6,7,1,7768110,7769934,7,7,1,"orth","0",6
"505",16,31,6,7,1,7807528,7811226,6,7,0,"orth","0",6
"506",16,26,1,6,1,7818650,7821140,6,6,1,"valid","20",1
"507",16,32,7,6,1,7857274,7859727,6,6,1,"invalid","20",7
"508",16,27,2,7,1,7868751,7871391,7,7,1,"valid","0",2
"509",16,29,4,6,1,7891062,7893084,6,6,1,"phon","0",4
"510",16,24,7,7,1,7929640,7931868,7,7,1,"invalid","20",7
"511",16,10,1,7,1,7981670,7983791,7,7,1,"valid","20",1
"512",16,17,8,6,1,8023535,8025789,6,6,1,"invalid","0",8
"513",17,16,8,7,1,2037253,2039173,7,7,1,"invalid","0",8
"514",17,24,8,7,1,2046093,2048382,7,7,1,"invalid","0",8
"515",17,20,4,6,1,2065020,2067582,6,6,1,"phon","0",4
"516",17,14,6,6,1,2073386,2075621,6,6,1,"orth","0",6
"517",17,4,4,7,1,2094496,2096249,7,7,1,"phon","0",4
"518",17,5,5,7,1,2128293,2130662,7,7,1,"orth","20",5
"519",17,28,4,7,1,2166090,2167941,7,7,1,"phon","0",4
"520",17,8,8,7,1,2179477,2181951,7,7,1,"invalid","0",8
"521",17,13,5,6,1,2189454,2191290,6,6,1,"orth","20",5
"522",17,30,6,6,1,2231347,2232934,6,6,1,"orth","0",6
"523",17,22,6,6,1,2247097,2249504,6,6,1,"orth","0",6
"524",17,3,3,6,1,2279224,2280614,6,6,1,"phon","20",3
"525",17,31,7,7,1,2308401,2310118,7,7,1,"invalid","20",7
"526",17,27,3,7,1,2315672,2316929,7,7,1,"phon","20",3
"527",17,11,3,7,1,2321540,2322788,7,7,1,"phon","20",3
"528",17,19,3,6,1,2387916,2393487,6,6,1,"phon","20",3
"529",17,9,1,6,1,2409157,2410857,6,6,1,"valid","20",1
"530",17,18,2,7,1,2421367,2423496,7,7,1,"valid","0",2
"531",17,10,2,7,1,2444698,2446731,7,7,1,"valid","0",2
"532",17,12,4,7,1,2459547,2461495,7,7,1,"phon","0",4
"533",17,26,2,6,1,2478207,2479861,6,6,1,"valid","0",2
"534",17,21,5,6,1,2486084,2487541,6,6,1,"orth","20",5
"535",17,29,5,6,1,2499661,2501343,6,6,1,"orth","20",5
"536",17,1,1,7,1,2518689,2520899,7,7,1,"valid","20",1
"537",17,23,7,7,1,2526939,2528324,7,7,1,"invalid","20",7
"538",17,32,8,6,1,2539743,2541385,6,6,1,"invalid","0",8
"539",17,7,7,6,1,2546890,2549147,6,6,1,"invalid","20",7
"540",17,2,2,6,1,2555161,2556983,6,6,1,"valid","0",2
"541",17,17,1,6,1,2563419,2565257,6,6,1,"valid","20",1
"542",17,6,6,7,1,2571591,2573018,7,7,1,"orth","0",6
"543",17,15,7,6,1,2593819,2595227,6,6,1,"invalid","20",7
"544",17,25,1,7,1,2607926,2609193,7,7,1,"valid","20",1
"545",18,13,6,6,1,11682785,11684422,6,6,1,"orth","0",6
"546",18,32,1,6,1,11700780,11701958,6,6,1,"valid","20",1
"547",18,6,7,7,1,11706772,11708278,7,7,1,"invalid","20",7
"548",18,17,2,6,1,11720497,11721889,6,6,1,"valid","0",2
"549",18,8,1,7,1,11748900,11750433,7,7,1,"valid","20",1
"550",18,12,5,7,1,11784677,11786340,7,7,1,"orth","20",5
"551",18,1,2,7,1,11810594,11812761,7,7,1,"valid","0",2
"552",18,9,2,6,1,11841493,11842526,6,6,1,"valid","0",2
"553",18,4,5,7,1,11849002,11849949,7,7,1,"orth","20",5
"554",18,3,4,6,1,11861532,11862747,6,6,1,"phon","0",4
"555",18,18,3,7,1,11896679,11897931,7,7,1,"phon","20",3
"556",18,24,1,7,1,11902805,11903968,7,7,1,"valid","20",1
"557",18,10,3,7,1,11917610,11918910,7,7,1,"phon","20",3
"558",18,15,8,6,1,11922872,11923997,6,6,1,"invalid","0",8
"559",18,28,5,7,1,11940062,11941484,7,7,1,"orth","20",5
"560",18,11,4,7,1,11946695,11948093,7,7,1,"phon","0",4
"561",18,27,4,7,1,11954261,11955192,7,7,1,"phon","0",4
"562",18,5,6,7,1,11987519,11989069,7,7,1,"orth","0",6
"563",18,2,3,6,1,11995567,11997484,6,6,1,"phon","20",3
"564",18,7,8,6,1,12002538,12004471,6,6,1,"invalid","0",8
"565",18,25,2,7,1,12012705,12013705,7,7,1,"valid","0",2
"566",18,14,7,6,1,12021943,12023311,6,6,1,"invalid","20",7
"567",18,20,5,6,1,12029955,12031163,6,6,1,"orth","20",5
"568",18,26,3,6,1,12062515,12063804,6,6,1,"phon","20",3
"569",18,19,4,6,1,12081952,12085223,6,6,1,"phon","0",4
"570",18,22,7,6,1,12106881,12108314,6,6,1,"invalid","20",7
"571",18,21,6,6,1,12124457,12125593,6,6,1,"orth","0",6
"572",18,23,8,7,1,12130994,12131736,7,7,1,"invalid","0",8
"573",18,31,8,7,1,12154446,12155365,7,7,1,"invalid","0",8
"574",18,29,6,6,1,12166398,12167388,6,6,1,"orth","0",6
"575",18,16,1,7,1,12172895,12174144,7,7,1,"valid","20",1
"576",18,30,7,6,1,12189086,12190055,6,6,1,"invalid","20",7
"577",19,8,2,7,1,7721770,7723196,7,7,1,"valid","0",2
"578",19,12,6,7,1,7814942,7817081,7,7,1,"orth","0",6
"579",19,22,8,6,1,7839285,7840848,6,6,1,"invalid","0",8
"580",19,2,4,6,1,7851101,7853047,6,6,1,"phon","0",4
"581",19,27,5,7,1,7860248,7861606,7,7,1,"orth","20",5
"582",19,21,7,6,1,7870630,7872100,6,6,1,"invalid","20",7
"583",19,4,6,7,1,7880442,7881714,7,7,1,"orth","0",6
"584",19,19,5,6,1,7915176,7918825,6,6,1,"orth","20",5
"585",19,25,3,7,1,7929963,7931474,7,7,1,"phon","20",3
"586",19,31,1,7,1,7961788,7962908,7,7,1,"valid","20",1
"587",19,15,1,6,1,8021558,8023083,6,6,1,"valid","20",1
"588",19,23,1,7,1,8059642,8060629,7,7,1,"valid","20",1
"589",19,13,7,6,1,8092503,8093772,6,6,1,"invalid","20",7
"590",19,24,2,7,1,8107402,8108892,7,7,1,"valid","0",2
"591",19,6,8,7,1,8145136,8147704,7,7,1,"invalid","0",8
"592",19,14,8,6,1,8176842,8179359,6,6,1,"invalid","0",8
"593",19,29,7,6,1,8186688,8187998,6,6,1,"invalid","20",7
"594",19,11,5,7,1,8203551,8204479,7,7,1,"orth","20",5
"595",19,32,2,6,1,8227589,8229013,6,6,1,"valid","0",2
"596",19,9,3,6,1,8235721,8236828,6,6,1,"phon","20",3
"597",19,18,4,7,1,8248680,8249675,7,7,1,"phon","0",4
"598",19,5,7,7,1,8262594,8265133,7,7,1,"invalid","20",7
"599",19,30,8,6,1,8270497,8271681,6,6,1,"invalid","0",8
"600",19,16,2,7,1,8290154,8291842,7,7,1,"valid","0",2
"601",19,10,4,7,1,8296797,8298268,7,7,1,"phon","0",4
"602",19,26,4,6,1,8319886,8322201,6,6,1,"phon","0",4
"603",19,17,3,6,1,8335625,8336880,6,6,1,"phon","20",3
"604",19,1,3,7,1,8344212,8345887,7,7,1,"phon","20",3
"605",19,7,1,6,1,8370996,8373761,6,6,1,"valid","20",1
"606",19,28,6,7,1,8400803,8402095,7,7,1,"orth","0",6
"607",19,3,5,6,1,8409255,8410269,6,6,1,"orth","20",5
"608",19,20,6,6,1,8415696,8416921,6,6,1,"orth","0",6
"609",20,24,3,7,1,3119815,3121735,7,7,1,"phon","20",3
"610",20,17,4,6,1,3136559,3137712,6,6,1,"phon","0",4
"611",20,5,8,7,1,3185931,3187891,7,7,1,"invalid","0",8
"612",20,11,6,7,1,3214193,3215653,7,7,1,"orth","0",6
"613",20,30,1,6,1,3221624,3222992,6,6,1,"valid","20",1
"614",20,31,2,7,1,3231270,3232339,7,7,1,"valid","0",2
"615",20,26,5,6,1,3249046,3250832,6,6,1,"orth","20",5
"616",20,27,6,7,1,3257103,3258135,7,7,1,"orth","0",6
"617",20,22,1,6,1,3283958,3285227,6,6,1,"valid","20",1
"618",20,2,5,6,1,3308293,3310167,6,6,1,"orth","20",5
"619",20,7,2,6,1,3316470,3318178,6,6,1,"valid","0",2
"620",20,28,7,7,1,3342018,3343702,7,7,1,"invalid","20",7
"621",20,12,7,7,1,3355910,3357336,7,7,1,"invalid","20",7
"622",20,15,2,6,1,3376062,3377582,6,6,1,"valid","0",2
"623",20,25,4,7,1,3383742,3384782,7,7,1,"phon","0",4
"624",20,3,6,6,1,3397996,3399403,6,6,1,"orth","0",6
"625",20,18,5,7,1,3423587,3425301,7,7,1,"orth","20",5
"626",20,21,8,6,1,3452893,3454190,6,6,1,"invalid","0",8
"627",20,23,2,7,1,3458724,3459865,7,7,1,"valid","0",2
"628",20,32,3,6,1,3465020,3466158,6,6,1,"phon","20",3
"629",20,29,8,6,1,3472499,3473555,6,6,1,"invalid","0",8
"630",20,19,6,6,1,3490255,3493858,6,6,1,"orth","0",6
"631",20,13,8,6,1,3504494,3505386,6,6,1,"invalid","0",8
"632",20,6,1,7,1,3510588,3512307,7,7,1,"valid","20",1
"633",20,20,7,6,1,3526521,3528661,6,6,1,"invalid","20",7
"634",20,16,3,7,1,3544678,3545955,7,7,1,"phon","20",3
"635",20,10,5,7,1,3555950,3557219,7,7,1,"orth","20",5
"636",20,8,3,7,1,3572677,3573737,7,7,1,"phon","20",3
"637",20,14,1,6,1,3586169,3587804,7,6,0,"valid","20",1
"638",20,9,4,6,1,3599417,3601175,6,6,1,"phon","0",4
"639",20,4,7,7,1,3606861,3607768,7,7,1,"invalid","20",7
"640",20,1,4,7,1,3621177,3622880,7,7,1,"phon","0",4
"641",21,23,3,7,1,2184959,2185838,7,7,1,"phon","20",3
"642",21,30,2,6,1,2195194,2196119,6,6,1,"valid","0",2
"643",21,21,1,6,1,2204206,2205275,6,6,1,"valid","20",1
"644",21,1,5,7,1,2221975,2222961,7,7,1,"orth","20",5
"645",21,9,5,6,1,2228198,2229248,6,6,1,"orth","20",5
"646",21,19,7,6,1,2239912,2241898,6,6,1,"invalid","20",7
"647",21,13,1,6,1,2251089,2252033,6,6,1,"valid","20",1
"648",21,15,3,6,1,2333242,2334470,6,6,1,"phon","20",3
"649",21,4,8,7,1,2348162,2349064,7,7,1,"invalid","0",8
"650",21,7,3,6,1,2370136,2371442,6,6,1,"phon","20",3
"651",21,6,2,7,1,2377962,2379151,7,7,1,"valid","0",2
"652",21,18,6,7,1,2398849,2399756,7,7,1,"orth","0",6
"653",21,8,4,7,1,2406492,2407578,7,7,1,"phon","0",4
"654",21,16,4,7,1,2417496,2418861,7,7,1,"phon","0",4
"655",21,12,8,7,1,2441242,2442641,7,7,1,"invalid","0",8
"656",21,29,1,6,1,2449843,2450852,6,6,1,"valid","20",1
"657",21,27,7,7,1,2457697,2458651,7,7,1,"invalid","20",7
"658",21,3,7,6,1,2472717,2473727,6,6,1,"invalid","20",7
"659",21,24,4,7,1,2485083,2486176,7,7,1,"phon","0",4
"660",21,11,7,7,1,2512071,2513404,7,7,1,"invalid","20",7
"661",21,25,5,7,1,2529089,2530295,7,7,1,"orth","20",5
"662",21,22,2,6,1,2568814,2570083,6,6,1,"valid","0",2
"663",21,28,8,7,1,2593734,2594992,7,7,1,"invalid","0",8
"664",21,31,3,7,1,2618176,2619037,7,7,1,"phon","20",3
"665",21,2,6,6,1,2633406,2634856,6,6,1,"orth","0",6
"666",21,10,6,7,1,2652787,2654154,7,7,1,"orth","0",6
"667",21,17,5,6,1,2675989,2677009,6,6,1,"orth","20",5
"668",21,20,8,6,1,2698070,2699045,6,6,1,"invalid","0",8
"669",21,32,4,6,1,2735830,2736799,6,6,1,"phon","0",4
"670",21,14,2,6,1,2746441,2747524,6,6,1,"valid","0",2
"671",21,26,6,6,1,2754424,2755507,6,6,1,"orth","0",6
"672",21,5,1,7,1,2760788,2762142,7,7,1,"valid","20",1
"673",22,29,2,6,1,4565379,4566817,6,6,1,"valid","0",2
"674",22,8,5,7,1,4573496,4574914,7,7,1,"orth","20",5
"675",22,5,2,7,1,4582310,4583784,7,7,1,"valid","0",2
"676",22,10,7,7,1,4596725,4598081,7,7,1,"invalid","20",7
"677",22,11,8,7,1,4622219,4623431,7,7,1,"invalid","0",8
"678",22,3,8,6,1,4631566,4632886,6,6,1,"invalid","0",8
"679",22,12,1,7,1,4638929,4640988,7,7,1,"valid","20",1
"680",22,4,1,7,1,4648018,4649139,7,7,1,"valid","20",1
"681",22,23,4,7,1,4655272,4656278,7,7,1,"phon","0",4
"682",22,7,4,6,1,4664228,4667042,7,6,0,"phon","0",4
"683",22,19,8,6,1,4685336,4687363,6,6,1,"invalid","0",8
"684",22,20,1,6,1,4693770,4694976,6,6,1,"valid","20",1
"685",22,24,5,7,1,4712944,4714504,6,7,0,"orth","20",5
"686",22,30,3,6,1,4730430,4731306,6,6,1,"phon","20",3
"687",22,16,5,7,1,4765768,4767279,7,7,1,"orth","20",5
"688",22,15,4,6,1,4781775,4782548,6,6,1,"phon","0",4
"689",22,2,7,6,1,4792778,4794436,6,6,1,"invalid","20",7
"690",22,9,6,6,1,4829696,4831645,6,6,1,"orth","0",6
"691",22,22,3,6,1,4837030,4838008,6,6,1,"phon","20",3
"692",22,32,5,6,1,4854547,4855544,6,6,1,"orth","20",5
"693",22,28,1,7,1,4867540,4869362,7,7,1,"valid","20",1
"694",22,17,6,6,1,4887816,4889426,6,6,1,"orth","0",6
"695",22,26,7,6,1,4895644,4897184,6,6,1,"invalid","20",7
"696",22,18,7,7,1,4938080,4939270,7,7,1,"invalid","20",7
"697",22,14,3,6,1,4944626,4945639,6,6,1,"phon","20",3
"698",22,31,4,7,1,4961571,4962690,7,7,1,"phon","0",4
"699",22,13,2,6,1,4969300,4970411,6,6,1,"valid","0",2
"700",22,1,6,7,1,4980870,4983656,6,7,0,"orth","0",6
"701",22,25,6,7,1,4989659,4990535,7,7,1,"orth","0",6
"702",22,6,3,7,1,4996526,4998560,6,7,0,"phon","20",3
"703",22,21,2,6,1,5008720,5009826,6,6,1,"valid","0",2
"704",22,27,8,7,1,5048276,5049334,7,7,1,"invalid","0",8
"705",23,19,1,6,1,21455718,21457793,7,6,0,"valid","20",1
"706",23,28,2,7,1,21463969,21467658,7,7,1,"valid","0",2
"707",23,4,2,7,1,21473325,21474619,7,7,1,"valid","0",2
"708",23,5,3,7,1,21502777,21504759,7,7,1,"phon","20",3
"709",23,1,7,7,1,21515183,21517226,7,7,1,"invalid","20",7
"710",23,11,1,7,1,21522177,21526893,7,7,1,"valid","20",1
"711",23,9,7,6,1,21537371,21538802,6,6,1,"invalid","20",7
"712",23,32,6,6,1,21558266,21559294,6,6,1,"orth","0",6
"713",23,18,8,7,1,21581113,21583094,7,7,1,"invalid","0",8
"714",23,21,3,6,1,21608379,21609556,6,6,1,"phon","20",3
"715",23,29,3,6,1,21627748,21628966,6,6,1,"phon","20",3
"716",23,13,3,6,1,21635393,21636380,6,6,1,"phon","20",3
"717",23,27,1,7,1,21641658,21642691,7,7,1,"valid","20",1
"718",23,26,8,6,1,21648429,21651310,6,6,1,"invalid","0",8
"719",23,14,4,6,1,21698423,21700555,7,6,0,"phon","0",4
"720",23,23,5,7,1,21706605,21707659,7,7,1,"orth","20",5
"721",23,25,7,7,1,21715282,21716364,7,7,1,"invalid","20",7
"722",23,30,4,6,1,21727240,21728314,6,6,1,"phon","0",4
"723",23,3,1,6,1,21757363,21758204,6,6,1,"valid","20",1
"724",23,24,6,7,1,21767062,21769477,7,7,1,"orth","0",6
"725",23,31,5,7,1,21780047,21784427,7,7,1,"orth","20",5
"726",23,6,4,7,1,21794485,21795911,7,7,1,"phon","0",4
"727",23,22,4,6,1,21810606,21813498,6,6,1,"phon","0",4
"728",23,8,6,7,1,21818602,21819842,7,7,1,"orth","0",6
"729",23,20,2,6,1,21828162,21829645,7,6,0,"valid","0",2
"730",23,7,5,6,1,21859628,21862051,6,6,1,"orth","20",5
"731",23,2,8,6,1,21872409,21874376,6,6,1,"invalid","0",8
"732",23,10,8,7,1,21881431,21883236,7,7,1,"invalid","0",8
"733",23,16,6,7,1,21913406,21914569,7,7,1,"orth","0",6
"734",23,12,2,7,1,21936513,21937778,7,7,1,"valid","0",2
"735",23,17,7,6,1,21980039,21981219,6,6,1,"invalid","20",7
"736",23,15,5,6,1,21996173,21996985,6,6,1,"orth","20",5
"737",24,6,5,7,1,23898522,23901509,7,7,1,"orth","20",5
"738",24,17,8,6,1,23923819,23928837,7,6,0,"invalid","0",8
"739",24,7,6,6,1,23943565,23947111,6,6,1,"orth","0",6
"740",24,28,3,7,1,23980150,23982308,7,7,1,"phon","20",3
"741",24,32,7,6,1,24000105,24003017,6,6,1,"invalid","20",7
"742",24,13,4,6,1,24037482,24038956,6,6,1,"phon","0",4
"743",24,4,3,7,1,24047417,24049192,7,7,1,"phon","20",3
"744",24,31,6,7,1,24065946,24067410,7,7,1,"orth","0",6
"745",24,15,6,6,1,24110990,24112631,6,6,1,"orth","0",6
"746",24,3,2,6,1,24130698,24132266,6,6,1,"valid","0",2
"747",24,12,3,7,1,24144575,24147467,7,7,1,"phon","20",3
"748",24,26,1,6,1,24190972,24193618,6,6,1,"valid","20",1
"749",24,18,1,7,1,24223107,24224891,7,7,1,"valid","20",1
"750",24,14,5,6,1,24242713,24247054,7,6,0,"orth","20",5
"751",24,11,2,7,1,24273834,24279390,7,7,1,"valid","0",2
"752",24,10,1,7,1,24317087,24319311,7,7,1,"valid","20",1
"753",24,8,7,7,1,24379997,24382142,7,7,1,"invalid","20",7
"754",24,5,4,7,1,24393013,24396947,7,7,1,"phon","0",4
"755",24,30,5,6,1,24419874,24421111,6,6,1,"orth","20",5
"756",24,24,7,7,1,24451581,24454704,7,7,1,"invalid","20",7
"757",24,16,7,7,1,24491397,24494064,7,7,1,"invalid","20",7
"758",24,2,1,6,1,24512343,24514965,6,6,1,"valid","20",1
"759",24,19,2,6,1,24522313,24528735,6,6,1,"valid","0",2
"760",24,21,4,6,1,24538516,24540488,6,6,1,"phon","0",4
"761",24,1,8,7,1,24565691,24567444,7,7,1,"invalid","0",8
"762",24,22,5,6,1,24576172,24578210,6,6,1,"orth","20",5
"763",24,25,8,7,1,24607338,24608501,7,7,1,"invalid","0",8
"764",24,27,2,7,1,24619229,24620930,7,7,1,"valid","0",2
"765",24,20,3,6,1,24649986,24652369,6,6,1,"phon","20",3
"766",24,23,6,7,1,24680843,24682258,7,7,1,"orth","0",6
"767",24,29,4,6,1,24696576,24699791,6,6,1,"phon","0",4
"768",24,9,8,6,1,24743104,24744496,6,6,1,"invalid","0",8
"769",25,20,4,6,1,2259974,2263407,6,6,1,"phon","0",4
"770",25,29,5,6,1,2276928,2279217,6,6,1,"orth","20",5
"771",25,1,1,7,1,2319155,2321954,7,7,1,"valid","20",1
"772",25,4,4,7,1,2363567,2365954,7,7,1,"phon","0",4
"773",25,10,2,7,1,2374672,2377506,7,7,1,"valid","0",2
"774",25,15,7,6,1,2394619,2397083,6,6,1,"invalid","20",7
"775",25,13,5,6,1,2406964,2409319,6,6,1,"orth","20",5
"776",25,28,4,7,1,2442249,2445484,7,7,1,"phon","0",4
"777",25,8,8,7,1,2470580,2473043,7,7,1,"invalid","0",8
"778",25,30,6,6,1,2528198,2529998,6,6,1,"orth","0",6
"779",25,11,3,7,1,2577230,2580771,7,7,1,"phon","20",3
