"","subj","cond","item","start","end","duration_ms","duration_s","deg"
"8620",32,7,64,10150804,10154277,3473,3.5,"20"
"8722",32,5,38,10156237,10160527,4290,4.3,"20"
"8822",32,6,79,10162309,10164745,2436,2.4,"0"
"8922",32,2,75,10166893,10169679,2786,2.8,"0"
"9024",32,6,47,10171655,10174880,3225,3.2,"0"
"9119",32,7,40,10176884,10179987,3103,3.1,"20"
"9223",32,2,59,10181497,10184781,3284,3.3,"0"
"9321",32,8,57,10186764,10190740,3976,4,"0"
"9419",32,4,21,10192261,10195944,3683,3.7,"0"
"9626",32,6,23,10200093,10202600,2507,2.5,"0"
"9824",32,4,37,10206091,10209662,3571,3.6,"0"
"9923",32,8,17,10211518,10217014,5496,5.5,"0"
"10128",32,5,22,10220741,10223675,2934,2.9,"20"
"10324",32,3,28,10228316,10232453,4137,4.1,"20"
"10524",32,7,16,10238479,10241426,2947,2.9,"20"
"10724",32,5,46,10246762,10250115,3353,3.4,"20"
"10818",32,5,54,10253383,10256721,3338,3.3,"20"
"10927",32,2,35,10258397,10263463,5066,5.1,"0"
"11022",32,2,67,10265024,10271766,6742,6.7,"0"
"11128",32,7,56,10274243,10277259,3016,3,"20"
"11225",32,5,70,10279702,10282865,3163,3.2,"20"
"11322",32,2,43,10284702,10287849,3147,3.1,"0"
"11420",32,2,3,10289618,10294108,4490,4.5,"0"
"11623",32,1,58,10298691,10302915,4224,4.2,"20"
"11723",32,4,45,10306128,10308969,2841,2.8,"0"
"11821",32,3,4,10310958,10313682,2724,2.7,"20"
"12023",32,1,34,10318787,10323211,4424,4.4,"20"
"12116",32,6,63,10326156,10330239,4083,4.1,"0"
"10129",33,2,66,12029413,12033474,4061,4.1,"0"
"11105",33,8,8,12035827,12038946,3119,3.1,"0"
"1328",33,1,1,12042994,12047852,4858,4.9,"20"
"1522",33,3,59,12055549,12060709,5160,5.2,"20"
"1618",33,2,50,12062912,12065283,2371,2.4,"0"
"1724",33,8,80,12066737,12070005,3268,3.3,"0"
"1822",33,5,77,12073109,12078226,5117,5.1,"20"
"1925",33,6,78,12079700,12084107,4407,4.4,"0"
"2021",33,6,6,12086168,12090419,4251,4.3,"0"
"2224",33,6,54,12095219,12099395,4176,4.2,"0"
"2322",33,7,39,12101670,12106546,4876,4.9,"20"
"2421",33,2,2,12108083,12112502,4419,4.4,"0"
"2626",33,3,19,12117509,12122043,4534,4.5,"20"
"2822",33,1,49,12128029,12132282,4253,4.3,"20"
"2927",33,7,31,12133791,12139265,5474,5.5,"20"
"3121",33,8,48,12144202,12147440,3238,3.2,"0"
"3222",33,3,3,12149273,12152962,3689,3.7,"20"
"3419",33,8,16,12157307,12160778,3471,3.5,"0"
"3626",33,7,23,12165681,12170583,4902,4.9,"20"
"3823",33,4,12,12174661,12178272,3611,3.6,"0"
"4021",33,1,57,12182711,12187382,4671,4.7,"20"
"4122",33,2,18,12191382,12194613,3231,3.2,"0"
"4320",33,1,25,12198680,12202818,4138,4.1,"20"
"4525",33,2,42,12206407,12210950,4543,4.5,"0"
"4623",33,3,75,12212616,12216660,4044,4,"20"
"4725",33,5,21,12218065,12222963,4898,4.9,"20"
"4915",33,5,37,12227372,12232750,5378,5.4,"20"
"5026",33,4,4,12234367,12237312,2945,2.9,"0"
"5220",33,6,38,12240706,12244993,4287,4.3,"0"
"5325",33,4,52,12246877,12249698,2821,2.8,"0"
"5422",33,2,58,12251121,12254674,3553,3.6,"0"
"5526",33,7,79,12256074,12260448,4374,4.4,"20"
"5620",33,2,34,12261918,12266203,4285,4.3,"0"
"5723",33,8,32,12267777,12271716,3939,3.9,"0"
"5924",33,7,7,12275731,12279823,4092,4.1,"20"
"6127",33,8,64,12284394,12288361,3967,4,"0"
"6220",33,3,11,12290670,12294615,3945,3.9,"20"
"6422",33,7,71,12299057,12303714,4657,4.7,"20"
"6522",33,4,60,12305148,12308456,3308,3.3,"0"
"6624",33,1,33,12309717,12313308,3591,3.6,"20"
"6726",33,5,29,12314562,12319095,4533,4.5,"20"
"6927",33,2,74,12324066,12327088,3022,3,"0"
"7023",33,5,13,12329987,12334462,4475,4.5,"20"
"7226",33,4,44,12338343,12341982,3639,3.6,"0"
"7319",33,3,67,12343965,12349626,5661,5.7,"20"
"7424",33,4,20,12351258,12354844,3586,3.6,"0"
"7625",33,2,26,12360579,12363866,3287,3.3,"0"
"7823",33,4,36,12368642,12372341,3699,3.7,"0"
"7925",33,4,68,12373959,12377423,3464,3.5,"0"
"8021",33,5,69,12379029,12383817,4788,4.8,"20"
"8123",33,6,30,12386400,12390207,3807,3.8,"0"
"8321",33,7,15,12395012,12398277,3265,3.3,"20"
"8521",33,3,27,12402841,12406826,3985,4,"20"
"8723",33,5,5,12412739,12418171,5432,5.4,"20"
"8923",33,1,41,12422568,12427466,4898,4.9,"20"
"9025",33,3,51,12429472,12433492,4020,4,"20"
"9120",33,8,24,12435328,12439894,4566,4.6,"0"
"9322",33,4,28,12444665,12447850,3185,3.2,"0"
"9523",33,8,40,12452132,12457292,5160,5.2,"0"
"9627",33,6,62,12459990,12464362,4372,4.4,"0"
"9721",33,7,47,12466029,12469076,3047,3,"20"
"9825",33,7,55,12470701,12474510,3809,3.8,"20"
"9924",33,6,46,12475986,12478449,2463,2.5,"0"
"10020",33,5,45,12481173,12484585,3412,3.4,"20"
"10130",33,8,72,12486286,12490774,4488,4.5,"0"
"10226",33,3,43,12492450,12496113,3663,3.7,"20"
"10325",33,6,22,12497482,12501086,3604,3.6,"0"
"10525",33,1,17,12507235,12511164,3929,3.9,"20"
"10725",33,5,61,12515477,12520509,5032,5,"20"
"10819",33,3,35,12521803,12525474,3671,3.7,"20"
"10928",33,1,9,12527204,12531109,3905,3.9,"20"
"11129",33,6,14,12534945,12540425,5480,5.5,"0"
"11323",33,1,65,12545652,12549475,3823,3.8,"20"
"11421",33,6,70,12551030,12555126,4096,4.1,"0"
"11523",33,2,10,12556845,12559733,2888,2.9,"0"
"11724",33,4,76,12564749,12569061,4312,4.3,"0"
"11822",33,5,53,12571066,12576677,5611,5.6,"20"
"11923",33,7,63,12578459,12582788,4329,4.3,"20"
"12024",33,8,56,12584437,12586998,2561,2.6,"0"
"12117",33,1,73,12588763,12593054,4291,4.3,"20"
"10131",34,6,21,17038939,17044181,5242,5.2,"0"
"1229",34,6,29,17048891,17057820,8929,8.9,"0"
"1419",34,1,32,17062199,17069972,7773,7.8,"20"
"1619",34,3,26,17073968,17078927,4959,5,"20"
"1823",34,3,2,17086508,17100912,14404,14.4,"20"
"2022",34,2,41,17106376,17111243,4867,4.9,"0"
"2121",34,5,36,17119585,17127269,7684,7.7,"20"
"2225",34,1,56,17129209,17132003,2794,2.8,"20"
"2323",34,7,14,17134383,17138905,4522,4.5,"20"
"2520",34,1,80,17145770,17150827,5057,5.1,"20"
"2627",34,8,63,17152802,17157610,4808,4.8,"0"
"2723",34,3,42,17160339,17172905,12566,12.6,"20"
"2823",34,5,76,17174928,17179660,4732,4.7,"20"
"2928",34,1,64,17181592,17185070,3478,3.5,"20"
"3019",34,4,43,17187612,17190369,2757,2.8,"0"
"3122",34,8,47,17191974,17194717,2743,2.7,"0"
"3223",34,3,58,17197968,17206145,8177,8.2,"20"
"3326",34,7,46,17208167,17214998,6831,6.8,"20"
"3420",34,7,30,17216858,17225388,8530,8.5,"20"
"3627",34,2,25,17229435,17233319,3884,3.9,"0"
"3824",34,2,49,17237290,17240520,3230,3.2,"0"
"3923",34,5,44,17242836,17247016,4180,4.2,"20"
"4022",34,4,19,17250355,17255890,5535,5.5,"0"
"4223",34,2,57,17261391,17268291,6900,6.9,"0"
"4321",34,7,54,17277252,17290330,13078,13.1,"20"
"4426",34,2,9,17292174,17297098,4924,4.9,"0"
"4624",34,8,39,17301099,17308576,7477,7.5,"0"
"4726",34,7,78,17310355,17316700,6345,6.3,"20"
"4823",34,3,34,17321745,17326950,5205,5.2,"20"
"4916",34,2,65,17328657,17336773,8116,8.1,"0"
"5027",34,6,13,17338654,17342101,3447,3.4,"0"
"5221",34,8,23,17345603,17348250,2647,2.6,"0"
"5423",34,4,75,17352064,17354222,2158,2.2,"0"
"5527",34,5,28,17357588,17360664,3076,3.1,"20"
"5724",34,5,68,17369839,17376496,6657,6.7,"20"
"5823",34,5,60,17378878,17382576,3698,3.7,"20"
"5925",34,8,15,17385143,17387437,2294,2.3,"0"
"6128",34,5,20,17393081,17396773,3692,3.7,"20"
"6322",34,6,5,17401179,17404313,3134,3.1,"0"
"6523",34,4,51,17412754,17416897,4143,4.1,"0"
"6625",34,2,1,17421809,17425143,3334,3.3,"0"
"6822",34,7,38,17430507,17435087,4580,4.6,"20"
"6928",34,4,35,17437054,17443776,6722,6.7,"0"
"7024",34,1,40,17446701,17452633,5932,5.9,"20"
"7124",34,3,66,17455181,17463261,8080,8.1,"20"
"7227",34,3,18,17465092,17471508,6416,6.4,"20"
"7425",34,1,16,17477967,17488549,10582,10.6,"20"
"7626",34,6,53,17492851,17496448,3597,3.6,"0"
"7722",34,4,3,17497950,17502601,4651,4.7,"0"
"7926",34,5,52,17505851,17512486,6635,6.6,"20"
"8022",34,6,37,17513965,17518643,4678,4.7,"0"
"8124",34,4,67,17520194,17529033,8839,8.8,"0"
"8226",34,2,73,17531723,17536355,4632,4.6,"0"
"8322",34,7,70,17537917,17548349,10432,10.4,"20"
"8422",34,7,22,17550076,17553555,3479,3.5,"20"
"8621",34,8,55,17558588,17562809,4221,4.2,"0"
"8724",34,5,12,17565061,17568909,3848,3.8,"20"
"8924",34,4,27,17573542,17578921,5379,5.4,"0"
"9121",34,1,72,17582970,17593446,10476,10.5,"20"
"9224",34,8,31,17595053,17604001,8948,8.9,"0"
"9420",34,5,4,17610012,17613570,3558,3.6,"20"
"9628",34,1,8,17617239,17628109,10870,10.9,"20"
"9826",34,2,17,17631975,17640534,8559,8.6,"0"
"10021",34,6,61,17645186,17650593,5407,5.4,"0"
"10132",34,6,45,17652115,17655529,3414,3.4,"0"
"10227",34,8,7,17658342,17661070,2728,2.7,"0"
"10421",34,1,48,17666954,17671846,4892,4.9,"20"
"10526",34,6,77,17674432,17680233,5801,5.8,"0"
"10621",34,4,59,17682084,17686687,4603,4.6,"0"
"10726",34,3,74,17689197,17696896,7699,7.7,"20"
"10820",34,7,62,17698281,17705765,7484,7.5,"20"
"10929",34,7,6,17707507,17713196,5689,5.7,"20"
"11130",34,2,33,17718268,17721386,3118,3.1,"0"
"11226",34,6,69,17722981,17726275,3294,3.3,"0"
"11324",34,3,50,17728815,17732346,3531,3.5,"20"
"11422",34,8,79,17733666,17736440,2774,2.8,"0"
"11524",34,8,71,17738030,17749564,11534,11.5,"0"
"11624",34,1,24,17751315,17756561,5246,5.2,"20"
"11823",34,4,11,17760396,17763352,2956,3,"0"
"12025",34,3,10,17766974,17772402,5428,5.4,"20"
"10133",35,5,51,28790195,28793445,3250,3.2,"20"
"11106",35,6,12,28795194,28798411,3217,3.2,"0"
"1329",35,5,43,28804129,28808141,4012,4,"20"
"1420",35,5,19,28812458,28815682,3224,3.2,"20"
"1620",35,1,23,28821915,28824732,2817,2.8,"20"
"1824",35,5,27,28828868,28831916,3048,3,"20"
"2023",35,3,17,28835861,28839023,3162,3.2,"20"
"2226",35,8,62,28844198,28848753,4555,4.6,"0"
"2324",35,7,5,28852906,28856154,3248,3.2,"20"
"2521",35,1,31,28860593,28864594,4001,4,"20"
"2724",35,4,74,28868050,28872327,4277,4.3,"0"
"2824",35,6,68,28875779,28879815,4036,4,"0"
"2929",35,3,33,28881756,28885721,3965,4,"20"
"3020",35,6,52,28888507,28893192,4685,4.7,"0"
"3123",35,8,14,28895768,28902868,7100,7.1,"0"
"3327",35,1,39,28909086,28912980,3894,3.9,"20"
"3421",35,3,57,28914661,28918607,3946,3.9,"20"
"3523",35,7,29,28920377,28924890,4513,4.5,"20"
"3723",35,6,76,28929124,28934080,4956,5,"0"
"3825",35,5,75,28936405,28940017,3612,3.6,"20"
"3924",35,8,6,28943219,28949149,5930,5.9,"0"
"4123",35,2,80,28955499,28958957,3458,3.5,"0"
"4224",35,7,61,28960949,28965534,4585,4.6,"20"
"4322",35,2,40,28967157,28970289,3132,3.1,"0"
"4427",35,8,78,28973035,28976068,3033,3,"0"
"4526",35,7,13,28979593,28986099,6506,6.5,"20"
"4727",35,6,4,28989823,28993424,3601,3.6,"0"
"4917",35,4,50,28999022,29001436,2414,2.4,"0"
"5028",35,8,46,29004568,29008518,3950,4,"0"
"5125",35,1,7,29011945,29017702,5757,5.8,"20"
"5326",35,4,2,29023468,29029260,5792,5.8,"0"
"5528",35,2,16,29033492,29036072,2580,2.6,"0"
"5725",35,2,8,29041383,29046301,4918,4.9,"0"
"5926",35,7,77,29050971,29053490,2519,2.5,"20"
"6023",35,1,79,29056262,29059244,2982,3,"20"
"6129",35,5,3,29061751,29064757,3006,3,"20"
"6323",35,6,28,29069977,29074974,4997,5,"0"
"6524",35,8,54,29079351,29084754,5403,5.4,"0"
"6626",35,3,73,29087141,29090127,2986,3,"20"
"6727",35,6,60,29093316,29097229,3913,3.9,"0"
"6823",35,8,38,29098702,29104572,5870,5.9,"0"
"6929",35,8,30,29107474,29110943,3469,3.5,"0"
"7125",35,4,18,29116150,29119481,3331,3.3,"0"
"7320",35,4,42,29123936,29129153,5217,5.2,"0"
"7426",35,4,26,29131464,29135706,4242,4.2,"0"
"7627",35,1,55,29139614,29142620,3006,3,"20"
"7723",35,4,34,29144680,29148129,3449,3.4,"0"
"7824",35,2,72,29150140,29154100,3960,4,"0"
"7927",35,1,63,29157741,29160744,3003,3,"20"
"8023",35,2,24,29162398,29165142,2744,2.7,"0"
"8227",35,4,58,29170037,29172913,2876,2.9,"0"
"8323",35,5,35,29176446,29180606,4160,4.2,"20"
"8423",35,2,56,29182156,29185065,2909,2.9,"0"
"8522",35,3,9,29186448,29190570,4122,4.1,"20"
"8725",35,1,15,29195615,29197946,2331,2.3,"20"
"8925",35,8,22,29202922,29205786,2864,2.9,"0"
"9122",35,2,48,29211278,29216135,4857,4.9,"0"
"9225",35,1,47,29220340,29222356,2016,2,"20"
"9323",35,7,37,29225708,29228837,3129,3.1,"20"
"9421",35,4,10,29230732,29233600,2868,2.9,"0"
"9629",35,6,20,29237808,29242082,4274,4.3,"0"
"9827",35,5,59,29247124,29250379,3255,3.3,"20"
"9925",35,5,67,29252174,29257031,4857,4.9,"20"
"10022",35,7,69,29259540,29262745,3205,3.2,"20"
"10134",35,3,41,29265167,29267809,2642,2.6,"20"
"10228",35,7,53,29272639,29276352,3713,3.7,"20"
"10326",35,3,65,29278651,29283704,5053,5.1,"20"
"10422",35,3,1,29285413,29288319,2906,2.9,"20"
"10622",35,2,64,29292693,29295348,2655,2.7,"0"
"10727",35,7,45,29297661,29299792,2131,2.1,"20"
"10821",35,4,66,29302051,29308648,6597,6.6,"0"
"10930",35,3,25,29310652,29314660,4008,4,"20"
"11131",35,8,70,29318584,29323780,5196,5.2,"0"
"11227",35,6,44,29325569,29328239,2670,2.7,"0"
"11325",35,2,32,29329815,29333003,3188,3.2,"0"
"11525",35,6,36,29338030,29342228,4198,4.2,"0"
"11625",35,5,11,29344238,29346351,2113,2.1,"20"
"11824",35,7,21,29350301,29353928,3627,3.6,"20"
"12026",35,3,49,29359105,29362131,3026,3,"20"
"12118",35,1,71,29365999,29368491,2492,2.5,"20"
"10135",36,4,25,2027501,2031541,4040,4,"0"
"1230",36,7,12,2035381,2040101,4720,4.7,"20"
"1421",36,3,80,2045065,2048850,3785,3.8,"20"
"1523",36,6,59,2050443,2054328,3885,3.9,"0"
"1621",36,5,50,2057470,2060045,2575,2.6,"20"
"1725",36,1,54,2062399,2065696,3297,3.3,"20"
"1825",36,8,37,2069063,2072531,3468,3.5,"0"
"1926",36,2,79,2074143,2077715,3572,3.6,"0"
"2024",36,6,67,2080496,2084106,3610,3.6,"0"
"2122",36,3,40,2085813,2089025,3212,3.2,"20"
"2227",36,5,10,2092063,2096848,4785,4.8,"20"
"2422",36,7,68,2101481,2105816,4335,4.3,"20"
"2522",36,4,9,2109433,2112614,3181,3.2,"0"
"2725",36,6,27,2116939,2120366,3427,3.4,"0"
"2930",36,8,77,2124490,2127722,3232,3.2,"0"
"3021",36,4,41,2130483,2135607,5124,5.1,"0"
"3124",36,3,8,2139106,2144081,4975,5,"20"
"3328",36,5,42,2148182,2153150,4968,5,"20"
"3422",36,2,23,2155052,2158121,3069,3.1,"0"
"3628",36,6,19,2163017,2165505,2488,2.5,"0"
"3826",36,6,51,2171045,2174950,3905,3.9,"0"
"3925",36,3,48,2176695,2179745,3050,3,"20"
"4023",36,8,69,2181771,2185298,3527,3.5,"0"
"4124",36,7,52,2187771,2191084,3313,3.3,"20"
"4225",36,7,20,2192934,2195821,2887,2.9,"20"
"4428",36,4,33,2201029,2203464,2435,2.4,"0"
"4527",36,3,16,2205839,2209090,3251,3.3,"20"
"4728",36,2,71,2213517,2217303,3786,3.8,"0"
"4824",36,1,46,2219030,2223056,4026,4,"20"
"4918",36,1,30,2226087,2228776,2689,2.7,"20"
"5126",36,1,38,2232735,2237254,4519,4.5,"20"
"5222",36,2,31,2239941,2243451,3510,3.5,"0"
"5424",36,7,28,2249758,2253519,3761,3.8,"20"
"5621",36,8,53,2259608,2262617,3009,3,"0"
"5726",36,7,36,2264948,2267944,2996,3,"20"
"5824",36,6,35,2271930,2275930,4000,4,"0"
"5927",36,7,76,2277550,2281757,4207,4.2,"20"
"6024",36,5,74,2283648,2287036,3388,3.4,"20"
"6130",36,5,26,2288591,2292364,3773,3.8,"20"
"6324",36,7,4,2297553,2300866,3313,3.3,"20"
"6525",36,2,39,2306180,2309095,2915,2.9,"0"
"6627",36,5,2,2311672,2314813,3141,3.1,"20"
"6824",36,2,63,2320661,2324544,3883,3.9,"0"
"6930",36,1,14,2326684,2330020,3336,3.3,"20"
"7126",36,6,75,2335333,2338806,3473,3.5,"0"
"7228",36,1,78,2340647,2343442,2795,2.8,"20"
"7321",36,4,57,2345263,2348415,3152,3.2,"0"
"7427",36,8,45,2350168,2352272,2104,2.1,"0"
"7520",36,4,65,2354795,2358024,3229,3.2,"0"
"7628",36,3,72,2359970,2363090,3120,3.1,"20"
"7724",36,8,13,2366867,2369716,2849,2.8,"0"
"7928",36,3,32,2374714,2379085,4371,4.4,"20"
"8125",36,8,29,2384114,2387589,3475,3.5,"0"
"8324",36,3,56,2392423,2395654,3231,3.2,"20"
"8424",36,6,3,2398102,2400850,2748,2.7,"0"
"8622",36,1,6,2405008,2409148,4140,4.1,"20"
"8823",36,2,47,2413028,2416651,3623,3.6,"0"
"8926",36,3,24,2418579,2423901,5322,5.3,"20"
"9123",36,5,66,2431579,2435310,3731,3.7,"20"
"9226",36,4,73,2436888,2439764,2876,2.9,"0"
"9324",36,8,5,2443141,2446297,3156,3.2,"0"
"9524",36,7,60,2451592,2454286,2694,2.7,"20"
"9630",36,1,70,2455946,2459881,3935,3.9,"20"
"9722",36,4,49,2462422,2465441,3019,3,"0"
"9828",36,5,58,2467893,2471862,3969,4,"20"
"9926",36,8,61,2474885,2477883,2998,3,"0"
"10023",36,8,21,2479694,2482356,2662,2.7,"0"
"10229",36,4,1,2487857,2490658,2801,2.8,"0"
"10423",36,5,18,2496047,2498260,2213,2.2,"20"
"10623",36,2,7,2503803,2506908,3105,3.1,"0"
"10822",36,2,55,2512516,2516891,4375,4.4,"0"
"10931",36,4,17,2519930,2523718,3788,3.8,"0"
"11132",36,6,43,2528546,2531922,3376,3.4,"0"
"11228",36,2,15,2535188,2537132,1944,1.9,"0"
"11423",36,1,22,2542599,2547335,4736,4.7,"20"
"11626",36,5,34,2552068,2555691,3623,3.6,"20"
"11725",36,3,64,2559408,2562518,3110,3.1,"20"
"11825",36,1,62,2564626,2568189,3563,3.6,"20"
"11924",36,7,44,2571920,2574374,2454,2.5,"20"
"12027",36,6,11,2577305,2579882,2577,2.6,"0"
"10136",37,1,13,3688409,3693980,5571,5.6,"20"
"1231",37,4,80,3701945,3705974,4029,4,"0"
"1330",37,4,40,3707794,3712789,4995,5,"0"
"1422",37,5,17,3724838,3729889,5051,5.1,"20"
"1622",37,8,28,3740180,3746828,6648,6.6,"0"
"1826",37,8,36,3754774,3760802,6028,6,"0"
"1927",37,5,25,3764384,3769390,5006,5,"20"
"2123",37,7,75,3777399,3781992,4593,4.6,"20"
"2228",37,6,74,3786986,3792059,5073,5.1,"0"
"2325",37,6,10,3794014,3798788,4774,4.8,"0"
"2523",37,8,68,3806644,3810307,3663,3.7,"0"
"2628",37,4,16,3812483,3816170,3687,3.7,"0"
"2825",37,3,47,3823133,3827885,4752,4.8,"20"
"2931",37,1,21,3831443,3836072,4629,4.6,"20"
"3125",37,3,71,3841321,3846742,5421,5.4,"20"
"3224",37,1,61,3848445,3858191,9746,9.7,"20"
"3329",37,6,42,3862668,3870641,7973,8,"0"
"3423",37,1,69,3877241,3881675,4434,4.4,"20"
"3524",37,3,31,3886049,3893698,7649,7.6,"20"
"3724",37,7,59,3898837,3903345,4508,4.5,"20"
"3827",37,5,33,3908961,3912839,3878,3.9,"20"
"3926",37,6,50,3916800,3920899,4099,4.1,"0"
"4024",37,2,30,3925627,3928869,3242,3.2,"0"
"4226",37,2,38,3934248,3940737,6489,6.5,"0"
"4323",37,5,73,3942829,3947273,4444,4.4,"20"
"4429",37,6,58,3953950,3960873,6923,6.9,"0"
"4528",37,1,77,3963734,3968064,4330,4.3,"20"
"4625",37,3,7,3975266,3981207,5941,5.9,"20"
"4825",37,6,34,3991107,3995982,4875,4.9,"0"
"4919",37,4,8,4002119,4006279,4160,4.2,"0"
"5127",37,2,62,4014791,4023388,8597,8.6,"0"
"5223",37,2,14,4025924,4029948,4024,4,"0"
"5425",37,5,41,4041370,4045774,4404,4.4,"20"
"5529",37,1,37,4048390,4052622,4232,4.2,"20"
"5622",37,5,9,4057623,4063373,5750,5.8,"20"
"5825",37,7,19,4070126,4074629,4503,4.5,"20"
"6025",37,7,11,4083098,4086223,3125,3.1,"20"
"6221",37,7,67,4095390,4103435,8045,8,"20"
"6325",37,5,57,4108808,4115005,6197,6.2,"20"
"6423",37,7,3,4121930,4128591,6661,6.7,"20"
"6628",37,6,66,4136701,4140663,3962,4,"0"
"6728",37,2,54,4143281,4146564,3283,3.3,"0"
"6825",37,4,32,4149396,4153279,3883,3.9,"0"
"7025",37,3,63,4160994,4166500,5506,5.5,"20"
"7127",37,1,45,4172250,4175747,3497,3.5,"20"
"7229",37,4,56,4181478,4184574,3096,3.1,"0"
"7322",37,4,64,4190416,4193585,3169,3.2,"0"
"7428",37,1,29,4196640,4200291,3651,3.7,"20"
"7629",37,8,44,4206071,4209881,3810,3.8,"0"
"7725",37,3,79,4214264,4218129,3865,3.9,"20"
"7825",37,3,15,4222673,4226751,4078,4.1,"20"
"8024",37,3,23,4232002,4237280,5278,5.3,"20"
"8228",37,1,5,4243627,4250218,6591,6.6,"20"
"8425",37,1,53,4258068,4264851,6783,6.8,"20"
"8523",37,3,55,4270068,4274206,4138,4.1,"20"
"8623",37,4,48,4281338,4286639,5301,5.3,"0"
"8726",37,2,6,4289492,4293829,4337,4.3,"0"
"8927",37,5,49,4299075,4302599,3524,3.5,"20"
"9026",37,6,2,4309369,4312475,3106,3.1,"0"
"9227",37,4,24,4320482,4327608,7126,7.1,"0"
"9422",37,8,76,4340138,4344683,4545,4.5,"0"
"9525",37,7,43,4349948,4354625,4677,4.7,"20"
"9631",37,5,1,4364579,4370692,6113,6.1,"20"
"9829",37,2,78,4374793,4378387,3594,3.6,"0"
"9927",37,8,12,4383606,4389714,6108,6.1,"0"
"10137",37,8,60,4395184,4399765,4581,4.6,"0"
"10230",37,8,4,4404938,4411209,6271,6.3,"0"
"10424",37,6,18,4420035,4422798,2763,2.8,"0"
"10624",37,8,52,4429040,4433296,4256,4.3,"0"
"10728",37,7,51,4438219,4442324,4105,4.1,"20"
"10823",37,8,20,4444228,4448857,4629,4.6,"0"
"11023",37,7,27,4461299,4467369,6070,6.1,"20"
"11229",37,2,46,4478854,4484158,5304,5.3,"0"
"11326",37,6,26,4491867,4495653,3786,3.8,"0"
"11526",37,4,72,4504596,4509188,4592,4.6,"0"
"11627",37,2,70,4513371,4517420,4049,4,"0"
"11726",37,2,22,4529466,4533664,4198,4.2,"0"
"11925",37,5,65,4541433,4546760,5327,5.3,"20"
"12028",37,7,35,4549512,4553817,4305,4.3,"20"
"12119",37,3,39,4557740,4562095,4355,4.4,"20"
"10138",38,5,48,2170541,2175612,5071,5.1,"20"
"11107",38,1,44,2178164,2181325,3161,3.2,"20"
"1232",38,6,65,2185513,2189519,4006,4,"0"
"1331",38,6,1,2192297,2196092,3795,3.8,"0"
"1524",38,8,43,2201231,2204753,3522,3.5,"0"
"1623",38,4,31,2207584,2210794,3210,3.2,"0"
"1827",38,8,35,2217356,2223107,5751,5.8,"0"
"1928",38,8,11,2228019,2231609,3590,3.6,"0"
"2124",38,6,9,2239199,2243123,3924,3.9,"0"
"2326",38,8,27,2251118,2255215,4097,4.1,"0"
"2524",38,7,26,2264096,2267561,3465,3.5,"20"
"2726",38,4,79,2274307,2278084,3777,3.8,"0"
"2826",38,2,21,2281182,2283894,2712,2.7,"0"
"3022",38,1,4,2288915,2292503,3588,3.6,"20"
"3225",38,2,29,2298141,2305831,7690,7.7,"0"
"3424",38,5,72,2312784,2316633,3849,3.8,"20"
"3525",38,1,36,2320777,2324689,3912,3.9,"20"
"3629",38,5,8,2327374,2331885,4511,4.5,"20"
"3828",38,1,68,2337015,2340124,3109,3.1,"20"
"3927",38,4,23,2343332,2345354,2022,2,"0"
"4125",38,5,40,2351563,2355142,3579,3.6,"20"
"4227",38,2,61,2357842,2362001,4159,4.2,"0"
"4324",38,1,12,2365067,2369488,4421,4.4,"20"
"4529",38,4,47,2376533,2379318,2785,2.8,"0"
"4626",38,8,59,2382724,2391934,9210,9.2,"0"
"4729",38,4,55,2394791,2398052,3261,3.3,"0"
"4826",38,5,16,2401631,2405670,4039,4,"20"
"5029",38,8,75,2410730,2414000,3270,3.3,"0"
"5128",38,3,6,2416859,2421982,5123,5.1,"20"
"5327",38,2,53,2428133,2435607,7474,7.5,"0"
"5426",38,7,58,2438442,2443433,4991,5,"20"
"5530",38,4,63,2448484,2451415,2931,2.9,"0"
"5623",38,1,28,2455831,2460655,4824,4.8,"20"
"5826",38,4,71,2465595,2469051,3456,3.5,"0"
"5928",38,3,54,2472130,2476756,4626,4.6,"20"
"6026",38,5,32,2479616,2483991,4375,4.4,"20"
"6222",38,6,41,2489747,2492317,2570,2.6,"0"
"6326",38,7,10,2495216,2498862,3646,3.6,"20"
"6526",38,2,77,2503977,2508239,4262,4.3,"0"
"6629",38,7,34,2511018,2516198,5180,5.2,"20"
"6729",38,7,42,2519559,2523210,3651,3.7,"20"
"6826",38,7,50,2525872,2528733,2861,2.9,"20"
"6931",38,3,78,2531338,2534544,3206,3.2,"20"
"7026",38,4,7,2537639,2540909,3270,3.3,"0"
"7230",38,5,24,2546576,2550078,3502,3.5,"20"
"7429",38,3,38,2555034,2558962,3928,3.9,"20"
"7521",38,8,51,2561948,2565362,3414,3.4,"0"
"7630",38,7,74,2569070,2575585,6515,6.5,"20"
"7726",38,6,49,2578704,2581028,2324,2.3,"0"
"7826",38,3,70,2583658,2587089,3431,3.4,"20"
"7929",38,3,22,2590633,2594383,3750,3.8,"20"
"8126",38,3,62,2603084,2606970,3886,3.9,"20"
"8229",38,6,73,2609635,2613547,3912,3.9,"0"
"8325",38,4,15,2616312,2618641,2329,2.3,"0"
"8524",38,2,69,2624365,2627407,3042,3,"0"
"8624",38,3,46,2631838,2637011,5173,5.2,"20"
"8727",38,5,80,2639849,2642437,2588,2.6,"20"
